telemetry_id,asset_id,reading_ts,power_output_kw,temperature_c,vibration_mm_s,frequency_hz,status_code
AT0000111904,AST000077,2026-04-27 15:00:00,707.839,47.178,1.988,60.0264,NORMAL
AT0000111905,AST000077,2026-04-27 16:00:00,1634.306,62.994,1.016,60.0626,NORMAL
AT0000111906,AST000077,2026-04-27 17:00:00,1625.717,44.061,1.872,60.0498,NORMAL
AT0000111907,AST000077,2026-04-27 18:00:00,1183.300,53.311,1.435,59.8743,WARNING
AT0000111908,AST000077,2026-04-27 19:00:00,1195.169,38.855,1.893,59.9627,NORMAL
AT0000111909,AST000077,2026-04-27 20:00:00,1151.948,49.220,1.887,60.0137,TRIP
AT0000111910,AST000077,2026-04-27 21:00:00,1309.413,51.132,1.565,60.0425,NORMAL
AT0000111911,AST000077,2026-04-27 22:00:00,1618.768,39.161,1.439,59.9821,TRIP
AT0000111912,AST000077,2026-04-27 23:00:00,1483.822,69.598,0.881,59.9289,TRIP
AT0000111913,AST000077,2026-04-28 00:00:00,1363.190,31.963,1.307,60.0789,TRIP
AT0000111914,AST000077,2026-04-28 01:00:00,874.904,52.981,0.673,60.0537,NORMAL
AT0000111915,AST000077,2026-04-28 02:00:00,1667.664,53.222,1.600,59.9808,WARNING
AT0000111916,AST000077,2026-04-28 03:00:00,679.697,49.455,1.919,59.9030,TRIP
AT0000111917,AST000077,2026-04-28 04:00:00,620.922,40.821,2.150,60.0098,NORMAL
AT0000111918,AST000077,2026-04-28 05:00:00,805.799,44.553,2.428,59.9844,NORMAL
AT0000111919,AST000077,2026-04-28 06:00:00,1470.444,58.766,2.179,60.0072,normal 
AT0000111920,AST000077,2026-04-28 07:00:00,825.726,43.613,2.411,59.9573,NORMAL
AT0000111921,AST000077,2026-04-28 08:00:00,863.450,36.659,1.964,59.9899,TRIP
AT0000111922,AST000077,2026-04-28 09:00:00,1006.456,48.154,0.799,59.9562,NORMAL
AT0000111923,AST000077,2026-04-28 10:00:00,891.724,64.437,2.985,60.0170,WARNING
AT0000111924,AST000077,2026-04-28 11:00:00,1459.221,42.487,2.443,59.9508,NORMAL
AT0000111925,AST000077,2026-04-28 12:00:00,864.870,44.367,1.619,60.0043,NORMAL
AT0000111926,AST000077,2026-04-28 13:00:00,1223.172,42.749,1.753,59.9238,NORMAL
AT0000111927,AST000077,2026-04-28 14:00:00,1426.708,61.646,2.957,60.0747,WARNING
AT0000111928,AST000077,2026-04-28 15:00:00,1573.640,50.332,2.312,59.9387,NORMAL
AT0000111929,AST000077,2026-04-28 16:00:00,702.086,42.606,1.334,60.0442,NORMAL
AT0000111930,AST000077,2026-04-28 17:00:00,1476.192,34.553,1.128,60.1248,TRIP
AT0000111931,AST000077,2026-04-28 18:00:00,1033.058,48.725,1.552,60.0589,WARNING
AT0000111932,AST000077,2026-04-28 19:00:00,1444.502,41.097,2.713,59.9876,normal 
AT0000111933,AST000077,2026-04-28 20:00:00,1025.652,57.247,2.710,60.0036,WARNING
AT0000111934,AST000077,2026-04-28 21:00:00,878.127,43.245,1.854,60.0121,NORMAL
AT0000111935,AST000077,2026-04-28 22:00:00,bad,50.152,1.484,59.9520,NORMAL
AT0000111936,AST000077,2026-04-28 23:00:00,927.483,31.911,0.652,60.0407,normal 
AT0000111937,AST000077,2026-04-29 00:00:00,1505.386,43.382,1.256,60.0078,WARNING
AT0000111938,AST000077,2026-04-29 01:00:00,1350.043,37.086,1.129,60.0536,NORMAL
AT0000111939,AST000077,2026-04-29 02:00:00,1335.075,70.843,2.884,59.9081,NORMAL
AT0000111940,AST000077,2026-04-29 03:00:00,1663.606,39.754,1.699,60.0406,NORMAL
AT0000111941,AST000077,2026-04-29 04:00:00,1449.877,46.265,1.890,59.9805,WARNING
AT0000111942,AST000077,2026-04-29 05:00:00,1051.614,44.217,1.609,60.0948,NORMAL
AT0000111943,AST000077,2026-04-29 06:00:00,1317.765,39.778,2.102,59.9682,NORMAL
AT0000111944,AST000077,2026-04-29 07:00:00,1335.070,48.162,1.168,60.1008,NORMAL
AT0000111945,AST000077,2026-04-29 08:00:00,1313.226,50.677,0.890,60.0069,NORMAL
AT0000111946,AST000077,2026-04-29 09:00:00,1389.090,55.438,2.243,59.9518,NORMAL
AT0000111947,AST000077,2026-04-29 10:00:00,1675.783,33.537,1.675,59.8906,NORMAL
AT0000111948,AST000077,2026-04-29 11:00:00,880.614,55.926,0.544,59.9538,WARNING
AT0000111949,AST000077,2026-04-29 12:00:00,611.472,40.063,1.705,60.0638,WARNING
AT0000111950,AST000077,2026-04-29 13:00:00,768.699,54.623,1.858,59.9156,normal 
AT0000111951,AST000077,2026-04-29 14:00:00,1763.506,37.173,2.897,60.0014,NORMAL
AT0000111952,AST000077,2026-04-29 15:00:00,829.974,34.793,2.125,59.9875,NORMAL
AT0000111953,AST000077,2026-04-29 16:00:00,1382.287,40.712,1.758,60.0275,NORMAL
AT0000111954,AST000077,2026-04-29 17:00:00,1454.970,56.818,1.468,59.9550,NORMAL
AT0000111955,AST000077,2026-04-29 18:00:00,1093.295,54.025,2.159,60.0740,NORMAL
AT0000111956,AST000077,2026-04-29 19:00:00,1438.681,25.336,2.510,59.9275,NORMAL
AT0000111957,AST000077,2026-04-29 20:00:00,1386.397,41.726,0.313,60.0235,NORMAL
AT0000111958,AST000077,2026-04-29 21:00:00,849.984,35.457,0.884,59.9039,NORMAL
AT0000111959,AST000077,2026-04-29 22:00:00,1111.668,51.225,1.965,59.9265,NORMAL
AT0000111960,AST000077,2026-04-29 23:00:00,1490.911,59.472,1.945,59.9830,NORMAL
AT0000111961,AST000077,2026-04-30 00:00:00,815.629,40.101,2.620,60.0018,TRIP
AT0000111962,AST000077,2026-04-30 01:00:00,832.666,43.110,1.324,60.0026,NORMAL
AT0000111963,AST000077,2026-04-30 02:00:00,782.177,54.232,2.430,59.9658,TRIP
AT0000111964,AST000077,2026-04-30 03:00:00,1802.716,34.955,1.344,60.0477,NORMAL
AT0000111965,AST000077,2026-04-30 04:00:00,908.950,41.179,1.327,59.9967,WARNING
AT0000111966,AST000077,2026-04-30 05:00:00,1216.941,35.780,1.715,60.0013,normal 
AT0000111967,AST000077,2026-04-30 06:00:00,1543.645,44.068,2.162,59.9715,WARNING
AT0000111968,AST000077,2026-04-30 07:00:00,1275.745,45.333,1.882,60.0814,NORMAL
AT0000111969,AST000077,2026-04-30 08:00:00,1021.459,61.877,2.673,60.0195,NORMAL
AT0000111970,AST000077,2026-04-30 09:00:00,1440.607,59.685,1.830,60.0200,WARNING
AT0000111971,AST000077,2026-04-30 10:00:00,1197.631,59.136,2.488,59.9381,TRIP
AT0000111972,AST000077,2026-04-30 11:00:00,1156.641,37.798,2.076,60.0070,NORMAL
AT0000111973,AST000077,2026-04-30 12:00:00,682.611,49.792,1.602,59.9510,NORMAL
AT0000111974,AST000077,2026-04-30 13:00:00,1111.661,49.196,2.260,59.9993,WARNING
AT0000111975,AST000077,2026-04-30 14:00:00,1129.716,47.864,2.226,60.0291,normal 
AT0000111976,AST000077,2026-04-30 15:00:00,1449.174,64.387,1.883,60.0460,WARNING
AT0000111977,AST000077,2026-04-30 16:00:00,1100.763,50.757,2.176,60.0337,normal 
AT0000111978,AST000077,2026-04-30 17:00:00,1230.387,57.019,2.510,60.0575,normal 
AT0000111979,AST000077,2026-04-30 18:00:00,1080.264,30.675,1.315,59.9909,WARNING
AT0000111980,AST000077,2026-04-30 19:00:00,1788.598,50.320,1.849,60.0336,TRIP
AT0000111981,AST000077,2026-04-30 20:00:00,1486.466,42.491,1.652,59.9656,TRIP
AT0000111982,AST000077,2026-04-30 21:00:00,1273.071,49.190,2.402,60.0646,TRIP
AT0000111983,AST000077,2026-04-30 22:00:00,1534.509,51.045,1.107,59.9507,WARNING
AT0000111984,AST000077,2026-04-30 23:00:00,686.700,69.958,2.511,59.8800,NORMAL
AT0000111985,AST000077,2026-05-01 00:00:00,1823.602,54.485,2.027,60.0598,NORMAL
AT0000111986,AST000077,2026-05-01 01:00:00,726.673,64.055,1.574,59.9695,NORMAL
AT0000111987,AST000077,2026-05-01 02:00:00,1492.155,34.028,2.926,60.0260,normal 
AT0000111988,AST000077,2026-05-01 03:00:00,1556.413,50.971,1.517,59.9136,WARNING
AT0000111989,AST000077,2026-05-01 04:00:00,944.639,44.775,1.700,60.0482,TRIP
AT0000111990,AST000077,2026-05-01 05:00:00,650.429,47.622,2.247,59.9531,NORMAL
AT0000111991,AST000077,2026-05-01 06:00:00,1082.930,54.220,2.030,60.0836,WARNING
AT0000111992,AST000077,2026-05-01 07:00:00,1455.491,49.341,2.040,59.9883,normal 
AT0000111993,AST000077,2026-05-01 08:00:00,888.037,51.088,1.796,59.9680,normal 
AT0000111994,AST000077,2026-05-01 09:00:00,1143.997,41.992,1.787,60.0210,normal 
AT0000111995,AST000077,2026-05-01 10:00:00,1044.054,43.378,1.979,60.0255,NORMAL
AT0000111996,AST000077,2026-05-01 11:00:00,1639.382,42.472,2.076,60.0734,TRIP
AT0000111997,AST000077,2026-05-01 12:00:00,1128.459,27.352,0.981,60.0192,TRIP
AT0000111998,AST000077,2026-05-01 13:00:00,795.167,35.443,1.515,60.0342,NORMAL
AT0000111999,AST000077,2026-05-01 14:00:00,1388.273,52.176,1.509,60.0602,NORMAL
AT0000112000,AST000077,2026-05-01 15:00:00,1050.330,51.212,1.757,60.0135,WARNING
AT0000112001,AST000077,2026-05-01 16:00:00,1098.549,54.490,1.333,60.0578,NORMAL
AT0000112002,AST000077,2026-05-01 17:00:00,1461.762,48.059,1.101,59.9685,TRIP
AT0000112003,AST000077,2026-05-01 18:00:00,1578.770,48.628,1.748,60.0027,NORMAL
AT0000112004,AST000077,2026-05-01 19:00:00,1305.443,62.063,2.094,60.0057,TRIP
AT0000112005,AST000077,2026-05-01 20:00:00,1678.545,29.477,1.654,60.0428,NORMAL
AT0000112006,AST000077,2026-05-01 21:00:00,1372.049,44.592,1.879,60.0415,NORMAL
AT0000112007,AST000077,2026-05-01 22:00:00,1334.190,53.501,1.904,60.0498,NORMAL
AT0000112008,AST000077,2026-05-01 23:00:00,831.621,57.585,2.116,59.9956,NORMAL
AT0000112009,AST000077,2026-05-02 00:00:00,856.465,45.129,2.602,60.0344,NORMAL
AT0000112010,AST000077,2026-05-02 01:00:00,1282.762,62.391,1.385,60.0006,NORMAL
AT0000112011,AST000077,2026-05-02 02:00:00,821.231,57.937,1.574,59.9820,normal 
AT0000112012,AST000077,2026-05-02 03:00:00,1163.186,58.676,2.399,60.0307,WARNING
AT0000112013,AST000077,2026-05-02 04:00:00,963.764,49.371,0.800,59.9049,WARNING
AT0000112014,AST000077,2026-05-02 05:00:00,1055.471,35.911,1.454,59.9806,NORMAL
AT0000112015,AST000077,2026-05-02 06:00:00,965.424,38.380,1.597,59.9768,normal 
AT0000112016,AST000077,2026-05-02 07:00:00,1144.256,50.980,2.279,60.0242,NORMAL
AT0000112017,AST000077,2026-05-02 08:00:00,861.189,48.956,1.412,59.9736,WARNING
AT0000112018,AST000077,2026-05-02 09:00:00,1508.505,53.783,1.907,59.8488,NORMAL
AT0000112019,AST000077,2026-05-02 10:00:00,460.569,67.939,0.649,59.9644,WARNING
AT0000112020,AST000077,2026-05-02 11:00:00,901.477,46.155,1.717,59.9990,TRIP
AT0000112021,AST000077,2026-05-02 12:00:00,539.751,42.405,1.309,59.9002,TRIP
AT0000112022,AST000077,2026-05-02 13:00:00,1139.363,53.127,1.143,60.0230,TRIP
AT0000112023,AST000077,2026-05-02 14:00:00,851.532,52.686,2.119,60.0351,NORMAL
AT0000112024,AST000077,2026-05-02 15:00:00,1207.876,49.190,1.112,60.0257,NORMAL
AT0000112025,AST000077,2026-05-02 16:00:00,1088.171,43.119,1.443,60.0398,NORMAL
AT0000112026,AST000077,2026-05-02 17:00:00,1755.433,51.094,1.742,59.9908,WARNING
AT0000112027,AST000077,2026-05-02 18:00:00,1372.274,45.461,2.687,59.9610,TRIP
AT0000112028,AST000077,2026-05-02 19:00:00,732.558,28.819,1.815,60.0864,WARNING
AT0000112029,AST000077,2026-05-02 20:00:00,1708.537,67.191,2.113,60.0194,NORMAL
AT0000112030,AST000077,2026-05-02 21:00:00,956.619,59.098,2.462,59.9515,TRIP
AT0000112031,AST000077,2026-05-02 22:00:00,1494.996,61.872,2.640,60.0222,WARNING
AT0000112032,AST000077,2026-05-02 23:00:00,894.796,42.743,1.518,59.9997,WARNING
AT0000112033,AST000077,2026-05-03 00:00:00,1105.875,41.370,0.891,60.0104,WARNING
AT0000112034,AST000077,2026-05-03 01:00:00,1377.063,54.356,2.602,59.9730,NORMAL
AT0000112035,AST000077,2026-05-03 02:00:00,1023.012,28.262,2.040,60.0449,WARNING
AT0000112036,AST000077,2026-05-03 03:00:00,1303.399,47.967,1.971,59.9617,TRIP
AT0000112037,AST000077,2026-05-03 04:00:00,1659.568,54.040,2.612,59.9943,NORMAL
AT0000112038,AST000077,2026-05-03 05:00:00,895.670,55.983,2.141,60.0058,WARNING
AT0000112039,AST000077,2026-05-03 06:00:00,401.755,45.418,0.758,59.9502,WARNING
AT0000112040,AST000077,2026-05-03 07:00:00,923.865,33.953,2.074,59.9861,normal 
AT0000112041,AST000077,2026-05-03 08:00:00,504.220,46.035,2.053,60.0281,WARNING
AT0000112042,AST000077,2026-05-03 09:00:00,469.599,41.781,1.645,60.0387,WARNING
AT0000112043,AST000077,2026-05-03 10:00:00,1474.862,40.885,1.991,60.0091,NORMAL
AT0000112044,AST000077,2026-05-03 11:00:00,1082.195,47.796,2.206,59.9520,NORMAL
AT0000112045,AST000077,2026-05-03 12:00:00,1227.829,46.454,2.221,60.0612,TRIP
AT0000112046,AST000077,2026-05-03 13:00:00,1035.379,24.647,1.483,59.9611,TRIP
AT0000112047,AST000077,2026-05-03 14:00:00,1539.439,52.430,2.115,60.0033,normal 
AT0000112048,AST000077,2026-05-03 15:00:00,1054.927,52.710,1.893,60.0162,WARNING
AT0000112049,AST000077,2026-05-03 16:00:00,1623.383,57.433,2.196,59.9376,normal 
AT0000112050,AST000077,2026-05-03 17:00:00,1710.679,42.774,0.892,60.0119,WARNING
AT0000112051,AST000077,2026-05-03 18:00:00,677.270,51.505,1.678,60.0017,NORMAL
AT0000112052,AST000077,2026-05-03 19:00:00,1028.413,43.661,1.807,60.0512,TRIP
AT0000112053,AST000077,2026-05-03 20:00:00,1575.429,40.805,1.807,60.0448,TRIP
AT0000112054,AST000077,2026-05-03 21:00:00,1604.763,36.510,1.349,59.9384,NORMAL
AT0000112055,AST000077,2026-05-03 22:00:00,1774.735,36.931,2.892,60.0118,NORMAL
AT0000112056,AST000077,2026-05-03 23:00:00,1492.200,48.114,1.745,60.0079,WARNING
AT0000112057,AST000077,2026-05-04 00:00:00,1796.352,31.231,2.228,59.9745,NORMAL
AT0000112058,AST000077,2026-05-04 01:00:00,1410.237,38.250,1.972,60.0191,NORMAL
AT0000112059,AST000077,2026-05-04 02:00:00,872.518,41.141,2.009,59.9682,NORMAL
AT0000112060,AST000077,2026-05-04 03:00:00,2233.049,65.019,1.072,59.9625,NORMAL
AT0000112061,AST000077,2026-05-04 04:00:00,1358.156,51.967,2.112,60.0126,TRIP
AT0000112062,AST000077,2026-05-04 05:00:00,1452.511,50.482,0.919,59.9685,normal 
AT0000112063,AST000077,2026-05-04 06:00:00,520.068,30.697,1.635,60.0162,NORMAL
AT0000112064,AST000077,2026-05-04 07:00:00,1175.082,35.551,1.382,59.9717,NORMAL
AT0000112065,AST000077,2026-05-04 08:00:00,450.599,64.206,1.633,59.9530,TRIP
AT0000112066,AST000077,2026-05-04 09:00:00,1324.312,45.091,2.784,60.0214,NORMAL
AT0000112067,AST000077,2026-05-04 10:00:00,872.756,52.962,1.496,60.0062,NORMAL
AT0000112068,AST000077,2026-05-04 11:00:00,1416.892,48.605,0.750,60.0940,normal 
AT0000112069,AST000077,2026-05-04 12:00:00,1205.663,28.883,2.335,59.9917,TRIP
AT0000112070,AST000077,2026-05-04 13:00:00,683.146,41.498,2.782,60.0224,NORMAL
AT0000112071,AST000077,2026-05-04 14:00:00,844.000,50.369,0.951,60.0741,normal 
AT0000112072,AST000077,2026-05-04 15:00:00,1162.080,61.479,1.838,59.9759,NORMAL
AT0000112073,AST000077,2026-05-04 16:00:00,905.387,44.484,1.816,59.8815,TRIP
AT0000112074,AST000077,2026-05-04 17:00:00,2021.091,44.435,1.899,59.8539,NORMAL
AT0000112075,AST000077,2026-05-04 18:00:00,1140.739,39.413,1.895,60.0255,WARNING
AT0000112076,AST000077,2026-05-04 19:00:00,1279.911,51.874,1.359,60.0716,TRIP
AT0000112077,AST000077,2026-05-04 20:00:00,666.756,48.079,2.574,60.0026,NORMAL
AT0000112078,AST000077,2026-05-04 21:00:00,1604.871,44.782,1.500,60.0244,TRIP
AT0000112079,AST000077,2026-05-04 22:00:00,1622.765,52.956,1.063,59.9091,NORMAL
AT0000112080,AST000077,2026-05-04 23:00:00,323.518,32.148,1.642,59.9450,normal 
AT0000112081,AST000077,2026-05-05 00:00:00,476.012,69.783,2.706,60.0015,normal 
AT0000112082,AST000077,2026-05-05 01:00:00,1390.472,69.528,1.144,60.0746,NORMAL
AT0000112083,AST000077,2026-05-05 02:00:00,1950.316,55.319,2.498,59.8672,NORMAL
AT0000112084,AST000077,2026-05-05 03:00:00,427.102,34.387,1.876,59.9599,TRIP
AT0000112085,AST000077,2026-05-05 04:00:00,1014.209,48.552,1.989,60.0067,NORMAL
AT0000112086,AST000077,2026-05-05 05:00:00,702.190,41.146,2.064,60.0102,NORMAL
AT0000112087,AST000077,2026-05-05 06:00:00,1672.148,27.381,2.060,60.0570,NORMAL
AT0000112088,AST000077,2026-05-05 07:00:00,1175.857,32.753,1.143,60.0481,WARNING
AT0000112089,AST000077,2026-05-05 08:00:00,1069.641,28.212,2.232,59.9064,NORMAL
AT0000112090,AST000077,2026-05-05 09:00:00,1578.202,71.113,0.915,59.9925,NORMAL
AT0000112091,AST000077,2026-05-05 10:00:00,597.587,45.333,1.764,60.0118,TRIP
AT0000112092,AST000077,2026-05-05 11:00:00,723.709,46.316,2.221,60.0386,NORMAL
AT0000112093,AST000077,2026-05-05 12:00:00,1380.659,54.996,2.200,60.0012,TRIP
AT0000112094,AST000077,2026-05-05 13:00:00,1283.851,47.470,1.674,59.9263,NORMAL
AT0000112095,AST000077,2026-05-05 14:00:00,1303.253,49.724,1.858,59.9816,NORMAL
AT0000112096,AST000077,2026-05-05 15:00:00,1745.061,46.332,1.913,59.9943,NORMAL
AT0000112097,AST000077,2026-05-05 16:00:00,1236.011,53.103,2.156,60.0291,NORMAL
AT0000112098,AST000077,2026-05-05 17:00:00,981.845,67.210,2.689,60.0486,WARNING
AT0000112099,AST000077,2026-05-05 18:00:00,1094.563,54.943,1.021,60.0142,WARNING
AT0000112100,AST000077,2026-05-05 19:00:00,790.474,45.826,1.411,60.0274,NORMAL
AT0000112101,AST000077,2026-05-05 20:00:00,2107.800,46.980,2.022,60.0902,WARNING
AT0000112102,AST000077,2026-05-05 21:00:00,1601.292,56.354,3.080,59.9380,NORMAL
AT0000112103,AST000077,2026-05-05 22:00:00,1608.717,39.802,2.656,60.0751,NORMAL
AT0000112104,AST000077,2026-05-05 23:00:00,1069.511,35.885,1.895,60.0159,normal 
AT0000112105,AST000077,2026-05-06 00:00:00,1027.844,40.375,1.960,60.0016,normal 
AT0000112106,AST000077,2026-05-06 01:00:00,692.547,38.039,2.053,60.0086,NORMAL
AT0000112107,AST000077,2026-05-06 02:00:00,961.859,61.235,1.597,59.9558,WARNING
AT0000112108,AST000077,2026-05-06 03:00:00,897.486,50.942,1.506,59.9609,TRIP
AT0000112109,AST000077,2026-05-06 04:00:00,918.664,40.025,3.091,59.9863,NORMAL
AT0000112110,AST000077,2026-05-06 05:00:00,958.245,43.134,2.690,59.8861,NORMAL
AT0000112111,AST000077,2026-05-06 06:00:00,771.417,58.796,1.650,60.0647,NORMAL
AT0000112112,AST000077,2026-05-06 07:00:00,767.955,46.936,1.446,60.0283,WARNING
AT0000112113,AST000077,2026-05-06 08:00:00,995.756,44.426,1.813,60.0319,NORMAL
AT0000112114,AST000077,2026-05-06 09:00:00,569.799,67.042,2.028,60.0503,normal 
AT0000112115,AST000077,2026-05-06 10:00:00,1050.537,58.029,3.460,60.1047,WARNING
AT0000112116,AST000077,2026-05-06 11:00:00,1016.032,46.863,2.733,60.0081,NORMAL
AT0000112117,AST000077,2026-05-06 12:00:00,1330.515,54.943,2.131,59.9881,NORMAL
AT0000112118,AST000077,2026-05-06 13:00:00,942.875,65.652,2.541,60.0100,NORMAL
AT0000112119,AST000077,2026-05-06 14:00:00,1572.777,54.063,1.382,59.9503,NORMAL
AT0000112120,AST000077,2026-05-06 15:00:00,1502.275,40.023,1.540,59.9657,WARNING
AT0000112121,AST000077,2026-05-06 16:00:00,1360.961,38.723,2.462,60.0463,normal 
AT0000112122,AST000077,2026-05-06 17:00:00,1025.973,73.308,2.021,59.9171,NORMAL
AT0000112123,AST000077,2026-05-06 18:00:00,1230.345,61.292,2.262,60.0497,NORMAL
AT0000112124,AST000077,2026-05-06 19:00:00,1276.033,46.912,1.513,60.0374,NORMAL
AT0000112125,AST000077,2026-05-06 20:00:00,1018.880,56.919,1.787,60.0312,NORMAL
AT0000112126,AST000077,2026-05-06 21:00:00,969.362,69.365,1.715,59.9598,TRIP
AT0000112127,AST000077,2026-05-06 22:00:00,1169.645,62.919,1.502,59.9917,WARNING
AT0000112128,AST000077,2026-05-06 23:00:00,1121.039,47.669,1.798,60.0074,TRIP
AT0000112129,AST000077,2026-05-07 00:00:00,1034.984,42.674,1.813,59.9236,TRIP
AT0000112130,AST000077,2026-05-07 01:00:00,850.568,60.647,2.700,60.0105,normal 
AT0000112131,AST000077,2026-05-07 02:00:00,1004.412,38.530,1.877,60.0788,TRIP
AT0000112132,AST000077,2026-05-07 03:00:00,989.722,49.547,1.784,59.9178,NORMAL
AT0000112133,AST000077,2026-05-07 04:00:00,1658.783,37.250,0.565,59.9613,WARNING
AT0000112134,AST000077,2026-05-07 05:00:00,2064.621,52.213,2.567,60.0240,TRIP
AT0000112135,AST000077,2026-05-07 06:00:00,750.443,44.725,1.355,60.0592,NORMAL
AT0000112136,AST000077,2026-05-07 07:00:00,936.739,59.196,1.652,60.0016,NORMAL
AT0000112137,AST000077,2026-05-07 08:00:00,764.454,35.274,2.891,60.0273,NORMAL
AT0000112138,AST000077,2026-05-07 09:00:00,1727.610,51.940,2.352,60.0034,WARNING
AT0000112139,AST000077,2026-05-07 10:00:00,877.140,53.171,2.475,59.9161,TRIP
AT0000112140,AST000077,2026-05-07 11:00:00,1194.956,39.624,2.964,59.9285,WARNING
AT0000112141,AST000077,2026-05-07 12:00:00,1524.024,67.277,0.514,60.0615,NORMAL
AT0000112142,AST000077,2026-05-07 13:00:00,1026.636,58.394,1.530,59.9805,NORMAL
AT0000112143,AST000077,2026-05-07 14:00:00,1081.034,51.937,0.911,59.9005,TRIP
AT0000112144,AST000077,2026-05-07 15:00:00,1165.602,61.655,2.363,59.9958,NORMAL
AT0000112145,AST000077,2026-05-07 16:00:00,1241.787,44.764,1.900,60.0010,NORMAL
AT0000112146,AST000077,2026-05-07 17:00:00,780.588,48.929,1.366,59.9602,NORMAL
AT0000112147,AST000077,2026-05-07 18:00:00,1373.911,40.698,0.664,59.9683,NORMAL
AT0000112148,AST000077,2026-05-07 19:00:00,1012.959,52.662,2.028,60.0255,NORMAL
AT0000112149,AST000077,2026-05-07 20:00:00,1409.887,60.567,2.681,60.0812,NORMAL
AT0000112150,AST000077,2026-05-07 21:00:00,660.923,48.176,2.194,59.9265,normal 
AT0000112151,AST000077,2026-05-07 22:00:00,1062.787,51.520,0.706,60.0616,normal 
AT0000112152,AST000077,2026-05-07 23:00:00,1388.701,50.722,2.735,60.0031,TRIP
AT0000112153,AST000077,2026-05-08 00:00:00,1522.704,40.675,1.397,59.9704,NORMAL
AT0000112154,AST000077,2026-05-08 01:00:00,1064.783,37.036,2.150,60.0136,NORMAL
AT0000112155,AST000077,2026-05-08 02:00:00,1430.416,39.112,0.780,59.9934,normal 
AT0000112156,AST000077,2026-05-08 03:00:00,1175.700,61.464,2.584,60.0072,NORMAL
AT0000112157,AST000077,2026-05-08 04:00:00,1471.021,50.676,0.704,59.9941,NORMAL
AT0000112158,AST000077,2026-05-08 05:00:00,1133.996,45.242,1.913,60.0377,NORMAL
AT0000112159,AST000077,2026-05-08 06:00:00,1984.957,47.798,2.768,59.8926,NORMAL
AT0000112160,AST000077,2026-05-08 07:00:00,1202.508,46.654,1.914,60.0118,TRIP
AT0000112161,AST000077,2026-05-08 08:00:00,1587.385,39.597,1.793,59.8854,NORMAL
AT0000112162,AST000077,2026-05-08 09:00:00,633.417,60.401,0.691,59.9414,normal 
AT0000112163,AST000077,2026-05-08 10:00:00,1499.034,34.221,1.945,59.9853,TRIP
AT0000112164,AST000077,2026-05-08 11:00:00,732.725,43.168,1.466,60.0227,NORMAL
AT0000112165,AST000077,2026-05-08 12:00:00,933.837,39.495,2.645,60.0337,WARNING
AT0000112166,AST000077,2026-05-08 13:00:00,837.818,46.024,1.321,60.0359,NORMAL
AT0000112167,AST000077,2026-05-08 14:00:00,1192.885,55.893,2.367,59.9603,NORMAL
AT0000112168,AST000077,2026-05-08 15:00:00,1199.038,61.672,1.123,60.0306,NORMAL
AT0000112169,AST000077,2026-05-08 16:00:00,879.487,48.684,0.723,59.9893,TRIP
AT0000112170,AST000077,2026-05-08 17:00:00,1922.698,47.280,0.664,60.0118,NORMAL
AT0000112171,AST000077,2026-05-08 18:00:00,1811.968,46.607,1.856,60.0154,NORMAL
AT0000112172,AST000077,2026-05-08 19:00:00,1577.994,36.817,1.731,59.9761,WARNING
AT0000112173,AST000077,2026-05-08 20:00:00,1427.399,45.613,0.839,59.9850,WARNING
AT0000112174,AST000077,2026-05-08 21:00:00,766.222,35.679,1.458,60.1066,NORMAL
AT0000112175,AST000077,2026-05-08 22:00:00,1453.154,40.979,1.655,59.9832,normal 
AT0000112176,AST000077,2026-05-08 23:00:00,1224.965,46.642,1.704,60.0697,WARNING
AT0000112177,AST000077,2026-05-09 00:00:00,1127.261,53.915,2.307,60.0054,WARNING
AT0000112178,AST000077,2026-05-09 01:00:00,1661.226,38.938,2.607,60.0625,NORMAL
AT0000112179,AST000077,2026-05-09 02:00:00,1303.887,44.486,2.513,59.9865,NORMAL
AT0000112180,AST000077,2026-05-09 03:00:00,1421.135,33.947,2.352,59.9907,WARNING
AT0000112181,AST000077,2026-05-09 04:00:00,1265.032,51.370,1.549,59.9908,NORMAL
AT0000112182,AST000077,2026-05-09 05:00:00,1124.016,43.561,0.945,60.0194,NORMAL
AT0000112183,AST000077,2026-05-09 06:00:00,1400.812,52.410,1.595,59.9148,NORMAL
AT0000112184,AST000077,2026-05-09 07:00:00,1069.848,69.893,1.594,59.9617,normal 
AT0000112185,AST000077,2026-05-09 08:00:00,1032.122,58.026,0.723,59.9710,WARNING
AT0000112186,AST000077,2026-05-09 09:00:00,1486.217,44.677,1.776,60.0315,NORMAL
AT0000112187,AST000077,2026-05-09 10:00:00,1023.284,39.149,2.854,60.0298,NORMAL
AT0000112188,AST000077,2026-05-09 11:00:00,1834.234,52.667,1.270,59.9494,WARNING
AT0000112189,AST000077,2026-05-09 12:00:00,1454.727,53.092,2.039,59.9808,NORMAL
AT0000112190,AST000077,2026-05-09 13:00:00,1274.321,36.771,1.831,60.0401,WARNING
AT0000112191,AST000077,2026-05-09 14:00:00,1519.356,61.432,1.934,60.0207,NORMAL
AT0000112192,AST000077,2026-05-09 15:00:00,728.133,51.100,1.996,59.9875,NORMAL
AT0000112193,AST000077,2026-05-09 16:00:00,1092.570,34.413,2.379,59.9438,NORMAL
