transaction_id,account_id,card_id,merchant_id,transaction_ts,transaction_type,channel,direction,amount,currency,transaction_status,description,source_system,ingestion_batch_id,transaction_date
T00004452,A000188,,,,PAYROLL,Api,credit,859.97,GBP,Failed,Direct Deposit,core_banking,BATCH_20260602_A,
T00004453,A000099,,,2026-03-19 19:00:00,ATM,Atm,debit,478.57,USD,Pending,Transfer,mobile_app,BATCH_20260601_A,2026-03-19
T00004454,A000159,,,,INTEREST,Online,credit,191.18,USD,Posted,Direct Deposit,mobile_app,BATCH_20260601_B,
T00004455,A000205,CRD000005,M0023,2026-05-04 02:21:00,POS,Mobile,debit,398.78,EUR,Posted,Transfer,mobile_app,BATCH_20260601_A,2026-05-04
T00004456,A000197,,,,ATM,Card,debit,1249.3,USD,Posted,Purchase,core_banking,BATCH_20260601_B,
T00004457,A000061,,,,FEE,Online,debit,5.25,INR,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_B,
T00004458,A000084,,,2026-03-06 01:47:00,ACH,Online,debit,24.73,CAD,Failed,Purchase,branch_teller,BATCH_20260601_B,2026-03-06
T00004459,A000215,,,2026-03-26 18:10:00,INTEREST,Online,credit,296.93,CAD,Posted,Purchase,card_processor,BATCH_20260602_A,2026-03-26
T00004460,A000195,CRD000165,M0050,,POS,Online,debit,120.98,EUR,Posted,Bill Pay,card_processor,BATCH_20260601_A,
T00004461,A000174,,,,PAYROLL,Api,credit,182.51,EUR,Pending,Purchase,branch_teller,BATCH_20260601_B,
T00004462,A000166,,M0045,2026-03-09 00:43:00,POS,Online,debit,295.14,USD,Posted,Purchase,mobile_app,BATCH_20260601_A,2026-03-09
T00004463,A000052,,,,ATM,Online,debit,74.72,USD,Posted,Monthly Fee,branch_teller,BATCH_20260602_A,
T00004464,A000170,CRD000096,M0005,2026-03-23 12:17:00,POS,Api,debit,496.23,CAD,Posted,Purchase,card_processor,BATCH_20260602_A,2026-03-23
T00004465,A000023,,M0021,2026-05-13 10:45:00,REFUND,Online,credit,326.0,CAD,Posted,Monthly Fee,mobile_app,BATCH_20260602_A,2026-05-13
T00004466,A000152,CRD000067,M0041,,POS,Online,debit,13.41,EUR,Posted,Bill Pay,mobile_app,BATCH_20260601_B,
T00004467,A000135,,,,ATM,Online,debit,125.74,USD,Posted,Direct Deposit,card_processor,BATCH_20260601_A,
T00004468,A000185,,,,WIRE,Card,debit,299.16,USD,Pending,Purchase,core_banking,BATCH_20260601_B,
T00004469,A000143,,,2026-03-24 22:36:00,ACH,Card,debit,395.88,GBP,Posted,Bill Pay,card_processor,BATCH_20260601_A,2026-03-24
T00004470,A000078,,,2026-04-07 15:09:00,ACH,Atm,debit,134.0,INR,Posted,Monthly Fee,branch_teller,BATCH_20260601_B,2026-04-07
T00004471,A000024,,,,ATM,Online,debit,110.4,USD,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_B,
T00004472,A000085,,,,ACH,Atm,debit,182.14,GBP,Posted,Direct Deposit,core_banking,BATCH_20260601_A,
T00004473,A000015,CRD000178,M0025,2026-01-15 13:06:00,POS,Branch,debit,741.67,CAD,Posted,Transfer,branch_teller,BATCH_20260602_A,2026-01-15
T00004474,A000082,CRD000059,M0052,,POS,Card,debit,606.12,CAD,Posted,Direct Deposit,card_processor,BATCH_20260601_A,
T00004475,A000067,CRD000137,M0037,2026-02-26 22:06:00,POS,Api,debit,669.09,EUR,Pending,Direct Deposit,card_processor,BATCH_20260601_A,2026-02-26
T00004476,A000136,,,2026-03-12 04:27:00,ACH,Online,debit,286.57,CAD,Failed,Direct Deposit,core_banking,BATCH_20260601_A,2026-03-12
T00004477,A000093,,,,INTEREST,Card,credit,231.79,GBP,Posted,Bill Pay,mobile_app,BATCH_20260602_A,
T00004478,A000103,,,2026-05-04 23:27:00,ATM,Online,debit,185.94,EUR,Pending,Monthly Fee,branch_teller,BATCH_20260601_B,2026-05-04
T00004479,A000141,,,2026-01-28 07:37:00,INTEREST,Api,credit,105.07,INR,Posted,Bill Pay,branch_teller,BATCH_20260601_A,2026-01-28
T00004480,A000076,CRD000049,M0040,2026-02-27 05:27:00,POS,Atm,debit,15.85,GBP,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,2026-02-27
T00004481,A000091,,,2026-05-07 14:31:00,INTEREST,Card,credit,26.84,EUR,Posted,Direct Deposit,branch_teller,BATCH_20260601_A,2026-05-07
T00004482,A000097,,,,ACH,Atm,debit,622.01,EUR,Reversed,Monthly Fee,core_banking,BATCH_20260601_A,
T00004483,A000121,,,,ATM,Api,debit,583.78,EUR,Reversed,Purchase,branch_teller,BATCH_20260601_B,
T00004484,A000157,,,2026-02-24 01:31:00,PAYROLL,Mobile,credit,170.0,USD,Failed,Monthly Fee,mobile_app,BATCH_20260601_B,2026-02-24
T00004485,A000034,,,,INTEREST,Api,credit,35.38,EUR,Posted,Direct Deposit,card_processor,BATCH_20260601_B,
T00004486,A000039,,,2026-05-04 11:16:00,ACH,Card,debit,53.35,EUR,Pending,Bill Pay,mobile_app,BATCH_20260602_A,2026-05-04
T00004487,A000212,,,,ACH,Online,debit,289.68,CAD,Posted,Direct Deposit,card_processor,BATCH_20260601_A,
T00004488,A000146,CRD000157,M0027,2026-03-31 02:12:00,POS,Online,debit,1220.36,USD,Posted,Transfer,card_processor,BATCH_20260601_B,2026-03-31
T00004489,A000099,,,2026-04-30 23:44:00,ATM,Card,debit,232.88,USD,Pending,Monthly Fee,mobile_app,BATCH_20260601_A,2026-04-30
T00004490,A000120,,,,ACH,Branch,debit,52.73,CAD,Posted,Bill Pay,branch_teller,BATCH_20260601_B,
T00004491,A000095,,,2026-05-22 22:22:00,WIRE,Online,debit,1014.51,GBP,Failed,Bill Pay,branch_teller,BATCH_20260601_B,2026-05-22
T00004492,A000082,,,,PAYROLL,Online,credit,6.02,CAD,Posted,Bill Pay,card_processor,BATCH_20260602_A,
T00004493,A000203,CRD000062,M0028,,POS,Api,debit,297.12,USD,Pending,Direct Deposit,card_processor,BATCH_20260601_B,
T00004494,A000063,,,,ATM,Online,debit,469.14,INR,Posted,Transfer,card_processor,BATCH_20260601_B,
T00004495,A000019,,,,INTEREST,Api,credit,461.59,INR,Reversed,Cash Withdrawal,mobile_app,BATCH_20260602_A,
T00004496,A000087,,,,ATM,Online,debit,396.47,INR,Posted,Monthly Fee,card_processor,BATCH_20260601_A,
T00004497,A000154,,,,ACH,Atm,debit,371.17,GBP,Posted,Transfer,card_processor,BATCH_20260601_B,
T00004498,A000042,,,,WIRE,Mobile,debit,1191.68,INR,Posted,Monthly Fee,mobile_app,BATCH_20260601_A,
T00004499,A000100,CRD000116,M0030,,POS,Atm,debit,380.66,CAD,Failed,Bill Pay,core_banking,BATCH_20260601_A,
T00004500,A000143,,,,ATM,Card,debit,12.79,GBP,Posted,Direct Deposit,branch_teller,BATCH_20260602_A,
T00004501,A000137,,,,FEE,Api,debit,26.07,CAD,Posted,Cash Withdrawal,mobile_app,BATCH_20260602_A,
T00004502,A000150,CRD000047,M0043,2026-01-30 00:02:00,POS,Mobile,debit,297.75,USD,Reversed,Transfer,mobile_app,BATCH_20260601_A,2026-01-30
T00004503,A000159,CRD000043,M0059,,POS,Card,debit,348.63,CAD,Posted,Transfer,core_banking,BATCH_20260601_A,
T00004504,A000119,,M0074,,POS,Branch,debit,491.11,USD,Posted,Direct Deposit,branch_teller,BATCH_20260601_A,
T00004505,A000136,CRD000066,M0063,,POS,Card,debit,115.19,CAD,Failed,Purchase,branch_teller,BATCH_20260602_A,
T00004506,A000001,,,,ATM,Atm,debit,12.61,CAD,Reversed,Cash Withdrawal,branch_teller,BATCH_20260601_B,
T00004507,A000060,,,,FEE,Online,debit,37.59,USD,Reversed,Transfer,branch_teller,BATCH_20260601_B,
T00004508,A000023,CRD000044,M0054,2026-02-01 04:56:00,POS,Online,debit,240.13,CAD,Posted,Direct Deposit,core_banking,BATCH_20260601_B,2026-02-01
T00004509,A000111,,,,ACH,Atm,debit,27.14,EUR,Pending,Cash Withdrawal,core_banking,BATCH_20260601_B,
T00004510,A000163,,,2026-05-25 10:51:00,FEE,Branch,debit,35.77,CAD,Failed,Transfer,mobile_app,BATCH_20260601_B,2026-05-25
T00004511,A000214,,,2026-01-25 10:02:00,ATM,Card,debit,368.75,INR,Posted,Purchase,branch_teller,BATCH_20260602_A,2026-01-25
T00004512,A000214,,,,FEE,Card,debit,9.96,INR,Posted,Purchase,mobile_app,BATCH_20260602_A,
T00004513,A000186,CRD000119,M0021,,POS,Branch,debit,128.81,INR,Posted,Cash Withdrawal,mobile_app,BATCH_20260602_A,
T00004514,A000199,CRD000144,M0061,2026-04-13 07:51:00,POS,Mobile,debit,367.87,INR,Posted,Monthly Fee,core_banking,BATCH_20260601_B,2026-04-13
T00004515,A000086,CRD000011,M0027,2026-01-31 21:48:00,POS,Atm,debit,236.32,EUR,Posted,Transfer,branch_teller,BATCH_20260602_A,2026-01-31
T00004516,A000102,,,,INTEREST,Online,credit,346.52,EUR,Posted,Purchase,mobile_app,BATCH_20260601_B,
T00004517,A000186,,M0010,,REFUND,Card,credit,82.01,INR,Posted,Bill Pay,core_banking,BATCH_20260602_A,
T00004518,A000127,,M0054,2026-03-04 09:17:00,POS,Card,debit,31.98,CAD,Posted,Monthly Fee,card_processor,BATCH_20260601_A,2026-03-04
T00004519,A000065,CRD000151,M0001,2026-05-10 13:57:00,POS,Api,debit,62.42,GBP,Failed,Monthly Fee,branch_teller,BATCH_20260601_A,2026-05-10
T00004520,A000012,CRD000073,M0043,,POS,Branch,debit,10.03,EUR,Pending,Monthly Fee,core_banking,BATCH_20260601_A,
T00004521,A000194,,M0045,,POS,Api,debit,206.99,INR,Posted,Cash Withdrawal,core_banking,BATCH_20260601_A,
T00004522,A000104,,,,FEE,Card,debit,35.86,USD,Posted,Transfer,card_processor,BATCH_20260601_B,
T00004523,A000002,,M0057,2026-02-18 08:30:00,POS,Api,debit,453.57,EUR,Reversed,Cash Withdrawal,branch_teller,BATCH_20260601_B,2026-02-18
T00004524,A000174,,M0079,2026-01-03 22:34:00,REFUND,Atm,credit,636.39,EUR,Failed,Monthly Fee,mobile_app,BATCH_20260602_A,2026-01-03
T00004525,A000128,CRD000162,M0070,,POS,Api,debit,372.29,INR,Posted,Purchase,card_processor,BATCH_20260602_A,
T00004526,A000152,CRD000082,M0031,,POS,Card,debit,108.97,EUR,Posted,Cash Withdrawal,core_banking,BATCH_20260601_B,
T00004527,A000116,,,,ATM,Api,debit,388.41,GBP,Reversed,Direct Deposit,mobile_app,BATCH_20260601_A,
T00004528,A000127,,,2026-01-18 13:52:00,ATM,Online,debit,101.99,CAD,Pending,Cash Withdrawal,core_banking,BATCH_20260602_A,2026-01-18
T00004529,A000172,CRD000158,M0010,2026-05-24 16:52:00,POS,Branch,debit,34.63,USD,Reversed,Direct Deposit,core_banking,BATCH_20260601_A,2026-05-24
T00004530,A000165,CRD000177,M0039,2026-05-27 09:23:00,POS,Mobile,debit,113.34,INR,Failed,Purchase,branch_teller,BATCH_20260602_A,2026-05-27
T00004531,A000197,,,2026-05-11 10:54:00,ACH,Online,debit,112.53,USD,Posted,Bill Pay,core_banking,BATCH_20260601_B,2026-05-11
T00004532,A000029,,,,ATM,Online,debit,592.87,EUR,Posted,Bill Pay,core_banking,BATCH_20260602_A,
T00004533,A000093,,,,PAYROLL,Branch,credit,232.97,GBP,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_A,
T00004534,A000007,CRD000032,M0001,,POS,Online,debit,495.67,USD,Posted,Transfer,branch_teller,BATCH_20260601_A,
T00004535,A000218,,M0019,,REFUND,Atm,credit,138.72,GBP,Posted,Monthly Fee,card_processor,BATCH_20260602_A,
T00004536,A000210,,,,ACH,Api,debit,186.04,INR,Reversed,Transfer,card_processor,BATCH_20260601_A,
T00004537,A000052,CRD000108,M0063,,POS,Branch,debit,48.78,GBP,Posted,Bill Pay,branch_teller,BATCH_20260602_A,
T00004538,A000139,,,,ATM,Branch,debit,75.52,EUR,Posted,Bill Pay,mobile_app,BATCH_20260601_A,
T00004539,A000026,CRD000048,M0041,2026-05-28 06:02:00,POS,Api,debit,215.54,EUR,Posted,Bill Pay,core_banking,BATCH_20260602_A,2026-05-28
T00004540,A000196,,,2026-05-08 20:06:00,ATM,Online,debit,66.03,INR,Posted,Monthly Fee,branch_teller,BATCH_20260601_B,2026-05-08
T00004541,A000194,,,,INTEREST,Api,credit,188.19,EUR,Pending,Transfer,card_processor,BATCH_20260601_A,
T00004542,A000022,,,2026-03-23 22:08:00,FEE,Online,debit,12.88,USD,Posted,Cash Withdrawal,core_banking,BATCH_20260601_A,2026-03-23
T00004543,A000091,CRD000143,M0027,2026-04-26 02:52:00,POS,Card,debit,310.87,EUR,Posted,Purchase,mobile_app,BATCH_20260601_B,2026-04-26
T00004544,A000173,CRD000063,M0004,,POS,Mobile,debit,119.03,CAD,Pending,Purchase,card_processor,BATCH_20260601_B,
T00004545,A000056,,,,PAYROLL,Mobile,credit,204.62,EUR,Reversed,Bill Pay,mobile_app,BATCH_20260601_A,
T00004546,A000110,CRD000070,M0050,2026-01-23 21:47:00,POS,Branch,debit,198.7,CAD,Posted,Cash Withdrawal,core_banking,BATCH_20260601_A,2026-01-23
T00004547,A000087,CRD000082,M0050,2026-04-12 14:54:00,POS,Mobile,debit,35.39,CAD,Pending,Transfer,card_processor,BATCH_20260601_B,2026-04-12
T00004548,A000185,CRD000054,M0064,,POS,Mobile,debit,1454.96,USD,Pending,Monthly Fee,branch_teller,BATCH_20260601_A,
T00004549,A000183,,,,ACH,Branch,debit,-167.75,GBP,Pending,Direct Deposit,mobile_app,BATCH_20260602_A,
T00004550,A000139,CRD000129,M0021,2026-01-27 00:55:00,POS,Online,debit,284.46,EUR,Failed,Bill Pay,core_banking,BATCH_20260602_A,2026-01-27
T00004551,A000167,,,2026-04-19 11:49:00,FEE,Branch,debit,18.25,USD,Posted,Transfer,card_processor,BATCH_20260601_B,2026-04-19
T00004552,A000185,,,2026-04-09 17:11:00,PAYROLL,Online,credit,0.24,USD,Posted,Direct Deposit,mobile_app,BATCH_20260601_B,2026-04-09
T00004553,A000127,CRD000015,M0055,,POS,Atm,debit,217.31,CAD,Posted,Cash Withdrawal,branch_teller,BATCH_20260602_A,
T00004554,A000192,CRD000089,M0051,,POS,Online,debit,26.8,GBP,Reversed,Transfer,mobile_app,BATCH_20260601_B,
T00004555,A000128,CRD000033,M0008,,POS,Atm,debit,66.26,INR,Reversed,Direct Deposit,core_banking,BATCH_20260601_A,
T00004556,A000111,CRD000069,M0064,,POS,Api,debit,578.05,USD,Posted,Transfer,core_banking,BATCH_20260601_A,
T00004557,A000081,,,,ACH,Mobile,debit,185.03,CAD,Posted,Monthly Fee,branch_teller,BATCH_20260601_A,
T00004558,A000193,,,,ACH,Branch,debit,123.98,EUR,Posted,Direct Deposit,core_banking,BATCH_20260601_B,
T00004559,A000036,,,,ATM,Online,debit,47.77,CAD,Reversed,Purchase,branch_teller,BATCH_20260601_A,
T00004560,A000002,,,,ACH,Card,debit,76.47,EUR,Failed,Direct Deposit,branch_teller,BATCH_20260601_B,
T00004561,A000049,,,,ACH,Atm,debit,34.65,USD,Posted,Monthly Fee,mobile_app,BATCH_20260601_B,
T00004562,A000188,,,2026-05-12 14:02:00,WIRE,Online,debit,503.7,GBP,Reversed,Monthly Fee,branch_teller,BATCH_20260601_B,2026-05-12
T00004563,A000076,,,2026-02-10 00:45:00,FEE,Online,debit,44.68,INR,Pending,Direct Deposit,core_banking,BATCH_20260601_B,2026-02-10
T00004564,A000154,,,,ATM,Api,debit,46.56,GBP,Failed,Cash Withdrawal,mobile_app,BATCH_20260602_A,
T00004565,A000145,CRD000154,M0030,,POS,Atm,debit,150.74,CAD,Pending,Transfer,core_banking,BATCH_20260602_A,
T00004566,A000028,,,,ACH,Mobile,debit,101.08,CAD,Failed,Transfer,core_banking,BATCH_20260602_A,
T00004567,A000005,,,,ACH,Branch,debit,106.74,USD,Posted,Direct Deposit,core_banking,BATCH_20260602_A,
T00004568,A000044,,,,PAYROLL,Online,credit,179.38,CAD,Posted,Monthly Fee,card_processor,BATCH_20260602_A,
T00004569,A000107,CRD000034,M0056,2026-02-22 23:38:00,POS,Online,debit,222.96,INR,Posted,Bill Pay,card_processor,BATCH_20260601_A,2026-02-22
T00004570,A000138,,,,PAYROLL,Api,credit,57.89,USD,Posted,Direct Deposit,mobile_app,BATCH_20260602_A,
T00004571,A000175,CRD000179,M0039,,POS,Mobile,debit,102.82,USD,Posted,Bill Pay,core_banking,BATCH_20260602_A,
T00004572,A000103,CRD000097,M0029,2026-02-02 21:01:00,POS,Mobile,debit,470.27,EUR,Reversed,Purchase,mobile_app,BATCH_20260601_A,2026-02-02
T00004573,A000079,,,,ATM,Card,debit,531.5,USD,Posted,Purchase,mobile_app,BATCH_20260602_A,
T00004574,A000192,,,,ACH,Online,debit,260.45,GBP,Pending,Bill Pay,mobile_app,BATCH_20260601_A,
T00004575,A000202,CRD000142,M0079,,POS,Atm,debit,92.53,INR,Posted,Direct Deposit,card_processor,BATCH_20260601_A,
T00004576,A000029,,,2026-05-21 16:15:00,WIRE,Card,debit,384.42,EUR,Posted,Purchase,card_processor,BATCH_20260601_A,2026-05-21
T00004577,A000209,,,,ACH,Branch,debit,85.01,USD,Reversed,Cash Withdrawal,core_banking,BATCH_20260601_A,
T00004578,A000131,CRD000024,M0079,,POS,Branch,debit,735.41,USD,Reversed,Transfer,core_banking,BATCH_20260601_B,
T00004579,A000180,,,2026-05-09 13:19:00,WIRE,Api,debit,525.65,GBP,Posted,Monthly Fee,core_banking,BATCH_20260602_A,2026-05-09
T00004580,A000044,,,,ATM,Online,debit,587.94,CAD,Posted,Monthly Fee,core_banking,BATCH_20260601_A,
T00004581,A000186,CRD000138,M0048,,POS,Mobile,debit,24.26,INR,Pending,Purchase,core_banking,BATCH_20260601_A,
T00004582,A000170,,,2026-05-16 12:56:00,PAYROLL,Online,credit,26.97,CAD,Reversed,Monthly Fee,branch_teller,BATCH_20260601_B,2026-05-16
T00004583,A000129,,,2026-01-02 20:36:00,WIRE,Online,debit,2384.4,GBP,Failed,Monthly Fee,core_banking,BATCH_20260601_B,2026-01-02
T00004584,A000075,,,2026-01-28 16:49:00,ATM,Card,debit,249.45,GBP,Reversed,Monthly Fee,card_processor,BATCH_20260601_B,2026-01-28
T00004585,A000016,,,,WIRE,Api,debit,459.69,INR,Reversed,Bill Pay,mobile_app,BATCH_20260601_B,
T00004586,A000164,CRD000120,M0050,2026-01-05 11:00:00,POS,Branch,debit,704.01,EUR,Reversed,Transfer,branch_teller,BATCH_20260602_A,2026-01-05
T00004587,A000193,,,,PAYROLL,Mobile,credit,106.52,EUR,Pending,Monthly Fee,branch_teller,BATCH_20260601_B,
T00004588,A000176,,,,ATM,Api,debit,340.82,USD,Posted,Transfer,branch_teller,BATCH_20260602_A,
T00004589,A000026,,,2026-03-14 05:05:00,ACH,Online,debit,95.66,EUR,Reversed,Transfer,core_banking,BATCH_20260601_B,2026-03-14
T00004590,A000087,,,2026-05-11 09:57:00,PAYROLL,Api,credit,125.12,CAD,Pending,Bill Pay,branch_teller,BATCH_20260602_A,2026-05-11
T00004591,A000162,CRD000052,M0006,,POS,Online,debit,322.86,CAD,Reversed,Monthly Fee,core_banking,BATCH_20260602_A,
T00004592,A000183,,,2026-02-13 02:39:00,ACH,Api,debit,696.04,GBP,Failed,Direct Deposit,core_banking,BATCH_20260601_B,2026-02-13
T00004593,A999999,,M0028,,REFUND,Api,credit,267.73,CAD,Reversed,Monthly Fee,branch_teller,BATCH_20260601_A,
T00004594,A000140,CRD000132,M0039,,POS,Online,debit,120.24,USD,Posted,Purchase,card_processor,BATCH_20260602_A,
T00004595,A000033,CRD000093,M0018,,POS,Mobile,debit,314.13,EUR,Posted,Cash Withdrawal,core_banking,BATCH_20260601_A,
T00004596,A000169,,,2026-03-20 11:35:00,ACH,Api,debit,169.43,GBP,Failed,Direct Deposit,core_banking,BATCH_20260601_A,2026-03-20
T00004597,A000121,CRD000105,M0029,2026-02-16 12:39:00,POS,Api,debit,167.39,EUR,Posted,Transfer,mobile_app,BATCH_20260601_A,2026-02-16
T00004598,A000139,,,2026-05-06 08:16:00,INTEREST,Card,credit,188.38,EUR,Posted,Direct Deposit,core_banking,BATCH_20260601_B,2026-05-06
T00004599,A000207,,,2026-01-28 05:08:00,ATM,Atm,debit,112.74,EUR,Posted,Bill Pay,branch_teller,BATCH_20260601_A,2026-01-28
T00004600,A000027,,,2026-05-17 12:44:00,WIRE,Online,debit,,INR,Posted,Monthly Fee,mobile_app,BATCH_20260602_A,2026-05-17
T00004601,A000187,CRD000086,M0042,,POS,Mobile,debit,183.77,CAD,Pending,Transfer,card_processor,BATCH_20260601_B,
T00004602,A000015,,,,ACH,Card,debit,53.94,CAD,Pending,Purchase,branch_teller,BATCH_20260601_A,
T00004603,A000158,,,,ACH,Branch,debit,58.53,GBP,Pending,Cash Withdrawal,card_processor,BATCH_20260601_B,
T00004604,A000007,CRD000049,M0004,,POS,Branch,debit,134.32,USD,Failed,Bill Pay,card_processor,BATCH_20260601_A,
T00004605,A000073,,M0050,,POS,Atm,debit,474.33,USD,Failed,Direct Deposit,mobile_app,BATCH_20260602_A,
T00004606,A000097,,,,ACH,Online,debit,11.05,EUR,Posted,Cash Withdrawal,mobile_app,BATCH_20260601_A,
T00004607,A000215,,,2026-04-19 23:31:00,PAYROLL,Online,credit,172.46,CAD,Posted,Cash Withdrawal,branch_teller,BATCH_20260601_A,2026-04-19
T00004608,A000216,,,2026-02-21 21:44:00,WIRE,Api,debit,539.0999999999999,INR,Reversed,Bill Pay,core_banking,BATCH_20260601_A,2026-02-21
T00004609,A000113,,,2026-01-31 12:31:00,WIRE,Mobile,debit,1023.04,EUR,Pending,Direct Deposit,mobile_app,BATCH_20260602_A,2026-01-31
T00004610,A000019,,,2026-03-30 05:40:00,ATM,Card,debit,295.91,INR,Posted,Cash Withdrawal,card_processor,BATCH_20260602_A,2026-03-30
T00004611,A000008,,,2026-05-02 19:30:00,FEE,Online,debit,11.08,EUR,Posted,Cash Withdrawal,card_processor,BATCH_20260601_A,2026-05-02
T00004612,A000117,,,2026-03-20 01:42:00,ATM,Card,debit,1.35,EUR,Pending,Cash Withdrawal,branch_teller,BATCH_20260602_A,2026-03-20
T00004613,A000138,,M0026,,REFUND,Atm,credit,57.81,USD,Pending,Bill Pay,card_processor,BATCH_20260602_A,
T00004614,A000169,,,,INTEREST,Mobile,credit,125.21,GBP,Posted,Monthly Fee,core_banking,BATCH_20260601_B,
T00004615,A000082,CRD000007,M0071,,POS,Branch,debit,450.5,CAD,Posted,Monthly Fee,core_banking,BATCH_20260601_A,
T00004616,A000062,,,,PAYROLL,Card,credit,246.19,INR,Posted,Purchase,card_processor,BATCH_20260601_B,
T00004617,A000006,CRD000172,M0040,,POS,Card,debit,164.24,EUR,Pending,Bill Pay,mobile_app,BATCH_20260601_B,
T00004618,A000142,,,2026-05-15 13:45:00,WIRE,Api,debit,169.53,EUR,Pending,Transfer,mobile_app,BATCH_20260601_B,2026-05-15
T00004619,A000077,,,2026-01-24 10:39:00,INTEREST,Online,credit,223.37,INR,Posted,Transfer,core_banking,BATCH_20260601_B,2026-01-24
T00004620,A000129,,,2026-01-02 08:01:00,FEE,Mobile,debit,17.53,GBP,Pending,Transfer,branch_teller,BATCH_20260602_A,2026-01-02
T00004621,A000015,CRD000039,M0015,,POS,Api,debit,39.72,CAD,Failed,Transfer,branch_teller,BATCH_20260602_A,
T00004622,A000170,,,2026-03-29 17:37:00,PAYROLL,Online,credit,247.09,CAD,Reversed,Cash Withdrawal,core_banking,BATCH_20260601_B,2026-03-29
T00004623,A000210,,,2026-01-01 17:17:00,PAYROLL,Online,credit,399.93,INR,Posted,Bill Pay,branch_teller,BATCH_20260601_A,2026-01-01
T00004624,A000009,,,,INTEREST,Card,credit,232.24,CAD,Posted,Transfer,card_processor,BATCH_20260602_A,
T00004625,A000095,,,,FEE,Card,debit,36.04,GBP,Reversed,Direct Deposit,branch_teller,BATCH_20260602_A,
T00004626,A000030,,,2026-04-01 04:01:00,WIRE,Branch,debit,2367.68,USD,Posted,Transfer,card_processor,BATCH_20260602_A,2026-04-01
T00004627,A000126,CRD000029,M0041,,POS,Online,debit,197.52,GBP,Reversed,Bill Pay,mobile_app,BATCH_20260601_B,
T00004628,A000167,,,,PAYROLL,Online,credit,492.28,USD,Posted,Bill Pay,card_processor,BATCH_20260601_B,
T00004629,A000173,CRD000097,M0047,2026-04-11 02:41:00,POS,Online,debit,224.45,CAD,Reversed,Transfer,core_banking,BATCH_20260601_A,2026-04-11
T00004630,A000182,,,,PAYROLL,Mobile,credit,164.77,CAD,Posted,Bill Pay,mobile_app,BATCH_20260601_B,
T00004631,A000168,,,,WIRE,Branch,debit,3418.2,INR,Posted,Direct Deposit,branch_teller,BATCH_20260601_A,
T00004632,A000060,CRD000025,M0022,2026-03-05 04:25:00,POS,Branch,debit,690.48,USD,Failed,Purchase,card_processor,BATCH_20260601_A,2026-03-05
T00004633,A000208,,M0016,2026-03-03 20:01:00,REFUND,Api,credit,204.63,CAD,Reversed,Cash Withdrawal,mobile_app,BATCH_20260602_A,2026-03-03
T00004634,A000092,,,2026-02-15 15:40:00,WIRE,Branch,debit,2017.36,INR,Reversed,Transfer,mobile_app,BATCH_20260601_B,2026-02-15
T00004635,A000211,,,,WIRE,Online,debit,1495.52,USD,Failed,Direct Deposit,card_processor,BATCH_20260601_B,
T00004636,A000109,CRD000052,M0072,2026-01-18 19:44:00,POS,Online,debit,433.31,INR,Posted,Purchase,branch_teller,BATCH_20260601_B,2026-01-18
T00004637,A000198,,,,ACH,Api,debit,103.72,GBP,Reversed,Transfer,branch_teller,BATCH_20260602_A,
T00004638,A000072,CRD000152,M0078,2026-04-30 23:50:00,POS,Online,debit,12.81,INR,Posted,Transfer,branch_teller,BATCH_20260602_A,2026-04-30
T00004639,A000096,CRD000081,M0048,,POS,Branch,debit,728.25,INR,Failed,Purchase,card_processor,BATCH_20260601_A,
T00004640,A000126,,,2026-05-02 10:18:00,ACH,Online,debit,205.39,GBP,Posted,Monthly Fee,mobile_app,BATCH_20260602_A,2026-05-02
T00004641,A000007,,M0046,2026-03-02 14:49:00,POS,Api,debit,69.56,USD,Failed,Transfer,mobile_app,BATCH_20260601_B,2026-03-02
T00004642,A000023,,M0057,2026-02-28 05:58:00,REFUND,Api,credit,73.03,CAD,Reversed,Transfer,mobile_app,BATCH_20260601_A,2026-02-28
T00004643,A000187,,M0004,,POS,Atm,debit,153.46,CAD,Posted,Cash Withdrawal,core_banking,BATCH_20260602_A,
T00004644,A000105,CRD000089,M0045,2026-01-23 05:24:00,POS,Branch,debit,177.29,GBP,Reversed,Cash Withdrawal,mobile_app,BATCH_20260602_A,2026-01-23
T00004645,A000023,,,,ATM,Atm,debit,285.17,CAD,Posted,Monthly Fee,core_banking,BATCH_20260602_A,
T00004646,A000082,,,2026-02-24 12:24:00,FEE,Online,debit,18.52,CAD,Failed,Monthly Fee,branch_teller,BATCH_20260602_A,2026-02-24
T00004647,A000200,,,,PAYROLL,Online,credit,214.34,CAD,Pending,Monthly Fee,mobile_app,BATCH_20260601_A,
T00004648,A000065,,,,ATM,Online,debit,31.24,GBP,Posted,Cash Withdrawal,card_processor,BATCH_20260601_B,
T00004649,A000007,,,,ACH,Branch,debit,1076.12,USD,Posted,Purchase,branch_teller,BATCH_20260601_A,
T00004650,A000054,CRD000001,M0016,,POS,Online,debit,106.8,GBP,Pending,Direct Deposit,mobile_app,BATCH_20260601_A,
T00004651,A000130,,,,PAYROLL,Branch,credit,137.28,USD,Posted,Transfer,card_processor,BATCH_20260601_B,
