payment_id,transaction_id,payment_method,payment_status,payment_amount
PAY000006684,TXN000006370,Credit Card,Reversed,423.77
PAY000006685,TXN000006371,Cash,Approved,34.71
PAY000006686,TXN000006372,Gift Card,approved ,202.32
PAY000006687,TXN000006373,credit card,Approved,178.70
PAY000006688,TXN000006374,Gift Card,Declined,220.34
PAY000006689,TXN000006375,Credit Card,approved ,462.03
PAY000006690,TXN000006376,Credit Card,Approved,396.80
PAY000006691,TXN000006377,Mobile Pay,Approved,306.19
PAY000006692,TXN000006378,Credit Card,Reversed,292.46
PAY000006693,TXN000006379,Debit Card,Declined,41.94
PAY000006694,TXN000006380,Credit Card,Approved,132.17
PAY000006695,TXN000006381,Mobile Pay,Declined,249.47
PAY000006696,TXN000006382,Credit Card,Approved,157.13
PAY000006697,TXN000006383,Gift Card,Reversed,183.97
PAY000006698,TXN000006384,Cash,Approved,170.56
PAY000006699,TXN000006385,Cash,Approved,204.17
PAY000006700,TXN000006386,credit card,Declined,391.99
PAY000006701,TXN000006387,Mobile Pay,Reversed,30.63
PAY000006702,TXN000006388,Gift Card,Reversed,12.44
PAY000006703,TXN000006389,Debit Card,Reversed,100.81
PAY000006704,TXN000006390,Debit Card,approved ,16.16
PAY000006705,TXN000006391,Gift Card,approved ,231.22
PAY000006706,TXN000006392,credit card,Approved,92.14
PAY000006707,TXN000006393,Cash,Reversed,381.96
PAY000006708,TXN000006394,Gift Card,Approved,422.33
PAY000006709,TXN000006395,Cash,Declined,420.64
PAY000006710,TXN000006396,Cash,Declined,222.54
PAY000006711,TXN000006397,Mobile Pay,Approved,288.13
PAY000006712,TXN000006398,Cash,Reversed,344.73
PAY000006713,TXN000006399,Gift Card,Reversed,378.82
PAY000006714,TXN000006400,Debit Card,Declined,161.91
PAY000006715,TXN000006401,Debit Card,Approved,150.99
PAY000006716,TXN000006402,Credit Card,Approved,40.25
PAY000006717,TXN000006403,Debit Card,approved ,245.05
PAY000006718,TXN000006404,Cash,approved ,481.24
PAY000006719,TXN000006404,credit card,Declined,243.84
PAY000006720,TXN000006405,Cash,Approved,40.14
PAY000006721,TXN000006406,Debit Card,Approved,6.60
PAY000006722,TXN000006407,Debit Card,Declined,162.39
PAY000006723,TXN000006408,credit card,Approved,345.25
PAY000006724,TXN000006409,Gift Card,Approved,198.54
PAY000006725,TXN000006410,Cash,Approved,174.76
PAY000006726,TXN000006411,credit card,Approved,232.53
PAY000006727,TXN000006412,Credit Card,Reversed,447.36
PAY000006728,TXN000006413,Gift Card,Reversed,9.09
PAY000006729,TXN000006414,Gift Card,approved ,221.22
PAY000006730,TXN000006415,Credit Card,Approved,147.12
PAY000006731,TXN000006416,Mobile Pay,Approved,392.94
PAY000006732,TXN000006417,Mobile Pay,Approved,21.62
PAY000006733,TXN000006418,Cash,Approved,199.54
PAY000006734,TXN000006419,Gift Card,approved ,143.08
PAY000006735,TXN000006420,Credit Card,Declined,194.99
PAY000006736,TXN000006421,Credit Card,Approved,491.02
PAY000006737,TXN000006422,Gift Card,Approved,379.86
PAY000006738,TXN000006423,Cash,Declined,23.23
PAY000006739,TXN000006424,Debit Card,Declined,188.11
PAY000006740,TXN000006425,Gift Card,Reversed,389.46
PAY000006741,TXN000006426,Gift Card,Approved,100.50
PAY000006742,TXN000006427,Mobile Pay,approved ,337.89
PAY000006743,TXN000006428,Gift Card,Approved,350.44
PAY000006744,TXN000006429,credit card,approved ,326.27
PAY000006745,TXN000006430,credit card,Declined,213.56
PAY000006746,TXN000006431,Debit Card,Declined,155.22
PAY000006747,TXN000006432,Gift Card,Approved,12.51
PAY000006748,TXN000006433,credit card,Declined,458.05
PAY000006749,TXN000006434,Cash,approved ,354.56
PAY000006750,TXN000006435,Mobile Pay,Approved,313.97
PAY000006751,TXN000006436,Credit Card,Reversed,476.49
PAY000006752,TXN000006436,Credit Card,approved ,481.59
PAY000006753,TXN000006437,Mobile Pay,approved ,134.96
PAY000006754,TXN000006438,Debit Card,Declined,117.81
PAY000006755,TXN000006439,Credit Card,Declined,275.83
PAY000006756,TXN000006440,Cash,Declined,158.72
PAY000006757,TXN000006441,Credit Card,Approved,42.52
PAY000006758,TXN000006442,Gift Card,Declined,136.69
PAY000006759,TXN000006443,Debit Card,Approved,376.98
PAY000006760,TXN000006444,Cash,Approved,130.96
PAY000006761,TXN000006445,Cash,Declined,189.75
PAY000006762,TXN000006446,Gift Card,Approved,434.70
PAY000006763,TXN000006446,Mobile Pay,Declined,63.00
PAY000006764,TXN000006447,Cash,Approved,437.31
PAY000006765,TXN000006448,credit card,Approved,203.97
PAY000006766,TXN000006449,credit card,approved ,48.76
PAY000006767,TXN000006450,Gift Card,Declined,306.88
PAY000006768,TXN000006451,Mobile Pay,Approved,240.11
PAY000006769,TXN000006452,Cash,Approved,294.48
PAY000006770,TXN000006452,Gift Card,approved ,463.59
PAY000006771,TXN000006453,Mobile Pay,Reversed,429.43
PAY000006772,TXN000006454,Credit Card,Approved,62.09
PAY000006773,TXN000006455,Mobile Pay,Reversed,261.47
PAY000006774,TXN000006456,Gift Card,Approved,258.03
PAY000006775,TXN000006457,Cash,Approved,40.43
PAY000006776,TXN000006458,Cash,Reversed,32.37
PAY000006777,TXN000006459,Cash,Declined,5.44
PAY000006778,TXN000006460,Mobile Pay,Declined,131.85
PAY000006779,TXN000006460,Gift Card,Reversed,364.25
PAY000006780,TXN000006461,Mobile Pay,Approved,72.12
PAY000006781,TXN000006462,Cash,Approved,45.29
PAY000006782,TXN000006463,Mobile Pay,Declined,334.40
PAY000006783,TXN000006463,Gift Card,Approved,378.92
PAY000006784,TXN000006464,Cash,Declined,158.97
PAY000006785,TXN000006465,Debit Card,approved ,199.80
PAY000006786,TXN000006466,credit card,Reversed,236.21
PAY000006787,TXN000006467,Mobile Pay,Approved,56.65
PAY000006788,TXN000006468,Credit Card,Declined,103.33
PAY000006789,TXN000006469,credit card,Reversed,291.72
PAY000006790,TXN000006469,Debit Card,Declined,190.63
PAY000006791,TXN000006470,Debit Card,Approved,416.92
PAY000006792,TXN000006471,Credit Card,approved ,223.04
PAY000006793,TXN000006472,Cash,Reversed,69.44
PAY000006794,TXN000006473,Mobile Pay,Approved,31.50
PAY000006795,TXN000006474,Credit Card,Reversed,487.28
PAY000006796,TXN000006475,Gift Card,Approved,192.14
PAY000006797,TXN000006476,Gift Card,Reversed,135.09
PAY000006798,TXN000006476,Gift Card,Approved,480.61
PAY000006799,TXN000006477,Debit Card,Reversed,399.79
PAY000006800,TXN000006478,Debit Card,Approved,97.89
PAY000006801,TXN000006479,Cash,Declined,45.82
PAY000006802,TXN000006480,Cash,Declined,332.08
PAY000006803,TXN000006481,credit card,Declined,306.18
PAY000006804,TXN000006482,Credit Card,Reversed,51.63
PAY000006805,TXN000006483,Debit Card,Approved,234.35
PAY000006806,TXN000006484,Gift Card,Approved,163.03
PAY000006807,TXN000006485,Cash,Approved,401.48
PAY000006808,TXN000006486,Debit Card,approved ,450.22
PAY000006809,TXN000006487,Debit Card,Declined,37.21
PAY000006810,TXN000006488,Credit Card,Declined,406.87
PAY000006811,TXN000006489,Credit Card,Approved,112.51
PAY000006812,TXN000006490,Credit Card,Declined,53.02
PAY000006813,TXN000006491,Credit Card,Reversed,425.16
PAY000006814,TXN000006492,Debit Card,Approved,28.04
PAY000006815,TXN000006493,Debit Card,Reversed,358.27
PAY000006816,TXN000006494,credit card,approved ,78.27
PAY000006817,TXN000006495,Credit Card,Reversed,293.43
PAY000006818,TXN000006496,credit card,Reversed,266.82
PAY000006819,TXN000006497,Cash,Reversed,229.86
PAY000006820,TXN000006498,credit card,Reversed,294.19
PAY000006821,TXN000006499,Gift Card,Approved,106.04
PAY000006822,TXN000006500,Credit Card,approved ,178.90
PAY000006823,TXN000006501,Credit Card,approved ,173.91
PAY000006824,TXN000006502,Mobile Pay,Approved,284.63
PAY000006825,TXN000006503,Mobile Pay,Reversed,274.01
PAY000006826,TXN000006504,Cash,Reversed,58.11
PAY000006827,TXN000006505,Debit Card,Approved,218.62
PAY000006828,TXN000006506,Gift Card,approved ,452.81
PAY000006829,TXN000006507,Cash,Approved,290.04
PAY000006830,TXN000006508,Credit Card,Reversed,61.98
PAY000006831,TXN000006508,Mobile Pay,Reversed,272.06
PAY000006832,TXN000006509,Mobile Pay,Declined,162.16
PAY000006833,TXN000006510,Debit Card,approved ,189.68
PAY000006834,TXN000006511,Mobile Pay,Approved,349.06
PAY000006835,TXN000006512,Cash,Declined,66.72
PAY000006836,TXN000006513,Credit Card,approved ,129.53
PAY000006837,TXN000006514,Debit Card,Reversed,207.10
PAY000006838,TXN000006515,Mobile Pay,Declined,350.93
PAY000006839,TXN000006516,Cash,Reversed,225.99
PAY000006840,TXN000006517,Mobile Pay,Declined,182.12
PAY000006841,TXN000006518,Mobile Pay,Declined,475.57
PAY000006842,TXN000006519,Debit Card,Approved,110.44
PAY000006843,TXN000006520,Credit Card,Approved,338.74
PAY000006844,TXN000006521,Credit Card,Declined,101.08
PAY000006845,TXN000006522,Debit Card,Declined,106.61
PAY000006846,TXN000006523,Debit Card,Reversed,388.97
PAY000006847,TXN000006524,Mobile Pay,Approved,203.08
PAY000006848,TXN000006524,Credit Card,approved ,214.68
PAY000006849,TXN000006525,Cash,Reversed,402.91
PAY000006850,TXN000006526,Gift Card,Approved,150.82
PAY000006851,TXN000006527,Mobile Pay,Approved,127.51
PAY000006852,TXN000006528,Credit Card,Reversed,225.03
PAY000006853,TXN000006529,Gift Card,Approved,43.78
PAY000006854,TXN000006530,Cash,Approved,486.05
PAY000006855,TXN000006531,credit card,Approved,68.75
PAY000006856,TXN000006531,Cash,approved ,96.34
PAY000006857,TXN000006532,Cash,Declined,356.49
PAY000006858,TXN000006533,credit card,Approved,494.38
PAY000006859,TXN000006534,Mobile Pay,Reversed,331.25
PAY000006860,TXN000006535,Gift Card,Approved,182.97
PAY000006861,TXN000006536,Gift Card,Reversed,151.05
PAY000006862,TXN000006537,Credit Card,Approved,125.20
PAY000006863,TXN000006538,Cash,Declined,377.78
PAY000006864,TXN000006539,Cash,approved ,223.87
PAY000006865,TXN000006539,Debit Card,approved ,94.11
PAY000006866,TXN000006540,Debit Card,Approved,421.01
PAY000006867,TXN000006541,Cash,Approved,292.39
PAY000006868,TXN000006542,Mobile Pay,approved ,19.72
PAY000006869,TXN000006542,Cash,Declined,197.84
PAY000006870,TXN000006543,Debit Card,Approved,329.90
PAY000006871,TXN000006544,Cash,approved ,215.21
PAY000006872,TXN000006545,Mobile Pay,Reversed,494.81
PAY000006873,TXN000006546,Gift Card,Approved,332.11
PAY000006874,TXN000006547,Gift Card,approved ,50.14
PAY000006875,TXN000006548,Mobile Pay,Approved,474.32
PAY000006876,TXN000006549,Gift Card,approved ,422.35
PAY000006877,TXN000006550,Credit Card,Approved,161.29
PAY000006878,TXN000006551,Gift Card,Reversed,372.64
PAY000006879,TXN000006552,Gift Card,Declined,223.80
PAY000006880,TXN000006553,Gift Card,Approved,323.58
PAY000006881,TXN000006554,credit card,approved ,499.12
PAY000006882,TXN000006555,Mobile Pay,Approved,54.18
PAY000006883,TXN000006556,Credit Card,Reversed,437.84
PAY000006884,TXN000006557,Mobile Pay,Approved,165.17
PAY000006885,TXN000006557,Credit Card,Declined,bad
PAY000006886,TXN000006558,Debit Card,Declined,309.66
PAY000006887,TXN000006559,credit card,Reversed,25.22
PAY000006888,TXN000006560,Cash,Approved,339.24
PAY000006889,TXN000006561,Credit Card,Approved,47.11
PAY000006890,TXN000006562,Mobile Pay,Declined,216.29
PAY000006891,TXN000006563,Gift Card,Approved,115.25
PAY000006892,TXN000006564,Debit Card,Approved,432.91
PAY000006893,TXN000006565,credit card,Reversed,74.44
PAY000006894,TXN000006566,Debit Card,Approved,201.35
PAY000006895,TXN000006566,credit card,Approved,251.83
PAY000006896,TXN000006567,Debit Card,Approved,418.54
PAY000006897,TXN000006568,Gift Card,Approved,347.05
PAY000006898,TXN000006569,Credit Card,Declined,437.61
PAY000006899,TXN000006570,Mobile Pay,Declined,319.09
PAY000006900,TXN000006571,credit card,Approved,456.09
PAY000006901,TXN000006572,credit card,Approved,46.67
PAY000006902,TXN000006573,Cash,Approved,77.18
PAY000006903,TXN000006574,Debit Card,Approved,450.20
PAY000006904,TXN000006575,Gift Card,Approved,381.81
PAY000006905,TXN000006576,Credit Card,Approved,436.36
PAY000006906,TXN000006577,Debit Card,Approved,170.91
PAY000006907,TXN000006578,Cash,Declined,41.57
PAY000006908,TXN000006579,Credit Card,Reversed,184.30
PAY000006909,TXN000006580,Credit Card,Declined,165.20
PAY000006910,TXN000006581,Mobile Pay,approved ,123.93
PAY000006911,TXN000006582,Cash,Reversed,328.40
PAY000006912,TXN000006583,credit card,Reversed,407.32
PAY000006913,TXN000006584,Cash,Reversed,163.76
PAY000006914,TXN000006585,Mobile Pay,Declined,395.92
PAY000006915,TXN000006586,Credit Card,Approved,185.62
PAY000006916,TXN000006587,Gift Card,Approved,212.73
PAY000006917,TXN000006588,Gift Card,approved ,236.96
PAY000006918,TXN000006589,Cash,Reversed,129.21
PAY000006919,TXN000006590,Debit Card,Reversed,367.16
PAY000006920,TXN000006591,Credit Card,Approved,167.95
PAY000006921,TXN000006592,Debit Card,Approved,37.79
PAY000006922,TXN000006593,Debit Card,approved ,173.68
PAY000006923,TXN000006594,credit card,approved ,242.01
PAY000006924,TXN000006595,Credit Card,approved ,60.25
PAY000006925,TXN000006596,credit card,Approved,171.94
PAY000006926,TXN000006597,Gift Card,Reversed,6.99
PAY000006927,TXN000006598,Gift Card,Declined,299.98
PAY000006928,TXN000006599,Debit Card,Reversed,10.47
PAY000006929,TXN000006600,Cash,Approved,129.72
PAY000006930,TXN000006601,Debit Card,approved ,272.59
PAY000006931,TXN000006602,Mobile Pay,Reversed,6.26
PAY000006932,TXN000006603,Gift Card,approved ,486.36
PAY000006933,TXN000006604,Mobile Pay,Approved,267.18
PAY000006934,TXN000006605,Credit Card,Approved,31.99
PAY000006935,TXN000006606,Cash,approved ,116.61
PAY000006936,TXN000006607,credit card,Declined,65.47
PAY000006937,TXN000006608,credit card,Approved,266.41
PAY000006938,TXN000006609,Mobile Pay,Approved,413.67
PAY000006939,TXN000006610,credit card,approved ,198.55
PAY000006940,TXN000006611,Mobile Pay,Reversed,77.45
PAY000006941,TXN000006612,Cash,approved ,333.49
PAY000006942,TXN000006613,Cash,Approved,192.91
PAY000006943,TXN000006614,Debit Card,Approved,163.13
PAY000006944,TXN000006614,Cash,Approved,127.56
PAY000006945,TXN000006615,Credit Card,Reversed,334.14
PAY000006946,TXN000006616,Debit Card,Declined,205.21
PAY000006947,TXN000006617,Gift Card,Reversed,127.49
PAY000006948,TXN000006618,Cash,Reversed,343.20
PAY000006949,TXN000006619,Cash,approved ,404.86
PAY000006950,TXN000006620,Debit Card,Approved,426.93
PAY000006951,TXN000006621,credit card,approved ,499.74
PAY000006952,TXN000006622,credit card,approved ,288.72
PAY000006953,TXN000006623,Mobile Pay,Approved,295.96
PAY000006954,TXN000006624,Gift Card,Reversed,188.48
PAY000006955,TXN000006625,Gift Card,approved ,463.06
PAY000006956,TXN000006626,Gift Card,Approved,391.46
PAY000006957,TXN000006627,Debit Card,Approved,108.98
PAY000006958,TXN000006628,Mobile Pay,approved ,281.46
PAY000006959,TXN000006629,Credit Card,Approved,50.23
PAY000006960,TXN000006630,Mobile Pay,Declined,243.34
PAY000006961,TXN000006631,Gift Card,Approved,382.91
PAY000006962,TXN000006632,Gift Card,Approved,103.07
PAY000006963,TXN000006633,Debit Card,approved ,235.84
PAY000006964,TXN000006634,Mobile Pay,Declined,155.06
PAY000006965,TXN000006635,Mobile Pay,Approved,210.54
PAY000006966,TXN000006636,Debit Card,Declined,255.46
PAY000006967,TXN000006637,Credit Card,approved ,400.47
PAY000006968,TXN000006637,credit card,approved ,407.61
PAY000006969,TXN000006638,Debit Card,Declined,312.80
PAY000006970,TXN000006639,Debit Card,approved ,213.39
PAY000006971,TXN000006640,Mobile Pay,Reversed,331.47
PAY000006972,TXN000006641,Cash,approved ,32.84
PAY000006973,TXN000006642,Cash,Approved,60.20
PAY000006974,TXN000006643,Debit Card,approved ,486.98
PAY000006975,TXN000006644,Mobile Pay,Reversed,321.46
PAY000006976,TXN000006645,Mobile Pay,approved ,76.92
PAY000006977,TXN000006646,Mobile Pay,Approved,49.45
PAY000006978,TXN000006647,credit card,Declined,193.30
PAY000006979,TXN000006648,Cash,Reversed,179.04
PAY000006980,TXN000006649,credit card,Approved,374.01
PAY000006981,TXN000006650,Gift Card,Declined,236.58
PAY000006982,TXN000006651,Gift Card,Approved,258.57
PAY000006983,TXN000006652,credit card,Reversed,383.25
PAY000006984,TXN000006653,Credit Card,Reversed,16.27
PAY000006985,TXN000006654,Debit Card,Approved,79.73
PAY000006986,TXN000006655,Credit Card,Reversed,320.98
PAY000006987,TXN000006656,Credit Card,Declined,123.32
PAY000006988,TXN000006657,credit card,approved ,346.66
PAY000006989,TXN000006658,Credit Card,approved ,45.18
PAY000006990,TXN000006659,Mobile Pay,Reversed,269.92
PAY000006991,TXN000006660,Mobile Pay,Approved,249.96
PAY000006992,TXN000006661,credit card,Approved,141.21
PAY000006993,TXN000006662,Mobile Pay,Declined,458.45
PAY000006994,TXN000006663,Gift Card,approved ,21.72
PAY000006995,TXN000006664,Debit Card,Reversed,121.72
PAY000006996,TXN000006665,Mobile Pay,Approved,316.20
PAY000006997,TXN000006666,Credit Card,Approved,347.69
PAY000006998,TXN000006667,Debit Card,approved ,45.86
PAY000006999,TXN000006668,Credit Card,Approved,393.56
PAY000007000,TXN000006669,Cash,Declined,233.52
PAY000007001,TXN000006670,Debit Card,Approved,146.16
PAY000007002,TXN000006671,Mobile Pay,Approved,429.56
PAY000007003,TXN000006672,Debit Card,Approved,414.81
PAY000007004,TXN000006673,credit card,approved ,246.02
PAY000007005,TXN000006674,Credit Card,Approved,20.27
PAY000007006,TXN000006675,Cash,approved ,42.93
PAY000007007,TXN000006676,Cash,Declined,449.78
PAY000007008,TXN000006677,Credit Card,Approved,236.71
PAY000007009,TXN000006678,Debit Card,Reversed,69.96
PAY000007010,TXN000006679,Credit Card,Reversed,193.23
PAY000007011,TXN000006680,credit card,Approved,253.51
PAY000007012,TXN000006681,Cash,Reversed,438.40
PAY000007013,TXN000006682,Gift Card,Reversed,286.52
PAY000007014,TXN000006683,credit card,approved ,410.57
PAY000007015,TXN000006684,Mobile Pay,Reversed,208.12
PAY000007016,TXN000006685,Mobile Pay,Reversed,176.51
PAY000007017,TXN000006686,Cash,Declined,205.07
PAY000007018,TXN000006687,Gift Card,approved ,138.47
PAY000007019,TXN000006687,Debit Card,Declined,275.70
PAY000007020,TXN000006688,Credit Card,Declined,183.33
PAY000007021,TXN000006689,Credit Card,Approved,246.48
PAY000007022,TXN000006690,Credit Card,approved ,37.89
PAY000007023,TXN000006691,Credit Card,Reversed,289.75
PAY000007024,TXN000006692,Cash,Reversed,247.87
PAY000007025,TXN000006693,Cash,Approved,271.53
PAY000007026,TXN000006694,credit card,Approved,487.41
PAY000007027,TXN000006695,Debit Card,Approved,245.19
PAY000007028,TXN000006696,Cash,Approved,57.07
PAY000007029,TXN000006697,Mobile Pay,approved ,373.15
PAY000007030,TXN000006698,Credit Card,Declined,282.53
PAY000007031,TXN000006699,Cash,Declined,463.29
PAY000007032,TXN000006700,Gift Card,Declined,312.14
PAY000007033,TXN000006701,Credit Card,Approved,71.02
PAY000007034,TXN000006701,credit card,Approved,370.38
PAY000007035,TXN000006702,Credit Card,Reversed,278.18
PAY000007036,TXN000006703,Gift Card,Approved,84.21
PAY000007037,TXN000006704,Credit Card,Approved,383.34
PAY000007038,TXN000006705,Mobile Pay,approved ,412.04
PAY000007039,TXN000006706,Cash,Approved,280.13
PAY000007040,TXN000006707,Cash,Approved,94.70
PAY000007041,TXN000006708,Debit Card,Reversed,363.51
PAY000007042,TXN000006709,credit card,Approved,189.77
PAY000007043,TXN000006710,Cash,Reversed,387.71
PAY000007044,TXN000006711,Cash,Approved,127.79
PAY000007045,TXN000006712,Debit Card,Approved,275.52
PAY000007046,TXN000006713,Mobile Pay,approved ,306.74
PAY000007047,TXN000006713,credit card,Reversed,119.26
PAY000007048,TXN000006714,Gift Card,Approved,412.28
PAY000007049,TXN000006715,credit card,Approved,184.82
PAY000007050,TXN000006716,Credit Card,Declined,265.59
PAY000007051,TXN000006717,Cash,approved ,181.69
PAY000007052,TXN000006718,Credit Card,Approved,395.89
PAY000007053,TXN000006719,credit card,approved ,162.78
PAY000007054,TXN000006720,Mobile Pay,approved ,138.52
PAY000007055,TXN000006721,credit card,Declined,291.67
PAY000007056,TXN000006722,Credit Card,Declined,246.89
PAY000007057,TXN000006723,Credit Card,Approved,308.75
PAY000007058,TXN000006724,credit card,approved ,37.51
PAY000007059,TXN000006725,Credit Card,approved ,159.76
PAY000007060,TXN000006726,Cash,Declined,268.42
PAY000007061,TXN000006727,Mobile Pay,Approved,367.05
PAY000007062,TXN000006728,credit card,Approved,309.04
PAY000007063,TXN000006728,Cash,Reversed,174.53
PAY000007064,TXN000006729,Debit Card,approved ,387.67
PAY000007065,TXN000006730,Gift Card,Approved,366.99
PAY000007066,TXN000006731,Debit Card,Reversed,316.78
PAY000007067,TXN000006732,Gift Card,approved ,190.46
PAY000007068,TXN000006733,Credit Card,Approved,245.47
PAY000007069,TXN000006734,Mobile Pay,Reversed,346.37
PAY000007070,TXN000006735,credit card,Reversed,328.19
PAY000007071,TXN000006735,Cash,Declined,12.12
PAY000007072,TXN000006736,Cash,approved ,160.11
PAY000007073,TXN000006737,credit card,Approved,358.64
PAY000007074,TXN000006738,Credit Card,Approved,415.61
PAY000007075,TXN000006739,Cash,Declined,454.98
PAY000007076,TXN000006740,Credit Card,Approved,114.73
PAY000007077,TXN000006741,credit card,Approved,130.06
PAY000007078,TXN000006742,Cash,Declined,159.50
PAY000007079,TXN000006743,credit card,approved ,12.91
PAY000007080,TXN000006744,Credit Card,approved ,496.41
PAY000007081,TXN000006745,Cash,approved ,150.73
PAY000007082,TXN000006746,Cash,Approved,72.39
PAY000007083,TXN000006747,Debit Card,Declined,426.25
PAY000007084,TXN000006748,Gift Card,Declined,211.57
PAY000007085,TXN000006749,Debit Card,approved ,438.71
PAY000007086,TXN000006750,credit card,Declined,256.69
PAY000007087,TXN000006751,Cash,Approved,228.26
PAY000007088,TXN000006752,Credit Card,Reversed,398.21
PAY000007089,TXN000006753,credit card,Declined,66.07
PAY000007090,TXN000006753,Gift Card,approved ,283.70
PAY000007091,TXN000006754,credit card,approved ,465.96
PAY000007092,TXN000006755,Credit Card,approved ,5.44
PAY000007093,TXN000006756,Cash,approved ,205.36
PAY000007094,TXN000006757,Cash,Approved,408.14
PAY000007095,TXN000006757,Gift Card,Approved,53.27
PAY000007096,TXN000006758,Mobile Pay,Approved,65.78
PAY000007097,TXN000006759,Credit Card,Approved,206.97
PAY000007098,TXN000006760,Mobile Pay,Approved,491.37
PAY000007099,TXN000006761,Mobile Pay,Approved,202.49
PAY000007100,TXN000006762,Cash,Reversed,367.58
PAY000007101,TXN000006763,Cash,Declined,255.94
PAY000007102,TXN000006764,Credit Card,approved ,203.01
PAY000007103,TXN000006765,Mobile Pay,approved ,498.96
PAY000007104,TXN000006766,Credit Card,Reversed,371.57
PAY000007105,TXN000006767,Debit Card,Approved,391.16
PAY000007106,TXN000006768,Mobile Pay,approved ,244.46
PAY000007107,TXN000006769,Gift Card,Reversed,275.97
PAY000007108,TXN000006770,Gift Card,Approved,192.91
PAY000007109,TXN000006771,Gift Card,Reversed,248.80
PAY000007110,TXN000006772,Credit Card,Approved,9.29
PAY000007111,TXN000006773,credit card,Declined,341.02
PAY000007112,TXN000006774,Debit Card,Approved,7.57
PAY000007113,TXN000006775,Gift Card,approved ,159.08
PAY000007114,TXN000006776,Cash,Reversed,239.19
PAY000007115,TXN000006777,Gift Card,Approved,329.11
PAY000007116,TXN000006778,Cash,approved ,129.29
PAY000007117,TXN000006779,Gift Card,Declined,220.67
PAY000007118,TXN000006780,Cash,Approved,220.14
PAY000007119,TXN000006781,credit card,Declined,134.13
PAY000007120,TXN000006782,Cash,Approved,144.41
PAY000007121,TXN000006783,Gift Card,Approved,224.66
PAY000007122,TXN000006784,Gift Card,Reversed,243.39
PAY000007123,TXN000006785,Credit Card,Declined,423.73
PAY000007124,TXN000006786,Gift Card,Approved,31.75
PAY000007125,TXN000006787,Cash,approved ,449.17
PAY000007126,TXN000006788,Debit Card,Approved,318.88
PAY000007127,TXN000006789,Gift Card,approved ,404.65
PAY000007128,TXN000006790,Debit Card,Approved,447.00
PAY000007129,TXN000006791,Credit Card,Approved,19.83
PAY000007130,TXN000006792,Debit Card,Approved,44.67
PAY000007131,TXN000006793,Debit Card,Approved,79.37
PAY000007132,TXN000006794,Mobile Pay,Approved,331.95
PAY000007133,TXN000006795,Gift Card,Approved,380.91
PAY000007134,TXN000006796,Gift Card,Approved,313.50
PAY000007135,TXN000006797,Debit Card,Approved,219.96
PAY000007136,TXN000006798,Cash,Reversed,14.10
PAY000007137,TXN000006799,Gift Card,Declined,441.12
PAY000007138,TXN000006800,Credit Card,approved ,341.93
PAY000007139,TXN000006801,Mobile Pay,Approved,388.16
PAY000007140,TXN000006802,Credit Card,Approved,145.17
PAY000007141,TXN000006803,credit card,approved ,373.59
PAY000007142,TXN000006803,Cash,Declined,206.14
PAY000007143,TXN000006804,Debit Card,approved ,103.50
PAY000007144,TXN000006805,Mobile Pay,approved ,17.63
PAY000007145,TXN000006806,Debit Card,Approved,451.85
PAY000007146,TXN000006807,credit card,Declined,392.56
PAY000007147,TXN000006808,credit card,Reversed,274.38
PAY000007148,TXN000006809,Mobile Pay,Declined,317.00
PAY000007149,TXN000006810,Gift Card,Approved,9.00
PAY000007150,TXN000006811,Credit Card,Declined,19.41
PAY000007151,TXN000006812,Cash,Approved,356.30
PAY000007152,TXN000006813,Credit Card,approved ,159.63
PAY000007153,TXN000006814,Mobile Pay,Approved,7.44
PAY000007154,TXN000006815,credit card,Approved,387.36
PAY000007155,TXN000006816,Cash,Approved,338.62
PAY000007156,TXN000006817,Mobile Pay,approved ,288.06
PAY000007157,TXN000006818,Mobile Pay,approved ,417.01
PAY000007158,TXN000006819,Mobile Pay,Declined,169.53
PAY000007159,TXN000006820,Cash,approved ,263.89
PAY000007160,TXN000006821,credit card,Reversed,77.56
PAY000007161,TXN000006822,Cash,Reversed,134.14
PAY000007162,TXN000006823,Gift Card,Approved,319.21
PAY000007163,TXN000006824,Gift Card,approved ,334.95
PAY000007164,TXN000006825,Gift Card,Reversed,13.35
PAY000007165,TXN000006826,Gift Card,Reversed,245.47
PAY000007166,TXN000006827,Debit Card,Declined,114.31
PAY000007167,TXN000006828,credit card,Approved,206.62
PAY000007168,TXN000006829,Gift Card,Approved,487.71
PAY000007169,TXN000006830,Cash,Reversed,50.49
PAY000007170,TXN000006831,Debit Card,approved ,175.51
PAY000007171,TXN000006832,Credit Card,approved ,140.03
PAY000007172,TXN000006833,credit card,Approved,158.84
PAY000007173,TXN000006834,Gift Card,approved ,272.77
PAY000007174,TXN000006835,Cash,approved ,139.24
PAY000007175,TXN000006836,Cash,Approved,88.10
PAY000007176,TXN000006837,credit card,Approved,89.50
PAY000007177,TXN000006838,Mobile Pay,Reversed,78.95
PAY000007178,TXN000006839,Credit Card,approved ,52.38
PAY000007179,TXN000006840,Cash,Approved,131.90
PAY000007180,TXN000006841,Debit Card,Approved,312.54
PAY000007181,TXN000006842,Gift Card,Approved,30.05
PAY000007182,TXN000006843,Mobile Pay,Declined,102.00
PAY000007183,TXN000006844,Credit Card,approved ,444.80
PAY000007184,TXN000006845,Mobile Pay,approved ,430.25
