payment_id,transaction_id,payment_method,payment_status,payment_amount,_loaded_at_utc,_source_file
PAY000006735,TXN000006420,Credit Card,Declined,194.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006736,TXN000006421,Credit Card,Approved,491.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006737,TXN000006422,Gift Card,Approved,379.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006738,TXN000006423,Cash,Declined,23.23,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006739,TXN000006424,Debit Card,Declined,188.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006740,TXN000006425,Gift Card,Reversed,389.46,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006741,TXN000006426,Gift Card,Approved,100.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006742,TXN000006427,Mobile Pay,approved ,337.89,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006743,TXN000006428,Gift Card,Approved,350.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006744,TXN000006429,credit card,approved ,326.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006745,TXN000006430,credit card,Declined,213.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006746,TXN000006431,Debit Card,Declined,155.22,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006747,TXN000006432,Gift Card,Approved,12.51,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006748,TXN000006433,credit card,Declined,458.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006749,TXN000006434,Cash,approved ,354.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006750,TXN000006435,Mobile Pay,Approved,313.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006751,TXN000006436,Credit Card,Reversed,476.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006752,TXN000006436,Credit Card,approved ,481.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006753,TXN000006437,Mobile Pay,approved ,134.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006754,TXN000006438,Debit Card,Declined,117.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006755,TXN000006439,Credit Card,Declined,275.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006756,TXN000006440,Cash,Declined,158.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006757,TXN000006441,Credit Card,Approved,42.52,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006758,TXN000006442,Gift Card,Declined,136.69,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006759,TXN000006443,Debit Card,Approved,376.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006760,TXN000006444,Cash,Approved,130.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006761,TXN000006445,Cash,Declined,189.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006762,TXN000006446,Gift Card,Approved,434.70,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006763,TXN000006446,Mobile Pay,Declined,63.00,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006764,TXN000006447,Cash,Approved,437.31,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006765,TXN000006448,credit card,Approved,203.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006766,TXN000006449,credit card,approved ,48.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006767,TXN000006450,Gift Card,Declined,306.88,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006768,TXN000006451,Mobile Pay,Approved,240.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006769,TXN000006452,Cash,Approved,294.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006770,TXN000006452,Gift Card,approved ,463.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006771,TXN000006453,Mobile Pay,Reversed,429.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006772,TXN000006454,Credit Card,Approved,62.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006773,TXN000006455,Mobile Pay,Reversed,261.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006774,TXN000006456,Gift Card,Approved,258.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006775,TXN000006457,Cash,Approved,40.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006776,TXN000006458,Cash,Reversed,32.37,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006777,TXN000006459,Cash,Declined,5.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006778,TXN000006460,Mobile Pay,Declined,131.85,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006779,TXN000006460,Gift Card,Reversed,364.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006780,TXN000006461,Mobile Pay,Approved,72.12,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006781,TXN000006462,Cash,Approved,45.29,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006782,TXN000006463,Mobile Pay,Declined,334.40,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006783,TXN000006463,Gift Card,Approved,378.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006784,TXN000006464,Cash,Declined,158.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006785,TXN000006465,Debit Card,approved ,199.80,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006786,TXN000006466,credit card,Reversed,236.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006787,TXN000006467,Mobile Pay,Approved,56.65,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006788,TXN000006468,Credit Card,Declined,103.33,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006789,TXN000006469,credit card,Reversed,291.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006790,TXN000006469,Debit Card,Declined,190.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006791,TXN000006470,Debit Card,Approved,416.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006792,TXN000006471,Credit Card,approved ,223.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006793,TXN000006472,Cash,Reversed,69.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006794,TXN000006473,Mobile Pay,Approved,31.50,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006795,TXN000006474,Credit Card,Reversed,487.28,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006796,TXN000006475,Gift Card,Approved,192.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006797,TXN000006476,Gift Card,Reversed,135.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006798,TXN000006476,Gift Card,Approved,480.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006799,TXN000006477,Debit Card,Reversed,399.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006800,TXN000006478,Debit Card,Approved,97.89,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006801,TXN000006479,Cash,Declined,45.82,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006802,TXN000006480,Cash,Declined,332.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006803,TXN000006481,credit card,Declined,306.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006804,TXN000006482,Credit Card,Reversed,51.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006805,TXN000006483,Debit Card,Approved,234.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006806,TXN000006484,Gift Card,Approved,163.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006807,TXN000006485,Cash,Approved,401.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006808,TXN000006486,Debit Card,approved ,450.22,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006809,TXN000006487,Debit Card,Declined,37.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006810,TXN000006488,Credit Card,Declined,406.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006811,TXN000006489,Credit Card,Approved,112.51,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006812,TXN000006490,Credit Card,Declined,53.02,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006813,TXN000006491,Credit Card,Reversed,425.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006814,TXN000006492,Debit Card,Approved,28.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006815,TXN000006493,Debit Card,Reversed,358.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006816,TXN000006494,credit card,approved ,78.27,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006817,TXN000006495,Credit Card,Reversed,293.43,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006818,TXN000006496,credit card,Reversed,266.82,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006819,TXN000006497,Cash,Reversed,229.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006820,TXN000006498,credit card,Reversed,294.19,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006821,TXN000006499,Gift Card,Approved,106.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006822,TXN000006500,Credit Card,approved ,178.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006823,TXN000006501,Credit Card,approved ,173.91,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006824,TXN000006502,Mobile Pay,Approved,284.63,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006825,TXN000006503,Mobile Pay,Reversed,274.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006826,TXN000006504,Cash,Reversed,58.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006827,TXN000006505,Debit Card,Approved,218.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006828,TXN000006506,Gift Card,approved ,452.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006829,TXN000006507,Cash,Approved,290.04,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006830,TXN000006508,Credit Card,Reversed,61.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006831,TXN000006508,Mobile Pay,Reversed,272.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006832,TXN000006509,Mobile Pay,Declined,162.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006833,TXN000006510,Debit Card,approved ,189.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006834,TXN000006511,Mobile Pay,Approved,349.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006835,TXN000006512,Cash,Declined,66.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006836,TXN000006513,Credit Card,approved ,129.53,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006837,TXN000006514,Debit Card,Reversed,207.10,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006838,TXN000006515,Mobile Pay,Declined,350.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006839,TXN000006516,Cash,Reversed,225.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006840,TXN000006517,Mobile Pay,Declined,182.12,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006841,TXN000006518,Mobile Pay,Declined,475.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006842,TXN000006519,Debit Card,Approved,110.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006843,TXN000006520,Credit Card,Approved,338.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006844,TXN000006521,Credit Card,Declined,101.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006845,TXN000006522,Debit Card,Declined,106.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006846,TXN000006523,Debit Card,Reversed,388.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006847,TXN000006524,Mobile Pay,Approved,203.08,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006848,TXN000006524,Credit Card,approved ,214.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006849,TXN000006525,Cash,Reversed,402.91,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006850,TXN000006526,Gift Card,Approved,150.82,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006851,TXN000006527,Mobile Pay,Approved,127.51,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006852,TXN000006528,Credit Card,Reversed,225.03,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006853,TXN000006529,Gift Card,Approved,43.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006854,TXN000006530,Cash,Approved,486.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006855,TXN000006531,credit card,Approved,68.75,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006856,TXN000006531,Cash,approved ,96.34,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006857,TXN000006532,Cash,Declined,356.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006858,TXN000006533,credit card,Approved,494.38,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006859,TXN000006534,Mobile Pay,Reversed,331.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006860,TXN000006535,Gift Card,Approved,182.97,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006861,TXN000006536,Gift Card,Reversed,151.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006862,TXN000006537,Credit Card,Approved,125.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006863,TXN000006538,Cash,Declined,377.78,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006864,TXN000006539,Cash,approved ,223.87,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006865,TXN000006539,Debit Card,approved ,94.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006866,TXN000006540,Debit Card,Approved,421.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006867,TXN000006541,Cash,Approved,292.39,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006868,TXN000006542,Mobile Pay,approved ,19.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006869,TXN000006542,Cash,Declined,197.84,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006870,TXN000006543,Debit Card,Approved,329.90,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006871,TXN000006544,Cash,approved ,215.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006872,TXN000006545,Mobile Pay,Reversed,494.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006873,TXN000006546,Gift Card,Approved,332.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006874,TXN000006547,Gift Card,approved ,50.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006875,TXN000006548,Mobile Pay,Approved,474.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006876,TXN000006549,Gift Card,approved ,422.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006877,TXN000006550,Credit Card,Approved,161.29,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006878,TXN000006551,Gift Card,Reversed,372.64,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006879,TXN000006552,Gift Card,Declined,223.80,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006880,TXN000006553,Gift Card,Approved,323.58,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006881,TXN000006554,credit card,approved ,499.12,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006882,TXN000006555,Mobile Pay,Approved,54.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006883,TXN000006556,Credit Card,Reversed,437.84,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006884,TXN000006557,Mobile Pay,Approved,165.17,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006885,TXN000006557,Credit Card,Declined,bad,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006886,TXN000006558,Debit Card,Declined,309.66,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006887,TXN000006559,credit card,Reversed,25.22,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006888,TXN000006560,Cash,Approved,339.24,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006889,TXN000006561,Credit Card,Approved,47.11,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006890,TXN000006562,Mobile Pay,Declined,216.29,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006891,TXN000006563,Gift Card,Approved,115.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006892,TXN000006564,Debit Card,Approved,432.91,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006893,TXN000006565,credit card,Reversed,74.44,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006894,TXN000006566,Debit Card,Approved,201.35,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006895,TXN000006566,credit card,Approved,251.83,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006896,TXN000006567,Debit Card,Approved,418.54,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006897,TXN000006568,Gift Card,Approved,347.05,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006898,TXN000006569,Credit Card,Declined,437.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006899,TXN000006570,Mobile Pay,Declined,319.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006900,TXN000006571,credit card,Approved,456.09,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006901,TXN000006572,credit card,Approved,46.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006902,TXN000006573,Cash,Approved,77.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006903,TXN000006574,Debit Card,Approved,450.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006904,TXN000006575,Gift Card,Approved,381.81,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006905,TXN000006576,Credit Card,Approved,436.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006906,TXN000006577,Debit Card,Approved,170.91,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006907,TXN000006578,Cash,Declined,41.57,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006908,TXN000006579,Credit Card,Reversed,184.30,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006909,TXN000006580,Credit Card,Declined,165.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006910,TXN000006581,Mobile Pay,approved ,123.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006911,TXN000006582,Cash,Reversed,328.40,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006912,TXN000006583,credit card,Reversed,407.32,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006913,TXN000006584,Cash,Reversed,163.76,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006914,TXN000006585,Mobile Pay,Declined,395.92,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006915,TXN000006586,Credit Card,Approved,185.62,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006916,TXN000006587,Gift Card,Approved,212.73,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006917,TXN000006588,Gift Card,approved ,236.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006918,TXN000006589,Cash,Reversed,129.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006919,TXN000006590,Debit Card,Reversed,367.16,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006920,TXN000006591,Credit Card,Approved,167.95,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006921,TXN000006592,Debit Card,Approved,37.79,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006922,TXN000006593,Debit Card,approved ,173.68,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006923,TXN000006594,credit card,approved ,242.01,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006924,TXN000006595,Credit Card,approved ,60.25,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006925,TXN000006596,credit card,Approved,171.94,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006926,TXN000006597,Gift Card,Reversed,6.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006927,TXN000006598,Gift Card,Declined,299.98,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006928,TXN000006599,Debit Card,Reversed,10.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006929,TXN000006600,Cash,Approved,129.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006930,TXN000006601,Debit Card,approved ,272.59,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006931,TXN000006602,Mobile Pay,Reversed,6.26,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006932,TXN000006603,Gift Card,approved ,486.36,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006933,TXN000006604,Mobile Pay,Approved,267.18,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006934,TXN000006605,Credit Card,Approved,31.99,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006935,TXN000006606,Cash,approved ,116.61,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006936,TXN000006607,credit card,Declined,65.47,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006937,TXN000006608,credit card,Approved,266.41,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006938,TXN000006609,Mobile Pay,Approved,413.67,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006939,TXN000006610,credit card,approved ,198.55,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006940,TXN000006611,Mobile Pay,Reversed,77.45,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006941,TXN000006612,Cash,approved ,333.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006942,TXN000006613,Cash,Approved,192.91,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006943,TXN000006614,Debit Card,Approved,163.13,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006944,TXN000006614,Cash,Approved,127.56,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006945,TXN000006615,Credit Card,Reversed,334.14,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006946,TXN000006616,Debit Card,Declined,205.21,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006947,TXN000006617,Gift Card,Reversed,127.49,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006948,TXN000006618,Cash,Reversed,343.20,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006949,TXN000006619,Cash,approved ,404.86,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006950,TXN000006620,Debit Card,Approved,426.93,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006951,TXN000006621,credit card,approved ,499.74,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006952,TXN000006622,credit card,approved ,288.72,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006953,TXN000006623,Mobile Pay,Approved,295.96,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006954,TXN000006624,Gift Card,Reversed,188.48,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
PAY000006955,TXN000006625,Gift Card,approved ,463.06,2026-08-08T04:42:27.862837+00:00,data/raw/transactions/payments.csv
