transaction_id,account_id,card_id,merchant_id,transaction_ts,transaction_type,channel,direction,amount,currency,transaction_status,description,source_system,ingestion_batch_id
T00003764,A000214,,M0056,03/29/2026 07:34,REFUND,Mobile,credit,183.6,INR,Posted,Cash withdrawal,branch_teller,BATCH_20260601_A
T00003765,A000105,,,2026-03-02 22:36:24,ACH,Card,debit,298.05,GBP,Pending,Transfer,branch_teller,BATCH_20260601_A
T00003766,A000057,CRD000100,M0002,05/14/2026 07:50,POS,Card,debit,160.77,GBP,posted ,Transfer,branch_teller,BATCH_20260601_A
T00003767,A000165,,,02/15/2026 02:31,ACH,API,debit,70.05,USD,posted ,Cash withdrawal,card_processor,BATCH_20260601_B
T00003768,A000087,CRD000089,M0079,2026-02-05 22:16:05,POS,API,debit,498.16,CAD,Pending,Transfer,branch_teller,BATCH_20260601_A
T00003769,A000099,,,05/10/2026 23:39,ACH,Online,debit,23.91,USD,posted ,Direct deposit,mobile_app,BATCH_20260601_B
T00003770,A000212,,M0079,01/19/2026 13:55,REFUND,Online,credit,67.63,CAD,posted ,Transfer,mobile_app,BATCH_20260601_B
T00003771,A000126,,,2026-01-02 10:33:50,ACH,API,debit,39.37,GBP,Reversed,Monthly fee,core_banking,BATCH_20260601_B
T00003772,A000209,,M0080,05/20/2026 01:53,REFUND,Branch,credit,417.08,USD,posted ,Purchase,branch_teller,BATCH_20260601_B
T00003773,A000028,CRD000003,M0023,02/15/2026 06:35,POS,Card,debit,192.9,CAD,POSTED,Purchase,core_banking,BATCH_20260602_A
T00003774,A000194,,,01/21/2026 08:10,ACH,Mobile,debit,198.13,EUR,posted ,Cash withdrawal,card_processor,BATCH_20260602_A
T00003775,A000127,,M0070,04/06/2026 08:43,POS,online ,debit,76.87,CAD,Pending,Direct deposit,branch_teller,BATCH_20260601_B
T00003776,A000054,,,2026-03-25 14:26:12,FEE,Card,debit,30.55,GBP,Reversed,Bill pay,card_processor,BATCH_20260601_A
T00003777,A000020,,,04/27/2026 21:03,ACH,API,debit,37.28,USD,posted ,Cash withdrawal,card_processor,BATCH_20260601_A
T00003778,A000122,,,2026-01-28 17:24:59,PAYROLL,Card,credit,70.39,USD,Pending,Bill pay,card_processor,BATCH_20260601_A
T00003779,A000109,,,03/13/2026 10:20,INTEREST,ATM,credit,514.9,INR,Pending,Transfer,card_processor,BATCH_20260602_A
T00003780,A000092,,,2026-04-02 19:23:23,INTEREST,online ,credit,111.36,INR,Pending,Purchase,core_banking,BATCH_20260601_B
T00003781,A000068,,,01/17/2026 08:01,ACH,Card,debit,56.44,GBP,Reversed,Direct deposit,mobile_app,BATCH_20260602_A
T00003782,A000054,,,02/09/2026 16:34,ACH,API,debit,277.85,GBP,Failed,Monthly fee,card_processor,BATCH_20260601_A
T00003783,A000184,,M0058,01/02/2026 08:42,REFUND,Mobile,credit,55.58,CAD,Reversed,Monthly fee,branch_teller,BATCH_20260601_A
T00003784,A000162,,,2026-01-28 06:50:29,PAYROLL,online ,credit,160.63,CAD,Failed,Transfer,card_processor,BATCH_20260601_B
T00003785,A000173,,,2026-02-09 15:53:47,ATM,Online,debit,351.29,CAD,Reversed,Transfer,card_processor,BATCH_20260602_A
T00003786,A000053,,,2026-04-11 08:13:18,ACH,API,debit,217.68,INR,Failed,Purchase,branch_teller,BATCH_20260602_A
T00003787,A000151,CRD000020,M0003,05/23/2026 07:25,POS,Branch,debit,244.96,GBP,posted ,Transfer,branch_teller,BATCH_20260601_B
T00003788,A000185,CRD000008,M0017,2026-01-18 01:17:06,POS,API,debit,83.65,USD,posted ,Monthly fee,mobile_app,BATCH_20260601_B
T00003789,A000125,CRD000133,M0001,04/16/2026 18:35,POS,Mobile,debit,348.6,USD,Pending,Bill pay,card_processor,BATCH_20260601_B
T00003790,A000206,,,2026-05-26 10:12:18,WIRE,Online,debit,560.91,EUR,POSTED,Direct deposit,card_processor,BATCH_20260601_B
T00003791,A000152,CRD000127,M0015,05/29/2026 20:31,POS,Mobile,debit,94.14,EUR,Pending,Monthly fee,core_banking,BATCH_20260602_A
T00003792,A000192,,,01/15/2026 08:48,PAYROLL,Mobile,credit,301.3,GBP,Reversed,Bill pay,branch_teller,BATCH_20260601_B
T00003793,A000199,CRD000137,M0017,02/05/2026 02:16,POS,ATM,debit,401.76,INR,Failed,Transfer,core_banking,BATCH_20260601_B
T00003794,A000036,,,04/28/2026 12:42,PAYROLL,ATM,credit,355.01,CAD,posted ,Bill pay,mobile_app,BATCH_20260602_A
T00003795,A000197,,,2026-03-21 13:12:16,ATM,online ,debit,79.68,USD,Pending,Direct deposit,branch_teller,BATCH_20260601_B
T00003796,A000093,CRD000127,M0071,01/27/2026 12:21,pos,Online,debit,179.15,GBP,Failed,Direct deposit,core_banking,BATCH_20260602_A
T00003797,A000137,,,03/12/2026 20:22,FEE,Card,debit,16.92,CAD,Posted,Bill pay,branch_teller,BATCH_20260601_B
T00003798,A000144,,,2026-03-22 02:30:52,PAYROLL,Card,credit,60.23,USD,posted ,Purchase,card_processor,BATCH_20260601_B
T00003799,A000190,CRD000092,M0015,2026-03-28 00:58:58,POS,Card,debit,289.82,INR,Pending,Cash withdrawal,core_banking,BATCH_20260601_A
T00003800,A000072,,,02/28/2026 10:35,WIRE,API,debit,2076.0299999999997,INR,Posted,Purchase,core_banking,BATCH_20260602_A
T00003801,A000163,,,2026-04-27 00:55:01,ACH,Online,debit,256.55,CAD,Pending,Purchase,core_banking,BATCH_20260601_B
T00003802,A000037,,,2026-04-21 07:54:27,WIRE,Card,debit,4430.64,GBP,Failed,Monthly fee,mobile_app,BATCH_20260602_A
T00003803,A000011,,,2026-03-06 22:41:51,FEE,Online,debit,33.97,EUR,Reversed,Bill pay,card_processor,BATCH_20260601_A
T00003804,A000014,,,2026-04-10 08:24:34,ACH,Card,debit,158.64,GBP,Reversed,Direct deposit,branch_teller,BATCH_20260601_A
T00003805,A000101,CRD000134,M0027,01/21/2026 20:21,POS,online ,debit,307.51,INR,Posted,Direct deposit,branch_teller,BATCH_20260601_B
T00003806,A000008,CRD000149,M0055,05/13/2026 10:30,POS,Online,debit,244.05,EUR,Reversed,Direct deposit,card_processor,BATCH_20260602_A
T00003807,A000105,,,2026-05-15 00:03:13,INTEREST,ATM,credit,34.76,GBP,Posted,Cash withdrawal,core_banking,BATCH_20260602_A
T00003808,A000069,CRD000147,M0063,2026-02-03 11:04:29,POS,Online,debit,213.41,EUR,posted ,Cash withdrawal,card_processor,BATCH_20260601_B
T00003809,A000180,,,2026-05-04 04:29:57,PAYROLL,Online,credit,48.22,EUR,Posted,Bill pay,card_processor,BATCH_20260601_A
T00003810,A999999,,,2026-01-10 22:47:57,WIRE,Branch,debit,559.7,EUR,posted ,Monthly fee,branch_teller,BATCH_20260601_A
T00003811,A000157,,M0057,2026-04-25 00:01:24,POS,Mobile,debit,30.53,USD,POSTED,Monthly fee,branch_teller,BATCH_20260601_A
T00003812,A000084,,,04/04/2026 20:09,ATM,Mobile,debit,21.17,CAD,Posted,Purchase,core_banking,BATCH_20260601_A
T00003813,A000123,CRD000062,M0060,2026-03-04 13:55:50,POS,Branch,debit,90.55,CAD,POSTED,Monthly fee,mobile_app,BATCH_20260601_A
T00003814,A000098,,,2026-03-18 08:01:49,ACH,online ,debit,48.0,INR,POSTED,Transfer,mobile_app,BATCH_20260601_B
T00003815,A000082,,,02/07/2026 13:38,PAYROLL,Card,credit,120.57,CAD,POSTED,Transfer,mobile_app,BATCH_20260602_A
T00003816,A000004,CRD000065,M0022,01/02/2026 08:54,POS,ATM,debit,446.34,USD,Failed,Transfer,core_banking,BATCH_20260602_A
T00003817,A000101,CRD000032,M0079,04/04/2026 02:45,POS,Online,debit,130.46,INR,Failed,Monthly fee,core_banking,BATCH_20260601_B
T00003818,A000036,CRD000090,M0080,05/07/2026 12:59,POS,Card,debit,52.35,CAD,Reversed,Transfer,branch_teller,BATCH_20260602_A
T00003819,A000070,,,2026-02-02 09:27:36,ACH,Card,debit,335.16,EUR,Pending,Transfer,mobile_app,BATCH_20260601_A
T00003820,A000096,,,2026-05-28 19:41:34,ACH,Mobile,debit,191.7,INR,Posted,Bill pay,mobile_app,BATCH_20260601_A
T00003821,A000158,,,02/01/2026 09:43,INTEREST,Online,credit,33.65,GBP,POSTED,Monthly fee,core_banking,BATCH_20260601_A
T00003822,A000129,,,03/04/2026 02:28,PAYROLL,Mobile,credit,763.38,GBP,Pending,Cash withdrawal,branch_teller,BATCH_20260602_A
T00003823,A000157,,,04/23/2026 20:38,FEE,online ,debit,26.39,USD,Posted,Bill pay,mobile_app,BATCH_20260601_A
T00003824,A000105,,,02/20/2026 10:24,WIRE,Mobile,debit,3897.12,GBP,Posted,Transfer,mobile_app,BATCH_20260601_B
T00003825,A000071,,M0016,03/26/2026 05:52,POS,Branch,debit,168.57,INR,posted ,Bill pay,mobile_app,BATCH_20260601_A
T00003826,A000058,,,04/10/2026 22:29,FEE,Branch,debit,3.29,USD,POSTED,Direct deposit,core_banking,BATCH_20260601_B
T00003827,A000055,,,02/21/2026 21:45,PAYROLL,online ,credit,38.76,GBP,posted ,Bill pay,mobile_app,BATCH_20260602_A
T00003828,A000209,CRD000132,M0048,04/26/2026 14:36,POS,Online,debit,594.88,USD,Posted,Monthly fee,branch_teller,BATCH_20260602_A
T00003829,A000031,CRD000048,M0074,2026-05-26 09:23:39,POS,API,debit,20.14,INR,POSTED,Cash withdrawal,card_processor,BATCH_20260601_A
T00003830,A000139,,,2026-01-03 00:58:41,FEE,Card,debit,18.94,EUR,Failed,Direct deposit,core_banking,BATCH_20260601_B
T00003831,A000167,,,2026-04-07 16:18:36,PAYROLL,online ,credit,117.72,USD,Reversed,Direct deposit,core_banking,BATCH_20260601_A
T00003832,A000143,,M0067,2026-03-03 20:49:57,POS,Branch,debit,664.56,GBP,Failed,Monthly fee,branch_teller,BATCH_20260602_A
T00003833,A000175,,,02/19/2026 08:34,ACH,online ,debit,138.66,USD,Pending,Monthly fee,mobile_app,BATCH_20260602_A
T00003834,A000208,CRD000132,M0068,2026-02-08 01:18:45,POS,Card,debit,468.69,CAD,Pending,Cash withdrawal,mobile_app,BATCH_20260602_A
T00003835,A000174,CRD000098,M0070,2026-05-19 23:35:53,POS,online ,debit,110.18,EUR,Reversed,Monthly fee,core_banking,BATCH_20260601_A
T00003836,A000048,CRD000006,M0017,02/10/2026 13:45,POS,Branch,debit,232.54,GBP,Reversed,Purchase,card_processor,BATCH_20260601_B
T00003837,A000168,,M0017,05/01/2026 23:54,REFUND,Online,credit,74.61,EUR,Failed,Purchase,core_banking,BATCH_20260602_A
T00003838,A000191,,,05/05/2026 10:02,ATM,API,debit,88.65,GBP,Failed,Purchase,card_processor,BATCH_20260602_A
T00003839,A000071,,,05/14/2026 01:30,ACH,Online,debit,611.78,INR,POSTED,Cash withdrawal,branch_teller,BATCH_20260601_A
T00003840,A000196,CRD000048,M0046,03/27/2026 12:12,POS,online ,debit,236.47,INR,Posted,Cash withdrawal,core_banking,BATCH_20260602_A
T00003841,A000129,CRD000145,M0078,2026-01-11 06:32:12,POS,Online,debit,290.3,GBP,posted ,Purchase,branch_teller,BATCH_20260602_A
T00003842,A000126,CRD000119,M0021,2026-05-29 03:26:18,POS,online ,debit,1191.31,GBP,Reversed,Purchase,core_banking,BATCH_20260601_B
T00003843,A000096,,,2026-04-09 19:53:10,ATM,online ,debit,424.12,INR,Reversed,Bill pay,card_processor,BATCH_20260602_A
T00003844,A000044,CRD000043,M0062,03/11/2026 21:14,POS,Branch,debit,509.77,CAD,Failed,Bill pay,card_processor,BATCH_20260601_B
T00003845,A000199,,,05/21/2026 03:59,WIRE,Mobile,debit,832.92,INR,Reversed,Bill pay,mobile_app,BATCH_20260601_B
T00003846,A000152,CRD000033,M0012,2026-04-28 17:49:32,POS,Card,debit,126.71,EUR,posted ,Monthly fee,mobile_app,BATCH_20260602_A
T00003847,A000106,,,02/04/2026 04:34,ACH,API,debit,100.6,USD,Pending,Cash withdrawal,branch_teller,BATCH_20260601_A
T00003848,A000006,,,05/23/2026 03:16,ATM,Mobile,debit,289.84,EUR,Pending,Monthly fee,card_processor,BATCH_20260601_B
T00003849,A000214,,,03/14/2026 06:07,ACH,Card,debit,177.71,INR,Failed,Bill pay,card_processor,BATCH_20260602_A
T00003850,A000217,CRD000122,M0053,2026-04-14 15:54:46,POS,API,debit,153.29,CAD,Posted,Purchase,card_processor,BATCH_20260602_A
T00003851,A000215,,,01/21/2026 04:26,ACH,Card,debit,477.01,CAD,Posted,Cash withdrawal,card_processor,BATCH_20260601_A
T00003852,A000086,CRD000091,M0028,2026-03-13 16:11:34,POS,Online,debit,41.39,EUR,Reversed,Bill pay,core_banking,BATCH_20260602_A
T00003853,A000182,,,05/13/2026 13:27,FEE,online ,debit,18.23,CAD,Posted,Bill pay,mobile_app,BATCH_20260602_A
T00003854,A000085,,,03/16/2026 06:03,WIRE,Card,debit,3251.05,GBP,POSTED,Bill pay,branch_teller,BATCH_20260601_A
T00003855,A000049,,,2026-01-10 03:19:57,atm,Branch,debit,-157.38,USD,Reversed,Cash withdrawal,mobile_app,BATCH_20260601_A
T00003856,A000002,,,2026-05-23 23:40:02,ATM,Online,debit,441.27,EUR,Failed,Transfer,card_processor,BATCH_20260602_A
T00003857,A000179,CRD000160,M0076,2026-05-21 21:12:38,POS,Mobile,debit,362.82,GBP,Failed,Monthly fee,core_banking,BATCH_20260601_B
T00003858,A000051,CRD000037,M0033,01/14/2026 22:05,POS,Online,debit,312.13,INR,posted ,Purchase,branch_teller,BATCH_20260602_A
T00003859,A000183,,M0016,03/19/2026 15:55,REFUND,online ,credit,232.38,GBP,Posted,Direct deposit,mobile_app,BATCH_20260602_A
T00003860,A000114,,,2026-02-24 13:27:50,FEE,Online,debit,41.02,INR,posted ,Transfer,branch_teller,BATCH_20260601_A
T00003861,A000204,CRD000022,M0017,02/15/2026 23:35,POS,ATM,debit,507.4,USD,Reversed,Bill pay,card_processor,BATCH_20260602_A
T00003862,A000210,,M0027,2026-04-18 01:33:30,REFUND,online ,credit,321.17,INR,Posted,Transfer,core_banking,BATCH_20260602_A
T00003863,A000138,CRD000137,M0076,2026-03-04 18:54:12,POS,Mobile,debit,107.0,USD,Pending,Direct deposit,core_banking,BATCH_20260601_A
T00003864,A000134,,M0046,02/19/2026 23:31,REFUND,online ,credit,429.99,GBP,POSTED,Cash withdrawal,branch_teller,BATCH_20260602_A
T00003865,A000211,,,2026-05-29 21:37:40,INTEREST,online ,credit,20.82,USD,Posted,Cash withdrawal,branch_teller,BATCH_20260601_B
T00003866,A000030,CRD000093,M0034,2026-05-16 15:24:52,POS,Branch,debit,291.98,USD,Pending,Purchase,core_banking,BATCH_20260601_B
T00003867,A000101,CRD000080,M0078,04/23/2026 09:18,POS,API,debit,373.32,INR,Pending,Cash withdrawal,core_banking,BATCH_20260601_A
T00003868,A000181,,,05/27/2026 17:11,ACH,online ,debit,18.61,INR,Failed,Purchase,card_processor,BATCH_20260602_A
T00003869,A000089,,,04/02/2026 16:26,ACH,API,debit,104.18,INR,Posted,Cash withdrawal,mobile_app,BATCH_20260601_A
T00003870,A000211,,M0037,05/15/2026 03:30,REFUND,Card,credit,76.52,USD,Failed,Cash withdrawal,mobile_app,BATCH_20260601_B
T00003871,A000033,CRD000072,M0014,01/18/2026 15:51,POS,ATM,debit,50.14,EUR,POSTED,Purchase,branch_teller,BATCH_20260602_A
T00003872,A000159,CRD000068,M0028,2026-05-22 01:26:37,POS,Card,debit,379.64,USD,Posted,Cash withdrawal,mobile_app,BATCH_20260602_A
T00003873,A000095,,,05/07/2026 05:00,WIRE,Online,debit,315.57,GBP,Posted,Bill pay,card_processor,BATCH_20260601_B
T00003874,A000163,,,04/26/2026 09:36,ACH,Branch,debit,114.22,CAD,Pending,Bill pay,card_processor,BATCH_20260601_B
T00003875,A000174,CRD000171,M0025,2026-01-02 03:20:20,POS,Card,debit,87.54,EUR,posted ,Purchase,card_processor,BATCH_20260601_B
T00003876,A000078,,,2026-03-26 13:48:41,ATM,Mobile,debit,291.3,INR,posted ,Cash withdrawal,card_processor,BATCH_20260601_A
T00003877,A000174,,,02/28/2026 08:02,ATM,ATM,debit,349.58,CAD,posted ,Bill pay,card_processor,BATCH_20260602_A
T00003878,A000200,,,01/30/2026 19:19,FEE,Card,debit,19.73,CAD,POSTED,Cash withdrawal,mobile_app,BATCH_20260602_A
T00003879,A000111,,,04/10/2026 02:54,ACH,ATM,debit,372.19,USD,Posted,Direct deposit,branch_teller,BATCH_20260601_B
T00003880,A000141,,,05/17/2026 09:37,WIRE,API,debit,783.51,INR,Posted,Purchase,mobile_app,BATCH_20260601_B
T00003881,A000192,,,02/10/2026 16:00,WIRE,API,debit,272.21999999999997,GBP,Posted,Bill pay,card_processor,BATCH_20260601_B
T00003882,A000122,CRD000014,M0017,01/16/2026 13:55,POS,API,debit,22.66,USD,POSTED,Transfer,card_processor,BATCH_20260601_A
T00003883,A000006,,,05/12/2026 22:19,FEE,Branch,debit,15.61,EUR,Posted,Monthly fee,mobile_app,BATCH_20260601_B
T00003884,A000007,,,2026-01-18 22:27:36,ATM,Branch,debit,192.51,USD,POSTED,Transfer,card_processor,BATCH_20260601_A
T00003885,A000196,,M0068,01/04/2026 03:13,REFUND,Mobile,credit,102.63,USD,POSTED,Purchase,mobile_app,BATCH_20260601_A
T00003886,A000149,,,2026-02-28 17:03:41,PAYROLL,Mobile,credit,32.43,INR,posted ,Bill pay,mobile_app,BATCH_20260602_A
T00003887,A000109,CRD000049,M0024,2026-02-18 17:06:13,POS,online ,debit,589.58,INR,posted ,Cash withdrawal,branch_teller,BATCH_20260601_B
T00003888,A000005,,,01/19/2026 10:13,PAYROLL,Online,credit,141.73,USD,Pending,Bill pay,mobile_app,BATCH_20260602_A
T00003889,A000014,,,05/20/2026 21:35,PAYROLL,Online,credit,441.36,GBP,POSTED,Transfer,mobile_app,BATCH_20260601_B
T00003890,A000167,,,2026-04-10 04:10:25,ACH,API,debit,1056.9,USD,Posted,Cash withdrawal,branch_teller,BATCH_20260601_B
T00003891,A000074,,M0043,05/16/2026 02:06,REFUND,Branch,credit,15.12,CAD,posted ,Purchase,core_banking,BATCH_20260601_B
T00003892,A000017,,,04/10/2026 13:44,PAYROLL,ATM,credit,374.75,GBP,Pending,Bill pay,mobile_app,BATCH_20260601_A
T00003893,A000097,CRD000022,M0062,2026-05-14 10:05:47,POS,ATM,debit,168.51,EUR,Posted,Monthly fee,mobile_app,BATCH_20260602_A
T00003894,A000088,CRD000122,M0072,2026-05-15 09:44:59,POS,Card,debit,93.39,CAD,Reversed,Monthly fee,core_banking,BATCH_20260601_B
T00003895,A000200,CRD000121,M0023,05/31/2026 13:50,POS,Branch,debit,49.72,CAD,Reversed,Monthly fee,core_banking,BATCH_20260601_A
T00003896,A000114,CRD000050,M0024,05/05/2026 09:16,POS,Card,debit,351.28,INR,Failed,Transfer,core_banking,BATCH_20260601_A
T00003897,A000179,,,05/01/2026 19:03,ACH,Mobile,debit,268.82,GBP,POSTED,Transfer,card_processor,BATCH_20260601_B
T00003898,A000106,CRD000152,M0062,01/18/2026 10:44,POS,Card,debit,150.77,INR,Failed,Transfer,core_banking,BATCH_20260601_B
T00003899,A000176,,,2026-05-20 23:41:02,WIRE,Online,debit,1044.48,USD,Pending,Purchase,core_banking,BATCH_20260602_A
T00003900,A000220,,,2026-04-17 14:56:53,INTEREST,ATM,credit,305.43,USD,Failed,Purchase,core_banking,BATCH_20260601_B
T00003901,A000162,,,04/17/2026 23:33,ATM,Branch,debit,620.45,CAD,Failed,Direct deposit,mobile_app,BATCH_20260601_B
T00003902,A000080,CRD000102,M0018,05/30/2026 05:00,POS,Online,debit,54.83,INR,Posted,Transfer,card_processor,BATCH_20260602_A
T00003903,A000096,CRD000021,M0013,2026-03-12 01:04:34,POS,Online,debit,642.6,INR,Pending,Monthly fee,core_banking,BATCH_20260601_A
T00003904,A000126,,,2026-01-06 15:07:04,ACH,Online,debit,673.15,GBP,POSTED,Bill pay,card_processor,BATCH_20260602_A
T00003905,A000044,,,2026-01-28 09:13:48,ATM,Card,debit,89.98,EUR,POSTED,Monthly fee,core_banking,BATCH_20260601_B
T00003906,A000190,,,01/14/2026 21:05,ACH,online ,debit,305.26,INR,posted ,Direct deposit,mobile_app,BATCH_20260601_B
T00003907,A000007,CRD000017,M0069,2026-01-10 07:16:53,POS,ATM,debit,177.11,USD,posted ,Purchase,core_banking,BATCH_20260601_A
T00003908,A000027,,,01/29/2026 13:53,atm,online ,debit,295.47,INR,POSTED,Direct deposit,card_processor,BATCH_20260602_A
T00003909,A000094,,,2026-03-27 18:18:11,INTEREST,API,credit,576.38,GBP,Failed,Monthly fee,core_banking,BATCH_20260601_B
T00003910,A000038,,,03/12/2026 05:22,ACH,API,debit,113.89,CAD,Pending,Monthly fee,card_processor,BATCH_20260601_A
T00003911,A000120,,,05/03/2026 13:57,WIRE,Card,debit,700.2,CAD,POSTED,Purchase,card_processor,BATCH_20260602_A
T00003912,A000027,,,01/26/2026 03:26,ATM,API,debit,552.64,INR,Posted,Bill pay,branch_teller,BATCH_20260601_B
T00003913,A000069,,,2026-05-22 12:17:00,WIRE,API,debit,57.39,EUR,Pending,Purchase,card_processor,BATCH_20260601_A
T00003914,A000172,,,2026-03-25 03:09:29,FEE,Card,debit,31.48,USD,POSTED,Bill pay,mobile_app,BATCH_20260601_A
T00003915,A000194,,,2026-05-09 19:29:47,ACH,Online,debit,96.5,EUR,Failed,Direct deposit,card_processor,BATCH_20260601_B
T00003916,A000093,CRD000087,M0012,2026-05-15 14:01:01,POS,Card,debit,381.04,GBP,Reversed,Transfer,card_processor,BATCH_20260602_A
T00003917,A000159,CRD000074,M0008,2026-04-15 22:31:10,POS,Online,debit,382.37,USD,Pending,Cash withdrawal,card_processor,BATCH_20260602_A
T00003918,A000031,,,2026-03-02 06:10:50,ACH,Card,debit,79.89,INR,POSTED,Direct deposit,card_processor,BATCH_20260601_A
T00003919,A000085,,,04/01/2026 10:20,ATM,Branch,debit,27.34,GBP,Failed,Monthly fee,core_banking,BATCH_20260601_B
T00003920,A000144,,,02/26/2026 18:51,FEE,Mobile,debit,41.13,EUR,Posted,Direct deposit,branch_teller,BATCH_20260602_A
T00003921,A000206,CRD000050,M0056,2026-03-05 11:21:10,POS,Card,debit,17.28,GBP,Failed,Monthly fee,branch_teller,BATCH_20260602_A
T00003922,A000219,CRD000081,M0043,02/01/2026 22:00,POS,API,debit,87.44,INR,Failed,Bill pay,mobile_app,BATCH_20260601_A
T00003923,A000175,,,05/31/2026 11:22,INTEREST,ATM,credit,337.55,USD,Posted,Transfer,card_processor,BATCH_20260602_A
T00003924,A000157,CRD000153,M0066,2026-01-29 17:02:26,pos,online ,debit,429.11,USD,Pending,Monthly fee,branch_teller,BATCH_20260602_A
T00003925,A000204,,,2026-03-01 08:07:45,ACH,online ,debit,324.46,USD,posted ,Cash withdrawal,branch_teller,BATCH_20260602_A
T00003926,A000129,,M0076,03/07/2026 17:55,REFUND,online ,credit,62.12,GBP,Pending,Transfer,mobile_app,BATCH_20260602_A
T00003927,A000208,,,02/23/2026 04:12,ACH,API,debit,585.11,USD,Failed,Monthly fee,core_banking,BATCH_20260602_A
T00003928,A000154,CRD000116,M0031,03/25/2026 03:34,POS,Branch,debit,213.55,GBP,Failed,Monthly fee,mobile_app,BATCH_20260602_A
T00003929,A000153,,,02/14/2026 23:42,WIRE,Online,debit,1334.6399999999999,EUR,posted ,Bill pay,card_processor,BATCH_20260601_A
T00003930,A000146,,M0016,2026-03-15 01:06:34,REFUND,Branch,credit,324.57,EUR,POSTED,Direct deposit,core_banking,BATCH_20260602_A
T00003931,A000020,CRD000161,M0064,02/20/2026 20:42,POS,Online,debit,94.1,CAD,Pending,Monthly fee,branch_teller,BATCH_20260601_B
T00003932,A000196,,,2026-02-04 09:05:55,ACH,API,debit,135.43,INR,Reversed,Purchase,core_banking,BATCH_20260601_A
T00003933,A000145,,M0035,05/24/2026 07:28,REFUND,Online,credit,827.56,USD,Reversed,Transfer,card_processor,BATCH_20260601_B
T00003934,A000176,,,2026-04-11 05:16:25,FEE,Online,debit,24.29,EUR,POSTED,Direct deposit,card_processor,BATCH_20260602_A
T00003935,A000134,CRD000143,M0041,2026-05-28 00:27:13,POS,Card,debit,35.3,GBP,Posted,Direct deposit,card_processor,BATCH_20260601_A
T00003936,A000058,,,2026-05-19 19:00:20,WIRE,Mobile,debit,162.32999999999998,INR,Reversed,Monthly fee,branch_teller,BATCH_20260601_A
T00003937,A000020,,,2026-02-09 07:45:15,PAYROLL,Branch,credit,404.89,USD,Posted,Transfer,core_banking,BATCH_20260601_B
T00003938,A000183,,,01/27/2026 07:58,ACH,ATM,debit,328.36,GBP,Failed,Cash withdrawal,core_banking,BATCH_20260602_A
T00003939,A000177,CRD000125,M0077,03/03/2026 16:14,POS,API,debit,215.96,USD,Reversed,Direct deposit,card_processor,BATCH_20260601_A
T00003940,A000077,,,05/25/2026 12:37,ACH,Branch,debit,79.35,INR,Failed,Monthly fee,card_processor,BATCH_20260602_A
T00003941,A000099,CRD000078,M0043,05/30/2026 23:25,POS,API,debit,71.48,USD,posted ,Transfer,card_processor,BATCH_20260601_A
T00003942,A000053,,,02/22/2026 05:14,PAYROLL,ATM,credit,56.26,CAD,Posted,Purchase,core_banking,BATCH_20260601_A
T00003943,A000126,,,2026-04-17 06:15:13,ATM,API,debit,411.73,USD,posted ,Transfer,card_processor,BATCH_20260601_A
T00003944,A000209,,,2026-05-21 01:10:27,PAYROLL,API,credit,1078.96,USD,Reversed,Monthly fee,mobile_app,BATCH_20260601_A
T00003945,A000074,,,2026-02-06 04:32:17,ACH,API,debit,5.61,GBP,posted ,Cash withdrawal,branch_teller,BATCH_20260602_A
T00003946,A000101,,,2026-03-21 03:49:24,ATM,Card,debit,289.92,EUR,posted ,Cash withdrawal,mobile_app,BATCH_20260601_B
T00003947,A000101,,,2026-05-10 10:07:04,ATM,Card,debit,489.24,INR,posted ,Cash withdrawal,core_banking,BATCH_20260601_B
T00003948,A000029,,,2026-01-09 20:05:41,ACH,Branch,debit,76.18,EUR,Reversed,Bill pay,branch_teller,BATCH_20260601_B
T00003949,A000080,,,2026-02-25 16:41:27,WIRE,ATM,debit,242.8,GBP,Failed,Transfer,mobile_app,BATCH_20260601_B
T00003950,A000195,,,2026-01-03 08:48:55,ACH,API,debit,678.69,EUR,posted ,Transfer,mobile_app,BATCH_20260602_A
T00003951,A000158,,,01/23/2026 00:36,atm,Card,debit,94.42,GBP,Reversed,Bill pay,mobile_app,BATCH_20260602_A
T00003952,A000115,,,2026-05-30 06:46:03,ACH,Mobile,debit,179.79,INR,Failed,Cash withdrawal,card_processor,BATCH_20260601_A
T00003953,A000212,CRD000056,M0066,2026-01-15 19:10:40,POS,Card,debit,119.34,CAD,Reversed,Cash withdrawal,branch_teller,BATCH_20260601_A
T00003954,A000058,CRD000166,M0013,02/10/2026 01:51,POS,Branch,debit,721.25,EUR,Failed,Bill pay,mobile_app,BATCH_20260601_A
T00003955,A000167,CRD000019,M0026,2026-03-23 11:47:13,POS,Online,debit,173.33,USD,Posted,Purchase,card_processor,BATCH_20260601_B
T00003956,A000208,,,2026-04-08 14:42:00,ATM,Branch,debit,64.08,CAD,POSTED,Cash withdrawal,core_banking,BATCH_20260601_B
T00003957,A000181,CRD000011,M0072,04/06/2026 23:02,POS,Branch,debit,352.71,INR,Failed,Purchase,core_banking,BATCH_20260601_B
T00003958,A000045,CRD000056,M0035,2026-03-03 08:18:55,POS,API,debit,247.95,INR,Pending,Transfer,mobile_app,BATCH_20260601_A
