reading_id,meter_id,reading_ts,kwh,kw_demand,voltage,power_factor,quality_flag,source_system,ingestion_batch_id,reading_date
MR0000217341,MTR0000149,2026-04-28 20:00:00,80.3551,80.0495,244.04,0.9878,MISSING,ami_headend,AMI_20260601_B,2026-04-28
MR0000217343,MTR0000149,2026-04-28 22:00:00,23.6254,24.988,242.81,0.9385,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-28
MR0000217348,MTR0000149,2026-04-29 03:00:00,32.8613,42.1414,241.5,0.8957,MISSING,ami_headend,AMI_20260601_A,2026-04-29
MR0000217349,MTR0000149,2026-04-29 04:00:00,46.1313,54.522,240.32,0.9354,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-29
MR0000217357,MTR0000149,2026-04-29 12:00:00,50.7964,55.2711,232.75,0.9159,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-29
MR0000217358,MTR0000149,2026-04-29 13:00:00,90.059,80.1721,233.62,0.8931,MISSING,ami_headend,AMI_20260601_B,2026-04-29
MR0000217363,MTR0000149,2026-04-29 18:00:00,70.1406,87.8824,242.39,0.9809,MISSING,ami_headend,AMI_20260602_A,2026-04-29
MR0000217367,MTR0000149,2026-04-29 22:00:00,7.4264,10.3442,242.89,1.0,MISSING,ami_headend,AMI_20260601_A,2026-04-29
MR0000217370,MTR0000149,2026-04-30 01:00:00,30.9669,31.4031,237.97,0.9783,MISSING,ami_headend,AMI_20260601_A,2026-04-30
MR0000217371,MTR0000149,2026-04-30 02:00:00,31.3053,32.8583,240.34,0.9535,MISSING,ami_headend,AMI_20260602_A,2026-04-30
MR0000217372,MTR0000149,2026-04-30 03:00:00,34.0832,34.9563,241.27,0.9652,MISSING,ami_headend,AMI_20260601_A,2026-04-30
MR0000217374,MTR0000149,2026-04-30 05:00:00,26.9489,26.554,240.05,0.9385,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-30
MR0000217375,MTR0000149,2026-04-30 06:00:00,35.2985,44.6105,238.26,0.8912,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-30
MR0000217376,MTR0000149,2026-04-30 07:00:00,38.4373,41.3321,244.92,0.9221,MISSING,ami_headend,AMI_20260602_A,2026-04-30
MR0000217377,MTR0000149,2026-04-30 08:00:00,83.5004,82.65,243.96,0.929,MISSING,ami_headend,AMI_20260601_B,2026-04-30
MR0000217379,MTR0000149,2026-04-30 10:00:00,57.0207,49.6265,241.6,0.9062,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-30
MR0000217383,MTR0000149,2026-04-30 14:00:00,76.258,85.278,236.63,0.8974,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-30
MR0000217384,MTR0000149,2026-04-30 15:00:00,58.8287,79.6462,234.46,0.9071,MISSING,ami_headend,AMI_20260601_A,2026-04-30
MR0000217385,MTR0000149,2026-04-30 16:00:00,77.8705,71.8649,243.08,0.9884,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-30
MR0000217390,MTR0000149,2026-04-30 21:00:00,31.2594,29.3782,243.74,0.931,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-30
MR0000217391,MTR0000149,2026-04-30 22:00:00,24.5607,19.6887,247.88,0.9717,MISSING,ami_headend,AMI_20260601_B,2026-04-30
MR0000217392,MTR0000149,2026-04-30 23:00:00,25.3431,21.134,239.03,0.9345,MISSING,ami_headend,AMI_20260602_A,2026-04-30
MR0000217393,MTR0000149,2026-05-01 00:00:00,29.7591,40.9226,240.18,0.9184,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-01
MR0000217398,MTR0000149,2026-05-01 05:00:00,26.2327,23.1622,242.61,0.9372,MISSING,ami_headend,AMI_20260601_A,2026-05-01
MR0000217402,MTR0000149,2026-05-01 09:00:00,65.2708,62.766,239.8,0.9524,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-01
MR0000217405,MTR0000149,2026-05-01 12:00:00,52.8993,65.1132,241.86,0.9907,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-01
MR0000217406,MTR0000149,2026-05-01 13:00:00,89.0919,80.0731,230.57,0.923,MISSING,ami_headend,AMI_20260602_A,2026-05-01
MR0000217411,MTR0000149,2026-05-01 18:00:00,90.3,74.3496,241.27,0.9659,MISSING,ami_headend,AMI_20260602_A,2026-05-01
MR0000217423,MTR0000149,2026-05-02 06:00:00,13.8515,12.8235,235.06,0.8926,MISSING,ami_headend,AMI_20260602_A,2026-05-02
MR0000217424,MTR0000149,2026-05-02 07:00:00,10.5646,8.9096,239.73,0.9021,MISSING,ami_headend,AMI_20260601_A,2026-05-02
MR0000217426,MTR0000149,2026-05-02 09:00:00,60.8725,59.1443,238.07,0.9285,MISSING,ami_headend,AMI_20260602_A,2026-05-02
MR0000217427,MTR0000149,2026-05-02 10:00:00,62.161,62.7115,241.24,0.8715,MISSING,ami_headend,AMI_20260601_A,2026-05-02
MR0000217432,MTR0000149,2026-05-02 15:00:00,55.5568,74.6821,235.56,0.9193,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-02
MR0000217436,MTR0000149,2026-05-02 19:00:00,68.7786,66.8373,238.81,0.983,MISSING,ami_headend,AMI_20260601_A,2026-05-02
MR0000217443,MTR0000149,2026-05-03 02:00:00,20.4154,17.5599,236.77,0.9489,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03
MR0000217446,MTR0000149,2026-05-03 05:00:00,4.2048,4.7138,247.52,0.9829,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03
MR0000217448,MTR0000149,2026-05-03 07:00:00,23.6889,22.4493,241.17,0.9434,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03
MR0000217449,MTR0000149,2026-05-03 08:00:00,75.5576,103.2809,237.67,0.9059,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-03
MR0000217450,MTR0000149,2026-05-03 09:00:00,77.9146,78.5906,243.97,0.9549,MISSING,ami_headend,AMI_20260602_A,2026-05-03
MR0000217456,MTR0000149,2026-05-03 15:00:00,67.7005,91.6921,242.41,0.9271,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-03
MR0000217458,MTR0000149,2026-05-03 17:00:00,36.852,51.36,239.21,0.9582,MISSING,ami_headend,AMI_20260601_A,2026-05-03
MR0000217459,MTR0000149,2026-05-03 18:00:00,51.3946,47.8056,240.04,0.9716,MISSING,ami_headend,AMI_20260602_A,2026-05-03
MR0000217461,MTR0000149,2026-05-03 20:00:00,65.1558,76.3491,237.34,0.9432,MISSING,ami_headend,AMI_20260601_A,2026-05-03
MR0000217466,MTR0000149,2026-05-04 01:00:00,38.8288,49.7666,244.62,0.8991,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-04
MR0000217468,MTR0000149,2026-05-04 03:00:00,32.5537,30.786,246.93,1.0,MISSING,ami_headend,AMI_20260601_B,2026-05-04
MR0000217470,MTR0000149,2026-05-04 05:00:00,61.1192,80.935,235.7,0.9277,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-04
MR0000217472,MTR0000149,2026-05-04 07:00:00,19.1994,15.925,236.78,0.9583,MISSING,ami_headend,AMI_20260602_A,2026-05-04
MR0000217478,MTR0000149,2026-05-04 13:00:00,75.2821,70.7685,239.6,0.9888,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-04
MR0000217486,MTR0000149,2026-05-04 21:00:00,50.8446,46.8309,241.88,0.9492,MISSING,ami_headend,AMI_20260601_A,2026-05-04
MR0000217487,MTR0000149,2026-05-04 22:00:00,33.9086,31.7223,244.34,0.9487,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-04
MR0000217491,MTR0000149,2026-05-05 02:00:00,23.0185,28.5905,234.47,0.936,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-05
MR0000217493,MTR0000149,2026-05-05 04:00:00,33.032,29.1086,237.44,0.9056,MISSING,ami_headend,AMI_20260601_B,2026-05-05
MR0000217494,MTR0000149,2026-05-05 05:00:00,39.2513,40.0466,234.1,0.9657,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-05
MR0000217500,MTR0000149,2026-05-05 11:00:00,73.2827,68.854,236.11,0.9341,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-05
MR0000217501,MTR0000149,2026-05-05 12:00:00,67.0417,58.7536,242.08,0.9426,MISSING,ami_headend,AMI_20260601_B,2026-05-05
MR0000217505,MTR0000149,2026-05-05 16:00:00,102.5864,96.415,238.21,0.931,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-05
MR0000217508,MTR0000149,2026-05-05 19:00:00,70.0206,56.4072,241.02,0.926,MISSING,ami_headend,AMI_20260602_A,2026-05-05
MR0000217509,MTR0000149,2026-05-05 20:00:00,82.6866,110.7713,238.26,0.9162,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-05
MR0000217511,MTR0000149,2026-05-05 22:00:00,34.3392,32.8779,238.9,0.895,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-05
MR0000217513,MTR0000149,2026-05-06 00:00:00,35.7088,49.2729,239.99,0.9647,MISSING,ami_headend,AMI_20260601_A,2026-05-06
MR0000217514,MTR0000149,2026-05-06 01:00:00,38.911,50.4032,240.32,0.9368,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-06
MR0000217515,MTR0000149,2026-05-06 02:00:00,51.0328,61.2395,238.78,0.9304,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-06
MR0000217516,MTR0000149,2026-05-06 03:00:00,36.2254,34.3585,240.54,0.9452,MISSING,ami_headend,AMI_20260602_A,2026-05-06
MR0000217517,MTR0000149,2026-05-06 04:00:00,35.9299,49.5728,235.8,0.9204,MISSING,ami_headend,AMI_20260601_B,2026-05-06
MR0000217518,MTR0000149,2026-05-06 05:00:00,59.6394,51.2772,238.86,0.9883,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-06
MR0000217520,MTR0000149,2026-05-06 07:00:00,20.0111,24.3109,243.14,0.921,MISSING,ami_headend,AMI_20260601_A,2026-05-06
MR0000217521,MTR0000149,2026-05-06 08:00:00,60.4125,84.4955,246.82,0.9276,MISSING,ami_headend,AMI_20260601_A,2026-05-06
MR0000217523,MTR0000149,2026-05-06 10:00:00,63.2947,83.6436,239.16,0.9313,MISSING,ami_headend,AMI_20260601_A,2026-05-06
MR0000217524,MTR0000149,2026-05-06 11:00:00,68.3766,68.4853,236.82,0.954,MISSING,ami_headend,AMI_20260601_B,2026-05-06
MR0000217525,MTR0000149,2026-05-06 12:00:00,74.581,68.8564,242.24,0.9431,MISSING,ami_headend,AMI_20260602_A,2026-05-06
MR0000217529,MTR0000149,2026-05-06 16:00:00,85.7513,101.0386,236.76,0.9222,MISSING,ami_headend,AMI_20260601_B,2026-05-06
MR0000217531,MTR0000149,2026-05-06 18:00:00,93.3256,114.7189,236.91,0.9206,MISSING,ami_headend,AMI_20260601_B,2026-05-06
MR0000217538,MTR0000149,2026-05-07 01:00:00,33.4084,32.8526,235.04,0.9571,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-07
MR0000217543,MTR0000149,2026-05-07 06:00:00,25.5998,28.6908,236.35,0.9703,MISSING,ami_headend,AMI_20260601_A,2026-05-07
MR0000217545,MTR0000149,2026-05-07 08:00:00,87.0205,71.0172,241.61,0.9295,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-07
MR0000217546,MTR0000149,2026-05-07 09:00:00,79.7238,102.2677,240.69,0.9413,MISSING,ami_headend,AMI_20260602_A,2026-05-07
MR0000217550,MTR0000149,2026-05-07 13:00:00,78.0065,70.6782,238.48,0.9273,MISSING,ami_headend,AMI_20260601_A,2026-05-07
MR0000217552,MTR0000149,2026-05-07 15:00:00,79.5711,81.6614,240.44,0.9337,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-07
MR0000217555,MTR0000149,2026-05-07 18:00:00,80.2963,96.8849,237.71,1.0,MISSING,ami_headend,AMI_20260601_B,2026-05-07
MR0000217556,MTR0000149,2026-05-07 19:00:00,78.7509,81.1875,239.22,0.9962,MISSING,ami_headend,AMI_20260601_B,2026-05-07
MR0000217557,MTR0000149,2026-05-07 20:00:00,68.5152,83.2903,238.95,0.8878,MISSING,ami_headend,AMI_20260602_A,2026-05-07
MR0000217558,MTR0000149,2026-05-07 21:00:00,21.6345,21.3534,247.53,0.9498,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-07
MR0000217564,MTR0000149,2026-05-08 03:00:00,26.6328,24.2859,242.09,0.9394,MISSING,ami_headend,AMI_20260601_B,2026-05-08
MR0000217565,MTR0000149,2026-05-08 04:00:00,56.3641,50.5486,244.17,0.9167,MISSING,ami_headend,AMI_20260602_A,2026-05-08
MR0000217567,MTR0000149,2026-05-08 06:00:00,33.3102,34.7588,237.16,0.9218,MISSING,ami_headend,AMI_20260601_A,2026-05-08
MR0000217569,MTR0000149,2026-05-08 08:00:00,59.6014,70.8346,237.28,0.9585,MISSING,ami_headend,AMI_20260602_A,2026-05-08
MR0000217570,MTR0000149,2026-05-08 09:00:00,93.7212,87.3599,240.85,0.9481,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-08
MR0000217571,MTR0000149,2026-05-08 10:00:00,58.4709,73.6074,236.56,0.9145,MISSING,ami_headend,AMI_20260601_B,2026-05-08
MR0000217579,MTR0000149,2026-05-08 18:00:00,84.2698,84.2799,238.46,0.9341,MISSING,ami_headend,AMI_20260601_B,2026-05-08
MR0000217589,MTR0000149,2026-05-09 04:00:00,41.6544,43.8988,242.8,0.9419,MISSING,ami_headend,AMI_20260601_A,2026-05-09
MR0000217590,MTR0000149,2026-05-09 05:00:00,25.4664,31.6727,230.35,0.9013,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-09
MR0000217591,MTR0000149,2026-05-09 06:00:00,26.1292,36.1401,244.5,0.9481,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-09
MR0000217593,MTR0000149,2026-05-09 08:00:00,68.5242,77.6397,238.48,0.9114,MISSING,ami_headend,AMI_20260602_A,2026-05-09
MR0000217597,MTR0000149,2026-05-09 12:00:00,59.9976,82.403,238.81,0.8734,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-09
MR0000217598,MTR0000149,2026-05-09 13:00:00,68.1364,58.5362,235.7,0.9045,MISSING,ami_headend,AMI_20260601_B,2026-05-09
MR0000217601,MTR0000149,2026-05-09 16:00:00,67.8453,70.1035,238.05,0.945,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-09
MR0000217602,MTR0000149,2026-05-09 17:00:00,64.6847,70.2266,235.42,0.916,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-09
MR0000217607,MTR0000149,2026-05-09 22:00:00,24.0175,26.9054,244.53,1.0,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-09
MR0000217610,MTR0000149,2026-05-10 01:00:00,37.5189,32.3955,234.26,0.9331,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-10
MR0000217611,MTR0000149,2026-05-10 02:00:00,8.2618,10.0763,245.31,0.9366,MISSING,ami_headend,AMI_20260602_A,2026-05-10
MR0000217614,MTR0000149,2026-05-10 05:00:00,31.6079,28.371,245.15,0.9102,MISSING,ami_headend,AMI_20260602_A,2026-05-10
MR0000217616,MTR0000149,2026-05-10 07:00:00,11.5935,12.9078,233.06,0.9113,MISSING,ami_headend,AMI_20260602_A,2026-05-10
MR0000217617,MTR0000149,2026-05-10 08:00:00,54.3304,73.3999,241.68,0.9259,MISSING,ami_headend,AMI_20260601_B,2026-05-10
MR0000217618,MTR0000149,2026-05-10 09:00:00,38.6583,36.4771,242.51,0.9153,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-10
MR0000217622,MTR0000149,2026-05-10 13:00:00,55.7933,78.0916,240.19,0.9371,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-10
MR0000217624,MTR0000149,2026-05-10 15:00:00,73.7519,77.2422,240.86,0.9247,MISSING,ami_headend,AMI_20260601_A,2026-05-10
MR0000217626,MTR0000149,2026-05-10 17:00:00,65.4005,83.4925,241.24,0.9405,MISSING,ami_headend,AMI_20260602_A,2026-05-10
MR0000217628,MTR0000149,2026-05-10 19:00:00,58.6376,52.9827,241.29,0.9251,MISSING,ami_headend,AMI_20260602_A,2026-05-10
MR0000217634,MTR0000149,2026-05-11 01:00:00,38.8711,31.3521,232.53,0.9564,MISSING,ami_headend,AMI_20260601_A,2026-05-11
MR0000217637,MTR0000149,2026-05-11 04:00:00,20.7631,18.6448,245.52,0.9453,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-11
MR0000217638,MTR0000149,2026-05-11 05:00:00,41.7325,45.5676,241.24,0.9281,MISSING,ami_headend,AMI_20260601_B,2026-05-11
MR0000217640,MTR0000149,2026-05-11 07:00:00,27.1482,33.2203,239.38,0.9223,MISSING,ami_headend,AMI_20260602_A,2026-05-11
MR0000217649,MTR0000149,2026-05-11 16:00:00,88.9567,88.7586,240.76,0.9928,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-11
MR0000217651,MTR0000149,2026-05-11 18:00:00,69.4481,64.267,237.9,0.9409,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-11
MR0000217656,MTR0000149,2026-05-11 23:00:00,19.242,25.5956,233.9,0.9729,MISSING,ami_headend,AMI_20260602_A,2026-05-11
MR0000217660,MTR0000149,2026-05-12 03:00:00,39.9241,40.5722,242.56,0.9273,MISSING,ami_headend,AMI_20260602_A,2026-05-12
MR0000217661,MTR0000149,2026-05-12 04:00:00,43.458,56.8536,240.73,0.9025,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-12
MR0000217663,MTR0000149,2026-05-12 06:00:00,25.7821,34.5402,236.4,0.9734,MISSING,ami_headend,AMI_20260602_A,2026-05-12
MR0000217668,MTR0000149,2026-05-12 11:00:00,87.7373,115.4776,235.34,0.9711,MISSING,ami_headend,AMI_20260602_A,2026-05-12
MR0000217669,MTR0000149,2026-05-12 12:00:00,66.2942,65.1644,243.37,0.9794,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-12
MR0000217677,MTR0000149,2026-05-12 20:00:00,102.2987,116.9072,242.01,0.935,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-12
MR0000217679,MTR0000149,2026-05-12 22:00:00,57.7418,63.0938,240.95,0.9053,MISSING,ami_headend,AMI_20260601_A,2026-05-12
MR0000217687,MTR0000149,2026-05-13 06:00:00,54.4152,58.2983,242.22,0.9633,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-13
MR0000217689,MTR0000149,2026-05-13 08:00:00,68.9692,95.4015,240.22,0.9793,MISSING,ami_headend,AMI_20260602_A,2026-05-13
MR0000217690,MTR0000149,2026-05-13 09:00:00,63.3612,66.5732,245.93,0.9853,MISSING,ami_headend,AMI_20260601_A,2026-05-13
MR0000217695,MTR0000149,2026-05-13 14:00:00,92.7506,118.0945,243.75,0.9642,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-13
MR0000217699,MTR0000149,2026-05-13 18:00:00,70.8308,90.9495,236.79,0.952,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-13
MR0000217700,MTR0000149,2026-05-13 19:00:00,73.1154,94.6232,238.45,0.9414,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-13
MR0000217701,MTR0000149,2026-05-13 20:00:00,101.5094,112.6221,238.53,0.9192,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-13
MR0000217703,MTR0000149,2026-05-13 22:00:00,40.8421,34.4009,234.65,0.9486,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-13
MR0000217704,MTR0000149,2026-05-13 23:00:00,49.2917,51.5673,236.16,0.9693,MISSING,ami_headend,AMI_20260602_A,2026-05-13
MR0000217709,MTR0000149,2026-05-14 04:00:00,47.4816,53.3315,240.03,0.9256,MISSING,ami_headend,AMI_20260601_B,2026-05-14
MR0000217714,MTR0000149,2026-05-14 09:00:00,73.9874,99.4011,244.44,0.9471,MISSING,ami_headend,AMI_20260601_A,2026-05-14
MR0000217715,MTR0000149,2026-05-14 10:00:00,81.1856,108.8952,242.69,0.9124,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-14
MR0000217716,MTR0000149,2026-05-14 11:00:00,74.6933,93.8801,240.05,0.9881,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-14
MR0000217717,MTR0000149,2026-05-14 12:00:00,68.9572,93.8398,246.08,0.9807,MISSING,ami_headend,AMI_20260602_A,2026-05-14
MR0000217720,MTR0000149,2026-05-14 15:00:00,105.988,139.0497,238.83,0.9308,MISSING,ami_headend,AMI_20260602_A,2026-05-14
MR0000217721,MTR0000149,2026-05-14 16:00:00,71.7865,72.3358,240.69,0.9094,MISSING,ami_headend,AMI_20260602_A,2026-05-14
MR0000217722,MTR0000149,2026-05-14 17:00:00,98.1795,120.9432,244.51,0.9659,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-14
MR0000217723,MTR0000149,2026-05-14 18:00:00,81.599,67.1312,238.57,0.8954,MISSING,ami_headend,AMI_20260601_A,2026-05-14
MR0000217728,MTR0000149,2026-05-14 23:00:00,8.7428,11.2724,243.84,0.9163,MISSING,ami_headend,AMI_20260602_A,2026-05-14
MR0000217729,MTR0000149,2026-05-15 00:00:00,25.9464,24.5358,242.1,0.9266,MISSING,ami_headend,AMI_20260602_A,2026-05-15
MR0000217737,MTR0000149,2026-05-15 08:00:00,75.7403,97.4632,241.96,0.8943,MISSING,ami_headend,AMI_20260601_A,2026-05-15
MR0000217741,MTR0000149,2026-05-15 12:00:00,82.1942,84.8907,234.71,0.9912,MISSING,ami_headend,AMI_20260601_A,2026-05-15
MR0000217743,MTR0000149,2026-05-15 14:00:00,94.747,117.2559,239.59,0.9355,MISSING,ami_headend,AMI_20260601_A,2026-05-15
MR0000217750,MTR0000149,2026-05-15 21:00:00,31.3078,41.9654,234.05,0.9373,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-15
MR0000217751,MTR0000149,2026-05-15 22:00:00,18.3927,17.0251,238.72,0.9212,MISSING,ami_headend,AMI_20260601_B,2026-05-15
MR0000217752,MTR0000149,2026-05-15 23:00:00,26.8578,34.2868,239.19,0.9585,MISSING,ami_headend,AMI_20260602_A,2026-05-15
MR0000217755,MTR0000149,2026-05-16 02:00:00,31.4573,31.2116,233.12,0.9653,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-16
MR0000217756,MTR0000149,2026-05-16 03:00:00,34.4281,28.8457,235.84,0.9461,MISSING,ami_headend,AMI_20260601_A,2026-05-16
MR0000217757,MTR0000149,2026-05-16 04:00:00,32.3763,34.7866,240.96,0.9698,MISSING,ami_headend,AMI_20260602_A,2026-05-16
MR0000217762,MTR0000149,2026-05-16 09:00:00,60.7229,54.8926,244.99,0.9441,MISSING,ami_headend,AMI_20260601_A,2026-05-16
MR0000217764,MTR0000149,2026-05-16 11:00:00,59.8452,51.6693,234.08,0.9599,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-16
MR0000217765,MTR0000149,2026-05-16 12:00:00,48.6233,55.1441,240.45,0.9457,MISSING,ami_headend,AMI_20260601_B,2026-05-16
MR0000217772,MTR0000149,2026-05-16 19:00:00,39.3181,45.3503,246.83,0.9318,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-16
MR0000217775,MTR0000149,2026-05-16 22:00:00,13.9858,12.2005,234.66,0.9419,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-16
MR0000217777,MTR0000149,2026-05-17 00:00:00,11.0418,14.3914,240.35,0.9451,MISSING,ami_headend,AMI_20260601_B,2026-05-17
MR0000217779,MTR0000149,2026-05-17 02:00:00,18.84,20.9977,241.14,0.9449,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-17
MR0000217780,MTR0000149,2026-05-17 03:00:00,20.0636,17.5863,241.06,1.0,MISSING,ami_headend,AMI_20260601_B,2026-05-17
MR0000217781,MTR0000149,2026-05-17 04:00:00,37.0727,37.0486,231.9,0.9657,MISSING,ami_headend,AMI_20260601_A,2026-05-17
MR0000217782,MTR0000149,2026-05-17 05:00:00,12.042,12.6947,241.72,0.9405,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000217785,MTR0000149,2026-05-17 08:00:00,68.0375,78.4193,240.18,0.9759,MISSING,ami_headend,AMI_20260602_A,2026-05-17
MR0000217786,MTR0000149,2026-05-17 09:00:00,50.1076,49.3366,238.69,1.0,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-17
MR0000217789,MTR0000149,2026-05-17 12:00:00,63.4561,62.4025,244.3,0.9384,MISSING,ami_headend,AMI_20260601_B,2026-05-17
MR0000217790,MTR0000149,2026-05-17 13:00:00,54.4121,48.5911,238.62,0.9152,MISSING,ami_headend,AMI_20260602_A,2026-05-17
MR0000217794,MTR0000149,2026-05-17 17:00:00,61.839,60.5074,236.76,0.9511,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-17
MR0000217798,MTR0000149,2026-05-17 21:00:00,17.7619,23.7155,241.1,0.9311,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-17
MR0000217805,MTR0000149,2026-05-18 04:00:00,43.8303,51.7005,236.86,0.9507,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-18
MR0000217812,MTR0000149,2026-05-18 11:00:00,107.6835,112.0942,246.62,0.9265,MISSING,ami_headend,AMI_20260601_A,2026-05-18
MR0000217814,MTR0000149,2026-05-18 13:00:00,74.018,70.9972,233.01,0.9913,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-18
MR0000217818,MTR0000149,2026-05-18 17:00:00,73.5429,97.605,244.07,0.8941,MISSING,ami_headend,AMI_20260601_A,2026-05-18
MR0000217819,MTR0000149,2026-05-18 18:00:00,77.6082,104.875,238.47,0.9389,MISSING,ami_headend,AMI_20260601_B,2026-05-18
MR0000217821,MTR0000149,2026-05-18 20:00:00,70.774,81.7233,243.4,0.9246,MISSING,ami_headend,AMI_20260602_A,2026-05-18
MR0000217823,MTR0000149,2026-05-18 22:00:00,16.5036,13.455,236.37,0.9722,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-18
MR0000217825,MTR0000149,2026-05-19 00:00:00,46.8763,52.7336,234.62,1.0,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-19
MR0000217829,MTR0000149,2026-05-19 04:00:00,18.1112,18.8766,243.2,0.9524,MISSING,ami_headend,AMI_20260601_B,2026-05-19
MR0000217830,MTR0000149,2026-05-19 05:00:00,33.5838,40.3866,242.84,1.0,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-19
MR0000217833,MTR0000149,2026-05-19 08:00:00,85.6992,95.5972,241.48,0.9393,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-19
MR0000217836,MTR0000149,2026-05-19 11:00:00,77.4316,104.0678,244.26,0.9622,MISSING,ami_headend,AMI_20260601_B,2026-05-19
MR0000217837,MTR0000149,2026-05-19 12:00:00,88.4393,111.1484,239.46,0.9583,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-19
MR0000217846,MTR0000149,2026-05-19 21:00:00,31.3779,26.9189,236.0,0.9979,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-19
MR0000217847,MTR0000149,2026-05-19 22:00:00,10.9386,10.4037,239.34,0.9526,MISSING,ami_headend,AMI_20260602_A,2026-05-19
MR0000217852,MTR0000149,2026-05-20 03:00:00,30.6869,37.8838,237.19,0.9424,MISSING,ami_headend,AMI_20260602_A,2026-05-20
MR0000217858,MTR0000149,2026-05-20 09:00:00,71.3938,76.9028,238.34,0.9447,MISSING,ami_headend,AMI_20260602_A,2026-05-20
MR0000217859,MTR0000149,2026-05-20 10:00:00,82.4605,103.5839,236.63,0.9696,MISSING,ami_headend,AMI_20260601_B,2026-05-20
