session_id,subscriber_id,cell_id,session_start_ts,session_end_ts,data_mb,avg_downlink_mbps,avg_uplink_mbps,latency_ms,packet_loss_pct,roaming_flag,source_system,session_date,customer_id,plan_id,device_id,home_region,site_id,technology,data_gb,poor_qoe_flag,month
DATA0000029808,SUB00000543,CELL000114,2026-04-15 20:55:44,2026-04-15 22:51:44,687.495,96.636,19.242,26.29,2.203,False,pgw,2026-04-15,CUST00001727,PLN001,DEV0000769,Midwest,SITE00026,5G NR,0.6713818359375,True,2026-04
DATA0000029856,SUB00000256,CELL000031,2026-05-31 17:52:40,2026-05-31 18:08:40,168.873,88.799,14.384,21.388,2.2451,False,pgw,2026-05-31,CUST00004187,PLN012,DEV0002173,Northeast,SITE00007,4G LTE,0.1649150390625,True,2026-05
DATA0000029932,SUB00001514,CELL000148,2026-05-01 07:51:04,2026-05-01 08:34:04,157.423,78.265,28.669,28.685,2.0725,True,pgw,2026-05-01,CUST00000515,PLN010,DEV0001111,Southwest,SITE00035,4G LTE,0.1537333984375,True,2026-05
DATA0000029936,SUB00001880,CELL000012,2026-05-31 03:59:48,2026-05-31 05:32:48,223.231,117.752,40.044,16.137,2.0824,False,pgw,2026-05-31,CUST00004122,PLN007,DEV0001915,West,SITE00003,5G NR,0.2179990234375,True,2026-05
DATA0000029959,SUB00003395,CELL000088,2026-05-28 20:05:59,2026-05-28 21:02:59,402.959,108.458,39.805,10.89,2.1215,False,pgw,2026-05-28,CUST00004498,PLN018,DEV0000370,Northeast,SITE00020,5G NR,0.3935146484375,True,2026-05
DATA0000029992,SUB00002362,CELL000185,2026-05-30 01:52:18,2026-05-30 04:40:18,584.712,89.961,18.31,29.129,2.2414,False,pgw,2026-05-30,CUST00001140,PLN015,DEV0001370,Southwest,SITE00043,4G LTE,0.5710078125,True,2026-05
DATA0000030017,SUB00003352,CELL000034,2026-05-29 17:23:57,2026-05-29 19:32:57,182.645,119.304,11.146,16.947,2.3001,False,pgw,2026-05-29,CUST00004086,PLN006,DEV0001896,Midwest,SITE00007,4G LTE,0.1783642578125,True,2026-05
DATA0000030021,SUB00003712,CELL000186,2026-04-04 18:34:42,2026-04-04 20:57:42,112.328,132.193,23.23,40.915,2.1945,True,pgw,2026-04-04,CUST00000478,PLN013,DEV0002082,Southeast,SITE00044,5G NR,0.1096953125,True,2026-04
DATA0000030051,SUB00000284,CELL000006,2026-04-12 00:44:36,2026-04-12 03:02:36,96.951,106.617,36.924,41.563,2.414,False,pgw,2026-04-12,CUST00001215,PLN009,DEV0000272,Northeast,SITE00001,4G LTE,0.0946787109375,True,2026-04
DATA0000030064,SUB00002720,CELL000225,2026-05-11 22:04:19,2026-05-11 23:07:19,845.921,67.999,25.543,31.086,2.6481,False,pgw,2026-05-11,CUST00000180,PLN013,DEV0000458,Northeast,SITE00053,4G LTE,0.8260947265625,True,2026-05
DATA0000030067,SUB00002775,CELL000033,2026-05-07 09:07:38,2026-05-07 09:55:38,206.069,147.544,20.612,100.483,2.5951,False,pgw,2026-05-07,CUST00004455,PLN003,DEV0000642,Northeast,SITE00007,5G NR,0.2012392578125,True,2026-05
DATA0000030091,SUB00003836,CELL000079,2026-05-05 19:08:38,2026-05-05 19:17:38,464.156,72.361,20.587,30.019,2.1985,False,pgw,2026-05-05,CUST00000967,PLN008,DEV0001834,Midwest,SITE00018,5G NR,0.45327734375,True,2026-05
DATA0000030093,SUB00004502,CELL000166,2026-04-20 18:17:53,2026-04-20 18:52:53,11.861,97.307,12.088,28.977,2.1388,False,pgw,2026-04-20,CUST00002874,PLN004,DEV0000647,West,SITE00039,4G LTE,0.0115830078125,True,2026-04
DATA0000030117,SUB00001305,CELL000193,2026-04-04 11:31:40,2026-04-04 11:35:40,2810.841,128.678,31.168,34.447,2.0192,False,pgw,2026-04-04,CUST00000827,PLN014,DEV0002293,Southeast,SITE00046,4G LTE,2.7449619140625,True,2026-04
DATA0000030151,SUB00002911,CELL000128,2026-04-10 03:28:27,2026-04-10 04:30:27,728.322,44.329,25.76,49.353,2.4394,False,pgw,2026-04-10,CUST00003695,PLN018,DEV0000052,Southwest,SITE00030,4G LTE,0.711251953125,True,2026-04
DATA0000030165,SUB00000590,CELL000137,2026-05-25 11:52:08,2026-05-25 13:43:08,395.835,166.135,44.204,40.097,2.7015,False,pgw,2026-05-25,CUST00002141,PLN011,DEV0000232,Southeast,SITE00032,5G NR,0.3865576171875,True,2026-05
DATA0000030178,SUB00002259,CELL000191,2026-05-13 08:03:48,2026-05-13 08:24:48,142.119,135.944,27.854,28.832,2.3381,False,pgw,2026-05-13,CUST00000798,PLN010,DEV0001845,West,SITE00045,4G LTE,0.1387880859375,True,2026-05
DATA0000030188,SUB00003075,CELL000143,2026-04-01 22:36:17,2026-04-01 23:28:17,108.004,50.83,8.687,80.694,0.1511,False,pgw,2026-04-01,CUST00003542,PLN004,DEV0000717,Midwest,SITE00034,5G NR,0.10547265625,True,2026-04
DATA0000030212,SUB00000569,CELL000031,2026-04-11 22:14:22,2026-04-11 23:05:22,888.378,115.131,43.181,88.836,0.0,False,pgw,2026-04-11,CUST00003807,PLN008,DEV0002332,Southwest,SITE00007,4G LTE,0.867556640625,True,2026-04
DATA0000030216,SUB00002495,CELL000052,2026-04-04 22:21:13,2026-04-05 00:40:13,1510.16,135.817,12.467,14.009,2.4294,False,pgw,2026-04-04,CUST00000753,PLN020,DEV0002192,Northeast,SITE00011,5G NR,1.474765625,True,2026-04
DATA0000030225,SUB00004974,CELL000057,2026-04-13 12:51:48,2026-04-13 14:45:48,392.241,58.332,23.973,13.323,3.0024,False,pgw,2026-04-13,CUST00004083,PLN017,DEV0002171,Northeast,SITE00012,5G NR,0.3830478515625,True,2026-04
DATA0000030241,SUB00003209,CELL000056,2026-04-24 05:11:53,2026-04-24 07:03:53,422.906,118.326,41.805,11.168,3.0523,False,pgw,2026-04-24,CUST00003571,PLN012,DEV0000016,Southeast,SITE00012,5G NR,0.412994140625,True,2026-04
DATA0000030272,SUB00001509,CELL000209,2026-05-10 09:49:06,2026-05-10 12:14:06,2465.37,225.398,21.333,38.215,2.3279,False,pgw,2026-05-10,CUST00001320,PLN007,DEV0001116,West,SITE00049,5G NR,2.407587890625,True,2026-05
DATA0000030311,SUB00000046,CELL000012,2026-04-12 13:16:28,2026-04-12 15:39:28,75.231,134.844,8.309,26.425,2.2634,False,pgw,2026-04-12,CUST00003232,PLN003,DEV0001027,Southwest,SITE00003,5G NR,0.0734677734375,True,2026-04
DATA0000030340,SUB00004119,CELL000253,2026-05-24 20:30:53,2026-05-24 22:23:53,483.95,129.258,36.919,22.092,2.1172,True,pgw,2026-05-24,CUST00002439,PLN009,DEV0001182,Southeast,SITE00060,5G NR,0.472607421875,True,2026-05
DATA0000030342,SUB00004932,CELL000185,2026-05-23 12:03:08,2026-05-23 12:09:08,1305.48,31.725,33.419,35.838,2.2112,False,pgw,2026-05-23,CUST00000371,PLN016,DEV0000740,West,SITE00043,4G LTE,1.2748828125,True,2026-05
DATA0000030364,SUB00002478,CELL000016,2026-04-02 23:10:37,2026-04-03 00:44:37,2118.527,127.722,25.344,20.117,2.2296,True,pgw,2026-04-02,CUST00002235,PLN012,DEV0001320,Southwest,SITE00004,4G LTE,2.0688740234375,True,2026-04
DATA0000030374,SUB00004842,CELL000011,2026-05-07 03:32:17,2026-05-07 05:56:17,1428.889,130.114,47.652,27.611,3.0225,False,pgw,2026-05-07,CUST00001152,PLN013,DEV0000175,West,SITE00002,5G NR,1.3953994140625,True,2026-05
DATA0000030404,SUB00000673,CELL000251,2026-04-17 04:53:37,2026-04-17 05:17:37,1066.806,57.64,39.432,38.988,2.1989,False,pgw,2026-04-17,CUST00002457,PLN007,DEV0002084,Northeast,SITE00059,5G NR,1.041802734375,True,2026-04
DATA0000030418,SUB00003554,CELL000112,2026-05-29 22:49:31,2026-05-30 00:19:31,305.55,103.552,24.982,26.357,2.117,False,pgw,2026-05-29,CUST00000908,PLN001,DEV0000988,Southwest,SITE00026,5G NR,0.298388671875,True,2026-05
DATA0000030440,SUB00003645,CELL000162,2026-05-18 08:40:28,2026-05-18 09:50:28,91.847,121.587,2.65,43.456,2.3118,False,pgw,2026-05-18,CUST00002335,PLN005,DEV0000356,West,SITE00038,4G LTE,0.0896943359375,True,2026-05
DATA0000030444,SUB00001480,CELL000009,2026-04-16 10:39:44,2026-04-16 11:38:44,359.397,175.853,22.997,19.004,2.1432,False,pgw,2026-04-16,CUST00003939,PLN013,DEV0000459,Northeast,SITE00002,4G LTE,0.3509736328125,True,2026-04
DATA0000030454,SUB00002750,CELL000173,2026-05-12 11:32:29,2026-05-12 12:49:29,114.022,37.718,27.287,31.091,2.0103,False,pgw,2026-05-12,CUST00003765,PLN015,DEV0000472,Midwest,SITE00041,5G NR,0.111349609375,True,2026-05
DATA0000030484,SUB00001630,CELL000238,2026-05-24 18:44:05,2026-05-24 21:34:05,675.347,179.228,50.612,64.389,2.3197,False,pgw,2026-05-24,CUST00004024,PLN010,DEV0001406,Northeast,SITE00056,5G NR,0.6595185546875,True,2026-05
DATA0000030486,SUB00000940,CELL000005,2026-05-12 09:08:38,2026-05-12 11:26:38,757.38,115.713,12.564,37.142,3.1492,False,pgw,2026-05-12,CUST00001992,PLN018,DEV0001804,Southeast,SITE00001,5G NR,0.73962890625,True,2026-05
DATA0000030496,SUB00004181,CELL000070,2026-04-01 09:53:29,2026-04-01 11:36:29,1545.352,113.045,54.78,37.853,2.3901,False,pgw,2026-04-01,CUST00002047,PLN016,DEV0001385,Southeast,SITE00016,5G NR,1.5091328125,True,2026-04
DATA0000030536,SUB00002260,CELL000071,2026-04-09 10:55:42,2026-04-09 11:23:42,700.931,54.785,29.654,54.843,2.3826,False,pgw,2026-04-09,CUST00000016,PLN015,DEV0001712,Southwest,SITE00016,4G LTE,0.6845029296875,True,2026-04
DATA0000030563,SUB00001381,CELL000032,2026-04-01 05:34:19,2026-04-01 08:33:19,438.279,108.32,13.42,50.477,2.0152,True,pgw,2026-04-01,CUST00000983,PLN010,DEV0002363,Southeast,SITE00007,4G LTE,0.4280068359375,True,2026-04
DATA0000030589,SUB00000118,CELL000115,2026-05-07 18:36:54,2026-05-07 19:20:54,156.032,175.459,29.81,9.797,2.5754,False,pgw,2026-05-07,CUST00002357,PLN003,DEV0001481,Northeast,SITE00027,5G NR,0.152375,True,2026-05
DATA0000030617,SUB00004001,CELL000183,2026-05-11 21:20:26,2026-05-11 23:26:26,28.896,106.086,31.293,61.552,2.0711,False,pgw,2026-05-11,CUST00002695,PLN007,DEV0002062,Northeast,SITE00043,4G LTE,0.02821875,True,2026-05
DATA0000030635,SUB00004798,CELL000064,2026-05-24 21:00:01,2026-05-24 23:16:01,12.683,159.936,20.962,16.991,2.6607,False,pgw,2026-05-24,CUST00003957,PLN006,DEV0001198,Southwest,SITE00014,4G LTE,0.0123857421875,True,2026-05
DATA0000030638,SUB00001192,CELL000092,2026-05-25 06:11:17,2026-05-25 08:04:17,55.22,153.197,16.001,24.853,2.0286,True,pgw,2026-05-25,CUST00004220,PLN012,DEV0001548,Northeast,SITE00021,5G NR,0.05392578125,True,2026-05
DATA0000030643,SUB00003975,CELL000025,2026-05-01 23:53:29,2026-05-02 02:02:29,445.257,195.521,18.405,33.183,3.248,False,pgw,2026-05-01,CUST00000171,PLN004,DEV0001153,Southwest,SITE00006,5G NR,0.4348212890625,True,2026-05
DATA0000030651,SUB00003549,CELL000131,2026-05-03 17:02:40,2026-05-03 17:32:40,559.438,73.269,16.045,53.901,2.5455,False,pgw,2026-05-03,CUST00001425,PLN007,DEV0000823,Southeast,SITE00031,5G NR,0.546326171875,True,2026-05
DATA0000030689,SUB00002333,CELL000054,2026-04-17 07:16:21,2026-04-17 08:50:21,342.178,133.455,22.516,25.404,2.3122,False,pgw,2026-04-17,CUST00004067,PLN018,DEV0000466,West,SITE00012,5G NR,0.334158203125,True,2026-04
DATA0000030690,SUB00004500,CELL000104,2026-04-12 00:48:20,2026-04-12 02:49:20,1.255,88.506,33.549,45.689,2.3345,False,pgw,2026-04-12,CUST00002721,PLN007,DEV0000897,Southwest,SITE00024,5G NR,0.0012255859375,True,2026-04
DATA0000030712,SUB00001508,CELL000212,2026-05-03 18:04:53,2026-05-03 18:54:53,1117.455,79.017,34.301,14.43,2.4288,False,pgw,2026-05-03,CUST00003185,PLN001,DEV0000989,Midwest,SITE00050,5G NR,1.0912646484375,True,2026-05
DATA0000030729,SUB00001595,CELL000039,2026-04-17 06:37:02,2026-04-17 07:30:02,691.864,14.1,23.938,14.79,2.2311,False,pgw,2026-04-17,CUST00003168,PLN006,DEV0000549,Southeast,SITE00008,4G LTE,0.6756484375,True,2026-04
DATA0000030732,SUB00004107,CELL000158,2026-05-08 02:11:46,2026-05-08 03:00:46,847.25,145.379,44.37,36.564,2.2258,False,pgw,2026-05-08,CUST00004354,PLN017,DEV0000382,Southwest,SITE00037,5G NR,0.827392578125,True,2026-05
DATA0000030770,SUB00001176,CELL000048,2026-04-27 17:45:25,2026-04-27 19:10:25,407.26,98.774,15.458,29.02,2.3924,False,pgw,2026-04-27,CUST00001998,PLN002,DEV0001913,Southwest,SITE00010,5G NR,0.39771484375,True,2026-04
DATA0000030823,SUB00003980,CELL000083,2026-05-20 01:57:28,2026-05-20 02:36:28,305.224,160.737,23.808,41.032,2.5949,False,pgw,2026-05-20,CUST00004206,PLN002,DEV0000700,Southwest,SITE00019,4G LTE,0.2980703125,True,2026-05
DATA0000030848,SUB00002475,CELL000089,2026-04-19 21:50:16,2026-04-19 23:31:16,61.214,160.459,21.931,25.031,2.4931,False,pgw,2026-04-19,CUST00003728,PLN013,DEV0002294,Southeast,SITE00020,5G NR,0.059779296875,True,2026-04
DATA0000030849,SUB00003263,CELL000124,2026-05-02 07:41:50,2026-05-02 10:36:50,315.411,76.157,13.478,34.722,3.9859,False,pgw,2026-05-02,CUST00003297,PLN011,DEV0001315,Southeast,SITE00029,4G LTE,0.3080185546875,True,2026-05
DATA0000030875,SUB00000786,CELL000128,2026-04-20 01:56:59,2026-04-20 03:04:59,284.521,80.213,31.355,26.769,2.1619,False,pgw,2026-04-20,CUST00002121,PLN007,DEV0001126,Northeast,SITE00030,4G LTE,0.2778525390625,True,2026-04
DATA0000030887,SUB00000267,CELL000131,2026-04-18 14:30:48,2026-04-18 15:48:48,91.305,239.347,48.98,37.404,2.3304,False,pgw,2026-04-18,CUST00001755,PLN018,DEV0000061,Midwest,SITE00031,5G NR,0.0891650390625,True,2026-04
DATA0000030920,SUB00003528,CELL000215,2026-05-19 08:17:59,2026-05-19 09:23:59,1258.059,55.109,30.848,29.34,2.0492,False,pgw,2026-05-19,CUST00000553,PLN008,DEV0000511,Southwest,SITE00050,4G LTE,1.2285732421875,True,2026-05
DATA0000030926,SUB00001932,CELL000023,2026-05-26 17:23:20,2026-05-26 19:20:20,239.937,175.529,40.282,2.0,2.0404,False,pgw,2026-05-26,CUST00001434,PLN017,DEV0001757,Southwest,SITE00005,4G LTE,0.2343134765625,True,2026-05
DATA0000030937,SUB00001703,CELL000138,2026-05-12 09:09:58,2026-05-12 11:17:58,617.52,109.444,15.765,46.463,2.3107,False,pgw,2026-05-12,CUST00000367,PLN017,DEV0000922,Southeast,SITE00032,5G NR,0.603046875,True,2026-05
DATA0000030938,SUB00003065,CELL000217,2026-05-08 20:01:30,2026-05-08 21:21:30,1363.234,147.391,44.077,12.043,2.3043,False,pgw,2026-05-08,CUST00001348,PLN005,DEV0000636,Northeast,SITE00051,4G LTE,1.331283203125,True,2026-05
DATA0000030964,SUB00003643,CELL000169,2026-05-28 23:27:26,2026-05-28 23:29:26,908.85,88.969,17.108,64.244,2.7347,False,pgw,2026-05-28,CUST00002099,PLN006,DEV0000976,West,SITE00040,4G LTE,0.887548828125,True,2026-05
DATA0000030990,SUB00003420,CELL000191,2026-05-28 05:38:18,2026-05-28 08:38:18,111.983,200.205,9.106,30.486,2.0517,False,pgw,2026-05-28,CUST00002905,PLN018,DEV0000638,Northeast,SITE00045,4G LTE,0.1093583984375,True,2026-05
DATA0000031025,SUB00001974,CELL000199,2026-05-25 19:49:49,2026-05-25 22:34:49,398.231,171.372,9.025,83.399,0.8364,False,pgw,2026-05-25,CUST00000192,PLN012,DEV0000314,Northeast,SITE00047,5G NR,0.3888974609375,True,2026-05
DATA0000031050,SUB00004375,CELL000037,2026-05-05 08:34:00,2026-05-05 09:31:00,479.472,111.846,28.435,31.371,2.7069,False,pgw,2026-05-05,CUST00001023,PLN004,DEV0000781,Southeast,SITE00008,4G LTE,0.468234375,True,2026-05
DATA0000031080,SUB00004230,CELL000170,2026-04-02 10:51:56,2026-04-02 11:02:56,981.629,216.84,40.24,36.426,2.3675,False,pgw,2026-04-02,CUST00001749,PLN007,DEV0001229,Midwest,SITE00040,4G LTE,0.9586220703125,True,2026-04
DATA0000031089,SUB00004274,CELL000093,2026-04-21 15:13:22,2026-04-21 16:48:22,147.048,124.497,27.958,38.49,2.8364,False,pgw,2026-04-21,CUST00001356,PLN001,DEV0000486,West,SITE00021,5G NR,0.1436015625,True,2026-04
DATA0000031106,SUB00001974,CELL000078,2026-05-01 23:14:10,2026-05-02 00:34:10,633.164,99.536,21.035,15.635,2.7128,False,pgw,2026-05-01,CUST00000192,PLN012,DEV0000314,Northeast,SITE00018,5G NR,0.61832421875,True,2026-05
DATA0000031111,SUB00003381,CELL000020,2026-04-05 05:01:11,2026-04-05 06:49:11,603.567,249.4,32.583,46.881,2.4195,False,pgw,2026-04-05,CUST00001045,PLN017,DEV0002487,Northeast,SITE00004,4G LTE,0.5894208984375,True,2026-04
DATA0000031123,SUB00002164,CELL000106,2026-05-28 07:24:37,2026-05-28 09:12:37,177.025,121.969,28.743,37.523,2.3297,True,pgw,2026-05-28,CUST00003252,PLN016,DEV0000009,West,SITE00024,5G NR,0.1728759765625,True,2026-05
DATA0000031182,SUB00002501,CELL000172,2026-04-22 04:10:19,2026-04-22 07:02:19,388.954,51.262,48.379,26.152,2.0574,False,pgw,2026-04-22,CUST00002911,PLN012,DEV0000355,Midwest,SITE00041,4G LTE,0.379837890625,True,2026-04
DATA0000031186,SUB00003734,CELL000180,2026-05-30 23:12:05,2026-05-31 01:49:05,131.189,6.386,32.535,76.572,2.2972,False,pgw,2026-05-30,CUST00004216,PLN005,DEV0000513,Southeast,SITE00043,4G LTE,0.1281142578125,True,2026-05
DATA0000031198,SUB00002641,CELL000014,2026-05-17 15:56:42,2026-05-17 17:15:42,86.601,135.085,15.584,16.96,2.1902,False,pgw,2026-05-17,CUST00003825,PLN002,DEV0001188,West,SITE00003,4G LTE,0.0845712890625,True,2026-05
DATA0000031221,SUB00004709,CELL000203,2026-05-06 09:46:56,2026-05-06 12:37:56,1576.192,136.253,23.876,43.649,2.2153,False,pgw,2026-05-06,CUST00003618,PLN010,DEV0001093,Southwest,SITE00048,5G NR,1.53925,True,2026-05
DATA0000031245,SUB00000856,CELL000250,2026-04-03 14:45:37,2026-04-03 15:47:37,1485.229,63.91,21.549,8.39,2.2731,False,pgw,2026-04-03,CUST00001508,PLN018,DEV0001698,Northeast,SITE00059,4G LTE,1.4504189453125,True,2026-04
DATA0000031248,SUB00004556,CELL000149,2026-04-25 02:19:05,2026-04-25 03:53:05,78.638,82.559,31.5,68.18,2.1238,False,pgw,2026-04-25,CUST00002200,PLN014,DEV0001488,West,SITE00035,4G LTE,0.076794921875,True,2026-04
DATA0000031282,SUB00000835,CELL000166,2026-04-09 03:56:05,2026-04-09 06:17:05,162.381,49.348,15.795,26.407,3.1099,False,pgw,2026-04-09,CUST00004102,PLN018,DEV0001057,Southwest,SITE00039,4G LTE,0.1585751953125,True,2026-04
DATA0000031289,SUB00002059,CELL000021,2026-05-18 13:06:15,2026-05-18 14:14:15,620.885,126.164,32.271,31.457,2.7641,False,pgw,2026-05-18,CUST00003549,PLN016,DEV0000854,West,SITE00005,4G LTE,0.6063330078125,True,2026-05
DATA0000031292,SUB00001509,CELL000144,2026-04-14 23:54:08,2026-04-15 02:03:08,184.07,46.186,23.688,38.473,2.5188,True,pgw,2026-04-14,CUST00001320,PLN007,DEV0001116,West,SITE00034,5G NR,0.179755859375,True,2026-04
DATA0000031294,SUB00001221,CELL000163,2026-05-03 06:20:16,2026-05-03 09:07:16,17.553,222.351,12.806,46.896,2.6326,False,pgw,2026-05-03,CUST00000405,PLN003,DEV0002388,Northeast,SITE00038,5G NR,0.0171416015625,True,2026-05
DATA0000031326,SUB00001956,CELL000007,2026-05-01 07:14:07,2026-05-01 09:21:07,33.689,120.2,24.531,15.51,2.0893,True,pgw,2026-05-01,CUST00001256,PLN003,DEV0001650,Midwest,SITE00002,4G LTE,0.0328994140625,True,2026-05
DATA0000031452,SUB00001342,CELL000116,2026-04-26 13:28:16,2026-04-26 15:12:16,2595.703,82.635,32.763,33.602,2.6432,False,pgw,2026-04-26,CUST00001751,PLN016,DEV0001566,Northeast,SITE00027,5G NR,2.5348662109375,True,2026-04
DATA0000031529,SUB00003180,CELL000001,2026-04-18 20:54:26,2026-04-18 21:08:26,1687.708,101.048,31.443,34.082,2.7817,False,pgw,2026-04-18,CUST00000120,PLN016,DEV0002368,Northeast,SITE00001,4G LTE,1.64815234375,True,2026-04
DATA0000031531,SUB00000683,CELL000165,2026-05-04 15:40:06,2026-05-04 18:21:06,1151.454,82.995,13.216,17.478,3.337,False,pgw,2026-05-04,CUST00003805,PLN016,DEV0001123,Midwest,SITE00039,5G NR,1.124466796875,True,2026-05
DATA0000031534,SUB00002804,CELL000177,2026-05-31 14:58:31,2026-05-31 17:09:31,1132.833,81.922,22.12,17.598,2.0386,True,pgw,2026-05-31,CUST00003697,PLN001,DEV0000185,West,SITE00042,5G NR,1.1062822265625,True,2026-05
DATA0000031570,SUB00001579,CELL000106,2026-04-05 17:29:55,2026-04-05 19:02:55,58.224,81.367,31.011,21.091,2.8478,True,pgw,2026-04-05,CUST00001249,PLN018,DEV0000577,Northeast,SITE00024,5G NR,0.056859375,True,2026-04
DATA0000031576,SUB00002762,CELL000043,2026-04-28 22:15:16,2026-04-28 23:47:16,342.202,137.963,29.84,31.598,2.5067,False,pgw,2026-04-28,CUST00000421,PLN019,DEV0000135,Midwest,SITE00009,5G NR,0.334181640625,True,2026-04
DATA0000031592,SUB00002287,CELL000031,2026-04-17 18:46:05,2026-04-17 19:21:05,697.669,52.998,39.478,48.002,2.3129,False,pgw,2026-04-17,CUST00003554,PLN007,DEV0002071,Midwest,SITE00007,4G LTE,0.6813173828125,True,2026-04
DATA0000031612,SUB00004603,CELL000027,2026-05-25 16:12:43,2026-05-25 18:26:43,2403.627,101.895,38.901,2.0,2.428,True,pgw,2026-05-25,CUST00004097,PLN004,DEV0001967,Northeast,SITE00006,4G LTE,2.3472919921875,True,2026-05
DATA0000031613,SUB00001885,CELL000011,2026-04-21 18:39:52,2026-04-21 20:35:52,24.71,149.03,8.651,47.217,2.0922,False,pgw,2026-04-21,CUST00003994,PLN005,DEV0002142,West,SITE00002,5G NR,0.024130859375,True,2026-04
DATA0000031624,SUB00004512,CELL000200,2026-04-29 00:16:11,2026-04-29 01:43:11,440.783,154.082,15.655,30.228,2.285,False,pgw,2026-04-29,CUST00003171,PLN011,DEV0000635,Midwest,SITE00047,4G LTE,0.4304521484375,True,2026-04
DATA0000031655,SUB00000403,CELL000220,2026-05-12 21:07:37,2026-05-12 23:19:37,47.559,119.542,56.119,19.592,2.2703,False,pgw,2026-05-12,CUST00003614,PLN009,DEV0000997,Southeast,SITE00052,4G LTE,0.0464443359375,True,2026-05
DATA0000031681,SUB00004806,CELL000098,2026-05-20 22:12:41,2026-05-20 22:46:41,1065.645,130.304,15.557,40.312,2.5177,False,pgw,2026-05-20,CUST00001708,PLN017,DEV0000094,West,SITE00023,5G NR,1.0406689453125,True,2026-05
DATA0000031693,SUB00004721,CELL000085,2026-04-02 08:58:28,2026-04-02 09:16:28,54.84,119.892,32.374,48.762,2.3525,False,pgw,2026-04-02,CUST00003007,PLN007,DEV0001813,Southeast,SITE00020,5G NR,0.0535546875,True,2026-04
DATA0000031738,SUB00001773,CELL000061,2026-04-30 15:56:38,2026-04-30 17:09:38,568.783,167.869,13.476,37.251,2.5131,False,pgw,2026-04-30,CUST00000006,PLN009,DEV0002290,Midwest,SITE00014,5G NR,0.5554521484375,True,2026-04
DATA0000031746,SUB00000086,CELL000211,2026-05-14 23:25:57,2026-05-15 00:21:57,1547.047,53.626,29.935,2.0,2.476,False,pgw,2026-05-14,CUST00003013,PLN013,DEV0002186,West,SITE00050,4G LTE,1.5107880859375,True,2026-05
DATA0000031771,SUB00001112,CELL000087,2026-05-07 05:30:09,2026-05-07 05:33:09,430.475,78.77,32.841,19.091,2.8791,False,pgw,2026-05-07,CUST00002012,PLN001,DEV0001930,Southwest,SITE00020,4G LTE,0.4203857421875,True,2026-05
DATA0000031788,SUB00002919,CELL000034,2026-04-14 11:52:28,2026-04-14 14:10:28,542.26,134.422,25.628,7.13,2.1047,False,pgw,2026-04-14,CUST00002029,PLN013,DEV0001336,Southwest,SITE00007,4G LTE,0.52955078125,True,2026-04
DATA0000031793,SUB00002661,CELL000004,2026-05-13 07:15:32,2026-05-13 07:27:32,52.674,163.174,39.337,19.237,2.31,True,pgw,2026-05-13,CUST00003757,PLN018,DEV0000541,Southeast,SITE00001,5G NR,0.051439453125,True,2026-05
DATA0000031806,SUB00001624,CELL000164,2026-05-01 10:10:01,2026-05-01 10:37:01,316.646,110.982,46.771,35.029,2.0908,False,pgw,2026-05-01,CUST00003734,PLN001,DEV0000363,West,SITE00038,5G NR,0.309224609375,True,2026-05
DATA0000031818,SUB00000381,CELL000004,2026-04-16 03:34:27,2026-04-16 05:54:27,3842.712,17.478,15.255,31.951,2.5633,False,pgw,2026-04-16,CUST00003780,PLN016,DEV0000374,Southeast,SITE00001,5G NR,3.7526484375,True,2026-04
DATA0000031831,SUB00002404,CELL000105,2026-05-02 13:46:59,2026-05-02 15:49:59,15.925,183.946,55.052,36.457,2.0805,False,pgw,2026-05-02,CUST00002263,PLN010,DEV0000659,West,SITE00024,4G LTE,0.0155517578125,True,2026-05
DATA0000031843,SUB00001578,CELL000144,2026-05-27 19:00:19,2026-05-27 19:19:19,719.217,169.692,36.448,27.764,2.3827,False,pgw,2026-05-27,CUST00003715,PLN018,DEV0001807,Northeast,SITE00034,5G NR,0.7023603515625,True,2026-05
DATA0000031862,SUB00000336,CELL000223,2026-04-13 05:07:50,2026-04-13 05:11:50,1751.787,47.315,52.214,80.05,0.5236,False,pgw,2026-04-13,CUST00001601,PLN005,DEV0002347,Northeast,SITE00052,5G NR,1.7107294921875,True,2026-04
DATA0000031878,SUB00000729,CELL000073,2026-05-31 15:06:24,2026-05-31 15:43:24,26.615,118.323,31.421,34.195,2.4072,False,pgw,2026-05-31,CUST00003151,PLN011,DEV0000756,Southwest,SITE00017,4G LTE,0.0259912109375,True,2026-05
DATA0000031899,SUB00001136,CELL000223,2026-04-03 00:03:32,2026-04-03 00:45:32,789.883,59.589,28.842,52.739,2.0822,False,pgw,2026-04-03,CUST00001972,PLN001,DEV0002317,Southeast,SITE00052,5G NR,0.7713701171875,True,2026-04
DATA0000031919,SUB00002865,CELL000146,2026-04-08 03:11:02,2026-04-08 05:13:02,180.576,55.717,28.988,62.043,2.3223,False,pgw,2026-04-08,CUST00000211,PLN010,DEV0001720,Midwest,SITE00035,5G NR,0.17634375,True,2026-04
DATA0000031942,SUB00003124,CELL000023,2026-04-02 11:04:01,2026-04-02 12:17:01,540.863,77.381,40.114,48.134,2.0694,False,pgw,2026-04-02,CUST00000170,PLN010,DEV0000715,Midwest,SITE00005,4G LTE,0.5281865234375,True,2026-04
