payment_id,bill_id,payment_date,payment_amount,payment_method,payment_status
PAY00001359,BILL00001359,2026-05-18,2897.84,CARD,Failed
PAY00001361,BILL00001361,2026-05-18,13146.97,CARD,Reversed
PAY00001362,BILL00001362,2026-06-07,2641.3,ACH,Posted
PAY00001363,BILL00001363,2026-05-08,3394.69,ACH,Posted
PAY00001364,BILL00001364,2026-07-02,13467.64,CHECK,Posted
PAY00001365,BILL00001365,2026-05-23,7210.63,ACH,Posted
PAY00001367,BILL00001367,2026-06-02,6946.18,CHECK,Reversed
PAY00001368,BILL00001368,2026-06-07,5833.69,CHECK,Pending
PAY00001370,BILL00001370,2026-06-07,9174.37,CARD,Posted
PAY00001371,BILL00001371,2026-05-23,19491.79,ACH,Posted
PAY00001372,BILL00001372,2026-06-02,9673.08,ACH,Failed
PAY00001373,BILL00001373,2026-05-08,5586.14,ACH,Pending
PAY00001374,BILL00001374,2026-06-22,10303.88,CARD,Posted
PAY00001375,BILL00001375,2026-05-18,12747.69,ACH,Posted
PAY00001376,BILL00001376,2026-07-02,14787.39,ACH,Failed
PAY00001377,BILL00001377,2026-05-08,17017.05,CHECK,Posted
PAY00001378,BILL00001378,2026-06-22,10972.98,ACH,Pending
PAY00001379,BILL00001379,2026-05-23,12150.38,CASH,Failed
PAY00001380,BILL00001380,2026-06-17,4651.11,CASH,Posted
PAY00001381,BILL00001381,2026-05-08,730.68,CHECK,Posted
PAY00001382,BILL00001382,2026-06-02,23064.11,CASH,Posted
PAY00001383,BILL00001383,2026-05-08,1369.84,CARD,Posted
PAY00001384,BILL00001384,2026-06-02,14603.86,CASH,Pending
PAY00001385,BILL00001385,2026-05-08,11328.59,ACH,Posted
PAY00001386,BILL00001386,2026-06-17,7848.63,CASH,Failed
PAY00001387,BILL00001387,2026-05-08,4468.64,CHECK,Posted
PAY00001388,BILL00001388,2026-06-17,2646.05,CHECK,Posted
PAY00001389,BILL00001389,2026-05-18,7966.69,ACH,Reversed
PAY00001390,BILL00001390,2026-06-02,3057.25,ACH,Posted
PAY00001391,BILL00001391,2026-05-18,5486.16,ACH,Reversed
PAY00001392,BILL00001392,2026-06-07,18988.08,CHECK,Posted
PAY00001393,BILL00001393,2026-05-18,11516.08,CASH,Reversed
PAY00001394,BILL00001394,2026-06-17,6562.89,CARD,Failed
PAY00001395,BILL00001395,2026-05-03,11012.97,ACH,Reversed
PAY00001396,BILL00001396,2026-06-07,10942.38,CHECK,Reversed
PAY00001397,BILL00001397,2026-05-18,15809.76,ACH,Posted
PAY00001398,BILL00001398,2026-06-22,6130.02,CASH,Posted
PAY00001399,BILL00001399,2026-05-08,152.8,CARD,Pending
PAY00001400,BILL00001400,2026-06-07,6320.37,ACH,Pending
PAY00001401,BILL00001401,2026-05-08,24346.4,CARD,Failed
PAY00001402,BILL00001402,2026-06-07,5118.88,CARD,Failed
PAY00001404,BILL00001404,2026-07-02,1472.35,CARD,Pending
PAY00001405,BILL00001405,2026-05-08,7447.98,ACH,Posted
PAY00001406,BILL00001406,2026-06-07,825.48,CARD,Pending
PAY00001407,BILL00001407,2026-06-02,3082.11,ACH,Posted
PAY00001409,BILL00001409,2026-05-23,12881.91,ACH,Pending
PAY00001410,BILL00001410,2026-06-07,11945.91,CHECK,Posted
PAY00001411,BILL00001411,2026-05-18,14843.86,ACH,Reversed
PAY00001413,BILL00001413,2026-06-02,565.13,ACH,Posted
PAY00001414,BILL00001414,2026-07-02,15309.18,CARD,Failed
PAY00001415,BILL00001415,2026-05-08,14519.89,ACH,Posted
PAY00001416,BILL00001416,2026-06-17,6530.71,CASH,Posted
PAY00001417,BILL00001417,2026-05-23,8228.74,ACH,Failed
PAY00001418,BILL00001418,2026-06-02,6390.7,CHECK,Pending
PAY00001419,BILL00001419,2026-05-03,9570.29,CARD,Posted
PAY00001420,BILL00001420,2026-06-22,5905.58,ACH,Posted
PAY00001421,BILL00001421,2026-05-08,9596.72,ACH,Posted
PAY00001422,BILL00001422,2026-06-07,15593.73,ACH,Posted
PAY00001423,BILL00001423,2026-05-03,9614.4,CHECK,Posted
PAY00001424,BILL00001424,2026-06-02,6919.65,ACH,Reversed
PAY00001425,BILL00001425,2026-06-02,455.25,CHECK,Pending
PAY00001426,BILL00001426,2026-06-22,10513.32,CARD,Failed
PAY00001427,BILL00001427,2026-05-18,15027.81,ACH,Failed
PAY00001428,BILL00001428,2026-06-02,18877.1,ACH,Failed
PAY00001429,BILL00001429,2026-05-18,20647.61,CARD,Reversed
PAY00001430,BILL00001430,2026-06-07,6593.38,CARD,Posted
PAY00001431,BILL00001431,2026-05-18,3295.98,ACH,Posted
PAY00001432,BILL00001432,2026-06-07,4632.49,CARD,Posted
PAY00001435,BILL00001435,2026-06-02,16175.86,ACH,Reversed
PAY00001438,BILL00001438,2026-06-22,2433.06,ACH,Reversed
PAY00001439,BILL00001439,2026-06-02,11556.69,ACH,Posted
PAY00001441,BILL00001441,2026-05-18,6318.46,CASH,Reversed
PAY00001442,BILL00001442,2026-06-17,9011.62,CHECK,Reversed
PAY00001443,BILL00001443,2026-05-18,4000.44,ACH,Posted
PAY00001444,BILL00001444,2026-06-17,15738.08,CHECK,Reversed
PAY00001445,BILL00001445,2026-06-02,13458.49,ACH,Pending
PAY00001446,BILL00001446,2026-07-02,19634.52,CASH,Posted
PAY00001447,BILL00001447,2026-06-02,18071.34,CASH,Pending
PAY00001448,BILL00001448,2026-06-02,11180.35,CARD,Failed
PAY00001449,BILL00001449,2026-05-23,4099.69,ACH,Failed
PAY00001450,BILL00001450,2026-06-22,5522.46,ACH,Reversed
PAY00001452,BILL00001452,2026-06-17,1579.56,CASH,Reversed
PAY00001453,BILL00001453,2026-05-18,13733.93,CHECK,Pending
PAY00001454,BILL00001454,2026-06-22,19740.46,ACH,Posted
PAY00001455,BILL00001455,2026-05-03,12309.69,CASH,Posted
PAY00001456,BILL00001456,2026-06-17,16852.05,CARD,Posted
PAY00001457,BILL00001457,2026-05-18,13990.62,ACH,Reversed
PAY00001459,BILL00001459,2026-05-23,19234.74,ACH,Posted
PAY00001460,BILL00001460,2026-06-07,7066.86,CARD,Posted
PAY00001461,BILL00001461,2026-05-03,24073.25,ACH,Posted
PAY00001462,BILL00001462,2026-06-17,12171.74,ACH,Failed
PAY00001463,BILL00001463,2026-06-02,395.87,ACH,Posted
PAY00001464,BILL00001464,2026-06-17,3017.43,CHECK,Reversed
PAY00001465,BILL00001465,2026-05-08,23479.43,ACH,Posted
PAY00001466,BILL00001466,2026-06-22,18474.06,ACH,Pending
PAY00001467,BILL00001467,2026-05-18,8183.03,ACH,Reversed
PAY00001468,BILL00001468,2026-06-07,23552.69,CASH,Reversed
PAY00001469,BILL00001469,2026-05-08,17283.71,ACH,Posted
PAY00001470,BILL00001470,2026-06-22,2854.39,ACH,Posted
PAY00001471,BILL00001471,2026-05-03,8319.44,ACH,Posted
PAY00001474,BILL00001474,2026-07-02,14404.67,CHECK,Posted
PAY00001475,BILL00001475,2026-06-02,8279.66,CHECK,Posted
PAY00001477,BILL00001477,2026-06-02,10579.67,CARD,Failed
PAY00001478,BILL00001478,2026-06-17,8513.32,ACH,Failed
PAY00001479,BILL00001479,2026-05-03,4108.45,CASH,Posted
PAY00001480,BILL00001480,2026-07-02,10574.27,CASH,Failed
PAY00001482,BILL00001482,2026-06-17,10839.07,ACH,Pending
PAY00001483,BILL00001483,2026-05-18,8476.3,ACH,Failed
PAY00001484,BILL00001484,2026-06-07,17180.83,ACH,Pending
PAY00001485,BILL00001485,2026-05-08,19794.95,ACH,Pending
PAY00001486,BILL00001486,2026-06-17,8300.15,CARD,Reversed
PAY00001487,BILL00001487,2026-05-08,23262.13,ACH,Failed
PAY00001490,BILL00001490,2026-06-07,9476.32,ACH,Pending
PAY00001491,BILL00001491,2026-05-03,946.53,CASH,Posted
PAY00001492,BILL00001492,2026-06-22,12774.18,CARD,Pending
PAY00001493,BILL00001493,2026-05-08,11626.57,CARD,Posted
PAY00001494,BILL00001494,2026-07-02,9348.05,CASH,Failed
PAY00001495,BILL00001495,2026-05-08,17696.63,CARD,Pending
PAY00001496,BILL00001496,2026-06-02,10198.96,CASH,Failed
PAY00001497,BILL00001497,2026-05-08,8170.05,CASH,Failed
PAY00001498,BILL00001498,2026-06-22,24131.69,CASH,Pending
PAY00001499,BILL00001499,2026-05-08,5014.41,CASH,Posted
PAY00001500,BILL00001500,2026-06-02,12094.92,CASH,Reversed
PAY00001501,BILL00001501,2026-05-18,3791.8,ACH,Posted
PAY00001502,BILL00001502,2026-06-17,9182.48,ACH,Failed
PAY00001503,BILL00001503,2026-06-02,5858.33,ACH,Posted
PAY00001505,BILL00001505,2026-06-02,4792.27,CARD,Posted
PAY00001506,BILL00001506,2026-06-22,3654.3,ACH,Pending
PAY00001507,BILL00001507,2026-05-03,11828.95,ACH,Posted
PAY00001508,BILL00001508,2026-07-02,9005.27,CHECK,Posted
PAY00001509,BILL00001509,2026-05-23,19191.0,CASH,Posted
PAY00001510,BILL00001510,2026-06-02,9862.79,CARD,Failed
PAY00001511,BILL00001511,2026-05-08,13625.73,ACH,Reversed
PAY00001512,BILL00001512,2026-06-07,9920.15,CARD,Failed
PAY00001513,BILL00001513,2026-05-18,10946.77,CARD,Failed
PAY00001514,BILL00001514,2026-06-02,9315.4,CARD,Posted
PAY00001515,BILL00001515,2026-06-02,6301.95,CASH,Posted
PAY00001516,BILL00001516,2026-06-17,6925.22,CASH,Posted
PAY00001517,BILL00001517,2026-06-02,3097.08,ACH,Pending
PAY00001518,BILL00001518,2026-06-17,1233.41,CASH,Reversed
PAY00001519,BILL00001519,2026-05-03,13809.14,CASH,Failed
PAY00001520,BILL00001520,2026-06-07,16059.23,CARD,Posted
PAY00001521,BILL00001521,2026-05-03,3093.93,CASH,Posted
PAY00001522,BILL00001522,2026-06-02,12453.12,ACH,Posted
PAY00001523,BILL00001523,2026-05-23,20450.78,ACH,Posted
PAY00001524,BILL00001524,2026-06-22,3054.43,CHECK,Posted
PAY00001525,BILL00001525,2026-05-18,19129.17,ACH,Pending
PAY00001526,BILL00001526,2026-06-17,9595.17,ACH,Failed
PAY00001527,BILL00001527,2026-05-08,12855.55,CASH,Posted
PAY00001528,BILL00001528,2026-06-02,12931.47,CHECK,Failed
PAY00001529,BILL00001529,2026-05-03,20925.52,CASH,Failed
PAY00001530,BILL00001530,2026-07-02,657.33,ACH,Posted
PAY00001532,BILL00001532,2026-06-07,13325.67,CASH,Pending
PAY00001533,BILL00001533,2026-05-03,5994.79,ACH,Posted
PAY00001534,BILL00001534,2026-06-02,23364.79,ACH,Posted
PAY00001535,BILL00001535,2026-05-03,11087.62,ACH,Posted
PAY00001536,BILL00001536,2026-06-22,3752.67,ACH,Reversed
PAY00001537,BILL00001537,2026-06-02,2366.95,CASH,Posted
PAY00001538,BILL00001538,2026-06-02,18619.64,ACH,Pending
PAY00001539,BILL00001539,2026-05-03,17256.48,ACH,Failed
PAY00001541,BILL00001541,2026-06-02,2479.22,ACH,Failed
PAY00001542,BILL00001542,2026-06-17,17471.6,ACH,Posted
PAY00001543,BILL00001543,2026-06-02,22411.56,ACH,Failed
PAY00001544,BILL00001544,2026-06-07,2321.67,ACH,Failed
PAY00001545,BILL00001545,2026-05-23,9844.01,ACH,Posted
PAY00001546,BILL00001546,2026-06-22,3644.71,ACH,Posted
PAY00001547,BILL00001547,2026-05-03,3428.58,CHECK,Pending
PAY00001548,BILL00001548,2026-06-07,16360.11,ACH,Posted
PAY00001549,BILL00001549,2026-05-18,1155.36,ACH,Posted
PAY00001550,BILL00001550,2026-06-17,1792.9,ACH,Pending
PAY00001552,BILL00001552,2026-06-17,1203.91,CHECK,Pending
PAY00001553,BILL00001553,2026-05-23,4208.64,ACH,Failed
PAY00001554,BILL00001554,2026-06-02,11051.81,CARD,Pending
PAY00001556,BILL00001556,2026-06-07,657.53,CASH,Posted
PAY00001557,BILL00001557,2026-05-18,15222.17,CARD,Failed
PAY00001558,BILL00001558,2026-06-22,17294.47,ACH,Posted
PAY00001559,BILL00001559,2026-05-23,1874.32,ACH,Pending
PAY00001560,BILL00001560,2026-07-02,8873.99,ACH,Reversed
PAY00001561,BILL00001561,2026-05-03,103.28,CARD,Pending
PAY00001562,BILL00001562,2026-06-07,15466.49,ACH,Failed
PAY00001564,BILL00001564,2026-06-02,2064.29,CARD,Pending
PAY00001565,BILL00001565,2026-05-18,21690.54,CARD,Posted
PAY00001566,BILL00001566,2026-06-22,16000.47,ACH,Posted
PAY00001567,BILL00001567,2026-06-02,10157.24,ACH,Pending
PAY00001569,BILL00001569,2026-05-18,13671.77,CARD,Failed
PAY00001570,BILL00001570,2026-06-02,9443.88,CARD,Pending
PAY00001571,BILL00001571,2026-05-03,24049.12,ACH,Failed
PAY00001572,BILL00001572,2026-06-07,13632.47,CARD,Pending
PAY00001573,BILL00001573,2026-05-23,5366.61,ACH,Failed
PAY00001574,BILL00001574,2026-06-22,760.98,CARD,Posted
PAY00001575,BILL00001575,2026-05-23,2612.75,CHECK,Reversed
PAY00001576,BILL00001576,2026-06-07,12725.46,ACH,Pending
PAY00001577,BILL00001577,2026-05-08,8435.44,ACH,Posted
PAY00001578,BILL00001578,2026-06-22,23997.66,CARD,Failed
PAY00001579,BILL00001579,2026-05-08,4433.99,CASH,Posted
PAY00001580,BILL00001580,2026-06-22,17896.57,ACH,Posted
PAY00001581,BILL00001581,2026-05-18,10352.15,ACH,Posted
PAY00001582,BILL00001582,2026-06-02,22745.71,CHECK,Reversed
PAY00001583,BILL00001583,2026-05-03,10888.84,CARD,Reversed
PAY00001585,BILL00001585,2026-05-23,12890.88,CHECK,Posted
PAY00001586,BILL00001586,2026-07-02,12173.34,CARD,Failed
PAY00001587,BILL00001587,2026-05-18,11187.13,CARD,Pending
PAY00001588,BILL00001588,2026-06-02,4516.32,CARD,Posted
PAY00001589,BILL00001589,2026-06-02,2430.31,ACH,Posted
PAY00001590,BILL00001590,2026-06-22,4116.28,ACH,Posted
PAY00001592,BILL00001592,2026-06-17,10244.82,CASH,Reversed
PAY00001593,BILL00001593,2026-05-18,21473.59,CASH,Failed
PAY00001595,BILL00001595,2026-06-02,23755.03,ACH,Failed
PAY00001596,BILL00001596,2026-06-22,17928.2,CHECK,Pending
PAY00001597,BILL00001597,2026-06-02,9598.2,CARD,Posted
PAY00001598,BILL00001598,2026-06-22,11806.15,ACH,Failed
PAY00001599,BILL00001599,2026-05-03,3880.36,CASH,Failed
PAY00001600,BILL00001600,2026-06-07,12375.39,CHECK,Posted
