bill_id,customer_id,billing_month,bill_date,due_date,energy_charge,demand_charge,fixed_charge,tax_amount,total_amount,bill_status
BILL00000672,CUST0000336,2026-05-01,2026-05-28,2026-06-17,14895.65,2291.64,572.91,1336.79,19096.98,Past Due
BILL00000673,CUST0000337,2026-04-01,2026-04-28,2026-05-18,11736.03,1805.54,451.39,1053.23,15046.19,Open
BILL00000674,CUST0000337,2026-05-01,2026-05-28,2026-06-17,1750.42,269.3,67.32,157.09,2244.13,Paid
BILL00000675,CUST0000338,2026-04-01,2026-04-28,2026-05-18,9240.55,1421.62,355.41,829.28,11846.86,Open
BILL00000676,CUST0000338,2026-05-01,2026-05-28,2026-06-17,528.15,81.25,20.31,47.4,677.12,Paid
BILL00000677,CUST0000339,2026-04-01,2026-04-28,2026-05-18,6786.77,1044.12,261.03,609.07,8700.99,Past Due
BILL00000678,CUST0000339,2026-05-01,2026-05-28,2026-06-17,142.56,21.93,5.48,12.79,182.77,Paid
BILL00000679,CUST0000340,2026-04-01,2026-04-28,2026-05-18,15440.91,2375.52,593.88,1385.72,19796.04,Past Due
BILL00000680,CUST0000340,2026-05-01,2026-05-28,2026-06-17,13679.49,2104.54,526.13,1227.65,17537.81,Open
BILL00000681,CUST0000341,2026-04-01,2026-04-28,2026-05-18,1010.35,155.44,38.86,90.67,1295.32,Past Due
BILL00000682,CUST0000341,2026-05-01,2026-05-28,2026-06-17,17417.64,2679.64,669.91,1563.12,22330.31,Cancelled
BILL00000683,CUST0000342,2026-04-01,2026-04-28,2026-05-18,9737.2,1498.03,374.51,873.85,12483.59,Paid
BILL00000684,CUST0000342,2026-05-01,2026-05-28,2026-06-17,9822.57,1511.17,377.79,881.51,12593.04,Open
BILL00000685,CUST0000343,2026-04-01,2026-04-28,2026-05-18,18215.26,2802.35,700.59,1634.7,23352.9,Paid
BILL00000686,CUST0000343,2026-05-01,2026-05-28,2026-06-17,18492.67,2845.03,711.26,1659.6,23708.56,Open
BILL00000687,CUST0000344,2026-04-01,2026-04-28,2026-05-18,724.42,111.45,27.86,65.01,928.74,Past Due
BILL00000688,CUST0000344,2026-05-01,2026-05-28,2026-06-17,11461.13,1763.25,440.81,1028.56,14693.76,Past Due
BILL00000689,CUST0000345,2026-04-01,2026-04-28,2026-05-18,5612.87,863.52,215.88,503.72,7195.99,Open
BILL00000690,CUST0000345,2026-05-01,2026-05-28,2026-06-17,14329.64,2204.56,551.14,1285.99,18371.34,Cancelled
BILL00000691,CUST0000346,2026-04-01,2026-04-28,2026-05-18,5076.4,780.98,195.25,455.57,6508.2,Paid
BILL00000692,CUST0000346,2026-05-01,2026-05-28,2026-06-17,7934.83,1220.74,305.19,712.1,10172.86,Open
BILL00000693,CUST0000347,2026-04-01,2026-04-28,2026-05-18,12098.42,1861.3,465.32,1085.76,15510.79,Cancelled
BILL00000694,CUST0000347,2026-05-01,2026-05-28,2026-06-17,11290.41,1736.99,434.25,1013.24,14474.89,Cancelled
BILL00000695,CUST0000348,2026-04-01,2026-04-28,2026-05-18,2741.84,421.82,105.46,246.06,3515.18,Cancelled
BILL00000696,CUST0000348,2026-05-01,2026-05-28,2026-06-17,4006.31,616.36,154.09,359.54,5136.29,Cancelled
BILL00000697,CUST0000349,2026-04-01,2026-04-28,2026-05-18,15785.51,2428.54,607.13,1416.65,20237.83,Paid
BILL00000698,CUST0000349,2026-05-01,2026-05-28,2026-06-17,11240.81,1729.36,432.34,1008.79,14411.3,Open
BILL00000699,CUST0000350,2026-04-01,2026-04-28,2026-05-18,10808.29,1662.81,415.7,969.98,13856.79,Open
BILL00000700,CUST0000350,2026-05-01,2026-05-28,2026-06-17,18205.34,2800.82,700.21,1633.81,23340.17,Paid
BILL00000701,CUST0000351,2026-04-01,2026-04-28,2026-05-18,10074.01,1549.85,387.46,904.08,12915.4,Open
BILL00000702,CUST0000351,2026-05-01,2026-05-28,2026-06-17,8961.11,1378.63,344.66,804.2,11488.6,Past Due
BILL00000703,CUST0000352,2026-04-01,2026-04-28,2026-05-18,5823.24,895.88,223.97,522.6,7465.69,Past Due
BILL00000704,CUST0000352,2026-05-01,2026-05-28,2026-06-17,13945.67,2145.49,536.37,1251.53,17879.07,Open
BILL00000705,CUST0000353,2026-04-01,2026-04-28,2026-05-18,7812.75,1201.96,300.49,701.14,10016.35,Past Due
BILL00000706,CUST0000353,2026-05-01,2026-05-28,2026-06-17,16697.39,2568.83,642.21,1498.48,21406.91,Open
BILL00000707,CUST0000354,2026-04-01,2026-04-28,2026-05-18,2752.21,423.42,105.85,246.99,3528.47,Paid
BILL00000708,CUST0000354,2026-05-01,2026-05-28,2026-06-17,2309.09,355.24,88.81,207.23,2960.37,Past Due
BILL00000709,CUST0000355,2026-04-01,2026-04-28,2026-05-18,19231.11,2958.63,739.66,1725.87,24655.27,Open
BILL00000710,CUST0000355,2026-05-01,2026-05-28,2026-06-17,16109.2,2478.34,619.58,1445.7,20652.82,Cancelled
BILL00000711,CUST0000356,2026-04-01,2026-04-28,2026-05-18,11794.98,1814.61,453.65,1058.52,15121.77,Open
BILL00000712,CUST0000356,2026-05-01,2026-05-28,2026-06-17,15930.35,2450.82,612.71,1429.65,20423.53,Cancelled
BILL00000713,CUST0000357,2026-04-01,2026-04-28,2026-05-18,2371.55,364.85,91.21,212.83,3040.45,Paid
BILL00000714,CUST0000357,2026-05-01,2026-05-28,2026-06-17,11280.68,1735.49,433.87,1012.37,14462.4,Paid
BILL00000715,CUST0000358,2026-04-01,2026-04-28,2026-05-18,14419.26,2218.35,554.59,1294.04,18486.24,Open
BILL00000716,CUST0000358,2026-05-01,2026-05-28,2026-06-17,18505.81,2847.05,711.76,1660.78,23725.4,Paid
BILL00000717,CUST0000359,2026-04-01,2026-04-28,2026-05-18,2141.76,329.5,82.38,192.21,2745.84,Cancelled
BILL00000718,CUST0000359,2026-05-01,2026-05-28,2026-06-17,6423.81,988.28,247.07,576.5,8235.66,Cancelled
BILL00000719,CUST0000360,2026-04-01,2026-04-28,2026-05-18,7010.26,1078.5,269.63,629.13,8987.51,Cancelled
BILL00000720,CUST0000360,2026-05-01,2026-05-28,2026-06-17,858.85,132.13,33.03,77.08,1101.1,Past Due
BILL00000721,CUST0000361,2026-04-01,2026-04-28,2026-05-18,6457.44,993.45,248.36,579.51,8278.77,Open
BILL00000722,CUST0000361,2026-05-01,2026-05-28,2026-06-17,13209.89,2032.29,508.07,1185.5,16935.75,Paid
BILL00000723,CUST0000362,2026-04-01,2026-04-28,2026-05-18,11286.18,1736.34,434.08,1012.86,14469.46,Paid
BILL00000724,CUST0000362,2026-05-01,2026-05-28,2026-06-17,666.51,102.54,25.64,59.82,854.5,Open
BILL00000725,CUST0000363,2026-04-01,2026-04-28,2026-05-18,3120.09,480.01,120.0,280.01,4000.11,Past Due
BILL00000726,CUST0000363,2026-05-01,2026-05-28,2026-06-17,15917.71,2448.88,612.22,1428.51,20407.32,Open
BILL00000727,CUST0000364,2026-04-01,2026-04-28,2026-05-18,2902.6,446.55,111.64,260.49,3721.28,Open
BILL00000728,CUST0000364,2026-05-01,2026-05-28,2026-06-17,7290.81,1121.66,280.42,654.3,9347.19,Past Due
BILL00000729,CUST0000365,2026-04-01,2026-04-28,2026-05-18,10220.26,1572.35,393.09,917.2,13102.9,Past Due
BILL00000730,CUST0000365,2026-05-01,2026-05-28,2026-06-17,14507.76,2231.96,557.99,1301.98,18599.7,Paid
BILL00000731,CUST0000366,2026-04-01,2026-04-28,2026-05-18,1226.41,188.68,47.17,110.06,1572.32,Cancelled
BILL00000732,CUST0000366,2026-05-01,2026-05-28,2026-06-17,10049.11,1546.02,386.5,901.84,12883.47,Open
BILL00000733,CUST0000367,2026-04-01,2026-04-28,2026-05-18,6817.15,1048.79,262.2,611.8,8739.93,Open
BILL00000734,CUST0000367,2026-05-01,2026-05-28,2026-06-17,7447.26,1145.73,286.43,668.34,9547.77,Open
BILL00000735,CUST0000368,2026-04-01,2026-04-28,2026-05-18,18395.96,2830.15,707.54,1650.92,23584.57,Cancelled
BILL00000736,CUST0000368,2026-05-01,2026-05-28,2026-06-17,2754.5,423.77,105.94,247.2,3531.4,Open
BILL00000737,CUST0000369,2026-04-01,2026-04-28,2026-05-18,16503.29,2538.97,634.74,1481.06,21158.06,Open
BILL00000738,CUST0000369,2026-05-01,2026-05-28,2026-06-17,18473.74,2842.11,710.53,1657.9,23684.28,Open
BILL00000739,CUST0000370,2026-04-01,2026-04-28,2026-05-18,6436.42,990.22,247.55,577.63,8251.82,Open
BILL00000740,CUST0000370,2026-05-01,2026-05-28,2026-06-17,14504.59,2231.48,557.87,1301.69,18595.63,Open
BILL00000741,CUST0000371,2026-04-01,2026-04-28,2026-05-18,15124.41,2326.83,581.71,1357.32,19390.27,Paid
BILL00000742,CUST0000371,2026-05-01,2026-05-28,2026-06-17,18016.47,2771.77,692.94,1616.86,23098.04,Past Due
BILL00000743,CUST0000372,2026-04-01,2026-04-28,2026-05-18,15845.01,2437.69,609.42,1421.99,20314.11,Past Due
BILL00000744,CUST0000372,2026-05-01,2026-05-28,2026-06-17,15801.85,2431.05,607.76,1418.11,20258.78,Open
BILL00000745,CUST0000373,2026-04-01,2026-04-28,2026-05-18,5385.19,828.49,207.12,483.29,6904.09,Cancelled
BILL00000746,CUST0000373,2026-05-01,2026-05-28,2026-06-17,17296.2,2660.95,665.24,1552.22,22174.62,Open
BILL00000747,CUST0000374,2026-04-01,2026-04-28,2026-05-18,7221.1,1110.94,277.73,648.05,9257.82,Paid
BILL00000748,CUST0000374,2026-05-01,2026-05-28,2026-06-17,6570.31,1010.82,252.7,589.64,8423.47,Open
BILL00000749,CUST0000375,2026-04-01,2026-04-28,2026-05-18,6635.45,1020.84,255.21,595.49,8506.99,Past Due
BILL00000750,CUST0000375,2026-05-01,2026-05-28,2026-06-17,11180.85,1720.13,430.03,1003.41,14334.42,Paid
BILL00000751,CUST0000376,2026-04-01,2026-04-28,2026-05-18,17417.22,2679.57,669.89,1563.08,22329.77,Past Due
BILL00000752,CUST0000376,2026-05-01,2026-05-28,2026-06-17,13988.19,2152.03,538.01,1255.35,17933.57,Cancelled
BILL00000753,CUST0000377,2026-04-01,2026-04-28,2026-05-18,12260.61,1886.25,471.56,1100.31,15718.73,Past Due
BILL00000754,CUST0000377,2026-05-01,2026-05-28,2026-06-17,18962.2,2917.26,729.32,1701.74,24310.51,Paid
BILL00000755,CUST0000378,2026-04-01,2026-04-28,2026-05-18,17487.65,2690.41,672.6,1569.4,22420.06,Open
BILL00000756,CUST0000378,2026-05-01,2026-05-28,2026-06-17,8998.11,1384.32,346.08,807.52,11536.03,Paid
BILL00000757,CUST0000379,2026-04-01,2026-04-28,2026-05-18,15483.33,2382.05,595.51,1389.53,19850.42,Paid
BILL00000758,CUST0000379,2026-05-01,2026-05-28,2026-06-17,17493.89,2691.37,672.84,1569.96,22428.06,Past Due
BILL00000759,CUST0000380,2026-04-01,2026-04-28,2026-05-18,10168.31,1564.36,391.09,912.54,13036.3,Cancelled
BILL00000760,CUST0000380,2026-05-01,2026-05-28,2026-06-17,5755.16,885.41,221.35,516.49,7378.41,Paid
BILL00000761,CUST0000381,2026-04-01,2026-04-28,2026-05-18,10034.24,1543.73,385.93,900.51,12864.41,Open
BILL00000762,CUST0000381,2026-05-01,2026-05-28,2026-06-17,16498.97,2538.3,634.58,1480.68,21152.52,Past Due
BILL00000763,CUST0000382,2026-04-01,2026-04-28,2026-05-18,4029.27,619.89,154.97,361.6,5165.73,Past Due
BILL00000764,CUST0000382,2026-05-01,2026-05-28,2026-06-17,12462.66,1917.33,479.33,1118.44,15977.77,Paid
BILL00000765,CUST0000383,2026-04-01,2026-04-28,2026-05-18,16586.41,2551.76,637.94,1488.52,21264.63,Open
BILL00000766,CUST0000383,2026-05-01,2026-05-28,2026-06-17,13571.21,2087.88,521.97,1217.93,17398.99,Open
BILL00000767,CUST0000384,2026-04-01,2026-04-28,2026-05-18,13602.33,2092.67,523.17,1220.72,17438.88,Open
BILL00000768,CUST0000384,2026-05-01,2026-05-28,2026-06-17,3573.74,549.81,137.45,320.72,4581.71,Cancelled
BILL00000769,CUST0000385,2026-04-01,2026-04-28,2026-05-18,8119.68,1249.18,312.3,728.69,10409.85,Open
BILL00000770,CUST0000385,2026-05-01,2026-05-28,2026-06-17,12902.13,1984.94,496.24,1157.88,16541.2,Open
BILL00000771,CUST0000386,2026-04-01,2026-04-28,2026-05-18,5636.2,867.11,216.78,505.81,7225.89,Open
BILL00000772,CUST0000386,2026-05-01,2026-05-28,2026-06-17,6364.86,979.21,244.8,571.21,8160.08,Open
BILL00000773,CUST0000387,2026-04-01,2026-04-28,2026-05-18,3429.85,527.67,131.92,307.81,4397.25,Cancelled
BILL00000774,CUST0000387,2026-05-01,2026-05-28,2026-06-17,1488.56,229.01,57.25,133.59,1908.42,Cancelled
BILL00000775,CUST0000388,2026-04-01,2026-04-28,2026-05-18,2532.38,389.6,97.4,227.27,3246.64,Cancelled
BILL00000776,CUST0000388,2026-05-01,2026-05-28,2026-06-17,3797.14,584.18,146.04,340.77,4868.13,Paid
BILL00000777,CUST0000389,2026-04-01,2026-04-28,2026-05-18,6434.2,989.88,247.47,577.43,8248.98,Open
BILL00000778,CUST0000389,2026-05-01,2026-05-28,2026-06-17,736.06,113.24,28.31,66.06,943.67,Paid
BILL00000779,CUST0000390,2026-04-01,2026-04-28,2026-05-18,4064.12,625.25,156.31,364.73,5210.42,Past Due
BILL00000780,CUST0000390,2026-05-01,2026-05-28,2026-06-17,18489.42,2844.53,711.13,1659.31,23704.38,Open
BILL00000781,CUST0000391,2026-04-01,2026-04-28,2026-05-18,6712.32,1032.66,258.17,602.39,8605.54,Cancelled
BILL00000782,CUST0000391,2026-05-01,2026-05-28,2026-06-17,8801.93,1354.14,338.54,789.92,11284.52,Cancelled
BILL00000783,CUST0000392,2026-04-01,2026-04-28,2026-05-18,2254.73,346.88,86.72,202.35,2890.68,Open
BILL00000784,CUST0000392,2026-05-01,2026-05-28,2026-06-17,10780.89,1658.6,414.65,967.52,13821.65,Cancelled
BILL00000785,CUST0000393,2026-04-01,2026-04-28,2026-05-18,8198.97,1261.38,315.35,735.81,10511.5,Open
BILL00000786,CUST0000393,2026-05-01,2026-05-28,2026-06-17,13496.01,2076.31,519.08,1211.18,17302.58,Open
BILL00000787,CUST0000394,2026-04-01,2026-04-28,2026-05-18,2271.53,349.47,87.37,203.86,2912.22,Paid
BILL00000788,CUST0000394,2026-05-01,2026-05-28,2026-06-17,16729.85,2573.82,643.46,1501.4,21448.52,Cancelled
BILL00000789,CUST0000395,2026-04-01,2026-04-28,2026-05-18,3854.9,593.06,148.27,345.95,4942.18,Open
BILL00000790,CUST0000395,2026-05-01,2026-05-28,2026-06-17,2497.67,384.26,96.06,224.15,3202.14,Cancelled
BILL00000791,CUST0000396,2026-04-01,2026-04-28,2026-05-18,6596.04,1014.78,253.69,591.95,8456.47,Open
BILL00000792,CUST0000396,2026-05-01,2026-05-28,2026-06-17,13547.38,2084.21,521.05,1215.79,17368.44,Open
BILL00000793,CUST0000397,2026-04-01,2026-04-28,2026-05-18,16440.42,2529.3,632.32,1475.42,21077.46,Paid
BILL00000794,CUST0000397,2026-05-01,2026-05-28,2026-06-17,6531.33,1004.82,251.21,586.15,8373.5,Open
BILL00000795,CUST0000398,2026-04-01,2026-04-28,2026-05-18,5167.11,794.94,198.73,463.71,6624.5,Paid
BILL00000796,CUST0000398,2026-05-01,2026-05-28,2026-06-17,11542.96,1775.84,443.96,1035.91,14798.66,Past Due
BILL00000797,CUST0000399,2026-04-01,2026-04-28,2026-05-18,14389.74,2213.81,553.45,1291.39,18448.39,Cancelled
BILL00000798,CUST0000399,2026-05-01,2026-05-28,2026-06-17,9947.44,1530.37,382.59,892.72,12753.12,Cancelled
BILL00000799,CUST0000400,2026-04-01,2026-04-28,2026-05-18,7292.6,1121.94,280.48,654.46,9349.49,Past Due
BILL00000800,CUST0000400,2026-05-01,2026-05-28,2026-06-17,6746.71,1037.96,259.49,605.47,8649.63,Open
BILL00000801,CUST0000401,2026-04-01,2026-04-28,2026-05-18,7630.28,1173.89,293.47,684.77,9782.41,Past Due
BILL00000802,CUST0000401,2026-05-01,2026-05-28,2026-06-17,3950.03,607.7,151.92,354.49,5064.14,Open
BILL00000803,CUST0000402,2026-04-01,2026-04-28,2026-05-18,12779.64,1966.1,491.52,1146.89,16384.16,Past Due
BILL00000804,CUST0000402,2026-05-01,2026-05-28,2026-06-17,8170.62,1257.02,314.25,733.26,10475.16,Open
BILL00000805,CUST0000403,2026-04-01,2026-04-28,2026-05-18,3158.37,485.9,121.48,283.44,4049.2,Paid
BILL00000806,CUST0000403,2026-05-01,2026-05-28,2026-06-17,16782.28,2581.89,645.47,1506.1,21515.74,Open
BILL00000807,CUST0000404,2026-04-01,2026-04-28,2026-05-18,13526.77,2081.04,520.26,1213.94,17342.01,Cancelled
BILL00000808,CUST0000404,2026-05-01,2026-05-28,2026-06-17,5296.64,814.87,203.72,475.34,6790.56,Paid
BILL00000809,CUST0000405,2026-04-01,2026-04-28,2026-05-18,15399.42,2369.14,592.29,1382.0,19742.85,Cancelled
BILL00000810,CUST0000405,2026-05-01,2026-05-28,2026-06-17,11500.08,1769.24,442.31,1032.06,14743.69,Past Due
BILL00000811,CUST0000406,2026-04-01,2026-04-28,2026-05-18,12684.11,1951.4,487.85,1138.32,16261.68,Open
BILL00000812,CUST0000406,2026-05-01,2026-05-28,2026-06-17,5734.12,882.17,220.54,514.6,7351.43,Past Due
BILL00000813,CUST0000407,2026-04-01,2026-04-28,2026-05-18,10296.78,1584.12,396.03,924.07,13201.01,Open
BILL00000814,CUST0000407,2026-05-01,2026-05-28,2026-06-17,11245.88,1730.13,432.53,1009.25,14417.79,Paid
BILL00000815,CUST0000408,2026-04-01,2026-04-28,2026-05-18,8315.3,1279.28,319.82,746.24,10660.64,Open
BILL00000816,CUST0000408,2026-05-01,2026-05-28,2026-06-17,5148.1,792.02,198.0,462.01,6600.13,Open
BILL00000817,CUST0000409,2026-04-01,2026-04-28,2026-05-18,16606.95,2554.91,638.73,1490.37,21290.96,Past Due
BILL00000818,CUST0000409,2026-05-01,2026-05-28,2026-06-17,2966.63,456.4,114.1,266.24,3803.37,Cancelled
BILL00000819,CUST0000410,2026-04-01,2026-04-28,2026-05-18,8295.95,1276.3,319.07,744.51,10635.83,Past Due
BILL00000820,CUST0000410,2026-05-01,2026-05-28,2026-06-17,18125.56,2788.55,697.14,1626.65,23237.9,Open
BILL00000821,CUST0000411,2026-04-01,2026-04-28,2026-05-18,18978.45,2919.76,729.94,1703.19,24331.34,Paid
BILL00000822,CUST0000411,2026-05-01,2026-05-28,2026-06-17,3251.69,500.26,125.07,291.82,4168.84,Cancelled
BILL00000823,CUST0000412,2026-04-01,2026-04-28,2026-05-18,11823.63,1819.02,454.75,1061.09,15158.5,Paid
BILL00000824,CUST0000412,2026-05-01,2026-05-28,2026-06-17,16801.68,2584.87,646.22,1507.84,21540.61,Cancelled
BILL00000825,CUST0000413,2026-04-01,2026-04-28,2026-05-18,4579.42,704.53,176.13,410.97,5871.05,Open
BILL00000826,CUST0000413,2026-05-01,2026-05-28,2026-06-17,7037.47,1082.69,270.67,631.57,9022.39,Cancelled
BILL00000827,CUST0000414,2026-04-01,2026-04-28,2026-05-18,6241.41,960.22,240.05,560.13,8001.81,Past Due
BILL00000828,CUST0000414,2026-05-01,2026-05-28,2026-06-17,3535.5,543.92,135.98,317.29,4532.69,Past Due
BILL00000829,CUST0000415,2026-04-01,2026-04-28,2026-05-18,17247.37,2653.44,663.36,1547.84,22112.01,Open
BILL00000830,CUST0000415,2026-05-01,2026-05-28,2026-06-17,1711.3,263.28,65.82,153.58,2193.98,Paid
BILL00000831,CUST0000416,2026-04-01,2026-04-28,2026-05-18,14677.76,2258.12,564.53,1317.24,18817.65,Paid
BILL00000832,CUST0000416,2026-05-01,2026-05-28,2026-06-17,2676.76,411.81,102.95,240.22,3431.75,Cancelled
BILL00000833,CUST0000417,2026-04-01,2026-04-28,2026-05-18,6797.19,1045.72,261.43,610.0,8714.34,Open
BILL00000834,CUST0000417,2026-05-01,2026-05-28,2026-06-17,16344.49,2514.54,628.63,1466.81,20954.48,Past Due
BILL00000835,CUST0000418,2026-04-01,2026-04-28,2026-05-18,19379.7,2981.49,745.37,1739.2,24845.77,Open
BILL00000836,CUST0000418,2026-05-01,2026-05-28,2026-06-17,699.42,107.6,26.9,62.77,896.69,Past Due
BILL00000837,CUST0000419,2026-04-01,2026-04-28,2026-05-18,18125.3,2788.51,697.13,1626.63,23237.56,Open
BILL00000838,CUST0000419,2026-05-01,2026-05-28,2026-06-17,8711.09,1340.17,335.04,781.76,11168.07,Open
BILL00000839,CUST0000420,2026-04-01,2026-04-28,2026-05-18,4530.39,696.98,174.25,406.57,5808.19,Open
BILL00000840,CUST0000420,2026-05-01,2026-05-28,2026-06-17,1858.15,285.87,71.47,166.76,2382.25,Open
BILL00000841,CUST0000421,2026-04-01,2026-04-28,2026-05-18,6982.52,1074.23,268.56,626.64,8951.94,Paid
BILL00000842,CUST0000421,2026-05-01,2026-05-28,2026-06-17,11953.52,1839.0,459.75,1072.75,15325.02,Cancelled
BILL00000843,CUST0000422,2026-04-01,2026-04-28,2026-05-18,4104.25,631.42,157.86,368.33,5261.86,Open
BILL00000844,CUST0000422,2026-05-01,2026-05-28,2026-06-17,9427.77,1450.43,362.61,846.08,12086.89,Open
BILL00000845,CUST0000423,2026-04-01,2026-04-28,2026-05-18,17471.83,2687.97,671.99,1567.99,22399.79,Cancelled
BILL00000846,CUST0000423,2026-05-01,2026-05-28,2026-06-17,10296.46,1584.07,396.02,924.04,13200.59,Open
BILL00000847,CUST0000424,2026-04-01,2026-04-28,2026-05-18,11693.82,1799.05,449.76,1049.45,14992.08,Past Due
BILL00000848,CUST0000424,2026-05-01,2026-05-28,2026-06-17,3315.67,510.1,127.53,297.56,4250.85,Past Due
BILL00000849,CUST0000425,2026-04-01,2026-04-28,2026-05-18,591.31,90.97,22.74,53.07,758.09,Paid
BILL00000850,CUST0000425,2026-05-01,2026-05-28,2026-06-17,7957.96,1224.3,306.08,714.18,10202.51,Paid
BILL00000851,CUST0000426,2026-04-01,2026-04-28,2026-05-18,18681.51,2874.08,718.52,1676.55,23950.65,Past Due
BILL00000852,CUST0000426,2026-05-01,2026-05-28,2026-06-17,17808.18,2739.72,684.93,1598.17,22831.0,Paid
BILL00000853,CUST0000427,2026-04-01,2026-04-28,2026-05-18,346.94,53.38,13.34,31.14,444.79,Open
BILL00000854,CUST0000427,2026-05-01,2026-05-28,2026-06-17,13907.56,2139.62,534.91,1248.11,17830.21,Open
BILL00000855,CUST0000428,2026-04-01,2026-04-28,2026-05-18,16995.92,2614.76,653.69,1525.27,21789.64,Open
BILL00000856,CUST0000428,2026-05-01,2026-05-28,2026-06-17,9059.28,1393.74,348.43,813.01,11614.46,Open
BILL00000857,CUST0000429,2026-04-01,2026-04-28,2026-05-18,5025.54,773.16,193.29,451.01,6443.0,Paid
BILL00000858,CUST0000429,2026-05-01,2026-05-28,2026-06-17,6732.25,1035.73,258.93,604.18,8631.09,Open
BILL00000859,CUST0000430,2026-04-01,2026-04-28,2026-05-18,3388.28,521.27,130.32,304.08,4343.95,Open
BILL00000860,CUST0000430,2026-05-01,2026-05-28,2026-06-17,17760.23,2732.34,683.09,1593.87,22769.52,Open
BILL00000861,CUST0000431,2026-04-01,2026-04-28,2026-05-18,14450.56,2223.16,555.79,1296.85,18526.36,Past Due
BILL00000862,CUST0000431,2026-05-01,2026-05-28,2026-06-17,7367.85,1133.51,283.38,661.22,9445.96,Paid
BILL00000863,CUST0000432,2026-04-01,2026-04-28,2026-05-18,14517.59,2233.48,558.37,1302.86,18612.29,Open
BILL00000864,CUST0000432,2026-05-01,2026-05-28,2026-06-17,6229.01,958.31,239.58,559.01,7985.91,Open
BILL00000865,CUST0000433,2026-04-01,2026-04-28,2026-05-18,14942.09,2298.78,574.7,1340.96,19156.52,Cancelled
BILL00000866,CUST0000433,2026-05-01,2026-05-28,2026-06-17,6480.59,997.01,249.25,581.59,8308.45,Paid
BILL00000867,CUST0000434,2026-04-01,2026-04-28,2026-05-18,2008.21,308.95,77.24,180.22,2574.62,Cancelled
BILL00000868,CUST0000434,2026-05-01,2026-05-28,2026-06-17,2675.5,411.62,102.9,240.11,3430.13,Open
BILL00000869,CUST0000435,2026-04-01,2026-04-28,2026-05-18,13703.91,2108.29,527.07,1229.84,17569.12,Past Due
BILL00000870,CUST0000435,2026-05-01,2026-05-28,2026-06-17,8117.78,1248.89,312.22,728.52,10407.41,Cancelled
BILL00000871,CUST0000436,2026-04-01,2026-04-28,2026-05-18,11633.23,1789.73,447.43,1044.01,14914.4,Past Due
BILL00000872,CUST0000436,2026-05-01,2026-05-28,2026-06-17,3092.06,475.7,118.93,277.49,3964.19,Open
BILL00000873,CUST0000437,2026-04-01,2026-04-28,2026-05-18,770.64,118.56,29.64,69.16,988.0,Open
BILL00000874,CUST0000437,2026-05-01,2026-05-28,2026-06-17,1125.44,173.14,43.29,101.0,1442.87,Cancelled
BILL00000875,CUST0000438,2026-04-01,2026-04-28,2026-05-18,3030.03,466.16,116.54,271.93,3884.65,Past Due
BILL00000876,CUST0000438,2026-05-01,2026-05-28,2026-06-17,8344.95,1283.84,320.96,748.91,10698.65,Past Due
BILL00000877,CUST0000439,2026-04-01,2026-04-28,2026-05-18,7791.63,1198.71,299.68,699.25,9989.27,Past Due
BILL00000878,CUST0000439,2026-05-01,2026-05-28,2026-06-17,1299.08,199.86,49.96,116.58,1665.48,Open
BILL00000879,CUST0000440,2026-04-01,2026-04-28,2026-05-18,11811.09,1817.09,454.27,1059.97,15142.42,Paid
BILL00000880,CUST0000440,2026-05-01,2026-05-28,2026-06-17,16271.59,2503.32,625.83,1460.27,20861.02,Paid
BILL00000881,CUST0000441,2026-04-01,2026-04-28,2026-05-18,11869.65,1826.1,456.53,1065.23,15217.51,Open
BILL00000882,CUST0000441,2026-05-01,2026-05-28,2026-06-17,2083.19,320.49,80.12,186.95,2670.76,Open
BILL00000883,CUST0000442,2026-04-01,2026-04-28,2026-05-18,1779.72,273.8,68.45,159.72,2281.69,Cancelled
BILL00000884,CUST0000442,2026-05-01,2026-05-28,2026-06-17,13104.53,2016.08,504.02,1176.05,16800.68,Cancelled
BILL00000885,CUST0000443,2026-04-01,2026-04-28,2026-05-18,268.87,41.36,10.34,24.13,344.71,Open
BILL00000886,CUST0000443,2026-05-01,2026-05-28,2026-06-17,15527.22,2388.8,597.2,1393.47,19906.7,Cancelled
BILL00000887,CUST0000444,2026-04-01,2026-04-28,2026-05-18,7871.88,1211.06,302.76,706.45,10092.16,Open
BILL00000888,CUST0000444,2026-05-01,2026-05-28,2026-06-17,14476.43,2227.14,556.79,1299.17,18559.53,Past Due
BILL00000889,CUST0000445,2026-04-01,2026-04-28,2026-05-18,11045.76,1699.35,424.84,991.29,14161.22,Cancelled
BILL00000890,CUST0000445,2026-05-01,2026-05-28,2026-06-17,3537.59,544.24,136.06,317.48,4535.37,Open
BILL00000891,CUST0000446,2026-04-01,2026-04-28,2026-05-18,15555.97,2393.23,598.31,1396.05,19943.55,Past Due
BILL00000892,CUST0000446,2026-05-01,2026-05-28,2026-06-17,13281.21,2043.26,510.82,1191.9,17027.19,Open
BILL00000893,CUST0000447,2026-04-01,2026-04-28,2026-05-18,1531.04,235.54,58.89,137.4,1962.87,Past Due
BILL00000894,CUST0000447,2026-05-01,2026-05-28,2026-06-17,7217.95,1110.45,277.61,647.77,9253.79,Past Due
BILL00000895,CUST0000448,2026-04-01,2026-04-28,2026-05-18,16335.18,2513.1,628.28,1465.98,20942.54,Past Due
