return_id,order_id,order_line_id,product_id,return_date,return_reason,return_qty,refund_amount,return_status,_bronze_loaded_at_utc,_source_file
RET00000483,SO00002250,SOL0000006761,SKU0000420,2026-06-09,Late Delivery,bad,548.89,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000484,SO00002383,SOL0000007147,SKU0000279,2026-04-04,Late Delivery,bad,402.17,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000485,SO00000241,SOL0000000728,SKU0000128,2026-03-27,Late Delivery,bad,374.64,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000486,SO00001261,SOL0000003843,SKU0000035,2026-04-29,Damaged,5,145.40,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000487,SO00001330,SOL_UNKNOWN,SKU0000101,2026-07-02,Damaged,1,367.46,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000488,SO00001827,SOL0000005516,SKU0000115,2026-06-30,Customer Cancelled,2,56.45,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000489,SO00000816,SOL0000002489,SKU0000399,2026-04-14,Wrong Item,bad,547.02,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000490,SO00001159,SOL0000003543,SKU0000579,2026-02-17,Damaged,5,79.88,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000491,SO00000340,SOL0000001013,SKU0000109,2026-05-29,Damaged,bad,512.32,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000492,SO00000718,SOL0000002198,SKU0000607,2026-04-15,Wrong Item,2,22.69,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000493,SO00000268,SOL0000000800,SKU0000245,2026-03-30,Customer Cancelled,5,503.83,Received,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000494,SO00001135,SOL0000003454,SKU0000065,2026-01-20,Damaged,3,16.71,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000495,SO00000569,SOL0000001736,SKU0000454,2026-06-20,Damaged,1,48.06,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000496,SO00001993,SOL0000006004,SKU0000254,2026-05-31,Late Delivery,5,228.02,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000497,SO00000390,SOL0000001171,SKU0000688,2026-04-30,Late Delivery,1,407.54,Approved,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000498,SO00000973,SOL0000002964,SKU0000384,2026-04-27,Wrong Item,5,332.11,Rejected,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000499,SO00002255,SOL0000006777,SKU0000672,2026-04-04,Customer Cancelled,3,586.86,Requested,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
RET00000500,SO00000400,SOL0000001210,SKU0000123,2026-01-09,Damaged,2,430.14,approved ,2026-06-20T05:01:24.647073+00:00,data/raw/transactions/returns.csv
