po_line_id,po_id,line_number,product_id,ordered_qty,unit_cost,line_status,_bronze_loaded_at_utc,_source_file
POL0000001454,PO00000573,3,SKU0000207,50,88.77,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001455,PO00000574,1,SKU0000406,,210.16,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001456,PO00000575,1,SKU0000366,50,91.53,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001457,PO00000575,2,SKU0000411,100,164.32,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001458,PO00000575,3,SKU0000033,250,12.85,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001459,PO00000576,1,SKU0000623,500,142.18,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001460,PO00000576,2,SKU0000465,1000,160.75,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001461,PO00000576,3,SKU0000359,1000,252.60,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001462,PO00000576,4,SKU0000045,,212.28,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001463,PO00000577,1,SKU0000384,100,289.40,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001464,PO00000577,2,SKU0000383,1000,10.92,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001465,PO00000577,3,SKU0000236,1000,88.70,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001466,PO00000577,4,SKU0000642,,270.26,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001467,PO00000578,1,SKU0000575,500,46.73,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001468,PO00000579,1,SKU0000053,250,104.27,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001469,PO00000579,2,SKU0000219,250,116.78,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001470,PO00000579,3,SKU0000307,50,291.55,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001471,PO00000579,4,SKU0000271,50,223.00,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001472,PO00000580,1,SKU0000476,50,15.76,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001473,PO00000580,2,SKU0000527,1000,70.18,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001474,PO00000581,1,SKU0000124,100,44.00,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001475,PO00000581,2,SKU0000120,250,249.11,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001476,PO00000581,3,SKU0000521,-5,278.47,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001477,PO00000581,4,SKU0000626,250,22.25,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001478,PO00000582,1,SKU0000555,500,265.21,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001479,PO00000582,2,SKU0000420,500,158.76,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001480,PO00000582,3,SKU0000017,50,62.92,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001481,PO00000582,4,SKU0000423,-5,165.22,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001482,PO00000583,1,SKU0000615,500,282.28,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001483,PO00000583,2,SKU0000488,100,159.38,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001484,PO00000583,3,SKU0000047,-5,62.67,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001485,PO00000584,1,SKU0000543,250,12.31,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001486,PO00000584,2,SKU0000659,-5,217.93,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001487,PO00000584,3,SKU0000258,,258.37,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001488,PO00000585,1,SKU0000161,500,167.98,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001489,PO00000585,2,SKU0000097,500,95.66,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001490,PO00000585,3,SKU0000330,-5,238.69,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001491,PO00000586,1,SKU0000185,1000,134.83,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001492,PO00000586,2,SKU0000289,,191.42,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001493,PO00000586,3,SKU0000142,,210.38,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001494,PO00000586,4,SKU0000520,100,125.21,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001495,PO00000587,1,SKU0000136,1000,92.53,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001496,PO00000587,2,SKU0000240,500,276.39,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001497,PO00000588,1,SKU0000310,-5,285.19,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001498,PO00000588,2,SKU0000395,500,239.10,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001499,PO00000588,3,SKU0000544,500,59.49,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001500,PO00000588,4,SKU0000473,50,141.91,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001501,PO00000589,1,SKU0000677,50,105.86,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001502,PO00000589,2,SKU0000507,500,7.71,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001503,PO00000590,1,SKU0000146,50,223.17,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001504,PO00000590,2,SKU0000235,-5,137.88,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001505,PO00000590,3,SKU0000124,100,44.00,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001506,PO00000590,4,SKU0000377,100,bad,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001507,PO00000591,1,SKU0000689,50,91.62,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001508,PO00000591,2,SKU0000157,250,45.16,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001509,PO00000592,1,SKU0000556,,228.67,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001510,PO00000592,2,SKU0000395,100,239.10,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001511,PO00000592,3,SKU0000680,100,199.06,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001512,PO00000593,1,SKU0000659,500,217.93,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001513,PO00000593,2,SKU0000242,,189.15,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001514,PO00000593,3,SKU0000102,1000,66.95,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001515,PO00000594,1,SKU0000198,1000,36.83,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001516,PO00000594,2,SKU0000026,1000,161.10,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001517,PO00000594,3,SKU0000659,250,217.93,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001518,PO00000595,1,SKU0000488,,159.38,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001519,PO00000596,1,SKU0000233,1000,14.40,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001520,PO00000596,2,SKU0000480,-5,288.48,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001521,PO00000597,1,SKU0000428,1000,164.42,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001522,PO00000597,2,SKU0000341,100,250.42,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001523,PO00000597,3,SKU0000009,250,27.56,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001524,PO00000597,4,SKU0000605,500,76.45,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001525,PO00000598,1,SKU0000226,250,4.13,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001526,PO00000598,2,SKU0000135,1000,18.79,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001527,PO00000599,1,SKU0000528,,112.12,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001528,PO00000599,2,SKU0000598,50,41.64,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001529,PO00000599,3,SKU0000598,1000,41.64,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001530,PO00000599,4,SKU0000356,100,3.68,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001531,PO00000600,1,SKU0000607,,144.65,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001532,PO00000600,2,SKU0000661,500,24.97,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001533,PO00000600,3,SKU0000674,50,99.69,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001534,PO00000601,1,SKU0000472,-5,60.46,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001535,PO00000601,2,SKU0000107,100,183.41,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001536,PO00000602,1,SKU0000461,250,14.48,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001537,PO00000603,1,SKU0000168,100,94.15,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001538,PO00000604,1,SKU0000080,250,270.52,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001539,PO00000605,1,SKU0000686,500,188.65,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001540,PO00000605,2,SKU0000428,250,164.42,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001541,PO00000606,1,SKU0000491,1000,159.01,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001542,PO00000606,2,SKU0000644,1000,85.52,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001543,PO00000607,1,SKU0000205,50,32.83,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001544,PO00000607,2,SKU0000326,1000,234.10,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001545,PO00000607,3,SKU0000398,-5,292.05,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001546,PO00000607,4,SKU0000583,250,130.33,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001547,PO00000608,1,SKU0000542,1000,237.74,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001548,PO00000608,2,SKU0000203,250,72.74,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001549,PO00000609,1,SKU0000583,-5,130.33,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001550,PO00000609,2,SKU0000394,100,48.14,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001551,PO00000609,3,SKU0000110,,170.29,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001552,PO00000610,1,SKU0000049,50,163.72,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001553,PO00000610,2,SKU0000512,,294.99,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001554,PO00000610,3,SKU0000181,500,169.03,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001555,PO00000610,4,SKU0000040,500,287.52,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001556,PO00000611,1,SKU0000670,50,28.78,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001557,PO00000611,2,SKU0000177,100,271.24,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001558,PO00000612,1,SKU0000031,,81.03,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001559,PO00000613,1,SKU0000159,50,49.49,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001560,PO00000614,1,SKU0000593,250,197.98,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001561,PO00000614,2,SKU0000653,-5,55.07,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001562,PO00000614,3,SKU0000660,,16.29,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001563,PO00000614,4,SKU0000093,,263.13,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001564,PO00000615,1,SKU0000221,,107.28,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001565,PO00000615,2,SKU0000579,1000,289.24,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001566,PO00000615,3,SKU0000320,-5,6.22,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001567,PO00000616,1,SKU0000634,250,184.66,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001568,PO00000616,2,SKU0000401,50,119.98,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001569,PO00000617,1,SKU0000201,500,201.87,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001570,PO00000617,2,SKU0000399,1000,29.14,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001571,PO00000618,1,SKU0000291,,66.92,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001572,PO00000618,2,SKU0000321,,128.78,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001573,PO00000618,3,SKU0000485,50,293.48,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001574,PO00000618,4,SKU0000496,250,3.10,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001575,PO00000619,1,SKU0000420,50,158.76,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001576,PO00000619,2,SKU0000655,250,255.89,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001577,PO00000619,3,SKU0000473,,141.91,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001578,PO00000619,4,SKU0000642,1000,270.26,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001579,PO00000620,1,SKU0000624,500,25.03,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001580,PO00000620,2,SKU0000466,-5,79.72,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001581,PO00000620,3,SKU0000183,50,2.32,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001582,PO00000621,1,SKU0000614,100,25.52,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001583,PO00000621,2,SKU0000678,100,120.32,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001584,PO00000621,3,SKU0000469,100,285.90,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001585,PO00000622,1,SKU0000408,250,46.55,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001586,PO00000622,2,SKU0000094,1000,1.93,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001587,PO00000622,3,SKU0000171,-5,111.06,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001588,PO00000622,4,SKU0000430,500,14.34,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001589,PO00000623,1,SKU0000184,-5,84.99,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001590,PO00000623,2,SKU0000076,250,64.98,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001591,PO00000623,3,SKU0000401,,bad,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001592,PO00000623,4,SKU0000217,50,262.00,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001593,PO00000624,1,SKU0000653,,55.07,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001594,PO00000625,1,SKU0000596,250,6.93,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001595,PO00000625,2,SKU0000117,1000,8.84,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001596,PO00000626,1,SKU0000187,500,214.53,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001597,PO00000627,1,SKU0000307,250,291.55,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001598,PO00000628,1,SKU0000117,100,8.84,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001599,PO00000628,2,SKU0000030,50,167.95,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001600,PO00000629,1,SKU0000417,50,107.86,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001601,PO00000629,2,SKU0000550,100,79.00,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001602,PO00000630,1,SKU0000676,100,230.94,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001603,PO00000630,2,SKU0000512,250,294.99,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001604,PO00000630,3,SKU0000651,250,114.63,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001605,PO00000630,4,SKU0000657,1000,216.77,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001606,PO00000631,1,SKU0000116,-5,75.87,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001607,PO00000631,2,SKU0000039,1000,186.43,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001608,PO00000631,3,SKU0000572,-5,284.13,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001609,PO00000632,1,SKU0000111,1000,13.92,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001610,PO00000633,1,SKU0000268,250,293.05,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001611,PO00000633,2,SKU0000673,1000,116.56,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001612,PO00000633,3,SKU0000273,1000,103.99,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001613,PO00000634,1,SKU0000346,500,227.08,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001614,PO00000634,2,SKU0000129,100,27.24,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001615,PO00000635,1,SKU0000456,100,294.63,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001616,PO00000635,2,SKU0000024,250,222.57,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001617,PO00000635,3,SKU0000587,50,175.49,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001618,PO00000636,1,SKU0000137,500,115.65,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001619,PO00000636,2,SKU0000491,1000,159.01,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001620,PO00000636,3,SKU0000020,50,92.34,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001621,PO00000637,1,SKU_UNKNOWN,500,233.83,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001622,PO00000637,2,SKU0000617,1000,233.25,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001623,PO00000638,1,SKU0000596,100,6.93,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001624,PO00000639,1,SKU0000519,-5,22.46,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001625,PO00000640,1,SKU0000321,250,128.78,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001626,PO00000640,2,SKU0000436,500,bad,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001627,PO00000640,3,SKU0000310,100,285.19,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001628,PO00000640,4,SKU0000164,-5,148.94,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001629,PO00000641,1,SKU0000419,50,36.77,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001630,PO00000642,1,SKU0000460,-5,163.81,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001631,PO00000642,2,SKU0000187,50,214.53,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001632,PO00000643,1,SKU0000104,250,155.06,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001633,PO00000644,1,SKU0000417,500,107.86,open ,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001634,PO00000644,2,SKU0000267,-5,41.45,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001635,PO00000645,1,SKU0000649,500,127.15,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001636,PO00000646,1,SKU0000429,250,99.71,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001637,PO00000646,2,SKU0000160,1000,49.75,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001638,PO00000647,1,SKU0000425,250,235.42,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001639,PO00000648,1,SKU0000009,100,27.56,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001640,PO00000648,2,SKU0000113,50,122.37,Received,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001641,PO00000648,3,SKU0000387,250,243.93,Cancelled,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001642,PO00000648,4,SKU0000538,1000,227.35,Partial,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001643,PO00000649,1,SKU0000040,100,287.52,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
POL0000001644,PO00000649,2,SKU0000466,1000,79.72,Open,2026-06-20T05:01:24.070881+00:00,data/raw/transactions/purchase_order_lines.csv
