event_id,shipment_id,event_ts,event_type,event_location,event_notes,_bronze_loaded_at_utc,_source_file
SE0000008163,SHP00001828,2026-06-01 05:36:00,Packed,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008164,SHP00001828,2026-05-31 04:36:00,Picked,Vancouver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008165,SHP00001829,2026-05-03 00:59:00,Exception,Miami DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008166,SHP00001829,2026-05-03 06:59:00,Arrived Hub,Denver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008167,SHP00001829,2026-05-05 08:59:00,Departed Warehouse,Guadalajara Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008168,SHP00001829,2026-05-05 06:59:00,Delivered,Monterrey Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008169,SHP00001829,2026-05-04 04:59:00,Picked,Atlanta DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008170,SHP00001829,2026-05-06 03:59:00,Packed,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008171,SHP00001830,2026-03-11 00:31:00,Picked,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008172,SHP00001830,2026-03-12 01:31:00,Out for Delivery,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008173,SHP00001830,2026-03-12 08:31:00,Departed Warehouse,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008174,SHP00001830,2026-03-11 12:31:00,Delivered,Monterrey Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008175,SHP00001830,2026-03-13 04:31:00,Packed,Guadalajara Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008176,SHP00001831,2026-01-12 06:58:00,Exception,Guadalajara Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008177,SHP00001831,2026-01-12 19:58:00,Packed,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008178,SHP00001831,2026-01-14 14:58:00,Arrived Hub,Boston Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008179,SHP00001832,2026-02-17 15:30:00,Departed Warehouse,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008180,SHP00001832,2026-02-18 04:30:00,Packed,Miami Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008181,SHP00001832,2026-02-18 15:30:00,Picked,Chicago DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008182,SHP00001832,2026-02-20 21:30:00,Out for Delivery,Vancouver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008183,SHP00001832,2026-02-20 23:30:00,Arrived Hub,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008184,SHP00001833,2026-03-18 18:35:00,Picked,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008185,SHP00001833,2026-03-19 21:35:00,Arrived Hub,Guadalajara Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008186,SHP00001833,2026-03-20 00:35:00,Out for Delivery,Guadalajara Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008187,SHP00001833,2026-03-21 15:35:00,Delivered,Guadalajara DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008188,SHP00001833,2026-03-20 06:35:00,Departed Warehouse,Atlanta Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008189,SHP00001833,2026-03-20 05:35:00,Exception,Guadalajara DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008190,SHP00001834,2026-01-19 07:57:00,Picked,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008191,SHP00001834,2026-01-20 11:57:00,Delivered,Guadalajara Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008192,SHP00001834,2026-01-21 19:57:00,Arrived Hub,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008193,SHP00001834,2026-01-22 22:57:00,Departed Warehouse,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008194,SHP00001834,2026-01-21 11:57:00,Packed,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008195,SHP00001834,2026-01-21 04:57:00,Exception,Monterrey Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008196,SHP00001835,2026-04-12 03:42:00,Picked,Boston Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008197,SHP00001835,2026-04-12 23:42:00,Delivered,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008198,SHP00001835,2026-04-13 07:42:00,Arrived Hub,Monterrey Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008199,SHP00001835,2026-04-13 00:42:00,Out for Delivery,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008200,SHP00001835,2026-04-16 11:42:00,Departed Warehouse,Boston Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008201,SHP00001836,2026-02-24 14:56:00,Delivered,Chicago DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008202,SHP00001836,2026-02-25 06:56:00,Arrived Hub,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008203,SHP00001836,2026-02-27 02:56:00,Picked,Boston Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008204,SHP00001837,2026-01-11 04:07:00,Arrived Hub,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008205,SHP00001837,2026-01-11 13:07:00,Packed,Guadalajara Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008206,SHP00001837,2026-01-13 06:07:00,Departed Warehouse,Seattle Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008207,SHP00001837,2026-01-14 10:07:00,Delivered,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008208,SHP00001838,2026-01-14 17:35:00,Arrived Hub,Denver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008209,SHP00001838,2026-01-15 13:35:00,Departed Warehouse,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008210,SHP00001838,2026-01-17 05:35:00,Picked,Vancouver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008211,SHP00001838,2026-01-18 08:35:00,Out for Delivery,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008212,SHP00001838,2026-01-19 17:35:00,Delivered,Atlanta Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008213,SHP00001839,2026-03-25 17:52:00,Exception,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008214,SHP00001839,2026-03-26 23:52:00,Out for Delivery,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008215,SHP00001839,2026-03-27 03:52:00,Picked,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008216,SHP00001839,2026-03-27 14:52:00,Arrived Hub,Boston Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008217,SHP00001839,2026-03-28 05:52:00,Departed Warehouse,Vancouver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008218,SHP00001840,2026-01-24 15:56:00,Packed,Denver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008219,SHP00001840,2026-01-25 20:56:00,Picked,Vancouver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008220,SHP00001840,2026-01-26 01:56:00,Exception,Boston Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008221,SHP00001841,2026-05-25 19:26:00,Arrived Hub,Monterrey Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008222,SHP00001841,2026-05-26 23:26:00,Picked,Boston Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008223,SHP00001841,2026-05-27 21:26:00,Exception,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008224,SHP00001841,2026-05-28 22:26:00,Packed,Guadalajara Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008225,SHP00001841,2026-05-27 07:26:00,Out for Delivery,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008226,SHP00001842,2026-04-23 01:39:00,Exception,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008227,SHP00001842,2026-04-23 19:39:00,Packed,Vancouver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008228,SHP00001842,2026-04-23 17:39:00,Out for Delivery,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008229,SHP00001842,2026-04-26 19:39:00,Arrived Hub,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008230,SHP00001843,2026-02-07 12:45:00,Out for Delivery,Seattle Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008231,SHP00001843,2026-02-08 06:45:00,Picked,Guadalajara Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008232,SHP00001843,2026-02-08 04:45:00,Exception,Guadalajara Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008233,SHP00001843,2026-02-10 18:45:00,Packed,Vancouver DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008234,SHP00001843,2026-02-12 08:45:00,Arrived Hub,Miami DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008235,SHP00001844,2026-04-09 03:29:00,Arrived Hub,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008236,SHP00001844,2026-04-09 14:29:00,Delivered,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008237,SHP00001844,2026-04-10 11:29:00,Picked,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008238,SHP00001845,2026-04-25 17:52:00,Delivered,Seattle Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008239,SHP00001845,2026-04-25 22:52:00,Out for Delivery,Guadalajara Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008240,SHP00001845,2026-04-27 23:52:00,Exception,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008241,SHP00001845,2026-04-28 08:52:00,Departed Warehouse,Boston Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008242,SHP00001845,2026-04-26 09:52:00,Arrived Hub,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008243,SHP00001845,2026-04-27 09:52:00,Picked,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008244,SHP00001846,2026-06-05 00:14:00,Out for Delivery,Miami Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008245,SHP00001846,2026-06-06 03:14:00,Picked,Miami DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008246,SHP00001846,2026-06-06 12:14:00,Exception,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008247,SHP00001846,2026-06-08 15:14:00,Arrived Hub,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008248,SHP00001846,2026-06-08 20:14:00,Delivered,Seattle Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008249,SHP00001846,2026-06-11 01:14:00,Packed,Guadalajara Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008250,SHP00001847,2026-03-08 06:43:00,Picked,Guadalajara DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008251,SHP00001847,2026-03-08 15:43:00,Out for Delivery,Boston Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008252,SHP00001847,2026-03-09 08:43:00,Departed Warehouse,Seattle Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008253,SHP00001847,2026-03-09 00:43:00,Packed,Seattle Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008254,SHP00001847,2026-03-12 02:43:00,Delivered,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008255,SHP00001847,2026-03-13 16:43:00,Exception,Chicago DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008256,SHP00001848,2026-03-27 23:01:00,Exception,Boston Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008257,SHP00001848,2026-03-29 01:01:00,Departed Warehouse,Miami DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008258,SHP00001848,2026-03-28 07:01:00,Delivered,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008259,SHP00001849,2026-02-03 18:55:00,Departed Warehouse,Atlanta Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008260,SHP00001849,2026-02-04 02:55:00,Picked,Atlanta DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008261,SHP00001849,2026-02-05 04:55:00,Delivered,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008262,SHP00001849,2026-02-04 18:55:00,Out for Delivery,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008263,SHP00001850,2026-02-02 18:13:00,Packed,Denver Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008264,SHP00001850,2026-02-03 09:13:00,Exception,Seattle Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008265,SHP00001850,2026-02-03 18:13:00,Delivered,Seattle Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008266,SHP00001851,2026-02-23 03:25:00,Departed Warehouse,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008267,SHP00001851,2026-02-24 00:25:00,Delivered,Boston Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008268,SHP00001851,2026-02-24 05:25:00,Exception,Vancouver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008269,SHP00001852,2026-03-02 12:29:00,Packed,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008270,SHP00001852,2026-03-03 16:29:00,Out for Delivery,Guadalajara Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008271,SHP00001852,2026-03-04 22:29:00,Picked,Boston Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008272,SHP00001852,2026-03-04 03:29:00,Departed Warehouse,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008273,SHP00001852,2026-03-03 20:29:00,Arrived Hub,Atlanta Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008274,SHP00001852,2026-03-08 08:29:00,Delivered,Guadalajara DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008275,SHP00001853,2026-01-22 09:13:00,Picked,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008276,SHP00001853,2026-01-23 00:13:00,Packed,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008277,SHP00001853,2026-01-23 07:13:00,Arrived Hub,Miami Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008278,SHP00001854,2026-03-31 16:41:00,Out for Delivery,Guadalajara Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008279,SHP00001854,2026-04-01 09:41:00,Arrived Hub,Guadalajara Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008280,SHP00001854,2026-04-01 14:41:00,Packed,Miami Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008281,SHP00001854,2026-04-03 04:41:00,Exception,Guadalajara Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008282,SHP00001855,2026-04-22 01:08:00,Delivered,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008283,SHP00001855,2026-04-22 21:08:00,Arrived Hub,Atlanta DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008284,SHP00001855,2026-04-24 13:08:00,Out for Delivery,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008285,SHP00001855,2026-04-23 22:08:00,Departed Warehouse,Guadalajara Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008286,SHP00001856,2026-05-18 20:18:00,Packed,Guadalajara Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008287,SHP00001856,2026-05-19 21:18:00,Exception,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008288,SHP00001856,2026-05-20 22:18:00,Departed Warehouse,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008289,SHP00001857,2026-04-26 17:35:00,Arrived Hub,Seattle Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008290,SHP00001857,2026-04-27 12:35:00,Delivered,Guadalajara Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008291,SHP00001857,2026-04-28 13:35:00,Packed,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008292,SHP00001857,2026-04-27 05:35:00,Departed Warehouse,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008293,SHP00001857,2026-04-30 13:35:00,Exception,Chicago DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008294,SHP00001857,2026-04-30 06:35:00,Picked,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008295,SHP00001858,2026-02-26 10:31:00,Arrived Hub,Miami DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008296,SHP00001858,2026-02-27 05:31:00,Packed,Guadalajara Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008297,SHP00001858,2026-02-27 16:31:00,Out for Delivery,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008298,SHP00001858,2026-03-02 04:31:00,Picked,Guadalajara Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008299,SHP00001858,2026-03-02 02:31:00,Departed Warehouse,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008300,SHP00001858,2026-03-03 05:31:00,Exception,Vancouver DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008301,SHP00001859,2026-05-02 07:42:00,Delivered,Vancouver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008302,SHP00001859,2026-05-02 18:42:00,Out for Delivery,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008303,SHP00001859,2026-05-04 01:42:00,Arrived Hub,Guadalajara Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008304,SHP00001860,2026-03-16 16:53:00,Out for Delivery,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008305,SHP00001860,2026-03-17 01:53:00,Arrived Hub,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008306,SHP00001860,2026-03-18 20:53:00,Packed,Miami Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008307,SHP00001860,2026-03-18 10:53:00,Delivered,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008308,SHP00001860,2026-03-20 16:53:00,Exception,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008309,SHP00001861,2026-03-15 10:09:00,Packed,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008310,SHP00001861,2026-03-15 16:09:00,Arrived Hub,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008311,SHP00001861,2026-03-16 18:09:00,Picked,Guadalajara Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008312,SHP00001861,2026-03-18 13:09:00,Delivered,Miami DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008313,SHP00001861,2026-03-19 02:09:00,Exception,Boston Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008314,SHP00001861,2026-03-20 10:09:00,Departed Warehouse,Vancouver DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008315,SHP00001862,2026-01-13 14:58:00,Out for Delivery,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008316,SHP00001862,2026-01-14 13:58:00,Picked,Guadalajara Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008317,SHP00001862,2026-01-14 06:58:00,Delivered,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008318,SHP00001862,2026-01-14 20:58:00,Exception,Atlanta DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008319,SHP00001863,2026-01-14 17:00:00,Departed Warehouse,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008320,SHP00001863,2026-01-15 23:00:00,Exception,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008321,SHP00001863,2026-01-15 07:00:00,Packed,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008322,SHP00001863,2026-01-15 23:00:00,Picked,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008323,SHP00001864,2026-01-22 01:20:00,Arrived Hub,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008324,SHP00001864,2026-01-22 14:20:00,Delivered,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008325,SHP00001864,2026-01-23 17:20:00,Exception,Guadalajara Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000008326,SHP00001864,2026-01-25 07:20:00,Departed Warehouse,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
