call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system
CALL0000023516,SUB00004643,CELL000207,2026-05-03 12:22:46,108,MO,Completed,No,switch
CALL0000023517,SUB00002494,CELL000082,2026-04-08 03:09:32,127,MO,Completed,N,switch
CALL0000023518,SUB00001803,CELL000021,05/09/2026 03:35,353,mo ,Completed,N,switch
CALL0000023519,SUB00003342,CELL000087,04/06/2026 04:47,68,MO,Dropped,N,switch
CALL0000023520,SUB00002366,CELL000132,2026-05-03 14:35:53,367,mo ,Completed,No,switch
CALL0000023521,SUB00003820,CELL000051,05/31/2026 07:54,183,MO,Completed,Y,switch
CALL0000023522,SUB00003870,CELL000001,2026-04-23 00:29:46,129,mo ,Failed,Y,switch
CALL0000023523,SUB00002694,CELL000050,05/03/2026 04:53,251,MO,Completed,N,switch
CALL0000023524,SUB00004856,CELL000106,05/12/2026 12:29,172,MO,Completed,Y,switch
CALL0000023525,SUB00003683,CELL000106,2026-05-06 06:10:00,16,MO,completed ,N,switch
CALL0000023526,SUB00001960,CELL000193,2026-05-03 11:42:08,39,MT,completed ,N,switch
CALL0000023527,SUB00000107,CELL000116,2026-04-07 20:40:28,347,MO,Dropped,No,switch
CALL0000023528,SUB00001292,CELL000187,04/08/2026 00:12,235,MO,Completed,N,switch
CALL0000023529,SUB00000107,CELL000220,04/27/2026 19:59,377,MT,Completed,N,switch
CALL0000023530,SUB00004568,CELL000054,2026-05-25 11:37:48,175,MO,Dropped,N,switch
CALL0000023531,SUB00004315,CELL000247,2026-04-26 00:55:15,37,MO,Completed,Y,switch
CALL0000023532,SUB00001370,CELL000119,05/15/2026 06:15,243,mo ,Failed,No,switch
CALL0000023533,SUB00002853,CELL000247,2026-05-21 18:33:51,102,MO,Dropped,N,switch
CALL0000023534,SUB00000234,CELL000106,04/24/2026 18:15,456,MT,Completed,N,switch
CALL0000023535,SUB00001846,CELL000117,04/01/2026 13:23,265,MO,Completed,No,switch
CALL0000023536,SUB00000705,CELL000197,2026-05-05 10:17:33,50,mo ,Dropped,N,switch
CALL0000023537,SUB00001628,CELL000007,2026-05-29 12:05:24,109,mo ,Completed,No,switch
CALL0000023538,SUB00002618,CELL000029,05/01/2026 16:18,393,MT,Completed,N,switch
CALL0000023539,SUB00004625,CELL000063,04/07/2026 13:12,61,mo ,completed ,N,switch
CALL0000023540,SUB00001963,CELL000043,04/16/2026 21:00,827,MO,Dropped,No,switch
CALL0000023541,SUB00004692,CELL000166,04/07/2026 16:12,83,MO,Completed,N,switch
CALL0000023542,SUB00002315,CELL000041,2026-04-28 13:28:24,140,mo ,Completed,N,switch
CALL0000023543,SUB00002794,CELL000133,2026-04-15 11:33:18,184,MT,Completed,No,switch
CALL0000023544,SUB00003958,CELL000079,04/06/2026 03:43,166,MT,Completed,N,switch
CALL0000023545,SUB00002767,CELL000035,05/27/2026 00:59,19,MT,completed ,N,switch
CALL0000023546,SUB00003706,CELL000030,2026-04-05 14:07:04,142,MO,completed ,Y,switch
CALL0000023547,SUB00003163,CELL000004,2026-05-02 21:09:46,30,mo ,completed ,N,switch
CALL0000023548,SUB00004128,CELL000110,04/08/2026 19:43,18,MT,completed ,N,switch
CALL0000023549,SUB00003267,CELL000021,04/27/2026 17:00,117,MT,Completed,N,switch
CALL0000023550,SUB00000515,CELL000211,2026-05-17 20:16:01,123,MT,Completed,N,switch
CALL0000023551,SUB00001569,CELL000053,2026-04-11 09:46:17,180,MT,Completed,N,switch
CALL0000023552,SUB00002878,CELL000172,2026-05-23 16:19:45,135,MO,Completed,N,switch
CALL0000023553,SUB00000436,CELL000058,2026-04-16 11:27:47,260,MO,completed ,N,switch
CALL0000023554,SUB00000155,CELL000111,2026-05-02 02:31:28,74,mo ,Completed,N,switch
CALL0000023555,SUB00000453,CELL000030,05/28/2026 08:18,18,MO,Completed,Y,switch
CALL0000023556,SUB00000835,CELL000071,05/30/2026 20:31,686,MT,Dropped,N,switch
CALL0000023557,SUB00002003,CELL000033,05/18/2026 20:52,174,mo ,Failed,N,switch
CALL0000023558,SUB00001032,CELL000110,04/02/2026 22:28,324,mo ,Completed,N,switch
CALL0000023559,SUB00002653,CELL000152,2026-04-15 01:57:04,137,MO,Completed,N,switch
CALL0000023560,SUB00003829,CELL000166,2026-04-29 03:24:46,32,MT,Failed,N,switch
CALL0000023561,SUB00004383,CELL000042,05/28/2026 16:16,294,MT,completed ,N,switch
CALL0000023562,SUB00000073,CELL000116,2026-05-26 16:56:59,104,mo ,Failed,N,switch
CALL0000023563,SUB00003394,CELL000211,2026-04-26 00:07:39,204,mo ,Failed,No,switch
CALL0000023564,SUB00001303,CELL000224,2026-05-12 21:45:34,209,MT,completed ,No,switch
CALL0000023565,SUB00001766,CELL000214,2026-04-04 07:25:01,26,mo ,Dropped,N,switch
CALL0000023566,SUB00001676,CELL000034,04/14/2026 16:58,600,MT,Completed,No,switch
CALL0000023567,SUB00000727,CELL000197,2026-04-24 21:24:16,3,MT,Completed,N,switch
CALL0000023568,SUB00002862,CELL000211,2026-05-20 18:33:20,89,MT,completed ,N,switch
CALL0000023569,SUB00002058,CELL000112,2026-04-16 01:47:36,107,MO,Completed,No,switch
CALL0000023570,SUB00001068,CELL000209,2026-05-02 22:45:02,83,mo ,Failed,N,switch
CALL0000023571,SUB00004535,CELL000219,05/21/2026 09:41,422,MO,Failed,N,switch
CALL0000023572,SUB00000921,CELL000071,2026-05-21 04:10:13,200,MO,Dropped,Y,switch
CALL0000023573,SUB00002442,CELL000186,04/26/2026 22:02,37,mo ,completed ,N,switch
CALL0000023574,SUB00002780,CELL000236,05/04/2026 03:02,268,MO,Completed,N,switch
CALL0000023575,SUB00004800,CELL000047,2026-05-24 21:09:11,122,MT,Dropped,N,switch
CALL0000023576,SUB00004561,CELL000038,2026-05-10 19:02:20,622,mo ,Dropped,No,switch
CALL0000023577,SUB00001111,CELL000188,2026-04-01 04:47:00,144,MT,Completed,N,switch
CALL0000023578,SUB00004652,CELL000206,2026-04-17 03:23:04,298,MT,Dropped,N,switch
CALL0000023579,SUB00004927,CELL000195,04/09/2026 21:21,50,MT,completed ,N,switch
CALL0000023580,SUB00002738,CELL000007,05/31/2026 13:43,47,mo ,Completed,No,switch
CALL0000023581,SUB00000429,CELL000217,05/13/2026 16:08,30,mo ,Failed,N,switch
CALL0000023582,SUB00002813,CELL000253,2026-04-17 20:43:07,19,MT,Failed,N,switch
CALL0000023583,SUB00000578,CELL000046,04/10/2026 10:26,271,MT,completed ,N,switch
CALL0000023584,SUB00002532,CELL000237,04/15/2026 03:50,70,MT,completed ,No,switch
CALL0000023585,SUB00004578,CELL000059,05/06/2026 14:37,220,MO,completed ,N,switch
CALL0000023586,SUB00002921,CELL000035,05/19/2026 12:51,70,MT,Dropped,No,switch
CALL0000023587,SUB00003602,CELL000225,2026-04-02 11:55:22,183,mo ,completed ,No,switch
CALL0000023588,SUB00003391,CELL000045,04/25/2026 15:32,49,MO,completed ,N,switch
CALL0000023589,SUB00000013,CELL000056,2026-05-06 18:56:27,692,MO,Completed,N,switch
CALL0000023590,SUB00000042,CELL000067,05/06/2026 08:42,72,MT,Completed,N,switch
CALL0000023591,SUB00001714,CELL000134,2026-04-19 00:12:43,481,MO,Completed,No,switch
CALL0000023592,SUB00000089,CELL000181,2026-05-04 10:39:27,176,MO,Completed,N,switch
CALL0000023593,SUB00004921,CELL000006,05/17/2026 01:24,21,MT,Failed,Y,switch
CALL0000023594,SUB00003824,CELL000184,04/13/2026 09:24,61,MT,Completed,Y,switch
CALL0000023595,SUB00000754,CELL000251,04/12/2026 19:56,57,mo ,completed ,N,switch
CALL0000023596,SUB00001329,CELL000020,2026-05-04 03:47:36,119,MO,Completed,N,switch
CALL0000023597,SUB00002343,CELL000129,04/03/2026 23:47,286,mo ,Failed,N,switch
CALL0000023598,SUB00004935,CELL000112,2026-05-13 14:10:56,370,MO,Failed,Y,switch
CALL0000023599,SUB00001404,CELL000169,2026-05-02 06:08:31,58,MO,Failed,N,switch
CALL0000023600,SUB00004716,CELL000095,2026-04-20 14:29:11,200,MO,Failed,N,switch
CALL0000023601,SUB00001976,CELL000026,04/03/2026 19:42,75,MO,Dropped,N,switch
CALL0000023602,SUB00000343,CELL000089,04/09/2026 14:49,6,MO,Completed,N,switch
CALL0000023603,SUB00001944,CELL000239,2026-05-07 16:39:12,470,MO,Dropped,No,switch
CALL0000023604,SUB00003081,CELL000001,2026-04-21 13:53:09,135,MO,Completed,Y,switch
CALL0000023605,SUB00003401,CELL000244,2026-05-25 07:11:39,72,MO,completed ,N,switch
CALL0000023606,SUB00004775,CELL000241,05/15/2026 01:47,107,mo ,Completed,N,switch
CALL0000023607,SUB00000250,CELL000240,05/21/2026 05:40,12,MO,Completed,Y,switch
CALL0000023608,SUB00004822,CELL000102,2026-04-11 17:05:30,105,mo ,Completed,Y,switch
CALL0000023609,SUB00000311,CELL000155,2026-04-15 02:33:26,702,MT,completed ,N,switch
CALL0000023610,SUB00003124,CELL000056,04/30/2026 10:36,28,MT,Failed,N,switch
CALL0000023611,SUB00002959,CELL000025,2026-05-17 20:25:39,103,MO,completed ,N,switch
CALL0000023612,SUB00002291,CELL000014,2026-04-09 02:39:02,348,mo ,completed ,N,switch
CALL0000023613,SUB00004461,CELL000201,05/30/2026 09:48,315,MT,Completed,No,switch
CALL0000023614,SUB00003725,CELL000040,04/01/2026 12:57,42,MO,Failed,N,switch
CALL0000023615,SUB00003775,CELL000244,04/03/2026 02:46,5,MT,Failed,N,switch
CALL0000023616,SUB00004943,CELL000055,05/01/2026 08:01,465,mo ,Completed,Y,switch
CALL0000023617,SUB00003850,CELL000091,05/15/2026 03:45,57,MT,Failed,N,switch
CALL0000023618,SUB00000694,CELL000227,04/15/2026 23:24,44,mo ,Completed,N,switch
CALL0000023619,SUB00001216,CELL000227,05/03/2026 17:38,54,mo ,Dropped,Y,switch
CALL0000023620,SUB00004676,CELL000005,2026-05-11 13:43:51,82,MT,Dropped,N,switch
CALL0000023621,SUB00003110,CELL000210,04/29/2026 21:17,38,mo ,Completed,Y,switch
CALL0000023622,SUB00003045,CELL000210,04/20/2026 01:43,86,mo ,Dropped,N,switch
CALL0000023623,SUB00001383,CELL000142,04/17/2026 10:56,653,MT,Completed,N,switch
CALL0000023624,SUB00000517,CELL000069,2026-04-15 17:22:07,44,MT,Dropped,N,switch
CALL0000023625,SUB00000375,CELL000230,05/15/2026 12:38,1,mo ,Completed,No,switch
CALL0000023626,SUB00000717,CELL000031,2026-05-24 03:04:22,343,MO,Completed,N,switch
CALL0000023627,SUB00001486,CELL000083,05/30/2026 11:01,195,mo ,Failed,N,switch
CALL0000023628,SUB00001550,CELL000153,2026-05-17 01:12:18,138,MO,Dropped,No,switch
CALL0000023629,SUB00000575,CELL000023,2026-05-12 18:49:37,79,MT,Completed,N,switch
CALL0000023630,SUB00003172,CELL000071,05/09/2026 11:00,403,mo ,completed ,Y,switch
CALL0000023631,SUB00001111,CELL000047,2026-05-25 12:54:39,6,mo ,Failed,Y,switch
CALL0000023632,SUB00004581,CELL000214,2026-05-01 14:21:32,4,MT,Failed,No,switch
CALL0000023633,SUB00003889,CELL000207,05/08/2026 14:58,1,MO,Completed,N,switch
CALL0000023634,SUB00004457,CELL000188,04/03/2026 12:23,389,MT,Completed,Y,switch
CALL0000023635,SUB00003058,CELL000182,04/16/2026 14:09,74,MT,completed ,Y,switch
CALL0000023636,SUB00004251,CELL000153,2026-05-25 16:37:36,204,mo ,Dropped,No,switch
CALL0000023637,SUB00001267,CELL000038,2026-05-13 02:07:10,147,MO,completed ,N,switch
CALL0000023638,SUB00004502,CELL000099,04/28/2026 02:44,209,mo ,completed ,N,switch
CALL0000023639,SUB00001927,CELL000097,05/14/2026 13:57,137,MO,Failed,N,switch
CALL0000023640,SUB00003279,CELL000244,04/23/2026 15:19,294,mo ,Completed,N,switch
CALL0000023641,SUB00002526,CELL000249,04/28/2026 06:53,166,MO,Completed,N,switch
CALL0000023642,SUB00004422,CELL000242,2026-05-31 16:41:29,49,mo ,completed ,N,switch
CALL0000023643,SUB00003379,CELL000255,04/21/2026 09:05,370,MO,Completed,N,switch
CALL0000023644,SUB00002286,CELL000091,2026-04-25 06:14:41,46,MT,Completed,N,switch
CALL0000023645,SUB00003797,CELL000038,04/04/2026 04:33,156,MO,completed ,N,switch
CALL0000023646,SUB00004878,CELL000143,05/30/2026 13:11,120,MO,completed ,Y,switch
CALL0000023647,SUB00003555,CELL000048,05/16/2026 16:22,279,MO,Failed,N,switch
CALL0000023648,SUB00001112,CELL000158,05/17/2026 08:45,16,MT,Completed,N,switch
CALL0000023649,SUB00003128,CELL000149,2026-04-01 00:40:07,682,MT,Completed,No,switch
CALL0000023650,SUB00004262,CELL000069,2026-04-17 23:22:53,28,MT,Dropped,N,switch
CALL0000023651,SUB00000049,CELL000177,2026-05-04 19:07:29,401,MO,Completed,N,switch
CALL0000023652,SUB00001903,CELL000193,04/22/2026 18:57,105,mo ,Completed,No,switch
CALL0000023653,SUB00003644,CELL000050,2026-04-14 14:15:39,14,mo ,completed ,N,switch
CALL0000023654,SUB00002348,CELL000158,2026-05-30 06:40:04,67,MO,Completed,Y,switch
CALL0000023655,SUB00004089,CELL000124,2026-05-13 11:29:52,188,MO,Failed,Y,switch
CALL0000023656,SUB00002967,CELL000179,05/26/2026 09:51,551,MT,Completed,N,switch
CALL0000023657,SUB00002864,CELL000080,05/15/2026 17:52,150,mo ,Completed,N,switch
CALL0000023658,SUB00000670,CELL000252,04/06/2026 18:38,1,MT,Completed,N,switch
CALL0000023659,SUB00004628,CELL000100,04/19/2026 18:25,304,MO,Completed,N,switch
CALL0000023660,SUB00001570,CELL000029,05/07/2026 15:01,331,MO,completed ,N,switch
CALL0000023661,SUB00000778,CELL000127,2026-05-19 07:58:36,61,MO,Dropped,N,switch
CALL0000023662,SUB00003074,CELL000251,04/18/2026 17:03,36,MO,Completed,No,switch
CALL0000023663,SUB00000509,CELL000017,2026-04-07 07:04:12,348,MO,Completed,Y,switch
CALL0000023664,SUB00002413,CELL000058,05/26/2026 03:47,46,mo ,Dropped,N,switch
CALL0000023665,SUB00001711,CELL000104,2026-05-24 00:04:01,178,MO,Completed,N,switch
CALL0000023666,SUB00001533,CELL000021,04/03/2026 10:30,137,MO,Completed,N,switch
CALL0000023667,SUB00002846,CELL000167,2026-04-13 21:57:33,357,mo ,Failed,No,switch
CALL0000023668,SUB00001624,CELL000029,2026-05-16 11:38:28,166,MT,Dropped,No,switch
CALL0000023669,SUB00001146,CELL000206,2026-05-14 13:27:03,206,MT,completed ,No,switch
CALL0000023670,SUB00000328,CELL000116,2026-05-01 06:30:22,292,mo ,Dropped,No,switch
CALL0000023671,SUB00003349,CELL000169,2026-04-10 13:49:00,128,MT,Failed,N,switch
CALL0000023672,SUB00003741,CELL000078,2026-04-30 03:05:53,231,MO,Failed,Y,switch
CALL0000023673,SUB00001050,CELL000192,04/24/2026 12:05,208,MT,Failed,No,switch
CALL0000023674,SUB00000531,CELL000010,05/30/2026 18:08,297,MO,Dropped,No,switch
CALL0000023675,SUB00003809,CELL000062,2026-04-11 03:55:39,32,mo ,Completed,N,switch
CALL0000023676,SUB00004281,CELL000182,05/01/2026 13:55,247,MT,Completed,No,switch
CALL0000023677,SUB00001249,CELL000073,2026-05-09 03:24:19,340,mo ,completed ,No,switch
CALL0000023678,SUB00004506,CELL000052,05/14/2026 06:05,552,MO,Completed,No,switch
CALL0000023679,SUB00004520,CELL000127,2026-05-24 11:54:17,20,MT,completed ,N,switch
CALL0000023680,SUB00003970,CELL000129,04/19/2026 13:48,4,mo ,Completed,N,switch
CALL0000023681,SUB00003492,CELL000045,2026-04-19 09:05:31,320,mo ,Failed,No,switch
CALL0000023682,SUB00004674,CELL000033,05/12/2026 23:54,11,mo ,Completed,N,switch
CALL0000023683,SUB00000704,CELL000164,2026-05-10 20:10:38,186,mo ,Dropped,Y,switch
CALL0000023684,SUB00003683,CELL000059,2026-04-18 23:06:17,163,mo ,completed ,N,switch
CALL0000023685,SUB00004434,CELL000245,05/20/2026 15:34,247,mo ,Completed,No,switch
CALL0000023686,SUB00004167,CELL000176,2026-04-18 00:44:11,158,mo ,Completed,N,switch
CALL0000023687,SUB00001058,CELL000239,2026-04-15 09:21:17,bad,mo ,Dropped,N,switch
CALL0000023688,SUB00003161,CELL000069,2026-04-28 16:50:09,114,MO,Dropped,N,switch
CALL0000023689,SUB00000610,CELL000025,05/01/2026 22:53,422,MO,Completed,N,switch
CALL0000023690,SUB00001884,CELL000082,2026-04-28 23:06:55,228,MT,Completed,N,switch
CALL0000023691,SUB00003965,CELL000175,2026-05-18 18:07:33,78,MT,Completed,N,switch
CALL0000023692,SUB00000098,CELL000248,04/15/2026 21:28,242,mo ,completed ,N,switch
CALL0000023693,SUB00004498,CELL000136,04/11/2026 10:57,79,mo ,Completed,N,switch
CALL0000023694,SUB00000269,CELL000031,04/30/2026 23:43,17,MT,Completed,No,switch
CALL0000023695,SUB00002490,CELL000045,2026-04-06 01:24:07,28,MO,Dropped,Y,switch
CALL0000023696,SUB00000818,CELL000108,2026-05-05 14:06:27,181,mo ,Failed,N,switch
CALL0000023697,SUB00000980,CELL000243,2026-04-03 10:48:04,235,mo ,Dropped,N,switch
CALL0000023698,SUB00001676,CELL000112,2026-04-29 14:18:36,135,MT,Dropped,No,switch
CALL0000023699,SUB00004719,CELL000212,05/27/2026 10:05,103,MT,Completed,N,switch
CALL0000023700,SUB00004178,CELL000032,2026-04-21 06:11:22,80,mo ,Dropped,No,switch
CALL0000023701,SUB00003124,CELL000250,05/09/2026 07:46,347,mo ,Completed,No,switch
CALL0000023702,SUB00000799,CELL000068,04/24/2026 21:30,164,mo ,Completed,Y,switch
CALL0000023703,SUB00001374,CELL000205,04/28/2026 22:37,136,MO,Failed,Y,switch
CALL0000023704,SUB00004709,CELL000054,05/06/2026 14:50,375,MO,Completed,No,switch
CALL0000023705,SUB00004613,CELL000006,2026-05-04 14:04:19,59,mo ,Dropped,N,switch
CALL0000023706,SUB00002514,CELL000230,04/19/2026 12:33,22,MO,Dropped,Y,switch
CALL0000023707,SUB00002042,CELL000077,05/07/2026 14:19,293,mo ,Dropped,N,switch
CALL0000023708,SUB00004293,CELL000118,04/07/2026 19:03,51,mo ,Completed,No,switch
CALL0000023709,SUB00002259,CELL000121,2026-05-09 21:48:58,152,MT,Completed,Y,switch
CALL0000023710,SUB00000528,CELL000011,04/09/2026 16:16,399,MT,Completed,N,switch
CALL0000023711,SUB00003116,CELL000118,05/08/2026 10:17,224,MT,Dropped,No,switch
CALL0000023712,SUB00002886,CELL000217,2026-05-19 19:46:43,81,mo ,completed ,N,switch
CALL0000023713,SUB00001325,CELL000121,2026-05-21 22:56:33,2,MO,Completed,N,switch
CALL0000023714,SUB00003999,CELL000156,05/31/2026 02:05,55,MT,Failed,Y,switch
CALL0000023715,SUB00000225,CELL000182,2026-04-19 15:38:55,214,mo ,Completed,No,switch
CALL0000023716,SUB00003660,CELL000007,04/29/2026 11:06,286,MT,completed ,N,switch
CALL0000023717,SUB00003592,CELL000043,2026-04-19 09:18:38,57,MT,completed ,N,switch
CALL0000023718,SUB00000366,CELL000057,04/24/2026 16:40,314,MO,completed ,N,switch
CALL0000023719,SUB00004883,CELL000028,04/11/2026 22:44,427,MT,Completed,No,switch
CALL0000023720,SUB00001602,CELL000035,2026-04-29 10:03:59,169,mo ,completed ,No,switch
CALL0000023721,SUB00000988,CELL000246,2026-05-02 12:19:19,60,mo ,Completed,No,switch
CALL0000023722,SUB00001756,CELL000082,2026-04-17 20:24:51,44,MO,completed ,No,switch
CALL0000023723,SUB00004719,CELL000167,2026-05-24 03:48:42,200,MT,Completed,N,switch
CALL0000023724,SUB00003587,CELL000054,2026-05-13 17:54:27,145,MT,Completed,Y,switch
CALL0000023725,SUB00002415,CELL000187,05/28/2026 20:40,246,MT,completed ,N,switch
CALL0000023726,SUB00000369,CELL000254,2026-04-03 01:26:45,61,MO,Failed,N,switch
CALL0000023727,SUB00004147,CELL000116,05/16/2026 15:27,102,mo ,completed ,N,switch
CALL0000023728,SUB00001381,CELL000182,04/11/2026 06:35,11,MT,Failed,Y,switch
CALL0000023729,SUB00001446,CELL000049,2026-05-08 22:52:56,50,mo ,Dropped,N,switch
CALL0000023730,SUB00001341,CELL000093,04/13/2026 04:34,81,mo ,Dropped,N,switch
CALL0000023731,SUB00003458,CELL000103,2026-04-24 17:10:21,22,MT,Completed,N,switch
CALL0000023732,SUB00004599,CELL000199,2026-04-29 02:13:39,179,MO,Dropped,Y,switch
CALL0000023733,SUB00003698,CELL000169,2026-04-19 15:11:40,523,MT,Completed,N,switch
CALL0000023734,SUB00000912,CELL000071,05/31/2026 02:04,48,MT,Completed,N,switch
CALL0000023735,SUB00001352,CELL000121,05/25/2026 14:43,123,MT,Completed,No,switch
CALL0000023736,SUB00004797,CELL000096,05/21/2026 07:24,310,MT,Completed,Y,switch
CALL0000023737,SUB00001120,CELL000107,2026-05-11 00:39:07,124,mo ,completed ,No,switch
CALL0000023738,SUB00002309,CELL000119,04/02/2026 04:22,88,MT,Dropped,N,switch
CALL0000023739,SUB00000836,CELL000022,05/18/2026 07:34,73,mo ,Failed,N,switch
CALL0000023740,SUB00002301,CELL000001,05/12/2026 16:06,155,MO,Dropped,N,switch
CALL0000023741,SUB00003881,CELL000145,2026-05-12 00:20:57,109,MO,Completed,No,switch
CALL0000023742,SUB00002568,CELL000073,2026-04-30 16:56:24,291,mo ,Completed,N,switch
CALL0000023743,SUB00002503,CELL000110,04/30/2026 18:11,109,mo ,Completed,No,switch
CALL0000023744,SUB00002652,CELL000146,2026-05-05 20:12:20,30,mo ,Completed,No,switch
CALL0000023745,SUB00000227,CELL000134,04/04/2026 20:09,22,MT,Completed,N,switch
CALL0000023746,SUB00004917,CELL000227,2026-04-29 07:37:01,224,MT,Failed,N,switch
CALL0000023747,SUB00000779,CELL000171,2026-04-22 04:51:35,527,mo ,completed ,N,switch
CALL0000023748,SUB00003715,CELL000114,04/25/2026 02:05,199,mo ,Completed,N,switch
CALL0000023749,SUB00004120,CELL000223,2026-04-05 01:42:10,48,MO,Failed,N,switch
CALL0000023750,SUB00003538,CELL000107,2026-04-27 15:32:32,72,mo ,Completed,Y,switch
CALL0000023751,SUB00001576,CELL000251,2026-04-02 17:17:03,75,MT,completed ,No,switch
CALL0000023752,SUB00001870,CELL000069,04/27/2026 13:08,146,mo ,completed ,N,switch
CALL0000023753,SUB00000377,CELL000003,04/19/2026 22:30,89,mo ,Dropped,N,switch
CALL0000023754,SUB00004753,CELL000128,2026-05-16 03:18:01,447,MT,Completed,No,switch
CALL0000023755,SUB00000646,CELL000061,2026-05-16 13:16:33,210,mo ,Completed,N,switch
CALL0000023756,SUB00002571,CELL000205,05/25/2026 13:13,122,MO,completed ,N,switch
CALL0000023757,SUB00004808,CELL000197,05/09/2026 19:20,70,MT,Dropped,No,switch
CALL0000023758,SUB00000707,CELL000097,2026-05-07 22:33:58,6,MT,Dropped,Y,switch
CALL0000023759,SUB00004514,CELL000031,05/08/2026 11:04,27,MO,Completed,N,switch
CALL0000023760,SUB00001845,CELL000128,2026-05-11 05:32:24,85,MT,Dropped,N,switch
CALL0000023761,SUB00002615,CELL000238,04/06/2026 01:30,343,MO,Dropped,Y,switch
CALL0000023762,SUB00002158,CELL000164,05/30/2026 03:32,15,MT,Completed,N,switch
CALL0000023763,SUB00002588,CELL000229,2026-04-16 21:03:36,337,MT,Completed,Y,switch
CALL0000023764,SUB00000477,CELL000093,2026-05-20 14:01:39,46,mo ,Completed,No,switch
CALL0000023765,SUB00004725,CELL000049,2026-04-20 07:52:22,40,mo ,Failed,Y,switch
CALL0000023766,SUB00003405,CELL000179,04/08/2026 22:04,536,mo ,Dropped,N,switch
CALL0000023767,SUB00000866,CELL000104,05/07/2026 08:50,277,MT,Completed,N,switch
CALL0000023768,SUB00000133,CELL000222,2026-04-18 10:44:48,34,MT,Completed,N,switch
CALL0000023769,SUB00004680,CELL000103,2026-04-15 12:37:05,68,mo ,Dropped,N,switch
CALL0000023770,SUB00004356,CELL000116,2026-04-24 07:15:14,38,MO,Completed,Y,switch
CALL0000023771,SUB00004290,CELL000007,04/27/2026 11:58,132,MT,Completed,N,switch
CALL0000023772,SUB00001624,CELL000157,2026-05-07 19:20:00,200,MT,Dropped,N,switch
CALL0000023773,SUB00003337,CELL000055,05/18/2026 19:14,55,mo ,completed ,N,switch
CALL0000023774,SUB00004379,CELL000019,2026-05-19 22:20:09,78,mo ,Completed,N,switch
CALL0000023775,SUB00001570,CELL000211,2026-05-17 18:09:53,363,MT,Completed,N,switch
CALL0000023776,SUB00003624,CELL000007,2026-05-10 19:15:39,4,MT,Failed,N,switch
CALL0000023777,SUB00001309,CELL000070,2026-05-17 03:37:29,51,mo ,completed ,No,switch
CALL0000023778,SUB00004678,CELL000084,2026-05-06 04:47:42,55,mo ,Dropped,N,switch
CALL0000023779,SUB00002500,CELL000197,2026-05-28 22:35:45,39,mo ,Completed,N,switch
CALL0000023780,SUB00001575,CELL000175,05/20/2026 11:17,6,MT,completed ,N,switch
CALL0000023781,SUB00001628,CELL000015,2026-04-15 08:14:04,325,MT,Failed,N,switch
CALL0000023782,SUB00000723,CELL000231,2026-05-20 22:05:32,371,MO,Failed,N,switch
CALL0000023783,SUB00003758,CELL000128,05/06/2026 02:35,15,mo ,completed ,N,switch
CALL0000023784,SUB_BAD,CELL000028,04/09/2026 16:55,122,MT,Completed,No,switch
CALL0000023785,SUB00003596,CELL000056,2026-04-30 13:56:52,481,MT,Failed,N,switch
CALL0000023786,SUB00004957,CELL000217,04/15/2026 16:56,24,MO,Completed,N,switch
CALL0000023787,SUB00001152,CELL000072,2026-05-28 03:21:56,66,mo ,Completed,N,switch
CALL0000023788,SUB00001321,CELL000242,2026-04-19 04:48:13,228,MO,Failed,Y,switch
CALL0000023789,SUB00002968,CELL000233,2026-04-09 17:23:41,234,MO,Completed,Y,switch
CALL0000023790,SUB00000416,CELL000131,05/09/2026 00:35,20,mo ,Completed,Y,switch
CALL0000023791,SUB00001802,CELL000041,2026-05-05 07:45:29,17,mo ,Dropped,N,switch
CALL0000023792,SUB00003104,CELL000078,04/05/2026 15:19,135,MO,completed ,N,switch
CALL0000023793,SUB00004982,CELL000132,05/22/2026 05:34,89,mo ,Completed,Y,switch
CALL0000023794,SUB00000647,CELL000034,04/15/2026 14:07,1002,mo ,Dropped,Y,switch
CALL0000023795,SUB00004814,CELL000105,05/18/2026 15:51,15,MT,Completed,Y,switch
CALL0000023796,SUB00000754,CELL000139,2026-04-12 11:40:18,98,mo ,completed ,No,switch
CALL0000023797,SUB00003979,CELL000096,2026-05-25 07:08:03,122,mo ,Completed,N,switch
CALL0000023798,SUB00000856,CELL000145,05/02/2026 23:12,46,MT,Failed,N,switch
CALL0000023799,SUB00002021,CELL000039,04/16/2026 07:25,473,MO,Dropped,Y,switch
CALL0000023800,SUB00004212,CELL000167,05/14/2026 07:06,399,mo ,Failed,N,switch
CALL0000023801,SUB00004064,CELL000198,05/23/2026 22:17,12,mo ,Completed,N,switch
CALL0000023802,SUB00001311,CELL000189,04/09/2026 08:03,11,mo ,Failed,N,switch
CALL0000023803,SUB00004407,CELL000187,2026-05-06 12:32:05,133,MT,Completed,N,switch
CALL0000023804,SUB00002439,CELL000248,2026-04-06 00:12:10,1,MO,completed ,N,switch
CALL0000023805,SUB00000420,CELL000142,2026-04-20 12:04:02,254,mo ,Completed,N,switch
CALL0000023806,SUB00004115,CELL000050,2026-04-09 17:54:55,39,mo ,completed ,No,switch
CALL0000023807,SUB00002067,CELL000024,05/23/2026 19:30,14,MT,Failed,N,switch
