reading_id,meter_id,reading_ts,kwh,kw_demand,voltage,power_factor,quality_flag,source_system,ingestion_batch_id,reading_date,quarantine_reason
MR0000225249,MTR0000154,2026-05-23 08:00:00,-7.9962,0.0,244.06,0.9985,GOOD,ami_headend,AMI_20260602_A,2026-05-23,"Invalid timestamp, kWh, or negative consumption"
MR0000225260,MTR0000154,,8.0714,10.3015,245.95,0.974,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000225871,MTR0000155,2026-04-18 06:00:00,-0.0557,0.0,238.25,0.8618,GOOD,ami_headend,AMI_20260602_A,2026-04-18,"Invalid timestamp, kWh, or negative consumption"
MR0000226299,MTR0000155,2026-05-06 02:00:00,,0.5403,240.36,0.953,GOOD,ami_headend,AMI_20260601_A,2026-05-06,"Invalid timestamp, kWh, or negative consumption"
MR0000226350,MTR0000155,2026-05-08 05:00:00,,0.4591,238.22,0.9682,GOOD,ami_headend,AMI_20260601_A,2026-05-08,"Invalid timestamp, kWh, or negative consumption"
MR0000226478,MTR0000155,2026-05-13 13:00:00,-1.1008,0.0,246.76,0.96,GOOD,ami_headend,AMI_20260601_B,2026-05-13,"Invalid timestamp, kWh, or negative consumption"
MR0000227191,MTR0000156,2026-04-12 06:00:00,-40.4071,0.0,235.98,0.9177,GOOD,ami_headend,AMI_20260601_B,2026-04-12,"Invalid timestamp, kWh, or negative consumption"
MR0000227338,MTR0000156,,64.6505,75.5785,239.62,0.938,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000227837,MTR0000156,2026-05-09 04:00:00,,28.5254,244.0,0.9144,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-09,"Invalid timestamp, kWh, or negative consumption"
MR0000227913,MTR0000156,2026-05-12 08:00:00,-93.4009,0.0,240.89,0.9194,MISSING,ami_headend,AMI_20260602_A,2026-05-12,"Invalid timestamp, kWh, or negative consumption"
MR0000228168,MTR0000156,2026-05-22 23:00:00,-29.3373,0.0,240.31,0.9488,GOOD,ami_headend,AMI_20260601_B,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000228224,MTR0000156,2026-05-25 07:00:00,-41.1425,0.0,235.34,0.935,MISSING,ami_headend,AMI_20260601_B,2026-05-25,"Invalid timestamp, kWh, or negative consumption"
MR0000228772,MTR0000157,2026-04-17 03:00:00,-116.0087,0.0,241.01,0.9092,GOOD,ami_headend,AMI_20260601_B,2026-04-17,"Invalid timestamp, kWh, or negative consumption"
MR0000228896,MTR0000157,,53.8241,50.5582,239.95,0.9584,ESTIMATED,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000228951,MTR0000157,,184.5073,256.8802,237.03,0.9384,ESTIMATED,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000229497,MTR0000157,2026-05-17 08:00:00,-133.5042,0.0,237.65,0.9618,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-17,"Invalid timestamp, kWh, or negative consumption"
MR0000229889,MTR0000158,2026-04-02 16:00:00,,7.5506,233.97,0.9419,GOOD,ami_headend,AMI_20260601_A,2026-04-02,"Invalid timestamp, kWh, or negative consumption"
MR0000230221,MTR0000158,2026-04-16 12:00:00,-5.4848,0.0,239.42,0.9209,MISSING,ami_headend,AMI_20260601_A,2026-04-16,"Invalid timestamp, kWh, or negative consumption"
MR0000230279,MTR0000158,,1.6407,1.9858,244.47,0.9381,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000230656,MTR0000158,,4.9356,5.3204,236.03,0.9264,ESTIMATED,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000230841,MTR0000158,2026-05-12 08:00:00,-4.4118,0.0,240.38,0.9759,MISSING,ami_headend,AMI_20260602_A,2026-05-12,"Invalid timestamp, kWh, or negative consumption"
MR0000230943,MTR0000158,,4.5272,6.0717,243.49,0.9159,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000231356,MTR0000159,2026-04-02 19:00:00,-6.1558,0.0,236.09,0.9405,GOOD,ami_headend,AMI_20260602_A,2026-04-02,"Invalid timestamp, kWh, or negative consumption"
MR0000231790,MTR0000159,,5.8143,6.8366,240.49,0.9709,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000232179,MTR0000159,,7.1479,9.9863,240.02,0.9333,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000232234,MTR0000159,2026-05-09 09:00:00,-7.2109,0.0,241.41,0.9075,GOOD,ami_headend,AMI_20260601_A,2026-05-09,"Invalid timestamp, kWh, or negative consumption"
MR0000233724,MTR0000160,2026-05-10 11:00:00,-8.7368,0.0,238.02,0.9549,GOOD,ami_headend,AMI_20260601_B,2026-05-10,"Invalid timestamp, kWh, or negative consumption"
MR0000233905,MTR0000160,2026-05-18 00:00:00,,3.6803,241.94,0.955,GOOD,ami_headend,AMI_20260601_B,2026-05-18,"Invalid timestamp, kWh, or negative consumption"
MR0000234158,MTR0000160,2026-05-28 13:00:00,,13.7135,234.47,0.9186,GOOD,ami_headend,AMI_20260601_A,2026-05-28,"Invalid timestamp, kWh, or negative consumption"
MR0000234662,MTR_BAD,2026-04-18 13:00:00,-3.2299,0.0,241.73,0.9162,GOOD,ami_headend,AMI_20260601_A,2026-04-18,"Invalid timestamp, kWh, or negative consumption"
MR0000235084,MTR0000161,2026-05-06 03:00:00,-1.5576,0.0,232.92,0.897,GOOD,ami_headend,AMI_20260602_A,2026-05-06,"Invalid timestamp, kWh, or negative consumption"
MR0000235203,MTR0000161,2026-05-11 02:00:00,-1.4121,0.0,237.71,0.9169,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-11,"Invalid timestamp, kWh, or negative consumption"
MR0000235410,MTR0000161,2026-05-19 17:00:00,-4.6007,0.0,237.23,0.919,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-19,"Invalid timestamp, kWh, or negative consumption"
MR0000235949,MTR0000162,2026-04-11 04:00:00,-26.3455,0.0,243.84,0.9199,GOOD,ami_headend,AMI_20260601_B,2026-04-11,"Invalid timestamp, kWh, or negative consumption"
MR0000235956,MTR0000162,2026-04-11 11:00:00,-79.397,0.0,233.11,0.9416,GOOD,ami_headend,AMI_20260601_B,2026-04-11,"Invalid timestamp, kWh, or negative consumption"
MR0000236525,MTR0000162,2026-05-05 04:00:00,-44.3245,0.0,247.05,0.971,GOOD,ami_headend,AMI_20260601_B,2026-05-05,"Invalid timestamp, kWh, or negative consumption"
MR0000236983,MTR0000162,2026-05-24 06:00:00,-26.2875,0.0,241.69,0.9577,GOOD,ami_headend,AMI_20260601_B,2026-05-24,"Invalid timestamp, kWh, or negative consumption"
MR0000237694,MTR0000163,2026-04-22 21:00:00,-152.8331,0.0,239.87,0.9778,GOOD,ami_headend,AMI_20260602_A,2026-04-22,"Invalid timestamp, kWh, or negative consumption"
MR0000238917,MTR0000164,2026-04-12 20:00:00,-9.5675,0.0,242.13,0.9325,ESTIMATED,ami_headend,AMI_20260602_A,2026-04-12,"Invalid timestamp, kWh, or negative consumption"
MR0000239428,MTR0000164,2026-05-04 03:00:00,-5.4489,0.0,240.94,0.9188,GOOD,ami_headend,AMI_20260601_B,2026-05-04,"Invalid timestamp, kWh, or negative consumption"
MR0000239698,MTR0000164,2026-05-15 09:00:00,,12.247,236.71,0.9402,GOOD,ami_headend,AMI_20260601_B,2026-05-15,"Invalid timestamp, kWh, or negative consumption"
MR0000239782,MTR0000164,,5.604,7.3992,240.05,0.965,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000239862,MTR0000164,,1.9682,2.4727,240.3,0.9311,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000240150,MTR0000165,2026-04-03 05:00:00,-24.0911,0.0,236.66,0.9924,ESTIMATED,ami_headend,AMI_20260601_A,2026-04-03,"Invalid timestamp, kWh, or negative consumption"
MR0000240573,MTR0000165,2026-04-20 20:00:00,-47.1691,0.0,238.31,0.9251,GOOD,ami_headend,AMI_20260601_B,2026-04-20,"Invalid timestamp, kWh, or negative consumption"
MR0000240639,MTR0000165,2026-04-23 14:00:00,,42.4863,233.89,0.9205,ESTIMATED,ami_headend,AMI_20260601_B,2026-04-23,"Invalid timestamp, kWh, or negative consumption"
MR0000240821,MTR0000165,2026-05-01 04:00:00,-21.196,0.0,245.68,0.9303,GOOD,ami_headend,AMI_20260601_A,2026-05-01,"Invalid timestamp, kWh, or negative consumption"
MR0000241818,MTR0000166,2026-04-11 17:00:00,,2.7138,236.02,0.936,GOOD,ami_headend,AMI_20260601_A,2026-04-11,"Invalid timestamp, kWh, or negative consumption"
MR0000242368,MTR0000166,,4.2648,5.1634,239.77,0.9713,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000242476,MTR0000166,2026-05-09 03:00:00,-1.1711,0.0,244.44,0.9308,GOOD,ami_headend,AMI_20260602_A,2026-05-09,"Invalid timestamp, kWh, or negative consumption"
MR0000242790,MTR0000166,2026-05-22 05:00:00,-2.6212,0.0,236.64,0.9237,MISSING,ami_headend,AMI_20260602_A,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000242807,MTR0000166,2026-05-22 22:00:00,-2.372,0.0,236.83,0.9229,MISSING,ami_headend,AMI_20260601_B,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000243180,MTR0000167,2026-04-07 11:00:00,,75.8408,245.84,0.9791,GOOD,ami_headend,AMI_20260601_A,2026-04-07,"Invalid timestamp, kWh, or negative consumption"
MR0000243215,MTR0000167,,53.2421,73.239,245.49,0.9329,GOOD,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000243469,MTR0000167,2026-04-19 12:00:00,-83.4297,0.0,240.18,0.9621,GOOD,ami_headend,AMI_20260601_A,2026-04-19,"Invalid timestamp, kWh, or negative consumption"
MR0000244148,MTR0000167,2026-05-17 19:00:00,-80.0763,0.0,242.12,0.9622,GOOD,ami_headend,AMI_20260601_B,2026-05-17,"Invalid timestamp, kWh, or negative consumption"
MR0000244263,MTR0000167,2026-05-22 14:00:00,,157.106,246.57,0.9258,GOOD,ami_headend,AMI_20260601_B,2026-05-22,"Invalid timestamp, kWh, or negative consumption"
MR0000245388,MTR0000168,2026-05-08 11:00:00,-1.2945,0.0,237.62,0.9675,GOOD,ami_headend,AMI_20260601_A,2026-05-08,"Invalid timestamp, kWh, or negative consumption"
MR0000245414,MTR0000168,2026-05-09 13:00:00,,0.8236,237.06,0.9639,GOOD,ami_headend,AMI_20260602_A,2026-05-09,"Invalid timestamp, kWh, or negative consumption"
MR0000246121,MTR0000169,2026-04-08 00:00:00,-2.3446,0.0,236.63,0.9513,GOOD,ami_headend,AMI_20260601_A,2026-04-08,"Invalid timestamp, kWh, or negative consumption"
MR0000246612,MTR0000169,2026-04-28 11:00:00,-5.8547,0.0,237.8,0.9299,GOOD,ami_headend,AMI_20260601_A,2026-04-28,"Invalid timestamp, kWh, or negative consumption"
MR0000246839,MTR0000169,2026-05-07 22:00:00,,3.8627,244.57,0.9128,GOOD,ami_headend,AMI_20260601_A,2026-05-07,"Invalid timestamp, kWh, or negative consumption"
MR0000248290,MTR0000170,,4.6682,4.2682,240.11,0.9066,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000248550,MTR0000170,2026-05-18 05:00:00,-2.0211,0.0,236.84,0.9543,GOOD,ami_headend,AMI_20260602_A,2026-05-18,"Invalid timestamp, kWh, or negative consumption"
MR0000249503,MTR0000171,,181.6372,222.1057,237.78,0.975,GOOD,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000249666,MTR0000171,,215.7054,186.1832,242.71,0.9691,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000249668,MTR0000171,,131.2431,123.4165,241.6,0.8955,MISSING,ami_headend,AMI_20260601_B,,"Invalid timestamp, kWh, or negative consumption"
MR0000249774,MTR0000171,2026-05-08 05:00:00,-103.8151,0.0,233.7,0.9203,ESTIMATED,ami_headend,AMI_20260601_B,2026-05-08,"Invalid timestamp, kWh, or negative consumption"
MR0000250733,MTR0000172,,2.7938,3.1789,234.64,0.9185,GOOD,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000250824,MTR0000172,2026-04-20 23:00:00,,4.7304,241.62,0.9244,GOOD,ami_headend,AMI_20260601_A,2026-04-20,"Invalid timestamp, kWh, or negative consumption"
MR0000250913,MTR0000172,2026-04-24 16:00:00,-7.936,0.0,241.13,0.9674,GOOD,ami_headend,AMI_20260602_A,2026-04-24,"Invalid timestamp, kWh, or negative consumption"
MR0000252163,MTR0000173,2026-04-15 18:00:00,,79.0208,238.69,0.9268,GOOD,ami_headend,AMI_20260601_B,2026-04-15,"Invalid timestamp, kWh, or negative consumption"
MR0000253544,MTR0000174,2026-04-12 07:00:00,-0.8563,0.0,247.82,0.9713,MISSING,ami_headend,AMI_20260601_B,2026-04-12,"Invalid timestamp, kWh, or negative consumption"
MR0000253637,MTR0000174,2026-04-16 04:00:00,-0.6479,0.0,241.43,0.9193,MISSING,ami_headend,AMI_20260602_A,2026-04-16,"Invalid timestamp, kWh, or negative consumption"
MR0000254434,MTR0000174,2026-05-19 09:00:00,,3.1157,241.43,1.0,MISSING,ami_headend,AMI_20260602_A,2026-05-19,"Invalid timestamp, kWh, or negative consumption"
MR0000255401,MTR0000175,,9.9369,12.8741,242.09,0.9673,MISSING,ami_headend,AMI_20260602_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000255416,MTR0000175,2026-04-29 07:00:00,-4.0547,0.0,243.34,0.9321,GOOD,ami_headend,AMI_20260602_A,2026-04-29,"Invalid timestamp, kWh, or negative consumption"
MR0000255709,MTR0000175,2026-05-11 12:00:00,-9.6906,0.0,236.37,0.9887,ESTIMATED,ami_headend,AMI_20260602_A,2026-05-11,"Invalid timestamp, kWh, or negative consumption"
MR0000257876,MTR0000177,2026-04-09 19:00:00,-9.2968,0.0,244.27,0.9943,GOOD,ami_headend,AMI_20260602_A,2026-04-09,"Invalid timestamp, kWh, or negative consumption"
MR0000258113,MTR0000177,2026-04-19 16:00:00,-6.7202,0.0,236.82,0.965,GOOD,ami_headend,AMI_20260601_B,2026-04-19,"Invalid timestamp, kWh, or negative consumption"
MR0000258260,MTR0000177,2026-04-25 19:00:00,,10.7894,238.35,0.9465,GOOD,ami_headend,AMI_20260601_A,2026-04-25,"Invalid timestamp, kWh, or negative consumption"
MR0000258522,MTR0000177,2026-05-06 17:00:00,-7.2741,0.0,234.78,0.9812,GOOD,ami_headend,AMI_20260601_A,2026-05-06,"Invalid timestamp, kWh, or negative consumption"
MR0000259252,MTR0000178,2026-04-06 03:00:00,,1.8428,246.4,0.9858,MISSING,ami_headend,AMI_20260601_B,2026-04-06,"Invalid timestamp, kWh, or negative consumption"
MR0000260078,MTR0000178,2026-05-10 13:00:00,-6.7429,0.0,242.42,0.961,ESTIMATED,ami_headend,AMI_20260601_A,2026-05-10,"Invalid timestamp, kWh, or negative consumption"
MR0000261627,MTR0000179,,2.9101,3.9282,246.02,0.9285,ESTIMATED,ami_headend,AMI_20260601_A,,"Invalid timestamp, kWh, or negative consumption"
MR0000261767,MTR0000179,2026-05-19 22:00:00,,2.1401,240.21,0.9774,GOOD,ami_headend,AMI_20260601_B,2026-05-19,"Invalid timestamp, kWh, or negative consumption"
MR0000261778,MTR0000179,2026-05-20 09:00:00,,7.4678,242.73,0.9433,GOOD,ami_headend,AMI_20260601_B,2026-05-20,"Invalid timestamp, kWh, or negative consumption"
MR0000262322,MTR0000180,2026-04-12 01:00:00,-2.1025,0.0,237.4,0.9363,MISSING,ami_headend,AMI_20260602_A,2026-04-12,"Invalid timestamp, kWh, or negative consumption"
MR0000263083,MTR0000180,2026-05-13 18:00:00,-6.4386,0.0,237.13,0.9319,GOOD,ami_headend,AMI_20260602_A,2026-05-13,"Invalid timestamp, kWh, or negative consumption"
MR0000263098,MTR0000180,2026-05-14 09:00:00,-7.8525,0.0,234.62,0.9833,GOOD,ami_headend,AMI_20260601_A,2026-05-14,"Invalid timestamp, kWh, or negative consumption"
