call_id,subscriber_id,cell_id,call_start_ts,duration_seconds,call_direction,call_status,roaming_flag,source_system,call_date
CALL0000026452,SUB00003506,CELL000161,2026-04-22 19:06:00,207.0,MO,Dropped,False,switch,2026-04-22
CALL0000026453,SUB00002505,CELL000221,,72.0,MT,Completed,False,switch,
CALL0000026454,SUB00003584,CELL000048,,78.0,MO,Failed,False,switch,
CALL0000026455,SUB00003266,CELL000247,,198.0,MT,Failed,True,switch,
CALL0000026456,SUB00001360,CELL000059,,100.0,MO,Completed,True,switch,
CALL0000026457,SUB00000917,CELL000109,,366.0,MO,Dropped,False,switch,
CALL0000026458,SUB00000936,CELL000134,2026-04-16 13:12:00,102.0,MO,Completed,True,switch,2026-04-16
CALL0000026459,SUB00001137,CELL000206,,281.0,MO,Dropped,False,switch,
CALL0000026460,SUB00000670,CELL000201,,341.0,MT,Failed,False,switch,
CALL0000026461,SUB00003544,CELL000180,,54.0,MT,Failed,True,switch,
CALL0000026462,SUB00004642,CELL000233,,35.0,MO,Failed,False,switch,
CALL0000026463,SUB00002370,CELL000106,2026-05-12 17:01:00,302.0,MO,Dropped,False,switch,2026-05-12
CALL0000026464,SUB00000794,CELL000228,2026-05-12 04:10:00,389.0,MT,Completed,True,switch,2026-05-12
CALL0000026465,SUB00000164,CELL000025,,374.0,MO,Completed,False,switch,
CALL0000026466,SUB00003229,CELL000255,2026-04-10 01:29:00,75.0,MO,Completed,False,switch,2026-04-10
CALL0000026467,SUB00004473,CELL000205,,119.0,MT,Failed,False,switch,
CALL0000026468,SUB00001015,CELL000060,,11.0,MO,Completed,False,switch,
CALL0000026469,SUB00002063,CELL000052,2026-04-19 21:09:00,137.0,MO,Completed,False,switch,2026-04-19
CALL0000026470,SUB00003232,CELL000032,2026-05-13 05:42:00,71.0,MO,Completed,True,switch,2026-05-13
CALL0000026471,SUB00003635,CELL000043,,131.0,MT,Completed,False,switch,
CALL0000026472,SUB00001828,CELL000096,,76.0,MT,Failed,False,switch,
CALL0000026473,SUB00001542,CELL000054,,413.0,MO,Completed,False,switch,
CALL0000026474,SUB00000174,CELL000252,,284.0,MO,Completed,True,switch,
CALL0000026475,SUB00000868,CELL000200,,42.0,MO,Failed,False,switch,
CALL0000026476,SUB00000366,CELL000230,2026-04-28 10:07:00,364.0,MO,Completed,False,switch,2026-04-28
CALL0000026477,SUB00002229,CELL000063,,23.0,MT,Completed,False,switch,
CALL0000026478,SUB00001945,CELL000236,,10.0,MO,Failed,True,switch,
CALL0000026479,SUB00002652,CELL000115,,113.0,MO,Completed,False,switch,
CALL0000026480,SUB00003664,CELL000053,,34.0,MT,Completed,False,switch,
CALL0000026481,SUB00000205,CELL000054,,318.0,MO,Failed,False,switch,
CALL0000026482,SUB00001742,CELL000114,,104.0,MT,Completed,True,switch,
CALL0000026483,SUB00004666,CELL000053,,27.0,MO,Completed,False,switch,
CALL0000026484,SUB00001081,CELL000011,2026-04-19 08:48:00,224.0,MO,Completed,False,switch,2026-04-19
CALL0000026485,SUB00004061,CELL000159,2026-04-11 18:27:00,13.0,MO,Completed,False,switch,2026-04-11
CALL0000026486,SUB00001683,CELL000075,,8.0,MT,Failed,False,switch,
CALL0000026487,SUB00002246,CELL000172,,174.0,MO,Completed,False,switch,
CALL0000026488,SUB00000764,CELL000245,,444.0,MO,Completed,False,switch,
CALL0000026489,SUB00000032,CELL000155,2026-05-14 23:25:00,34.0,MO,Failed,False,switch,2026-05-14
CALL0000026490,SUB00000709,CELL000142,,91.0,MO,Completed,False,switch,
CALL0000026491,SUB00002553,CELL000018,2026-04-04 22:23:00,361.0,MO,Dropped,False,switch,2026-04-04
CALL0000026492,SUB00002965,CELL000228,2026-04-10 20:38:00,148.0,MT,Completed,True,switch,2026-04-10
CALL0000026493,SUB00000766,CELL000203,,309.0,MO,Completed,False,switch,
CALL0000026494,SUB00000287,CELL000085,2026-04-03 01:26:00,6.0,MO,Completed,False,switch,2026-04-03
CALL0000026495,SUB00000664,CELL000155,,322.0,MO,Dropped,False,switch,
CALL0000026496,SUB00003728,CELL000021,2026-05-13 02:53:00,275.0,MO,Completed,False,switch,2026-05-13
CALL0000026497,SUB00002176,CELL000120,2026-04-03 14:34:00,5.0,MT,Completed,False,switch,2026-04-03
CALL0000026498,SUB00004971,CELL000081,2026-05-24 05:21:00,4.0,MT,Failed,False,switch,2026-05-24
CALL0000026499,SUB00004316,CELL000180,,46.0,MT,Completed,True,switch,
CALL0000026500,SUB00000151,CELL000150,,702.0,MO,Failed,False,switch,
CALL0000026501,SUB00000803,CELL000228,2026-05-12 15:08:00,177.0,MO,Completed,True,switch,2026-05-12
CALL0000026502,SUB00000326,CELL000116,2026-04-25 07:47:00,198.0,MO,Completed,False,switch,2026-04-25
CALL0000026503,SUB00002304,CELL000248,2026-05-20 22:27:00,74.0,MT,Completed,True,switch,2026-05-20
CALL0000026504,SUB00004356,CELL000104,2026-04-19 19:04:00,137.0,MT,Failed,False,switch,2026-04-19
CALL0000026505,SUB00003885,CELL000249,2026-04-11 17:48:00,120.0,MO,Completed,False,switch,2026-04-11
CALL0000026506,SUB00000627,CELL000143,2026-04-23 08:08:00,810.0,MO,Completed,False,switch,2026-04-23
CALL0000026507,SUB00004080,CELL000158,,30.0,MT,Completed,False,switch,
CALL0000026508,SUB00002825,CELL000243,,90.0,MT,Completed,False,switch,
CALL0000026509,SUB00004835,CELL000117,,45.0,MT,Failed,False,switch,
CALL0000026510,SUB00001884,CELL000184,,254.0,MO,Failed,False,switch,
CALL0000026511,SUB00000980,CELL000151,2026-04-29 06:03:00,45.0,MT,Completed,False,switch,2026-04-29
CALL0000026512,SUB00002246,CELL000249,,58.0,MT,Dropped,False,switch,
CALL0000026513,SUB00000661,CELL000059,2026-04-07 23:21:00,92.0,MO,Completed,False,switch,2026-04-07
CALL0000026514,SUB00003304,CELL000218,2026-04-25 08:25:00,303.0,MT,Dropped,True,switch,2026-04-25
CALL0000026515,SUB00001756,CELL000055,,226.0,MT,Completed,False,switch,
CALL0000026516,SUB00000647,CELL000175,,247.0,MO,Completed,False,switch,
CALL0000026517,SUB00002922,CELL000101,2026-04-05 20:18:00,39.0,MO,Failed,False,switch,2026-04-05
CALL0000026518,SUB00001471,CELL000089,2026-04-24 18:15:00,556.0,MT,Dropped,True,switch,2026-04-24
CALL0000026519,SUB00000603,CELL000251,2026-05-19 21:48:00,103.0,MT,Dropped,True,switch,2026-05-19
CALL0000026520,SUB00000110,CELL000097,2026-04-18 00:52:00,62.0,MO,Completed,True,switch,2026-04-18
CALL0000026521,SUB00003341,CELL000037,,117.0,MO,Completed,False,switch,
CALL0000026522,SUB00001084,CELL000147,,263.0,MT,Completed,False,switch,
CALL0000026523,SUB00003415,CELL000134,,101.0,MO,Completed,False,switch,
CALL0000026524,SUB00001360,CELL000165,2026-05-05 23:02:00,31.0,MT,Completed,False,switch,2026-05-05
CALL0000026525,SUB00003163,CELL000228,2026-04-12 15:40:00,33.0,MO,Completed,True,switch,2026-04-12
CALL0000026526,SUB00004721,CELL000146,,101.0,MT,Failed,False,switch,
CALL0000026527,SUB00001151,CELL000183,,385.0,MT,Dropped,False,switch,
CALL0000026528,SUB00002421,CELL000080,2026-04-03 19:44:00,174.0,MT,Dropped,False,switch,2026-04-03
CALL0000026529,SUB00004977,CELL000018,2026-04-29 20:12:00,89.0,MO,Dropped,True,switch,2026-04-29
CALL0000026530,SUB00002958,CELL000150,2026-04-16 00:49:00,41.0,MT,Failed,False,switch,2026-04-16
CALL0000026531,SUB00000111,CELL000018,2026-04-08 02:52:00,130.0,MT,Completed,True,switch,2026-04-08
CALL0000026532,SUB00003970,CELL000028,2026-05-17 07:44:00,536.0,MO,Dropped,False,switch,2026-05-17
CALL0000026533,SUB00000284,CELL000189,2026-04-22 09:24:00,64.0,MO,Failed,False,switch,2026-04-22
CALL0000026534,SUB00000268,CELL000146,,294.0,MO,Completed,True,switch,
CALL0000026535,SUB00002539,CELL000052,2026-04-02 06:32:00,344.0,MT,Completed,False,switch,2026-04-02
CALL0000026536,SUB00004569,CELL000124,2026-05-22 05:44:00,99.0,MO,Completed,True,switch,2026-05-22
CALL0000026537,SUB00001476,CELL000151,2026-05-19 18:10:00,195.0,MO,Completed,False,switch,2026-05-19
CALL0000026538,SUB00001899,CELL000251,,11.0,MO,Completed,False,switch,
CALL0000026539,SUB00000421,CELL000021,,24.0,MT,Completed,False,switch,
CALL0000026540,SUB00000521,CELL000022,,327.0,MT,Completed,True,switch,
CALL0000026541,SUB00002396,CELL000196,,577.0,MT,Completed,False,switch,
CALL0000026542,SUB00002664,CELL000058,2026-04-09 11:20:00,67.0,MO,Failed,True,switch,2026-04-09
CALL0000026543,SUB00002975,CELL000229,,4.0,MO,Completed,False,switch,
CALL0000026544,SUB00000157,CELL000009,2026-04-02 12:29:00,176.0,MT,Completed,False,switch,2026-04-02
CALL0000026545,SUB00003311,CELL000064,2026-05-27 22:25:00,409.0,MO,Completed,False,switch,2026-05-27
CALL0000026546,SUB00003653,CELL000150,,75.0,MO,Completed,False,switch,
CALL0000026547,SUB00004429,CELL000093,,74.0,MO,Completed,False,switch,
CALL0000026548,SUB00000917,CELL000230,2026-04-01 10:57:00,26.0,MO,Completed,False,switch,2026-04-01
CALL0000026549,SUB00004097,CELL000165,2026-04-21 15:08:00,385.0,MT,Completed,False,switch,2026-04-21
CALL0000026550,SUB00001808,CELL000126,2026-04-14 13:31:00,2.0,MT,Completed,False,switch,2026-04-14
CALL0000026551,SUB00001254,CELL000248,,102.0,MT,Dropped,True,switch,
CALL0000026552,SUB00003381,CELL000017,,29.0,MO,Completed,False,switch,
CALL0000026553,SUB00003450,CELL000154,,100.0,MO,Failed,False,switch,
CALL0000026554,SUB00002242,CELL000065,2026-04-19 04:57:00,165.0,MO,Completed,False,switch,2026-04-19
CALL0000026555,SUB00003551,CELL000053,,224.0,MO,Failed,False,switch,
CALL0000026556,SUB00004606,CELL000001,,117.0,MO,Failed,False,switch,
CALL0000026557,SUB00000479,CELL000122,2026-04-05 17:26:00,358.0,MT,Completed,False,switch,2026-04-05
CALL0000026558,SUB00001394,CELL000035,,144.0,MO,Completed,False,switch,
CALL0000026559,SUB00004485,CELL000252,,128.0,MT,Completed,False,switch,
CALL0000026560,SUB00000701,CELL000144,2026-04-02 22:21:00,264.0,MO,Completed,False,switch,2026-04-02
CALL0000026561,SUB00001748,CELL000090,,213.0,MT,Completed,False,switch,
CALL0000026562,SUB00004890,CELL000250,2026-04-13 12:13:00,67.0,MO,Completed,True,switch,2026-04-13
CALL0000026563,SUB00002351,CELL000184,,45.0,MT,Dropped,False,switch,
CALL0000026564,SUB00001356,CELL000159,,420.0,MT,Completed,False,switch,
CALL0000026565,SUB00003642,CELL000163,,279.0,MT,Failed,True,switch,
CALL0000026566,SUB00000367,CELL000110,2026-05-07 02:11:00,751.0,MT,Completed,True,switch,2026-05-07
CALL0000026567,SUB00003110,CELL000190,2026-05-10 11:50:00,336.0,MO,Completed,False,switch,2026-05-10
CALL0000026568,SUB00001245,CELL000231,,189.0,MO,Completed,False,switch,
CALL0000026569,SUB00000518,CELL000243,,45.0,MO,Completed,False,switch,
CALL0000026570,SUB00003350,CELL000232,2026-04-30 21:10:00,125.0,MO,Completed,False,switch,2026-04-30
CALL0000026571,SUB00000253,CELL000028,,397.0,MO,Completed,False,switch,
CALL0000026572,SUB00000917,CELL000155,2026-05-12 03:04:00,261.0,MT,Dropped,False,switch,2026-05-12
CALL0000026573,SUB00003779,CELL000190,,32.0,MO,Failed,False,switch,
CALL0000026574,SUB00003572,CELL000076,,279.0,MO,Completed,True,switch,
CALL0000026575,SUB00002551,CELL000085,,100.0,MO,Failed,True,switch,
CALL0000026576,SUB00003041,CELL000254,2026-05-17 08:14:00,3.0,MO,Dropped,False,switch,2026-05-17
CALL0000026577,SUB00003758,CELL000117,,215.0,MO,Completed,False,switch,
CALL0000026578,SUB00001322,CELL000178,,462.0,MO,Completed,False,switch,
CALL0000026579,SUB00003131,CELL000094,,219.0,MT,Completed,False,switch,
CALL0000026580,SUB00001092,CELL000103,2026-04-16 02:20:00,10.0,MO,Completed,False,switch,2026-04-16
CALL0000026581,SUB00002154,CELL000125,2026-04-12 02:07:00,216.0,MO,Completed,False,switch,2026-04-12
CALL0000026582,SUB00004693,CELL000079,2026-04-02 13:14:00,277.0,MO,Completed,False,switch,2026-04-02
CALL0000026583,SUB00000015,CELL000072,,17.0,MO,Completed,True,switch,
CALL0000026584,SUB00004028,CELL000249,,37.0,MO,Completed,False,switch,
CALL0000026585,SUB00004986,CELL000234,,179.0,MO,Completed,False,switch,
CALL0000026586,SUB00002132,CELL000156,,133.0,MT,Completed,False,switch,
CALL0000026587,SUB00001975,CELL000033,2026-05-08 13:21:00,345.0,MO,Completed,True,switch,2026-05-08
CALL0000026588,SUB00003275,CELL000117,2026-05-03 19:44:00,163.0,MT,Completed,False,switch,2026-05-03
CALL0000026589,SUB00004329,CELL000186,2026-05-10 18:00:00,108.0,MO,Completed,True,switch,2026-05-10
CALL0000026590,SUB00003194,CELL000223,,20.0,MO,Dropped,False,switch,
CALL0000026591,SUB00001122,CELL000067,2026-05-17 14:17:00,200.0,MO,Completed,False,switch,2026-05-17
CALL0000026592,SUB00002443,CELL000233,,380.0,MT,Completed,False,switch,
CALL0000026593,SUB00000874,CELL000056,,9.0,MO,Completed,True,switch,
CALL0000026594,SUB00003977,CELL000005,2026-04-07 03:19:00,596.0,MT,Completed,False,switch,2026-04-07
CALL0000026595,SUB00002427,CELL000203,,34.0,MO,Completed,True,switch,
CALL0000026596,SUB00000687,CELL000066,,151.0,MO,Completed,False,switch,
CALL0000026597,SUB00000645,CELL000101,2026-04-22 02:24:00,233.0,MO,Completed,False,switch,2026-04-22
CALL0000026598,SUB00001649,CELL000071,2026-05-18 01:08:00,23.0,MO,Completed,False,switch,2026-05-18
CALL0000026599,SUB00002452,CELL000184,2026-05-11 22:52:00,172.0,MO,Dropped,False,switch,2026-05-11
CALL0000026600,SUB00002562,CELL000011,2026-04-20 03:45:00,126.0,MO,Failed,False,switch,2026-04-20
CALL0000026601,SUB00003056,CELL000171,2026-04-05 07:59:00,472.0,MO,Failed,True,switch,2026-04-05
CALL0000026602,SUB00004378,CELL000075,2026-04-15 06:38:00,114.0,MT,Completed,False,switch,2026-04-15
CALL0000026603,SUB00003435,CELL000131,2026-05-07 13:05:00,182.0,MO,Completed,False,switch,2026-05-07
CALL0000026604,SUB00000319,CELL000140,2026-05-15 08:20:00,155.0,MO,Completed,False,switch,2026-05-15
CALL0000026605,SUB00003556,CELL000191,,64.0,MO,Completed,False,switch,
CALL0000026606,SUB00001954,CELL000040,2026-04-01 12:03:00,183.0,MO,Completed,True,switch,2026-04-01
CALL0000026607,SUB00002330,CELL000066,,12.0,MO,Failed,False,switch,
CALL0000026608,SUB00002384,CELL000195,2026-04-25 13:29:00,626.0,MT,Completed,False,switch,2026-04-25
CALL0000026609,SUB00003393,CELL000245,2026-05-14 00:22:00,363.0,MT,Completed,False,switch,2026-05-14
CALL0000026610,SUB00000601,CELL000196,2026-05-24 16:27:00,123.0,MT,Dropped,False,switch,2026-05-24
CALL0000026611,SUB00002843,CELL000199,2026-04-21 19:47:00,18.0,MT,Failed,False,switch,2026-04-21
CALL0000026612,SUB00002182,CELL000224,2026-05-17 16:55:00,255.0,MT,Completed,False,switch,2026-05-17
CALL0000026613,SUB00004505,CELL000173,,451.0,MT,Failed,True,switch,
CALL0000026614,SUB00002477,CELL000017,2026-05-11 04:51:00,148.0,MT,Completed,False,switch,2026-05-11
CALL0000026615,SUB00004742,CELL000135,,3.0,MT,Completed,False,switch,
CALL0000026616,SUB00000008,CELL000090,,19.0,MT,Completed,False,switch,
CALL0000026617,SUB00001763,CELL000106,2026-05-25 15:01:00,51.0,MT,Dropped,False,switch,2026-05-25
CALL0000026618,SUB00001810,CELL000219,2026-04-29 01:21:00,139.0,MO,Completed,True,switch,2026-04-29
CALL0000026619,SUB00003386,CELL000246,2026-05-03 16:11:00,11.0,MT,Completed,False,switch,2026-05-03
CALL0000026620,SUB00000917,CELL000200,2026-05-13 10:57:00,34.0,MT,Dropped,False,switch,2026-05-13
CALL0000026621,SUB00004343,CELL000064,2026-04-08 09:26:00,62.0,MT,Completed,False,switch,2026-04-08
CALL0000026622,SUB00003691,CELL000118,,12.0,MO,Completed,False,switch,
CALL0000026623,SUB00000875,CELL000082,2026-05-29 03:44:00,15.0,MO,Failed,True,switch,2026-05-29
CALL0000026624,SUB00004412,CELL000194,2026-05-06 14:47:00,54.0,MO,Completed,True,switch,2026-05-06
CALL0000026625,SUB00002146,CELL000106,,123.0,MO,Dropped,False,switch,
CALL0000026626,SUB00000690,CELL000047,,3.0,MO,Dropped,False,switch,
CALL0000026627,SUB00003532,CELL000090,2026-04-14 03:55:00,77.0,MT,Dropped,False,switch,2026-04-14
CALL0000026628,SUB00003351,CELL000240,2026-05-22 17:23:00,67.0,MO,Dropped,True,switch,2026-05-22
CALL0000026629,SUB00003011,CELL000246,,417.0,MO,Failed,True,switch,
CALL0000026630,SUB00002660,CELL000247,2026-04-26 20:41:00,557.0,MO,Failed,False,switch,2026-04-26
CALL0000026631,SUB00004559,CELL000227,2026-04-24 05:46:00,26.0,MO,Completed,False,switch,2026-04-24
CALL0000026632,SUB00002799,CELL000152,2026-05-27 17:06:00,10.0,MO,Dropped,False,switch,2026-05-27
CALL0000026633,SUB00000495,CELL000003,,195.0,MT,Completed,False,switch,
CALL0000026634,SUB00001130,CELL000078,2026-05-01 01:14:00,77.0,MT,Completed,False,switch,2026-05-01
CALL0000026635,SUB00002297,CELL000223,2026-05-07 21:41:00,15.0,MO,Failed,False,switch,2026-05-07
CALL0000026636,SUB00000038,CELL000112,,85.0,MT,Completed,False,switch,
CALL0000026637,SUB00004263,CELL000014,2026-04-03 05:00:00,16.0,MO,Dropped,False,switch,2026-04-03
CALL0000026638,SUB00004269,CELL000182,,104.0,MO,Failed,True,switch,
CALL0000026639,SUB00001501,CELL000194,,145.0,MO,Failed,False,switch,
CALL0000026640,SUB00002811,CELL000173,2026-05-04 12:16:00,541.0,MO,Completed,False,switch,2026-05-04
CALL0000026641,SUB00003255,CELL000083,2026-05-24 18:02:00,55.0,MO,Failed,False,switch,2026-05-24
CALL0000026642,SUB00001261,CELL000178,2026-05-05 11:37:00,249.0,MO,Failed,False,switch,2026-05-05
CALL0000026643,SUB00004473,CELL000147,2026-05-04 12:43:00,7.0,MO,Failed,False,switch,2026-05-04
CALL0000026644,SUB00002102,CELL000165,,22.0,MT,Failed,False,switch,
CALL0000026645,SUB00004408,CELL000046,,119.0,MO,Completed,True,switch,
CALL0000026646,SUB00004341,CELL000060,2026-04-05 11:26:00,59.0,MO,Dropped,False,switch,2026-04-05
CALL0000026647,SUB00004827,CELL000050,2026-05-02 18:02:00,19.0,MT,Completed,False,switch,2026-05-02
CALL0000026648,SUB00002429,CELL000007,,21.0,MO,Failed,False,switch,
CALL0000026649,SUB00000855,CELL000233,,315.0,MO,Completed,False,switch,
CALL0000026650,SUB00001644,CELL000160,2026-04-01 11:46:00,1.0,MO,Failed,False,switch,2026-04-01
CALL0000026651,SUB00003894,CELL000163,,178.0,MT,Completed,False,switch,
CALL0000026652,SUB00000287,CELL000028,2026-05-11 06:06:00,130.0,MO,Completed,True,switch,2026-05-11
CALL0000026653,SUB00000353,CELL000151,,253.0,MO,Dropped,True,switch,
CALL0000026654,SUB00003284,CELL000132,2026-04-24 01:18:00,654.0,MO,Failed,False,switch,2026-04-24
CALL0000026655,SUB00001974,CELL000028,,136.0,MT,Dropped,False,switch,
CALL0000026656,SUB00002335,CELL000213,2026-05-10 11:48:00,160.0,MO,Completed,False,switch,2026-05-10
CALL0000026657,SUB00002616,CELL000205,,177.0,MO,Failed,False,switch,
CALL0000026658,SUB00001304,CELL000004,,131.0,MO,Completed,True,switch,
CALL0000026659,SUB00000215,CELL000026,2026-05-08 20:26:00,238.0,MT,Completed,False,switch,2026-05-08
CALL0000026660,SUB00003169,CELL000149,2026-04-08 08:04:00,771.0,MT,Completed,False,switch,2026-04-08
CALL0000026661,SUB00001331,CELL000037,,62.0,MO,Failed,False,switch,
CALL0000026662,SUB00003184,CELL000006,2026-04-17 04:36:00,178.0,MO,Completed,False,switch,2026-04-17
CALL0000026663,SUB00003874,CELL000156,2026-04-16 23:11:00,100.0,MO,Failed,False,switch,2026-04-16
CALL0000026664,SUB00002521,CELL000102,,67.0,MT,Completed,False,switch,
CALL0000026665,SUB00003031,CELL000076,2026-04-19 14:49:00,384.0,MO,Dropped,False,switch,2026-04-19
CALL0000026666,SUB00000128,CELL000239,,462.0,MT,Completed,False,switch,
CALL0000026667,SUB00003204,CELL000062,,421.0,MT,Completed,True,switch,
CALL0000026668,SUB00001795,CELL000158,,88.0,MO,Completed,True,switch,
CALL0000026669,SUB00003223,CELL000243,2026-05-10 09:00:00,103.0,MO,Completed,False,switch,2026-05-10
CALL0000026670,SUB00003824,CELL000047,,256.0,MT,Completed,False,switch,
CALL0000026671,SUB00001679,CELL000135,,107.0,MT,Dropped,False,switch,
CALL0000026672,SUB00002425,CELL000077,,163.0,MO,Completed,True,switch,
CALL0000026673,SUB00004268,CELL000081,2026-05-10 08:14:00,656.0,MO,Completed,True,switch,2026-05-10
CALL0000026674,SUB00000245,CELL000212,,336.0,MO,Completed,False,switch,
CALL0000026675,SUB00000295,CELL000112,,95.0,MO,Completed,False,switch,
CALL0000026676,SUB00004542,CELL000012,,120.0,MT,Completed,False,switch,
CALL0000026677,SUB00001704,CELL000226,2026-05-26 10:20:00,101.0,MO,Completed,False,switch,2026-05-26
CALL0000026678,SUB00001811,CELL000019,2026-05-07 22:43:00,82.0,MO,Completed,False,switch,2026-05-07
CALL0000026679,SUB00002259,CELL000177,2026-04-25 02:49:00,104.0,MO,Completed,False,switch,2026-04-25
CALL0000026680,SUB00002808,CELL000029,2026-05-17 22:17:00,16.0,MO,Dropped,False,switch,2026-05-17
CALL0000026681,SUB00001817,CELL000196,,7.0,MO,Completed,False,switch,
CALL0000026682,SUB00001056,CELL000013,,84.0,MT,Failed,True,switch,
CALL0000026683,SUB00003843,CELL000008,2026-05-06 00:22:00,44.0,MT,Completed,False,switch,2026-05-06
CALL0000026684,SUB00002225,CELL000046,2026-05-22 22:45:00,283.0,MO,Completed,False,switch,2026-05-22
CALL0000026685,SUB00001662,CELL000204,2026-05-17 20:24:00,442.0,MO,Failed,False,switch,2026-05-17
CALL0000026686,SUB00003359,CELL000087,,1.0,MT,Completed,False,switch,
CALL0000026687,SUB00004849,CELL000226,2026-04-19 07:21:00,232.0,MO,Failed,False,switch,2026-04-19
CALL0000026688,SUB00000755,CELL000073,2026-05-10 14:18:00,474.0,MT,Completed,False,switch,2026-05-10
CALL0000026689,SUB00001097,CELL000207,,285.0,MO,Completed,False,switch,
CALL0000026690,SUB00002667,CELL000247,,130.0,MT,Completed,False,switch,
CALL0000026691,SUB00004583,CELL000231,,89.0,MO,Dropped,False,switch,
CALL0000026692,SUB00001350,CELL000034,,17.0,MT,Completed,False,switch,
CALL0000026693,SUB00002086,CELL000157,,322.0,MT,Failed,False,switch,
CALL0000026694,SUB00001064,CELL000056,2026-05-17 01:48:00,332.0,MT,Completed,True,switch,2026-05-17
CALL0000026695,SUB00000366,CELL000185,2026-04-13 00:32:00,40.0,MO,Dropped,False,switch,2026-04-13
CALL0000026696,SUB00001641,CELL000043,2026-05-11 12:14:00,262.0,MT,Failed,True,switch,2026-05-11
CALL0000026697,SUB00003743,CELL000205,,26.0,MO,Failed,False,switch,
CALL0000026698,SUB00003946,CELL000037,,135.0,MT,Completed,False,switch,
CALL0000026699,SUB00002588,CELL000032,,89.0,MO,Failed,False,switch,
CALL0000026700,SUB00002480,CELL000020,2026-04-12 17:43:00,171.0,MO,Completed,True,switch,2026-04-12
CALL0000026701,SUB00002161,CELL000007,2026-05-30 05:28:00,304.0,MT,Completed,False,switch,2026-05-30
CALL0000026702,SUB00000761,CELL000013,2026-05-29 01:48:00,187.0,MO,Dropped,False,switch,2026-05-29
CALL0000026703,SUB00001453,CELL000069,,412.0,MT,Failed,True,switch,
CALL0000026704,SUB00002429,CELL000132,,299.0,MT,Dropped,False,switch,
CALL0000026705,SUB00000182,CELL000167,2026-05-31 21:43:00,73.0,MO,Completed,False,switch,2026-05-31
CALL0000026706,SUB00004221,CELL000090,2026-04-13 01:20:00,88.0,MO,Dropped,False,switch,2026-04-13
CALL0000026707,SUB00001450,CELL000230,2026-04-11 01:28:00,248.0,MT,Completed,False,switch,2026-04-11
CALL0000026708,SUB00003340,CELL000068,,458.0,MO,Failed,False,switch,
CALL0000026709,SUB00001286,CELL000008,2026-05-15 16:37:00,126.0,MT,Completed,True,switch,2026-05-15
CALL0000026710,SUB00002314,CELL000238,,483.0,MO,Failed,False,switch,
CALL0000026711,SUB00002203,CELL000196,,52.0,MT,Dropped,True,switch,
CALL0000026712,SUB00003839,CELL000006,,580.0,MO,Dropped,False,switch,
CALL0000026713,SUB00001942,CELL000242,2026-05-19 15:37:00,41.0,MO,Completed,False,switch,2026-05-19
CALL0000026714,SUB00003685,CELL000021,2026-04-07 21:00:00,387.0,MO,Completed,False,switch,2026-04-07
CALL0000026715,SUB00000395,CELL000156,2026-04-16 07:22:00,163.0,MO,Completed,False,switch,2026-04-16
CALL0000026716,SUB00002614,CELL000101,,7.0,MO,Completed,False,switch,
CALL0000026717,SUB00004179,CELL000232,,511.0,MT,Dropped,False,switch,
CALL0000026718,SUB00001756,CELL000160,,498.0,MO,Dropped,True,switch,
CALL0000026719,SUB00002238,CELL000026,2026-04-28 14:59:00,27.0,MO,Completed,False,switch,2026-04-28
CALL0000026720,SUB00004019,CELL000024,,329.0,MO,Completed,False,switch,
CALL0000026721,SUB00000443,CELL000100,2026-04-08 17:39:00,189.0,MT,Completed,True,switch,2026-04-08
CALL0000026722,SUB00001848,CELL000083,,88.0,MO,Completed,False,switch,
CALL0000026723,SUB00000836,CELL000064,2026-05-19 02:54:00,99.0,MO,Completed,True,switch,2026-05-19
CALL0000026724,SUB00002612,CELL000032,2026-04-08 23:13:00,31.0,MO,Completed,False,switch,2026-04-08
CALL0000026725,SUB00003797,CELL000029,2026-05-23 20:42:00,242.0,MT,Failed,False,switch,2026-05-23
CALL0000026726,SUB00000520,CELL000010,2026-05-07 19:32:00,263.0,MO,Completed,False,switch,2026-05-07
CALL0000026727,SUB00003166,CELL000177,2026-04-28 00:57:00,6.0,MT,Completed,False,switch,2026-04-28
CALL0000026728,SUB00002619,CELL000042,,359.0,MO,Failed,True,switch,
CALL0000026729,SUB00003290,CELL000233,2026-04-07 09:43:00,205.0,MT,Completed,False,switch,2026-04-07
CALL0000026730,SUB00004474,CELL000114,,771.0,MO,Failed,False,switch,
CALL0000026731,SUB00003222,CELL000158,2026-04-05 09:18:00,136.0,MT,Failed,False,switch,2026-04-05
CALL0000026732,SUB00003475,CELL000028,2026-04-21 10:33:00,145.0,MT,Completed,True,switch,2026-04-21
CALL0000026733,SUB00002888,CELL000074,,315.0,MO,Failed,False,switch,
CALL0000026734,SUB00003888,CELL000170,2026-05-12 10:11:00,41.0,MO,Dropped,False,switch,2026-05-12
CALL0000026735,SUB00003347,CELL000255,2026-04-12 06:03:00,11.0,MO,Completed,False,switch,2026-04-12
CALL0000026736,SUB00001524,CELL000069,,280.0,MO,Failed,False,switch,
CALL0000026737,SUB00001489,CELL000250,2026-05-30 04:35:00,225.0,MT,Failed,False,switch,2026-05-30
CALL0000026738,SUB00004206,CELL000190,2026-05-29 14:17:00,353.0,MO,Dropped,True,switch,2026-05-29
CALL0000026739,SUB00000837,CELL000096,,46.0,MO,Completed,False,switch,
