payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_status
PMT400003635,INV400003635,2026-05-16,245.52,CHECK,Posted
PMT500003635,INV500003635,2026-06-15,58.7,CARD,Failed
PMT400003636,INV400003636,2026-05-16,77.3,CHECK,Failed
PMT500003636,INV500003636,2026-06-19,176.01,ACH,Reversed
PMT400003637,INV400003637,2026-05-16,55.65,CARD,Reversed
PMT500003637,INV500003637,2026-06-07,70.76,CHECK,Reversed
PMT400003638,INV400003638,2026-05-16,28.12,CASH,Failed
PMT400003639,INV400003639,2026-05-20,147.03,CASH,Posted
PMT400003640,INV400003640,2026-05-16,139.58,CASH,Pending
PMT500003640,INV500003640,2026-06-02,203.31,CARD,Pending
PMT400003641,INV400003641,2026-05-20,59.94,CHECK,Posted
PMT500003641,INV500003641,2026-06-07,201.4,CARD,Pending
PMT400003642,INV400003642,2026-05-16,51.41,CHECK,Posted
PMT500003642,INV500003642,2026-07-02,59.16,CASH,Posted
PMT400003643,INV400003643,2026-06-02,58.51,CARD,Posted
PMT400003644,INV400003644,2026-05-08,83.99,ACH,Reversed
PMT500003644,INV500003644,2026-07-02,216.82,ACH,Posted
PMT500003645,INV500003645,2026-06-15,39.98,CARD,Failed
PMT500003646,INV500003646,2026-06-19,123.22,CHECK,Posted
PMT400003647,INV400003647,2026-05-08,121.72,ACH,Failed
PMT500003647,INV500003647,2026-06-02,125.0,CHECK,Posted
PMT400003648,INV400003648,2026-05-16,179.76,CHECK,Pending
PMT500003648,INV500003648,2026-06-15,258.42,ACH,Posted
PMT500003650,INV500003650,2026-06-15,80.89,CARD,Posted
PMT400003651,INV400003651,2026-05-08,117.41,ACH,Failed
PMT500003651,INV500003651,2026-06-19,80.77,CHECK,Failed
PMT400003652,INV400003652,2026-06-02,177.17,ACH,Pending
PMT500003652,INV500003652,2026-06-07,112.65,CASH,Reversed
PMT400003653,INV400003653,2026-05-08,132.21,CASH,Posted
PMT500003653,INV500003653,2026-06-15,116.76,CARD,Failed
PMT400003654,INV400003654,2026-05-08,99.97,CHECK,Pending
PMT500003654,INV500003654,2026-06-02,80.01,ACH,Posted
PMT400003655,INV400003655,2026-05-03,150.02,CARD,Posted
PMT500003655,INV500003655,2026-07-02,121.64,ACH,Posted
PMT400003656,INV400003656,2026-05-03,239.64,CASH,Pending
PMT400003657,INV400003657,2026-05-08,32.84,CASH,Posted
PMT500003657,INV500003657,2026-06-02,241.73,ACH,Posted
PMT500003658,INV500003658,2026-06-15,158.34,CASH,Posted
PMT400003659,INV400003659,2026-05-03,35.4,CASH,Failed
PMT500003659,INV500003659,2026-06-07,70.54,CARD,Posted
PMT400003660,INV400003660,2026-05-08,97.9,CASH,Posted
PMT500003661,INV500003661,2026-06-02,169.07,ACH,Posted
PMT400003662,INV400003662,2026-05-20,93.99,ACH,Posted
PMT500003662,INV500003662,2026-06-19,76.21,CASH,Posted
PMT400003663,INV400003663,2026-06-02,76.84,CARD,Posted
PMT500003663,INV500003663,2026-06-02,243.88,ACH,Failed
PMT400003664,INV400003664,2026-06-02,250.97,CASH,Reversed
PMT400003665,INV400003665,2026-05-20,36.65,ACH,Posted
PMT500003665,INV500003665,2026-06-02,160.35,ACH,Reversed
PMT400003666,INV400003666,2026-05-03,121.26,CHECK,Pending
PMT500003666,INV500003666,2026-06-07,24.42,CARD,Pending
PMT400003667,INV400003667,2026-05-16,110.52,ACH,Reversed
PMT500003667,INV500003667,2026-07-02,69.49,ACH,Posted
PMT400003668,INV400003668,2026-05-16,104.4,ACH,Posted
PMT500003668,INV500003668,2026-06-07,68.31,CARD,Posted
PMT400003669,INV400003669,2026-06-02,209.53,CHECK,Pending
PMT500003669,INV500003669,2026-07-02,118.67,CASH,Reversed
PMT400003670,INV400003670,2026-05-20,101.7,ACH,Failed
PMT500003670,INV500003670,2026-06-15,85.51,CHECK,Posted
PMT400003671,INV400003671,2026-05-16,188.16,ACH,Posted
PMT500003671,INV500003671,2026-06-02,31.66,CARD,Failed
PMT400003672,INV400003672,2026-05-20,144.29,ACH,Posted
PMT500003672,INV500003672,2026-06-02,86.98,ACH,Failed
PMT500003673,INV500003673,2026-06-07,226.39,CARD,Reversed
PMT400003674,INV400003674,2026-05-03,30.08,CARD,Posted
PMT500003674,INV500003674,2026-06-07,41.81,CARD,Posted
PMT400003675,INV400003675,2026-05-08,82.93,ACH,Failed
PMT500003675,INV500003675,2026-06-15,32.35,CARD,Reversed
PMT400003676,INV400003676,2026-06-02,57.36,ACH,Posted
PMT500003676,INV500003676,2026-06-07,82.03,CARD,Posted
PMT500003677,INV500003677,2026-06-15,158.32,ACH,Reversed
PMT400003678,INV400003678,2026-05-16,211.38,CARD,Pending
PMT500003678,INV500003678,2026-06-19,67.09,ACH,Reversed
PMT400003679,INV400003679,2026-05-03,45.81,CASH,Pending
PMT400003680,INV400003680,2026-05-03,243.78,CARD,Posted
PMT500003680,INV500003680,2026-07-02,164.79,CASH,Posted
PMT400003681,INV400003681,2026-05-08,45.02,CASH,Reversed
PMT500003681,INV500003681,2026-06-02,27.64,ACH,Posted
PMT400003682,INV400003682,2026-05-16,139.03,CHECK,Posted
PMT500003682,INV500003682,2026-07-02,99.41,ACH,Posted
PMT400003683,INV400003683,2026-06-02,50.01,ACH,Posted
PMT500003683,INV500003683,2026-06-02,113.99,CASH,Posted
PMT400003684,INV400003684,2026-06-02,148.57,ACH,Reversed
PMT500003684,INV500003684,2026-06-07,167.35,ACH,Reversed
PMT400003685,INV400003685,2026-05-16,94.75,CASH,Reversed
PMT500003685,INV500003685,2026-06-07,92.63,CARD,Posted
PMT400003686,INV400003686,2026-05-08,130.03,ACH,Reversed
PMT500003686,INV500003686,2026-07-02,192.8,CASH,Posted
PMT400003687,INV_BAD,2026-05-20,61.14,ACH,Reversed
PMT500003687,INV500003687,2026-06-19,189.11,ACH,Posted
PMT400003688,INV400003688,2026-05-16,161.45,CASH,Failed
PMT500003688,INV500003688,2026-06-02,64.82,CASH,Reversed
PMT400003689,INV400003689,2026-05-08,106.4,CHECK,Posted
PMT500003689,INV500003689,2026-06-15,232.03,CASH,Posted
PMT400003690,INV400003690,2026-05-08,64.98,CASH,Posted
PMT500003690,INV500003690,2026-06-07,54.87,CARD,Reversed
PMT400003691,INV400003691,2026-05-16,72.75,CHECK,Posted
PMT500003691,INV500003691,2026-07-02,24.61,CHECK,Failed
PMT500003692,INV500003692,2026-06-07,186.72,CASH,Posted
PMT400003693,INV400003693,2026-05-16,176.84,CARD,Posted
PMT500003693,INV500003693,2026-06-07,211.62,ACH,Reversed
PMT400003694,INV400003694,2026-06-02,122.94,CHECK,Failed
PMT500003694,INV500003694,2026-06-19,87.92,CASH,Failed
PMT400003695,INV400003695,2026-05-08,100.01,CHECK,Posted
PMT500003695,INV500003695,2026-06-02,220.87,CHECK,Reversed
PMT400003696,INV400003696,2026-06-02,25.17,CASH,Pending
PMT500003696,INV500003696,2026-06-15,35.5,CARD,Posted
PMT400003697,INV400003697,2026-05-08,110.01,ACH,Failed
PMT400003698,INV400003698,2026-05-03,78.81,ACH,Posted
PMT500003698,INV500003698,2026-06-07,113.8,ACH,Posted
PMT400003699,INV400003699,2026-05-16,112.51,CARD,Posted
PMT400003700,INV400003700,2026-05-03,104.59,ACH,Failed
PMT500003700,INV500003700,2026-06-02,205.29,CASH,Posted
PMT400003701,INV400003701,2026-06-02,192.59,ACH,Reversed
PMT500003701,INV500003701,2026-06-02,60.17,CASH,Pending
PMT400003702,INV400003702,2026-05-20,177.9,CHECK,Failed
PMT500003702,INV500003702,2026-06-02,55.5,ACH,Reversed
PMT400003703,INV400003703,2026-06-02,208.67,CASH,Posted
PMT500003703,INV500003703,2026-06-07,129.69,CASH,Posted
PMT400003704,INV400003704,2026-05-16,93.75,ACH,Posted
PMT500003704,INV500003704,2026-07-02,51.73,CARD,Posted
PMT400003705,INV400003705,2026-05-08,19.81,CHECK,Reversed
PMT500003705,INV500003705,2026-06-02,55.91,ACH,Posted
PMT400003706,INV400003706,2026-05-20,37.29,CARD,Failed
PMT500003706,INV500003706,2026-06-15,255.53,CASH,Reversed
PMT400003707,INV400003707,2026-06-02,67.9,ACH,Posted
PMT500003707,INV500003707,2026-06-15,58.6,CARD,Failed
PMT400003708,INV400003708,2026-05-03,177.29,CARD,Posted
PMT500003708,INV500003708,2026-06-19,99.94,CARD,Posted
PMT400003709,INV400003709,2026-06-02,97.8,CARD,Posted
PMT500003709,INV500003709,2026-06-07,189.62,CARD,Reversed
PMT400003710,INV400003710,2026-05-16,224.3,CHECK,Posted
PMT500003710,INV500003710,2026-06-19,222.43,ACH,Posted
PMT400003711,INV400003711,2026-06-02,56.93,CHECK,Failed
PMT500003711,INV500003711,2026-07-02,101.29,ACH,Posted
PMT400003712,INV400003712,2026-05-08,185.98,CARD,Failed
PMT500003712,INV500003712,2026-07-02,24.07,CHECK,Failed
PMT400003713,INV400003713,2026-05-20,76.66,ACH,Reversed
PMT500003713,INV500003713,2026-07-02,62.41,CHECK,Reversed
PMT500003714,INV500003714,2026-06-02,95.37,CARD,Reversed
PMT400003715,INV400003715,2026-06-02,87.83,CASH,Failed
PMT500003716,INV500003716,2026-07-02,10.83,CARD,Failed
PMT400003717,INV400003717,2026-05-08,95.04,CHECK,Pending
PMT400003718,INV400003718,2026-05-03,61.91,ACH,Reversed
PMT500003718,INV500003718,2026-07-02,111.91,CHECK,Failed
PMT400003719,INV400003719,2026-05-20,73.59,ACH,Reversed
PMT500003719,INV500003719,2026-06-15,123.3,CHECK,Posted
PMT500003720,INV500003720,2026-06-02,232.95,CARD,Pending
PMT400003721,INV400003721,2026-05-16,216.35,ACH,Posted
PMT500003721,INV500003721,2026-06-02,119.23,CASH,Posted
PMT400003722,INV400003722,2026-05-20,94.5,CHECK,Posted
PMT500003722,INV500003722,2026-06-07,198.81,ACH,Posted
PMT400003723,INV400003723,2026-05-20,207.59,CASH,Posted
PMT500003723,INV500003723,2026-06-15,65.49,ACH,Pending
PMT400003724,INV400003724,2026-05-20,83.17,ACH,Posted
PMT500003724,INV500003724,2026-06-19,118.75,ACH,Posted
PMT400003725,INV400003725,2026-06-02,47.34,CHECK,Failed
PMT500003725,INV500003725,2026-06-02,84.46,CHECK,Reversed
PMT400003726,INV400003726,2026-05-08,237.08,ACH,Posted
PMT500003726,INV500003726,2026-07-02,10.14,CARD,Pending
PMT500003727,INV500003727,2026-06-07,195.41,CARD,Failed
PMT500003728,INV500003728,2026-06-02,170.46,ACH,Failed
PMT400003729,INV400003729,2026-05-16,95.39,ACH,Posted
PMT500003729,INV500003729,2026-07-02,108.7,CASH,Reversed
PMT400003730,INV400003730,2026-06-02,28.01,CARD,Reversed
PMT500003730,INV500003730,2026-06-19,219.99,CASH,Posted
PMT400003731,INV400003731,2026-05-16,125.57,ACH,Failed
PMT500003731,INV500003731,2026-06-19,207.81,CHECK,Posted
PMT400003732,INV400003732,2026-06-02,132.5,ACH,Posted
PMT500003732,INV500003732,2026-06-07,71.51,CASH,Pending
PMT500003733,INV500003733,2026-06-19,257.68,CHECK,Reversed
PMT400003734,INV400003734,2026-05-03,244.32,CHECK,Posted
PMT500003734,INV500003734,2026-06-19,225.58,ACH,Reversed
PMT400003735,INV400003735,2026-05-16,89.54,ACH,Posted
PMT500003735,INV500003735,2026-06-07,70.73,ACH,Posted
PMT400003736,INV400003736,2026-05-03,142.17,ACH,Posted
PMT500003736,INV500003736,2026-06-02,30.22,ACH,Posted
PMT400003737,INV400003737,2026-05-03,53.93,ACH,Posted
PMT500003737,INV500003737,2026-06-19,114.54,CARD,Pending
PMT400003738,INV400003738,2026-05-20,46.59,CARD,Pending
PMT500003738,INV500003738,2026-06-07,56.51,CHECK,Reversed
PMT400003739,INV400003739,2026-05-20,132.02,ACH,Posted
PMT500003739,INV500003739,2026-06-07,80.56,ACH,Reversed
PMT400003740,INV400003740,2026-06-02,225.83,CASH,Posted
PMT500003740,INV500003740,2026-06-02,98.58,CHECK,Failed
PMT400003741,INV400003741,2026-06-02,114.26,CASH,Posted
PMT500003741,INV500003741,2026-06-02,27.85,CHECK,Reversed
PMT400003742,INV400003742,2026-05-03,170.78,ACH,Pending
PMT500003742,INV500003742,2026-06-15,59.03,CASH,Posted
PMT400003743,INV400003743,2026-05-08,101.6,ACH,Reversed
PMT500003743,INV500003743,2026-06-19,127.79,CASH,Failed
PMT400003744,INV400003744,2026-06-02,215.72,CASH,Pending
PMT500003744,INV500003744,2026-06-07,54.51,CARD,Reversed
PMT400003745,INV400003745,2026-05-08,99.5,CHECK,Posted
PMT400003746,INV400003746,2026-05-08,69.57,ACH,Posted
PMT500003746,INV500003746,2026-06-07,19.93,CASH,Reversed
PMT400003747,INV400003747,2026-05-16,47.57,CASH,Pending
PMT500003747,INV500003747,2026-06-19,19.45,CHECK,Posted
PMT400003748,INV400003748,2026-05-20,65.14,ACH,Posted
PMT500003748,INV500003748,2026-06-19,146.33,ACH,Posted
PMT400003749,INV400003749,2026-06-02,59.82,CHECK,Pending
PMT500003749,INV500003749,2026-06-19,150.25,CASH,Posted
PMT400003750,INV400003750,2026-06-02,91.87,ACH,Posted
PMT500003750,INV500003750,2026-06-02,143.55,CHECK,Posted
PMT400003751,INV400003751,2026-06-02,93.52,CASH,Failed
PMT500003751,INV500003751,2026-06-07,23.81,ACH,Posted
PMT400003752,INV400003752,2026-05-08,56.98,CARD,Failed
PMT400003753,INV400003753,2026-05-08,116.46,ACH,Pending
PMT500003753,INV500003753,2026-07-02,193.66,ACH,Pending
PMT400003754,INV400003754,2026-05-16,21.53,ACH,Failed
PMT500003754,INV500003754,2026-06-07,85.63,CHECK,Reversed
PMT400003755,INV400003755,2026-05-16,111.64,ACH,Failed
PMT500003755,INV500003755,2026-06-02,72.64,CASH,Reversed
PMT400003756,INV400003756,2026-05-08,246.07,ACH,Reversed
PMT500003756,INV500003756,2026-06-19,41.73,ACH,Posted
PMT400003757,INV400003757,2026-05-20,84.4,CARD,Reversed
PMT400003758,INV400003758,2026-05-16,120.18,CHECK,Posted
PMT500003758,INV500003758,2026-06-19,154.57,ACH,Posted
PMT400003759,INV400003759,2026-05-20,158.92,ACH,Posted
PMT500003759,INV500003759,2026-06-15,203.57,CHECK,Reversed
PMT400003760,INV400003760,2026-05-16,20.94,CASH,Posted
PMT500003760,INV500003760,2026-06-07,22.43,CARD,Failed
PMT400003761,INV400003761,2026-05-20,180.44,CASH,Pending
PMT500003761,INV500003761,2026-06-15,167.39,CARD,Posted
PMT400003762,INV400003762,2026-05-08,172.11,ACH,Posted
PMT500003762,INV500003762,2026-07-02,36.27,CARD,Posted
PMT400003763,INV400003763,2026-05-20,17.49,CHECK,Reversed
PMT500003763,INV500003763,2026-06-15,121.07,CARD,Pending
PMT400003764,INV400003764,2026-05-03,150.29,CHECK,Posted
PMT500003764,INV500003764,2026-06-19,57.74,CASH,Posted
PMT400003765,INV400003765,2026-05-20,167.09,CHECK,Pending
PMT500003765,INV500003765,2026-06-19,65.03,CASH,Pending
PMT400003766,INV400003766,2026-05-03,195.01,CASH,Pending
PMT500003766,INV500003766,2026-07-02,81.63,ACH,Pending
PMT400003767,INV400003767,2026-05-08,216.56,ACH,Pending
PMT500003767,INV500003767,2026-07-02,58.2,ACH,Posted
PMT400003768,INV400003768,2026-05-08,85.93,CARD,Reversed
PMT400003769,INV400003769,2026-05-08,112.91,CHECK,Posted
PMT500003769,INV500003769,2026-06-07,185.95,ACH,Posted
PMT400003770,INV400003770,2026-06-02,78.98,CASH,Posted
PMT400003771,INV400003771,2026-05-08,28.6,ACH,Reversed
PMT500003771,INV500003771,2026-06-07,237.44,CHECK,Posted
PMT400003772,INV400003772,2026-05-16,111.32,CASH,Reversed
PMT500003772,INV500003772,2026-06-19,160.78,CHECK,Pending
PMT400003773,INV400003773,2026-05-08,139.93,CASH,Posted
PMT500003773,INV500003773,2026-07-02,96.59,ACH,Posted
PMT400003774,INV400003774,2026-06-02,241.85,ACH,Failed
PMT500003774,INV500003774,2026-07-02,99.39,ACH,Pending
PMT400003775,INV400003775,2026-05-03,155.17,CARD,Failed
PMT500003775,INV500003775,2026-06-07,46.97,CHECK,Failed
PMT400003776,INV400003776,2026-05-20,175.06,ACH,Posted
PMT500003776,INV500003776,2026-06-07,84.69,ACH,Reversed
PMT400003777,INV400003777,2026-05-08,61.8,CHECK,Failed
PMT500003777,INV500003777,2026-06-19,254.23,CASH,Posted
PMT500003778,INV500003778,2026-06-02,198.3,CHECK,Failed
PMT400003779,INV400003779,2026-05-03,191.1,CASH,Posted
PMT500003779,INV500003779,2026-06-07,45.01,CHECK,Pending
PMT400003780,INV400003780,2026-05-20,56.18,CHECK,Posted
PMT500003780,INV500003780,2026-06-02,53.48,ACH,Pending
PMT400003781,INV400003781,2026-05-16,219.97,CASH,Posted
PMT400003782,INV400003782,2026-06-02,238.14,CASH,Posted
PMT500003782,INV500003782,2026-06-07,140.42,ACH,Posted
PMT500003783,INV500003783,2026-06-15,11.97,CARD,Failed
PMT400003784,INV400003784,2026-05-16,211.21,CASH,Failed
PMT400003785,INV400003785,2026-05-08,100.09,CHECK,Reversed
PMT500003785,INV500003785,2026-06-19,72.26,ACH,Failed
PMT400003786,INV400003786,2026-05-16,59.01,ACH,Posted
PMT400003788,INV400003788,2026-05-20,101.86,CASH,Posted
PMT500003788,INV500003788,2026-06-19,45.77,CARD,Posted
PMT400003789,INV400003789,2026-05-16,201.78,CHECK,Pending
PMT500003789,INV500003789,2026-06-15,58.98,CARD,Reversed
PMT500003790,INV500003790,2026-07-02,67.66,ACH,Posted
PMT400003791,INV400003791,2026-05-20,113.48,ACH,Pending
PMT500003791,INV500003791,2026-06-15,189.47,CHECK,Pending
PMT400003792,INV400003792,2026-05-03,123.84,ACH,Pending
PMT500003792,INV500003792,2026-07-02,26.87,ACH,Posted
PMT400003793,INV400003793,2026-06-02,143.34,ACH,Failed
PMT500003793,INV500003793,2026-06-15,107.95,CHECK,Failed
PMT400003794,INV400003794,2026-05-20,191.67,CHECK,Posted
PMT500003794,INV500003794,2026-07-02,37.69,CARD,Pending
PMT500003795,INV500003795,2026-06-19,97.85,ACH,Posted
PMT500003796,INV500003796,2026-06-02,86.86,ACH,Posted
PMT400003797,INV400003797,2026-05-20,95.04,CHECK,Reversed
PMT500003797,INV500003797,2026-06-07,133.45,CASH,Reversed
PMT400003798,INV400003798,2026-05-16,98.21,ACH,Posted
PMT500003798,INV500003798,2026-06-07,226.15,CHECK,Posted
PMT400003799,INV400003799,2026-05-03,27.64,ACH,Failed
PMT500003799,INV500003799,2026-06-07,163.57,ACH,Failed
PMT400003800,INV400003800,2026-05-16,80.61,CASH,Pending
PMT500003800,INV500003800,2026-07-02,175.55,CASH,Failed
PMT400003801,INV400003801,2026-05-03,196.41,CHECK,Posted
PMT500003801,INV500003801,2026-06-15,186.18,CHECK,Posted
PMT400003802,INV400003802,2026-05-08,85.34,CASH,Posted
PMT500003802,INV500003802,2026-06-15,57.08,CASH,Posted
PMT400003803,INV400003803,2026-05-16,214.98,CARD,Reversed
PMT400003804,INV400003804,2026-05-16,109.69,CHECK,Posted
PMT500003804,INV500003804,2026-07-02,91.69,CHECK,Posted
PMT400003805,INV400003805,2026-06-02,238.07,ACH,Failed
PMT500003805,INV500003805,2026-06-07,46.59,ACH,Posted
PMT400003806,INV400003806,2026-05-03,148.26,CHECK,Pending
PMT500003806,INV500003806,2026-06-07,179.87,CHECK,Reversed
PMT400003807,INV400003807,2026-05-03,137.62,CARD,Posted
PMT500003807,INV500003807,2026-06-15,246.25,ACH,Posted
PMT400003808,INV400003808,2026-05-08,247.72,CASH,Posted
PMT500003808,INV500003808,2026-06-07,67.25,ACH,Posted
PMT400003809,INV400003809,2026-05-20,58.66,ACH,Posted
PMT500003809,INV500003809,2026-06-02,105.09,CASH,Failed
PMT400003810,INV400003810,2026-05-08,190.45,CASH,Posted
PMT500003810,INV500003810,2026-07-02,15.47,ACH,Failed
PMT500003811,INV500003811,2026-06-19,142.73,CASH,Posted
PMT500003812,INV500003812,2026-07-02,126.92,CASH,Posted
PMT400003813,INV400003813,2026-05-03,144.64,ACH,Posted
PMT500003813,INV500003813,2026-06-19,125.36,CASH,Posted
PMT400003814,INV400003814,2026-05-16,176.19,CASH,Posted
PMT500003814,INV500003814,2026-06-07,59.72,ACH,Reversed
PMT400003815,INV400003815,2026-05-03,66.33,CASH,Pending
PMT500003815,INV500003815,2026-06-19,94.68,ACH,Pending
PMT400003816,INV400003816,2026-05-03,221.86,CHECK,Posted
PMT500003816,INV500003816,2026-06-19,184.72,ACH,Posted
PMT400003817,INV400003817,2026-05-16,79.37,ACH,Posted
PMT500003817,INV500003817,2026-06-07,81.61,ACH,Posted
PMT400003818,INV400003818,2026-05-08,103.95,CHECK,Posted
PMT500003818,INV500003818,2026-06-19,103.52,CARD,Posted
PMT400003819,INV400003819,2026-05-08,120.61,CARD,Reversed
PMT400003820,INV400003820,2026-05-16,256.97,CHECK,Failed
PMT500003820,INV500003820,2026-06-19,168.87,ACH,Failed
PMT400003821,INV400003821,2026-05-16,237.96,CARD,Posted
PMT500003821,INV500003821,2026-06-07,137.12,CARD,Posted
PMT400003822,INV400003822,2026-06-02,86.12,CHECK,Posted
PMT500003822,INV500003822,2026-06-15,88.38,CARD,Posted
PMT400003823,INV400003823,2026-05-20,46.21,ACH,Posted
PMT500003823,INV500003823,2026-07-02,224.23,CASH,Posted
PMT400003824,INV400003824,2026-05-20,168.82,ACH,Pending
PMT500003824,INV500003824,2026-06-15,164.93,ACH,Posted
PMT400003825,INV400003825,2026-06-02,79.66,ACH,Pending
PMT500003825,INV500003825,2026-06-15,58.41,ACH,Failed
PMT400003826,INV400003826,2026-05-03,221.31,CASH,Posted
PMT500003826,INV500003826,2026-06-07,31.59,CARD,Posted
PMT400003827,INV400003827,2026-06-02,70.3,ACH,Reversed
PMT500003827,INV500003827,2026-06-07,65.17,ACH,Posted
PMT400003828,INV400003828,2026-05-16,182.3,ACH,Pending
PMT500003828,INV500003828,2026-06-02,62.15,ACH,Posted
PMT400003829,INV400003829,2026-05-20,94.45,CARD,Pending
PMT400003830,INV400003830,2026-05-20,171.24,ACH,Failed
PMT500003830,INV500003830,2026-06-19,93.15,ACH,Pending
PMT400003831,INV400003831,2026-05-20,67.99,CARD,Posted
PMT500003831,INV500003831,2026-07-02,184.8,ACH,Failed
PMT400003832,INV400003832,2026-05-16,24.35,ACH,Posted
PMT400003833,INV400003833,2026-06-02,57.0,ACH,Failed
PMT500003833,INV500003833,2026-06-19,60.17,ACH,Posted
PMT400003834,INV400003834,2026-05-20,239.3,CHECK,Posted
PMT500003834,INV500003834,2026-06-15,245.1,ACH,Failed
PMT400003835,INV400003835,2026-05-03,28.55,CARD,Reversed
PMT500003835,INV500003835,2026-06-07,56.61,CARD,Reversed
PMT400003836,INV400003836,2026-05-20,235.08,CARD,Failed
PMT400003837,INV400003837,2026-06-02,206.64,CHECK,Reversed
PMT500003837,INV500003837,2026-06-19,64.77,ACH,Posted
PMT500003838,INV500003838,2026-06-19,117.31,CARD,Pending
PMT500003839,INV500003839,2026-07-02,33.23,CHECK,Posted
PMT400003840,INV400003840,2026-05-03,26.71,CARD,Posted
PMT500003840,INV500003840,2026-06-07,30.92,CHECK,Posted
PMT400003841,INV400003841,2026-05-16,258.52,CHECK,Posted
PMT500003841,INV500003841,2026-06-02,203.82,CHECK,Pending
PMT400003842,INV400003842,2026-05-03,228.88,CHECK,Pending
PMT500003842,INV500003842,2026-06-02,22.87,CARD,Posted
PMT400003843,INV400003843,2026-05-03,17.87,CARD,Reversed
PMT500003843,INV500003843,2026-06-15,249.15,CARD,Posted
PMT400003844,INV400003844,2026-06-02,85.09,ACH,Failed
PMT500003844,INV500003844,2026-06-15,242.24,CARD,Reversed
PMT400003845,INV400003845,2026-05-03,58.08,CHECK,Reversed
PMT500003845,INV500003845,2026-06-02,244.12,CHECK,Posted
PMT400003846,INV400003846,2026-05-20,40.16,ACH,Reversed
PMT500003846,INV500003846,2026-06-07,237.0,ACH,Posted
PMT400003847,INV400003847,2026-05-08,44.11,CARD,Posted
PMT500003847,INV500003847,2026-06-15,51.37,CARD,Posted
PMT400003848,INV400003848,2026-06-02,126.02,ACH,Posted
PMT500003848,INV500003848,2026-06-07,177.56,CASH,Pending
PMT400003849,INV400003849,2026-05-16,69.35,CASH,Posted
PMT500003849,INV500003849,2026-07-02,121.64,CARD,Posted
PMT400003850,INV400003850,2026-05-03,159.73,CARD,Pending
PMT400003851,INV400003851,2026-06-02,45.52,ACH,Posted
PMT500003851,INV500003851,2026-06-19,141.9,CHECK,Failed
PMT400003852,INV400003852,2026-05-20,192.03,ACH,Failed
PMT500003852,INV500003852,2026-06-07,121.87,ACH,Failed
PMT400003853,INV400003853,2026-05-16,208.3,CARD,Posted
PMT500003853,INV500003853,2026-06-07,220.86,CARD,Posted
PMT400003854,INV400003854,2026-05-03,193.97,CASH,Failed
PMT500003854,INV500003854,2026-06-19,208.87,ACH,Failed
PMT400003855,INV400003855,2026-06-02,179.33,ACH,Pending
PMT500003857,INV500003857,2026-06-15,138.81,CHECK,Failed
PMT400003858,INV400003858,2026-05-03,79.58,ACH,Posted
PMT500003858,INV500003858,2026-06-07,182.9,CARD,Failed
PMT400003859,INV400003859,2026-06-02,73.92,CHECK,Posted
PMT500003859,INV500003859,2026-06-19,113.88,CARD,Posted
PMT400003860,INV400003860,2026-06-02,194.89,CHECK,Posted
PMT500003860,INV500003860,2026-07-02,134.78,CARD,Posted
PMT400003861,INV400003861,2026-06-02,110.73,CARD,Posted
PMT500003861,INV500003861,2026-06-02,75.9,CARD,Posted
PMT400003862,INV400003862,2026-05-03,86.56,CARD,Failed
PMT500003862,INV500003862,2026-06-19,115.45,ACH,Posted
PMT400003863,INV400003863,2026-05-20,145.23,CASH,Posted
PMT500003863,INV500003863,2026-07-02,258.58,CARD,Pending
PMT400003864,INV400003864,2026-05-20,146.25,ACH,Posted
PMT500003864,INV500003864,2026-07-02,48.59,CASH,Reversed
PMT400003865,INV400003865,2026-05-08,211.57,CHECK,Posted
PMT500003865,INV500003865,2026-06-19,124.75,CASH,Pending
PMT400003866,INV400003866,2026-05-16,75.01,CARD,Posted
PMT500003866,INV500003866,2026-06-15,86.55,CHECK,Failed
PMT400003867,INV400003867,2026-05-03,160.72,ACH,Posted
PMT500003867,INV500003867,2026-06-19,146.37,CHECK,Posted
PMT400003868,INV400003868,2026-06-02,56.42,CARD,Posted
PMT500003868,INV500003868,2026-06-15,255.83,CHECK,Reversed
PMT400003869,INV400003869,2026-05-20,33.08,ACH,Reversed
PMT400003870,INV400003870,2026-05-08,107.61,ACH,Reversed
PMT500003870,INV500003870,2026-06-19,103.2,ACH,Pending
PMT400003871,INV400003871,2026-05-20,151.81,CARD,Posted
PMT500003871,INV500003871,2026-06-02,71.49,CASH,Pending
PMT500003872,INV500003872,2026-06-02,119.03,CASH,Posted
PMT400003873,INV400003873,2026-06-02,76.45,CARD,Reversed
PMT400003874,INV400003874,2026-05-03,33.06,CASH,Failed
PMT500003874,INV500003874,2026-06-07,186.12,CARD,Posted
PMT400003875,INV400003875,2026-06-02,124.81,CARD,Posted
PMT500003875,INV500003875,2026-06-19,92.97,CARD,Posted
PMT400003876,INV400003876,2026-05-20,50.93,CASH,Reversed
PMT500003876,INV500003876,2026-07-02,155.39,ACH,Reversed
PMT400003877,INV400003877,2026-05-08,27.37,ACH,Posted
PMT500003877,INV500003877,2026-06-15,21.48,CARD,Pending
PMT400003878,INV400003878,2026-06-02,95.22,CASH,Posted
PMT500003878,INV500003878,2026-06-19,232.74,CARD,Pending
PMT500003879,INV500003879,2026-07-02,118.9,CHECK,Posted
PMT400003880,INV400003880,2026-05-03,121.31,ACH,Failed
