cell_id,kpi_ts,connected_users,throughput_mbps,prb_utilization_pct,drop_call_rate_pct,handover_success_pct,availability_pct,kpi_date
CELL000150,2026-05-07 23:00:00,306,576.537,88.584,0.3245,98.32,99.5425,2026-05-07
CELL000150,2026-05-08 00:00:00,227,305.126,55.009,1.6141,93.3877,99.5819,2026-05-08
CELL000150,2026-05-08 01:00:00,170,656.173,53.19,1.1071,93.3375,100.0,2026-05-08
CELL000150,2026-05-08 02:00:00,66,306.266,79.194,0.9631,95.0762,99.2697,2026-05-08
CELL000150,2026-05-08 03:00:00,129,671.29,55.024,0.0,93.5681,99.5106,2026-05-08
CELL000150,2026-05-08 04:00:00,124,653.076,67.437,2.0864,96.0257,99.5725,2026-05-08
CELL000150,2026-05-08 05:00:00,225,863.179,73.035,0.257,96.1751,99.4112,2026-05-08
CELL000150,2026-05-08 06:00:00,43,473.325,88.576,0.0,96.4935,99.8929,2026-05-08
CELL000150,2026-05-08 07:00:00,132,433.152,20.246,0.6678,100.0,99.9397,2026-05-08
CELL000150,2026-05-08 08:00:00,191,119.299,58.242,1.1178,96.9256,100.0,2026-05-08
CELL000150,2026-05-08 09:00:00,149,276.461,29.909,1.0321,99.2251,99.3635,2026-05-08
CELL000150,2026-05-08 10:00:00,200,568.57,41.14,2.8092,97.017,99.6098,2026-05-08
CELL000150,2026-05-08 11:00:00,282,556.806,71.917,0.9695,95.6888,99.7979,2026-05-08
CELL000150,2026-05-08 12:00:00,173,296.513,71.925,2.2525,97.1732,99.8196,2026-05-08
CELL000150,2026-05-08 13:00:00,265,151.364,52.374,1.6944,95.1636,100.0,2026-05-08
CELL000150,2026-05-08 14:00:00,0,678.732,44.642,0.1356,92.2624,99.4073,2026-05-08
CELL000150,2026-05-08 15:00:00,272,502.357,78.961,2.5225,97.6263,99.814,2026-05-08
CELL000150,2026-05-08 16:00:00,276,441.306,62.478,2.3047,94.6932,99.718,2026-05-08
CELL000150,2026-05-08 17:00:00,106,735.928,66.866,0.2114,89.9509,99.5227,2026-05-08
CELL000150,2026-05-08 18:00:00,256,485.655,100.0,1.2366,95.6716,99.735,2026-05-08
CELL000150,2026-05-08 19:00:00,143,512.177,79.218,1.114,94.9818,100.0,2026-05-08
CELL000150,2026-05-08 20:00:00,178,561.491,71.11,2.9964,96.8144,99.8043,2026-05-08
CELL000150,2026-05-08 21:00:00,5,401.452,37.768,1.1479,95.9844,99.2191,2026-05-08
CELL000150,2026-05-08 22:00:00,286,273.724,52.24,1.3342,99.1129,99.6123,2026-05-08
CELL000150,2026-05-08 23:00:00,121,537.84,59.415,1.785,99.0991,100.0,2026-05-08
CELL000150,2026-05-09 00:00:00,138,615.229,71.458,0.0,99.2119,99.272,2026-05-09
CELL000150,2026-05-09 01:00:00,19,298.133,42.221,0.9675,97.616,99.7378,2026-05-09
CELL000150,2026-05-09 02:00:00,218,517.747,38.671,2.0403,94.2423,99.4314,2026-05-09
CELL000150,2026-05-09 03:00:00,182,439.133,75.379,2.0477,100.0,99.6973,2026-05-09
CELL000150,2026-05-09 04:00:00,181,240.577,38.203,1.5511,92.7089,99.9019,2026-05-09
CELL000150,2026-05-09 05:00:00,162,474.723,56.361,1.045,95.6934,99.9322,2026-05-09
CELL000150,2026-05-09 06:00:00,271,492.957,74.989,1.88,97.0476,99.6186,2026-05-09
CELL000150,2026-05-09 07:00:00,130,325.736,38.727,2.968,99.336,99.5949,2026-05-09
CELL000150,2026-05-09 08:00:00,217,780.191,76.578,0.3922,95.7584,99.7757,2026-05-09
CELL000150,2026-05-09 09:00:00,105,678.655,43.612,3.5699,96.2698,99.4875,2026-05-09
CELL000150,2026-05-09 10:00:00,197,360.315,86.113,0.7317,93.3836,99.7415,2026-05-09
CELL000150,2026-05-09 11:00:00,175,103.45,36.707,1.9339,93.79,99.3112,2026-05-09
CELL000150,2026-05-09 12:00:00,116,475.084,63.424,2.3184,97.6711,100.0,2026-05-09
CELL000150,2026-05-09 13:00:00,290,745.031,47.244,0.811,98.7883,99.8176,2026-05-09
CELL000150,2026-05-09 14:00:00,241,268.205,74.002,0.9741,93.8543,99.7589,2026-05-09
CELL000150,2026-05-09 15:00:00,278,452.087,52.724,0.0,94.8152,99.3417,2026-05-09
CELL000150,2026-05-09 16:00:00,0,436.696,46.745,0.9901,95.6039,99.8119,2026-05-09
CELL000150,2026-05-09 17:00:00,196,230.036,56.284,2.9171,96.9254,100.0,2026-05-09
CELL000150,2026-05-09 18:00:00,195,367.174,50.752,0.3997,98.5784,100.0,2026-05-09
CELL000150,2026-05-09 19:00:00,231,526.483,45.921,1.8872,96.6499,100.0,2026-05-09
CELL000150,2026-05-09 20:00:00,211,430.327,35.008,2.4475,93.2075,99.8438,2026-05-09
CELL000150,2026-05-09 21:00:00,46,558.498,81.789,0.0,95.4448,99.2746,2026-05-09
CELL000150,2026-05-09 22:00:00,107,338.269,51.976,0.0,100.0,99.7353,2026-05-09
CELL000150,2026-05-09 23:00:00,85,444.482,47.321,0.0,100.0,99.648,2026-05-09
CELL000150,2026-05-10 00:00:00,205,518.186,61.121,0.0,96.8968,99.4765,2026-05-10
CELL000150,2026-05-10 01:00:00,190,415.855,78.752,0.7742,94.3459,99.6759,2026-05-10
CELL000150,2026-05-10 02:00:00,123,478.842,78.643,1.0641,100.0,99.5464,2026-05-10
CELL000150,2026-05-10 03:00:00,166,516.774,87.815,2.5135,96.2315,99.6994,2026-05-10
CELL000150,2026-05-10 04:00:00,113,15.419,0.791,1.2471,94.0277,99.8234,2026-05-10
CELL000150,2026-05-10 05:00:00,205,329.71,45.802,1.5908,98.8868,99.6642,2026-05-10
CELL000150,2026-05-10 06:00:00,321,349.153,59.568,0.0,96.3049,100.0,2026-05-10
CELL000150,2026-05-10 07:00:00,229,300.344,89.018,4.5046,95.1837,99.4216,2026-05-10
CELL000150,2026-05-10 08:00:00,297,462.165,47.071,1.2115,95.9659,100.0,2026-05-10
CELL000150,2026-05-10 09:00:00,165,547.924,72.607,1.1378,100.0,99.5253,2026-05-10
CELL000150,2026-05-10 10:00:00,143,368.66,79.76,1.5725,93.0499,99.6364,2026-05-10
CELL000150,2026-05-10 11:00:00,344,216.328,30.372,1.1626,94.7116,99.9088,2026-05-10
CELL000150,2026-05-10 12:00:00,142,231.17,46.324,0.9453,94.9836,99.9742,2026-05-10
CELL000150,2026-05-10 13:00:00,229,345.897,29.283,0.4735,97.0607,99.5798,2026-05-10
CELL000150,2026-05-10 14:00:00,249,547.076,42.831,1.3275,93.4329,100.0,2026-05-10
CELL000150,2026-05-10 15:00:00,211,612.734,63.202,1.9919,99.113,99.9543,2026-05-10
CELL000150,2026-05-10 16:00:00,134,467.592,25.35,2.6524,93.0286,99.5082,2026-05-10
CELL000150,2026-05-10 17:00:00,180,727.681,55.159,2.1351,96.3482,99.5529,2026-05-10
CELL000150,2026-05-10 18:00:00,189,228.028,42.26,1.3935,97.012,99.5735,2026-05-10
CELL000150,2026-05-10 19:00:00,204,553.913,98.832,0.6765,97.6582,99.917,2026-05-10
CELL000150,2026-05-10 20:00:00,270,609.759,80.701,1.3292,96.3142,99.9009,2026-05-10
CELL000150,2026-05-10 21:00:00,117,372.674,55.594,0.9383,94.0307,0.0,2026-05-10
CELL000150,2026-05-10 22:00:00,97,65.516,34.136,2.4208,97.4919,99.8253,2026-05-10
CELL000150,2026-05-10 23:00:00,255,266.087,52.437,1.4645,96.3994,99.864,2026-05-10
CELL000150,2026-05-11 00:00:00,134,488.206,64.906,1.817,95.674,99.7152,2026-05-11
CELL000150,2026-05-11 01:00:00,252,370.525,61.246,1.3875,99.1973,99.4356,2026-05-11
CELL000150,2026-05-11 02:00:00,312,383.339,24.998,0.1955,93.486,99.4872,2026-05-11
CELL000150,2026-05-11 03:00:00,298,169.567,68.366,0.2547,90.9038,99.6293,2026-05-11
CELL000150,2026-05-11 04:00:00,101,497.429,87.159,0.8395,100.0,99.6624,2026-05-11
CELL000150,2026-05-11 05:00:00,132,481.945,27.501,2.1945,94.8551,99.6092,2026-05-11
CELL000150,2026-05-11 06:00:00,159,390.242,42.705,0.0336,91.9197,99.9172,2026-05-11
CELL000150,2026-05-11 07:00:00,181,465.534,47.14,0.5841,95.0089,99.4903,2026-05-11
CELL000150,2026-05-11 08:00:00,201,471.304,87.33,0.0,97.9641,99.6336,2026-05-11
CELL000150,2026-05-11 09:00:00,329,293.872,57.413,0.6655,96.2555,99.9564,2026-05-11
CELL000150,2026-05-11 10:00:00,232,407.475,31.625,0.4883,94.6992,99.7028,2026-05-11
CELL000150,2026-05-11 11:00:00,201,382.67,71.507,3.2814,97.1133,99.7441,2026-05-11
CELL000150,2026-05-11 12:00:00,40,323.939,65.773,0.8663,98.4036,99.9786,2026-05-11
CELL000150,2026-05-11 13:00:00,159,377.542,60.12,0.0,96.2228,99.5649,2026-05-11
CELL000150,2026-05-11 14:00:00,145,581.701,69.998,0.6652,97.775,99.194,2026-05-11
CELL000150,2026-05-11 15:00:00,251,470.956,73.289,2.4678,92.2847,99.9179,2026-05-11
CELL000150,2026-05-11 16:00:00,274,714.685,44.752,0.6826,97.1633,99.9683,2026-05-11
CELL000150,2026-05-11 17:00:00,261,558.876,23.589,0.4686,94.5714,99.6789,2026-05-11
CELL000150,2026-05-11 18:00:00,310,579.186,67.49,1.2023,98.3984,99.7896,2026-05-11
CELL000150,2026-05-11 19:00:00,208,185.582,79.2,1.389,99.2152,99.5131,2026-05-11
CELL000150,2026-05-11 20:00:00,237,485.78,49.134,2.343,95.0329,99.576,2026-05-11
CELL000150,2026-05-11 21:00:00,177,438.086,2.689,1.5786,96.0843,99.555,2026-05-11
CELL000150,2026-05-11 22:00:00,42,77.811,20.918,1.6548,97.6519,99.363,2026-05-11
CELL000150,2026-05-11 23:00:00,160,471.362,53.414,0.3988,94.8517,99.929,2026-05-11
CELL000150,2026-05-12 00:00:00,229,493.851,55.27,1.6309,98.2252,99.3244,2026-05-12
CELL000150,2026-05-12 01:00:00,302,577.802,60.984,0.4334,99.912,100.0,2026-05-12
CELL000150,2026-05-12 02:00:00,263,183.686,34.371,0.9551,94.9473,100.0,2026-05-12
CELL000150,2026-05-12 03:00:00,77,346.257,43.257,0.8627,99.0524,100.0,2026-05-12
CELL000150,2026-05-12 04:00:00,86,497.376,40.435,0.5853,96.6125,99.7251,2026-05-12
CELL000150,2026-05-12 05:00:00,117,427.104,63.186,0.0,95.9224,99.8665,2026-05-12
CELL000150,2026-05-12 06:00:00,112,138.804,47.547,1.4985,95.4267,99.7273,2026-05-12
CELL000150,2026-05-12 07:00:00,237,589.054,34.536,0.0,92.5007,99.8335,2026-05-12
CELL000150,2026-05-12 08:00:00,201,305.297,57.889,3.4332,96.9779,99.7979,2026-05-12
CELL000150,2026-05-12 09:00:00,265,262.146,100.0,2.4028,91.0665,99.4418,2026-05-12
CELL000150,2026-05-12 10:00:00,152,572.118,29.586,1.3085,94.2549,99.2782,2026-05-12
CELL000150,2026-05-12 11:00:00,214,380.039,73.858,0.0,96.7699,99.1419,2026-05-12
CELL000150,2026-05-12 12:00:00,137,586.457,58.125,1.9705,95.3706,99.8645,2026-05-12
CELL000150,2026-05-12 13:00:00,211,280.146,50.509,0.0,95.9511,100.0,2026-05-12
CELL000150,2026-05-12 14:00:00,242,273.276,65.609,0.7426,99.7906,99.83,2026-05-12
CELL000150,2026-05-12 15:00:00,151,250.589,76.226,1.3273,93.6923,99.4916,2026-05-12
CELL000150,2026-05-12 16:00:00,89,222.19,73.86,1.4485,99.1901,99.8677,2026-05-12
CELL000150,2026-05-12 17:00:00,106,241.881,47.651,0.1759,94.3175,99.9955,2026-05-12
CELL000150,2026-05-12 18:00:00,102,353.857,50.078,0.4876,94.257,99.7639,2026-05-12
CELL000150,2026-05-12 19:00:00,126,384.147,53.065,0.3101,98.3019,99.795,2026-05-12
CELL000150,2026-05-12 20:00:00,119,664.823,83.371,0.0,93.5001,99.8905,2026-05-12
CELL000150,2026-05-12 21:00:00,191,549.885,83.536,2.3268,96.6411,99.687,2026-05-12
CELL000150,2026-05-12 22:00:00,293,245.64,78.545,0.8925,97.0711,99.8149,2026-05-12
CELL000150,2026-05-12 23:00:00,89,280.903,64.499,0.939,96.3124,99.6146,2026-05-12
CELL000150,2026-05-13 00:00:00,273,950.799,56.837,3.76,97.5155,100.0,2026-05-13
CELL000150,2026-05-13 01:00:00,123,175.26,41.603,2.9788,97.1798,99.4567,2026-05-13
CELL000150,2026-05-13 02:00:00,25,455.04,65.85,1.4598,97.5003,99.3415,2026-05-13
CELL000150,2026-05-13 03:00:00,145,119.909,42.12,1.1745,97.6926,99.7556,2026-05-13
CELL000150,2026-05-13 04:00:00,264,276.174,48.034,2.3892,97.5066,99.5912,2026-05-13
CELL000150,2026-05-13 05:00:00,241,569.239,65.77,3.1663,98.6266,99.5404,2026-05-13
CELL000150,2026-05-13 06:00:00,121,398.564,91.959,0.0,97.6335,99.1788,2026-05-13
CELL000150,2026-05-13 07:00:00,120,311.043,83.492,2.111,98.0992,99.6809,2026-05-13
CELL000150,2026-05-13 08:00:00,163,354.962,46.153,1.2881,95.5131,99.8136,2026-05-13
CELL000150,2026-05-13 09:00:00,87,387.191,49.805,0.0,100.0,99.4659,2026-05-13
CELL000150,2026-05-13 10:00:00,228,158.95,52.239,1.1026,95.5036,99.6021,2026-05-13
CELL000150,2026-05-13 11:00:00,187,292.371,61.959,0.8654,96.7456,99.7811,2026-05-13
CELL000150,2026-05-13 12:00:00,253,428.033,33.97,1.5416,98.4554,99.4428,2026-05-13
CELL000150,2026-05-13 13:00:00,148,583.491,55.753,0.0,90.9681,100.0,2026-05-13
CELL000150,2026-05-13 14:00:00,163,281.778,55.949,0.8591,99.597,99.7416,2026-05-13
CELL000150,2026-05-13 15:00:00,179,392.251,22.191,0.0,97.5163,99.5602,2026-05-13
CELL000150,2026-05-13 16:00:00,115,411.548,69.88,0.0799,95.7233,99.8717,2026-05-13
CELL000150,2026-05-13 17:00:00,189,134.492,11.207,1.3633,93.697,99.7689,2026-05-13
CELL000150,2026-05-13 18:00:00,198,535.369,40.429,3.0194,99.1364,99.1826,2026-05-13
CELL000150,2026-05-13 19:00:00,264,518.304,80.937,2.1764,96.5978,99.6227,2026-05-13
CELL000150,2026-05-13 20:00:00,69,431.896,95.911,2.1391,97.45,100.0,2026-05-13
CELL000150,2026-05-13 21:00:00,138,748.655,70.721,0.0,98.6033,99.8777,2026-05-13
CELL000150,2026-05-13 22:00:00,0,659.982,50.194,0.3928,92.3952,99.8861,2026-05-13
CELL000150,2026-05-13 23:00:00,240,430.883,76.257,0.7268,96.6106,99.4462,2026-05-13
CELL000150,2026-05-14 00:00:00,286,82.247,96.743,0.863,95.3427,99.7749,2026-05-14
CELL000150,2026-05-14 01:00:00,126,654.078,48.977,2.94,98.7505,99.5584,2026-05-14
CELL000150,2026-05-14 02:00:00,229,570.665,34.636,0.371,95.1751,99.5943,2026-05-14
CELL000150,2026-05-14 03:00:00,289,459.555,99.892,0.6379,92.3691,99.7048,2026-05-14
CELL000150,2026-05-14 04:00:00,247,369.91,62.21,2.3127,97.2165,100.0,2026-05-14
CELL000150,2026-05-14 05:00:00,179,491.208,61.844,0.0,90.3325,99.869,2026-05-14
CELL000150,2026-05-14 06:00:00,67,130.225,73.623,0.8341,92.0375,99.7702,2026-05-14
CELL000150,2026-05-14 07:00:00,198,369.929,69.266,2.1545,94.4717,99.6135,2026-05-14
CELL000150,2026-05-14 08:00:00,263,455.013,52.811,0.4845,99.5304,99.8001,2026-05-14
CELL000150,2026-05-14 09:00:00,256,314.454,13.896,1.3875,95.951,100.0,2026-05-14
CELL000150,2026-05-14 10:00:00,332,808.697,50.893,1.8092,93.2052,99.7943,2026-05-14
CELL000150,2026-05-14 11:00:00,199,887.935,44.152,0.5592,98.0155,99.7412,2026-05-14
CELL000150,2026-05-14 12:00:00,295,0.0,88.132,0.0,93.6346,99.8016,2026-05-14
CELL000150,2026-05-14 13:00:00,163,366.521,92.05,1.4063,94.1508,99.5142,2026-05-14
CELL000150,2026-05-14 14:00:00,262,517.591,70.25,1.9566,96.6711,99.2111,2026-05-14
CELL000150,2026-05-14 15:00:00,141,597.661,76.879,2.5911,94.643,99.9694,2026-05-14
CELL000150,2026-05-14 16:00:00,152,637.551,68.787,0.0,99.6167,99.4288,2026-05-14
CELL000150,2026-05-14 17:00:00,233,555.129,55.273,1.5785,98.575,99.5593,2026-05-14
CELL000150,2026-05-14 18:00:00,125,197.014,21.56,1.7311,92.1462,99.7576,2026-05-14
CELL000150,2026-05-14 19:00:00,198,557.554,59.451,0.6695,94.79,100.0,2026-05-14
CELL000150,2026-05-14 20:00:00,138,466.803,49.164,0.9022,92.7477,99.6601,2026-05-14
CELL000150,2026-05-14 21:00:00,84,0.0,47.683,1.6226,94.0263,99.6077,2026-05-14
CELL000150,2026-05-14 22:00:00,152,390.134,82.454,1.1798,96.6138,99.7739,2026-05-14
CELL000150,2026-05-14 23:00:00,137,351.918,31.334,2.5989,94.8137,99.4746,2026-05-14
CELL000150,2026-05-15 00:00:00,222,341.83,31.831,1.1946,94.9878,0.0,2026-05-15
CELL000150,2026-05-15 01:00:00,120,161.838,69.392,0.0,100.0,99.3179,2026-05-15
CELL000150,2026-05-15 02:00:00,246,259.164,33.299,1.2807,95.167,99.9759,2026-05-15
CELL000150,2026-05-15 03:00:00,239,203.016,62.731,0.0,100.0,99.8045,2026-05-15
CELL000150,2026-05-15 04:00:00,184,620.421,73.777,1.5154,95.2802,99.886,2026-05-15
CELL000150,2026-05-15 05:00:00,151,569.679,94.063,1.0679,98.8868,99.6524,2026-05-15
CELL000150,2026-05-15 06:00:00,163,466.388,44.899,0.2482,97.4992,99.6329,2026-05-15
CELL000150,2026-05-15 07:00:00,144,276.132,75.0,1.7631,90.7037,99.5286,2026-05-15
CELL000150,2026-05-15 08:00:00,82,401.36,62.533,1.9386,98.1,99.4277,2026-05-15
CELL000150,2026-05-15 09:00:00,74,355.741,15.486,2.8335,99.9713,99.8478,2026-05-15
CELL000150,2026-05-15 10:00:00,210,516.31,42.833,0.436,97.2351,99.7664,2026-05-15
CELL000150,2026-05-15 11:00:00,113,299.329,68.722,3.433,93.9126,99.8394,2026-05-15
CELL000150,2026-05-15 12:00:00,101,563.266,16.404,0.6688,90.6288,99.5368,2026-05-15
CELL000150,2026-05-15 13:00:00,177,307.516,58.5,1.1972,92.2862,100.0,2026-05-15
CELL000150,2026-05-15 14:00:00,222,636.188,77.426,0.0,94.7757,99.8923,2026-05-15
CELL000150,2026-05-15 15:00:00,155,508.978,87.251,1.879,89.178,99.5722,2026-05-15
CELL000150,2026-05-15 16:00:00,60,95.724,45.564,1.8921,96.5537,99.6655,2026-05-15
CELL000150,2026-05-15 17:00:00,160,432.126,70.492,1.284,96.293,100.0,2026-05-15
CELL000150,2026-05-15 18:00:00,136,283.754,38.141,1.6747,98.5858,100.0,2026-05-15
CELL000150,2026-05-15 19:00:00,147,517.696,86.784,1.4006,96.9885,100.0,2026-05-15
CELL000150,2026-05-15 20:00:00,129,247.115,76.481,2.3025,97.1971,100.0,2026-05-15
CELL000150,2026-05-15 21:00:00,156,435.574,75.82,1.4633,97.3622,100.0,2026-05-15
CELL000150,2026-05-15 22:00:00,105,417.238,29.456,2.0386,93.3775,99.5595,2026-05-15
CELL000150,2026-05-15 23:00:00,115,569.561,84.749,1.5453,95.02,99.245,2026-05-15
CELL000150,2026-05-16 00:00:00,334,674.876,83.47,0.7076,96.5198,99.2518,2026-05-16
CELL000150,2026-05-16 01:00:00,141,574.777,67.639,0.0,95.0816,99.6096,2026-05-16
CELL000150,2026-05-16 02:00:00,145,383.981,63.231,0.0,94.1301,99.7946,2026-05-16
CELL000150,2026-05-16 03:00:00,190,310.762,79.314,2.635,97.1913,99.7626,2026-05-16
CELL000150,2026-05-16 04:00:00,200,324.587,74.683,0.7357,98.1216,99.697,2026-05-16
CELL000150,2026-05-16 05:00:00,220,415.465,82.542,1.2373,93.4389,0.0,2026-05-16
CELL000150,2026-05-16 06:00:00,182,608.132,73.119,0.9895,95.9149,99.4964,2026-05-16
CELL000150,2026-05-16 07:00:00,48,167.62,45.897,2.1731,92.6449,99.403,2026-05-16
CELL000150,2026-05-16 08:00:00,174,208.367,73.741,2.2658,100.0,99.8999,2026-05-16
CELL000150,2026-05-16 09:00:00,163,414.017,37.94,0.0,96.9383,99.7964,2026-05-16
CELL000150,2026-05-16 10:00:00,157,577.002,43.535,0.393,99.7668,100.0,2026-05-16
CELL000150,2026-05-16 11:00:00,154,463.153,77.143,2.2243,97.0757,99.3816,2026-05-16
CELL000150,2026-05-16 12:00:00,197,428.562,88.113,1.5848,97.5221,100.0,2026-05-16
CELL000150,2026-05-16 13:00:00,283,225.887,62.272,2.3793,98.078,99.438,2026-05-16
CELL000150,2026-05-16 14:00:00,165,401.027,93.904,0.8287,92.5872,99.7563,2026-05-16
CELL000150,2026-05-16 15:00:00,135,404.789,60.225,0.0,97.3033,99.4,2026-05-16
CELL000150,2026-05-16 16:00:00,185,377.325,46.312,0.0,94.4588,99.2774,2026-05-16
CELL000150,2026-05-16 17:00:00,146,322.63,56.105,2.1565,98.8738,100.0,2026-05-16
CELL000150,2026-05-16 18:00:00,177,650.568,75.81,2.4508,96.8948,100.0,2026-05-16
CELL000150,2026-05-16 19:00:00,18,445.823,68.738,0.5519,94.0919,99.4933,2026-05-16
CELL000150,2026-05-16 20:00:00,152,128.552,76.83,1.6928,94.2622,99.8839,2026-05-16
CELL000150,2026-05-16 21:00:00,201,351.22,53.057,1.9644,91.7481,99.8556,2026-05-16
CELL000150,2026-05-16 22:00:00,172,522.697,49.842,0.0,96.6506,99.651,2026-05-16
CELL000150,2026-05-16 23:00:00,146,617.388,65.191,4.4139,99.6591,99.4455,2026-05-16
CELL000150,2026-05-17 00:00:00,180,403.862,68.997,1.4683,95.7442,99.5118,2026-05-17
CELL000150,2026-05-17 01:00:00,164,297.385,65.875,1.1359,95.2716,99.904,2026-05-17
CELL000150,2026-05-17 02:00:00,207,548.734,76.451,2.0252,97.3925,99.8848,2026-05-17
CELL000150,2026-05-17 03:00:00,299,118.044,59.63,1.2743,95.43,99.7484,2026-05-17
CELL000150,2026-05-17 04:00:00,194,503.006,36.8,1.1772,91.5849,99.2869,2026-05-17
CELL000150,2026-05-17 05:00:00,298,241.936,28.409,2.5321,92.7416,99.8307,2026-05-17
CELL000150,2026-05-17 06:00:00,240,289.001,57.809,1.6923,97.8783,99.6246,2026-05-17
CELL000150,2026-05-17 07:00:00,167,501.16,39.623,2.655,94.1777,99.1969,2026-05-17
CELL000150,2026-05-17 08:00:00,154,168.503,48.103,2.4419,100.0,100.0,2026-05-17
CELL000150,2026-05-17 09:00:00,353,86.831,85.016,0.0,96.1324,99.739,2026-05-17
CELL000150,2026-05-17 10:00:00,128,734.936,66.718,0.7856,96.6267,99.533,2026-05-17
CELL000150,2026-05-17 11:00:00,299,216.916,68.255,0.6024,96.3025,99.1594,2026-05-17
CELL000150,2026-05-17 12:00:00,282,549.51,60.502,0.9375,91.5764,99.5644,2026-05-17
CELL000150,2026-05-17 13:00:00,109,591.801,92.434,1.6528,90.9696,99.7622,2026-05-17
CELL000150,2026-05-17 14:00:00,238,393.377,29.113,0.0,94.5664,99.3926,2026-05-17
CELL000150,2026-05-17 15:00:00,146,351.877,51.035,0.4047,100.0,99.3609,2026-05-17
CELL000150,2026-05-17 16:00:00,208,428.691,42.763,2.7589,93.4174,100.0,2026-05-17
CELL000150,2026-05-17 17:00:00,225,519.865,91.434,2.8268,95.701,99.6129,2026-05-17
CELL000150,2026-05-17 18:00:00,289,277.942,92.862,1.6265,97.6629,99.8026,2026-05-17
CELL000150,2026-05-17 19:00:00,244,345.091,70.488,1.74,97.5831,99.6883,2026-05-17
CELL000150,2026-05-17 20:00:00,214,79.288,100.0,1.4044,93.6925,99.8052,2026-05-17
CELL000150,2026-05-17 21:00:00,238,0.0,39.837,0.3116,97.5815,100.0,2026-05-17
CELL000150,2026-05-17 22:00:00,323,524.282,79.632,1.8027,93.1612,99.9647,2026-05-17
CELL000150,2026-05-17 23:00:00,209,512.51,46.396,1.1887,95.8014,99.4111,2026-05-17
CELL000150,2026-05-18 00:00:00,172,311.203,47.868,1.7427,95.2405,99.5604,2026-05-18
CELL000150,2026-05-18 01:00:00,241,402.216,77.434,3.2355,97.0176,99.7033,2026-05-18
CELL000150,2026-05-18 02:00:00,175,278.858,87.179,2.4348,98.2516,99.8178,2026-05-18
CELL000150,2026-05-18 03:00:00,132,405.471,60.034,1.3221,96.7734,99.6684,2026-05-18
CELL000150,2026-05-18 04:00:00,309,185.373,26.714,0.6089,97.627,100.0,2026-05-18
CELL000150,2026-05-18 05:00:00,187,212.659,53.362,1.0772,97.019,99.6678,2026-05-18
CELL000150,2026-05-18 06:00:00,201,537.458,76.577,2.4897,94.4397,99.3647,2026-05-18
CELL000150,2026-05-18 07:00:00,260,517.251,44.357,0.3097,97.1979,99.2316,2026-05-18
CELL000150,2026-05-18 08:00:00,157,287.487,76.278,2.8833,96.754,99.2857,2026-05-18
CELL000150,2026-05-18 09:00:00,208,639.841,76.143,0.7661,95.2208,99.8167,2026-05-18
CELL000150,2026-05-18 10:00:00,201,641.868,69.956,1.2523,94.1828,99.377,2026-05-18
CELL000150,2026-05-18 11:00:00,243,506.878,45.282,0.7946,98.559,99.5038,2026-05-18
CELL000150,2026-05-18 12:00:00,127,162.451,74.757,2.8095,97.145,99.5329,2026-05-18
CELL000150,2026-05-18 13:00:00,145,957.901,23.654,1.782,96.337,99.9656,2026-05-18
CELL000150,2026-05-18 14:00:00,223,150.476,21.667,2.3003,98.6013,99.6387,2026-05-18
CELL000150,2026-05-18 15:00:00,167,397.583,75.033,1.7629,98.1289,99.6232,2026-05-18
CELL000150,2026-05-18 16:00:00,120,334.615,70.629,1.5041,94.8718,99.6743,2026-05-18
CELL000150,2026-05-18 17:00:00,168,712.521,39.257,0.1703,94.4837,99.9602,2026-05-18
CELL000150,2026-05-18 18:00:00,301,559.772,43.992,2.1599,96.4127,99.9158,2026-05-18
CELL000150,2026-05-18 19:00:00,148,391.456,78.479,1.5425,96.3143,99.7756,2026-05-18
CELL000150,2026-05-18 20:00:00,255,638.766,33.775,0.0584,94.716,99.599,2026-05-18
CELL000150,2026-05-18 21:00:00,236,413.848,48.482,0.0,98.4903,99.3278,2026-05-18
CELL000150,2026-05-18 22:00:00,206,478.715,42.491,0.1745,97.5023,99.8323,2026-05-18
CELL000150,2026-05-18 23:00:00,185,540.768,26.526,0.1261,95.1095,99.5282,2026-05-18
CELL000150,2026-05-19 00:00:00,165,400.136,40.282,0.0,95.031,99.9197,2026-05-19
CELL000150,2026-05-19 01:00:00,216,419.255,50.841,0.0,89.6485,99.6882,2026-05-19
CELL000150,2026-05-19 02:00:00,112,613.159,54.313,1.0749,93.6226,99.3996,2026-05-19
CELL000150,2026-05-19 03:00:00,116,544.481,77.143,1.3619,100.0,99.5663,2026-05-19
CELL000150,2026-05-19 04:00:00,258,187.764,57.568,1.0086,97.1528,99.8703,2026-05-19
CELL000150,2026-05-19 05:00:00,128,162.253,23.019,2.2598,96.1495,99.8738,2026-05-19
CELL000150,2026-05-19 06:00:00,169,437.125,48.926,1.2087,93.4725,100.0,2026-05-19
CELL000150,2026-05-19 07:00:00,152,317.435,42.471,0.3835,95.5923,99.4756,2026-05-19
CELL000150,2026-05-19 08:00:00,101,605.885,80.704,1.1107,92.375,99.7122,2026-05-19
CELL000150,2026-05-19 09:00:00,208,270.512,60.296,2.6373,91.4055,99.7353,2026-05-19
CELL000150,2026-05-19 10:00:00,213,369.33,100.0,0.7263,96.5104,99.3523,2026-05-19
