meter_id,customer_id,site_id,meter_type,install_date,multiplier,status,firmware_version
MTR0000937,CUST0000180,SITE0007,Commercial Meter,2025-03-01,10,Inactive,
MTR0000938,CUST0000756,SITE0027,Smart Meter,06/16/2018,100,Inactive,v1.3
MTR0000939,CUST0000320,SITE0007,Industrial Meter,04/14/2020,10,active ,v1.3
MTR0000940,CUST0000366,SITE0015,Smart Meter,2018-09-24,100,Disconnected,v2.1
MTR0000941,CUST0000539,SITE0024,smart meter,2023-04-07,1,Inactive,
MTR0000942,CUST0000167,SITE0009,Commercial Meter,2024-03-04,1,active ,v1.3
MTR0000943,CUST0000251,SITE0030,Industrial Meter,2022-11-07,1,Inactive,v2.1
MTR0000944,CUST0000357,SITE0014,Commercial Meter,01/31/2019,100,Disconnected,v1.3
MTR0000945,CUST0000513,SITE0003,smart meter,07/11/2025,100,active ,
MTR0000946,CUST0000101,SITE0025,Industrial Meter,2025-07-28,100,active ,v1.2
MTR0000947,CUST0000131,SITE0004,Commercial Meter,10/21/2018,100,Disconnected,v2.0
MTR0000948,CUST0000790,SITE0011,Commercial Meter,2020-03-11,1,Active,v2.1
MTR0000949,CUST0000256,SITE0007,Commercial Meter,2025-01-21,1,Disconnected,v2.0
MTR0000950,CUST0000091,SITE0015,Industrial Meter,2018-08-28,10,Inactive,v1.2
MTR0000951,CUST0000669,SITE0014,smart meter,2018-06-09,bad,Inactive,v1.3
MTR0000952,CUST0000499,SITE0024,Net Meter,02/03/2025,10,Inactive,v1.2
MTR0000953,CUST0000723,SITE0006,Smart Meter,2018-05-09,100,Inactive,
MTR0000954,CUST0000701,SITE0026,Commercial Meter,2024-06-21,100,Inactive,
MTR0000955,CUST0000045,SITE0014,Industrial Meter,2020-05-30,1,Disconnected,v1.3
MTR0000956,CUST0000296,SITE0016,Net Meter,11/10/2025,1,Inactive,
MTR0000957,CUST0000727,SITE0009,smart meter,09/21/2025,1,Active,v1.2
MTR0000958,CUST0000769,SITE0013,Smart Meter,04/17/2024,1,Inactive,v2.1
MTR0000959,CUST0000733,SITE0029,Commercial Meter,08/23/2022,1,Disconnected,v2.0
MTR0000960,CUST0000157,SITE0001,Smart Meter,02/23/2024,1,Disconnected,
MTR0000961,CUST0000528,SITE0011,Industrial Meter,06/12/2018,bad,Active,v1.3
MTR0000962,CUST0000589,SITE0030,Industrial Meter,2020-06-04,10,active ,v1.3
MTR0000963,CUST0000774,SITE0008,Smart Meter,01/10/2025,1,Disconnected,v2.0
MTR0000964,CUST0000507,SITE0002,smart meter,05/17/2018,1,Inactive,
MTR0000965,CUST0000511,SITE0025,Industrial Meter,05/21/2023,bad,Disconnected,v2.0
MTR0000966,CUST0000530,SITE0027,Commercial Meter,2023-06-18,1,active ,v2.1
MTR0000967,CUST0000554,SITE0013,Smart Meter,2025-04-18,10,active ,
MTR0000968,CUST0000645,SITE0014,Net Meter,2018-03-26,bad,Active,v2.0
MTR0000969,CUST0000484,SITE0007,smart meter,07/23/2025,1,Disconnected,v1.2
MTR0000970,CUST0000529,SITE0021,Smart Meter,07/30/2022,bad,Active,v2.0
MTR0000971,CUST0000485,SITE0030,smart meter,05/06/2020,1,Active,v1.3
MTR0000972,CUST0000385,SITE0007,smart meter,2020-07-18,1,Disconnected,
MTR0000973,CUST0000143,SITE0002,Net Meter,2020-10-23,1,Active,v1.3
MTR0000974,CUST0000677,SITE0002,Commercial Meter,2018-06-05,1,active ,
MTR0000975,CUST0000693,SITE0012,Industrial Meter,2018-06-29,bad,active ,
MTR0000976,CUST0000705,SITE0020,Net Meter,2023-07-06,1,active ,
MTR0000977,CUST0000032,SITE0015,Smart Meter,2025-07-11,bad,Disconnected,v2.1
MTR0000978,CUST0000562,SITE0030,Net Meter,10/30/2023,100,active ,v1.2
MTR0000979,CUST0000630,SITE0009,Smart Meter,03/14/2021,10,Inactive,
MTR0000980,CUST0000282,SITE0027,smart meter,03/23/2023,10,Disconnected,v2.0
MTR0000981,CUST0000172,SITE0003,Industrial Meter,2018-03-06,1,Disconnected,
MTR0000982,CUST0000493,SITE0021,Smart Meter,04/18/2025,1,active ,
MTR0000983,CUST0000539,SITE0017,Net Meter,03/06/2022,1,active ,
MTR0000984,CUST0000328,SITE0026,Industrial Meter,2023-03-15,1,Disconnected,v1.3
MTR0000985,CUST0000146,SITE0011,Net Meter,10/05/2018,100,Active,v1.2
MTR0000986,CUST0000076,SITE0015,smart meter,07/12/2023,10,Disconnected,
MTR0000987,CUST0000462,SITE0007,Net Meter,08/26/2021,100,active ,v2.1
MTR0000988,CUST0000520,SITE0008,smart meter,2019-09-16,1,active ,v1.3
MTR0000989,CUST0000262,SITE0002,Industrial Meter,2020-12-26,1,active ,v1.2
MTR0000990,CUST0000486,SITE0015,Commercial Meter,2025-08-15,10,active ,v1.3
MTR0000991,CUST0000689,SITE0001,Smart Meter,2019-09-22,1,Disconnected,v1.2
MTR0000992,CUST0000096,SITE0026,Industrial Meter,2022-04-16,1,Disconnected,v2.1
MTR0000993,CUST0000216,SITE0021,Net Meter,05/29/2025,1,Disconnected,v1.2
MTR0000994,CUST0000084,SITE0010,Industrial Meter,2018-07-06,bad,active ,v2.0
MTR0000995,CUST0000037,SITE0005,Commercial Meter,2023-03-10,1,Disconnected,v1.3
MTR0000996,CUST0000385,SITE0028,Commercial Meter,12/11/2023,1,Active,v2.1
MTR0000997,CUST0000523,SITE0030,Industrial Meter,2025-10-19,10,active ,
MTR0000998,CUST0000022,SITE0008,Smart Meter,2020-09-08,1,active ,v1.3
MTR0000999,CUST0000066,SITE0026,smart meter,2019-02-02,bad,Inactive,v2.0
MTR0001000,CUST0000586,SITE0013,Industrial Meter,2022-07-23,100,Inactive,v2.1
