invoice_id,subscriber_id,billing_month,invoice_date,due_date,monthly_charge,usage_charge,tax_amount,other_fees,total_amount,invoice_status
INV500004667,SUB00004667,2026-05-01,2026-05-28,2026-06-15,154.08,40.79,20.39,11.33,226.59,Cancelled
INV400004668,SUB00004668,2026-04-01,2026-04-28,2026-05-16,23.79,6.30,3.15,1.75,34.99,Open
INV500004668,SUB00004668,2026-05-01,2026-05-28,2026-06-15,68.61,18.16,9.08,5.05,100.90,Past Due
INV400004669,SUB00004669,2026-04-01,2026-04-28,2026-05-16,69.84,18.49,9.24,5.14,102.70,Paid
INV500004669,SUB00004669,2026-05-01,2026-05-28,2026-06-15,96.26,25.48,12.74,7.08,141.56,Open
INV400004670,SUB00004670,2026-04-01,2026-04-28,2026-05-16,120.18,31.81,15.91,8.84,176.74,Paid
INV500004670,SUB00004670,2026-05-01,2026-05-28,2026-06-15,151.25,40.04,20.02,11.12,222.43,Past Due
INV400004671,SUB00004671,2026-04-01,2026-04-28,2026-05-16,102.05,27.01,13.51,7.50,150.07,Past Due
INV500004671,SUB00004671,2026-05-01,2026-05-28,2026-06-15,128.48,34.01,17.00,9.45,188.94,Past Due
INV400004672,SUB00004672,2026-04-01,2026-04-28,2026-05-16,113.37,30.01,15.01,8.34,166.73,Past Due
INV500004672,SUB00004672,2026-05-01,2026-05-28,2026-06-15,169.56,44.88,22.44,12.47,249.36,Open
INV400004673,SUB00004673,2026-04-01,2026-04-28,2026-05-16,62.80,16.62,8.31,4.62,92.35,Open
INV500004673,SUB00004673,2026-05-01,2026-05-28,2026-06-15,122.62,32.46,16.23,9.02,180.32,Cancelled
INV400004674,SUB00004674,2026-04-01,2026-04-28,2026-05-16,85.65,22.67,11.34,6.30,125.96,open 
INV500004674,SUB00004674,2026-05-01,2026-05-28,2026-06-15,54.35,14.39,7.19,4.00,79.93,Open
INV400004675,SUB00004675,2026-04-01,2026-04-28,2026-05-16,98.69,26.12,13.06,7.26,145.13,open 
INV500004675,SUB00004675,2026-05-01,2026-05-28,2026-06-15,109.63,29.02,14.51,8.06,161.22,open 
INV400004676,SUB00004676,2026-04-01,2026-04-28,2026-05-16,126.95,33.60,16.80,9.33,186.69,Past Due
INV500004676,SUB00004676,2026-05-01,2026-05-28,2026-06-15,13.66,3.62,1.81,1.00,20.09,Cancelled
INV400004677,SUB00004677,2026-04-01,2026-04-28,2026-05-16,38.45,10.18,5.09,2.83,56.54,Open
INV500004677,SUB00004677,2026-05-01,2026-05-28,2026-06-15,119.31,31.58,15.79,8.77,175.46,Open
INV400004678,SUB00004678,2026-04-01,2026-04-28,2026-05-16,135.67,35.91,17.96,9.98,199.52,open 
INV500004678,SUB00004678,2026-05-01,2026-05-28,2026-06-15,81.03,21.45,10.72,5.96,119.16,Open
INV400004679,SUB00004679,2026-04-01,2026-04-28,2026-05-16,102.38,27.10,13.55,7.53,150.56,Open
INV500004679,SUB00004679,2026-05-01,2026-05-28,2026-06-15,42.80,11.33,5.67,3.15,62.95,Past Due
INV400004680,SUB00004680,2026-04-01,2026-04-28,2026-05-16,123.45,32.68,16.34,9.08,181.55,open 
INV500004680,SUB00004680,2026-05-01,2026-05-28,2026-06-15,109.69,29.04,14.52,8.07,161.31,Cancelled
INV400004681,SUB00004681,2026-04-01,2026-04-28,2026-05-16,129.11,34.18,17.09,9.49,189.87,Paid
INV500004681,SUB00004681,2026-05-01,2026-05-28,2026-06-15,28.56,7.56,3.78,2.10,42.00,Past Due
INV400004682,SUB00004682,2026-04-01,2026-04-28,2026-05-16,72.42,19.17,9.58,5.32,106.50,Open
INV500004682,SUB00004682,2026-05-01,2026-05-28,2026-06-15,123.62,32.72,16.36,9.09,181.80,open 
INV400004683,SUB00004683,2026-04-01,2026-04-28,2026-05-16,39.17,10.37,5.18,2.88,57.61,Paid
INV500004683,SUB00004683,2026-05-01,2026-05-28,2026-06-15,134.84,35.69,17.85,9.91,198.30,Past Due
INV400004684,SUB00004684,2026-04-01,2026-04-28,2026-05-16,34.01,9.00,4.50,2.50,50.01,open 
INV500004684,SUB00004684,2026-05-01,2026-05-28,2026-06-15,144.60,38.28,19.14,10.63,212.65,Past Due
INV400004685,SUB00004685,2026-04-01,2026-04-28,2026-05-16,96.61,25.57,12.79,7.10,142.08,Past Due
INV500004685,SUB00004685,2026-05-01,2026-05-28,2026-06-15,55.73,14.75,7.38,4.10,81.96,Open
INV400004686,SUB00004686,2026-04-01,2026-04-28,2026-05-16,94.60,25.04,12.52,6.96,139.11,Open
INV500004686,SUB00004686,2026-05-01,2026-05-28,2026-06-15,28.03,7.42,3.71,2.06,41.21,open 
INV400004687,SUB00004687,2026-04-01,2026-04-28,2026-05-16,24.92,6.60,3.30,1.83,36.65,open 
INV500004687,SUB00004687,2026-05-01,2026-05-28,2026-06-15,80.55,21.32,10.66,5.92,118.45,open 
INV400004688,SUB00004688,2026-04-01,2026-04-28,2026-05-16,52.46,13.89,6.94,3.86,77.15,Paid
INV500004688,SUB00004688,2026-05-01,2026-05-28,2026-06-15,73.62,19.49,9.74,5.41,108.27,Paid
INV400004689,SUB00004689,2026-04-01,2026-04-28,2026-05-16,124.69,33.01,16.50,9.17,183.37,Cancelled
INV500004689,SUB00004689,2026-05-01,2026-05-28,2026-06-15,67.96,17.99,9.00,5.00,99.95,Paid
INV400004690,SUB00004690,2026-04-01,2026-04-28,2026-05-16,39.80,10.54,5.27,2.93,58.54,Paid
INV500004690,SUB00004690,2026-05-01,2026-05-28,2026-06-15,114.03,30.19,15.09,8.38,167.70,Cancelled
INV400004691,SUB00004691,2026-04-01,2026-04-28,2026-05-16,79.91,21.15,10.58,5.88,117.51,Past Due
INV500004691,SUB00004691,2026-05-01,2026-05-28,2026-06-15,128.47,34.01,17.00,9.45,188.92,Cancelled
INV400004692,SUB00004692,2026-04-01,2026-04-28,2026-05-16,175.06,46.34,23.17,12.87,257.45,Open
INV500004692,SUB00004692,2026-05-01,2026-05-28,2026-06-15,68.42,18.11,9.06,5.03,100.62,Cancelled
INV400004693,SUB00004693,2026-04-01,2026-04-28,2026-05-16,131.22,34.73,17.37,9.65,192.97,open 
INV500004693,SUB00004693,2026-05-01,2026-05-28,2026-06-15,132.00,34.94,17.47,9.71,194.11,Paid
INV400004694,SUB00004694,2026-04-01,2026-04-28,2026-05-16,141.19,37.37,18.69,10.38,207.64,Open
INV500004694,SUB00004694,2026-05-01,2026-05-28,2026-06-15,64.09,16.97,8.48,4.71,94.25,Past Due
INV400004695,SUB00004695,2026-04-01,2026-04-28,2026-05-16,100.54,26.61,13.31,7.39,147.86,Paid
INV500004695,SUB00004695,2026-05-01,2026-05-28,2026-06-15,139.10,36.82,18.41,10.23,204.55,Open
INV400004696,SUB00004696,2026-04-01,2026-04-28,2026-05-16,81.19,21.49,10.75,5.97,119.40,Past Due
INV500004696,SUB00004696,2026-05-01,2026-05-28,2026-06-15,55.51,14.69,7.35,4.08,81.63,Past Due
INV400004697,SUB00004697,2026-04-01,2026-04-28,2026-05-16,30.92,8.18,4.09,2.27,45.47,Cancelled
INV500004697,SUB00004697,2026-05-01,2026-05-28,2026-06-15,67.91,17.98,8.99,4.99,99.87,Past Due
INV400004698,SUB00004698,2026-04-01,2026-04-28,2026-05-16,51.07,13.52,6.76,3.76,75.10,open 
INV500004698,SUB00004698,2026-05-01,2026-05-28,2026-06-15,145.73,38.57,19.29,10.72,214.30,open 
INV400004699,SUB00004699,2026-04-01,2026-04-28,2026-05-16,135.59,35.89,17.95,9.97,199.40,Past Due
INV500004699,SUB00004699,2026-05-01,2026-05-28,2026-06-15,89.22,23.62,11.81,6.56,131.20,open 
INV400004700,SUB00004700,2026-04-01,2026-04-28,2026-05-16,175.10,46.35,23.18,12.88,257.51,open 
INV500004700,SUB00004700,2026-05-01,2026-05-28,2026-06-15,161.60,42.78,21.39,11.88,237.64,Past Due
INV400004701,SUB00004701,2026-04-01,2026-04-28,2026-05-16,42.72,11.31,5.65,3.14,62.82,Paid
INV500004701,SUB00004701,2026-05-01,2026-05-28,2026-06-15,159.74,42.28,21.14,11.75,234.91,Paid
INV400004702,SUB00004702,2026-04-01,2026-04-28,2026-05-16,38.72,10.25,5.12,2.85,56.94,open 
INV500004702,SUB00004702,2026-05-01,2026-05-28,2026-06-15,149.04,39.45,19.73,10.96,219.18,open 
INV400004703,SUB00004703,2026-04-01,2026-04-28,2026-05-16,17.29,4.58,2.29,1.27,25.42,Open
INV500004703,SUB00004703,2026-05-01,2026-05-28,2026-06-15,118.49,31.37,15.68,8.71,174.25,Open
INV400004704,SUB00004704,2026-04-01,2026-04-28,2026-05-16,27.41,7.25,3.63,2.02,40.31,Open
INV500004704,SUB00004704,2026-05-01,2026-05-28,2026-06-15,91.51,24.22,12.11,6.73,134.57,Paid
INV400004705,SUB00004705,2026-04-01,2026-04-28,2026-05-16,91.11,24.12,12.06,6.70,133.98,open 
INV500004705,SUB00004705,2026-05-01,2026-05-28,2026-06-15,120.42,31.87,15.94,8.85,177.08,Open
INV400004706,SUB00004706,2026-04-01,2026-04-28,2026-05-16,103.16,27.31,13.65,7.59,151.70,open 
INV500004706,SUB00004706,2026-05-01,2026-05-28,2026-06-15,59.72,15.81,7.90,4.39,87.82,Paid
INV400004707,SUB00004707,2026-04-01,2026-04-28,2026-05-16,153.64,40.67,20.33,11.30,225.94,Paid
INV500004707,SUB00004707,2026-05-01,2026-05-28,2026-06-15,100.01,26.47,13.24,7.35,147.07,Open
INV400004708,SUB00004708,2026-04-01,2026-04-28,2026-05-16,68.85,18.23,9.11,5.06,101.26,Past Due
INV500004708,SUB00004708,2026-05-01,2026-05-28,2026-06-15,137.81,36.48,18.24,10.13,202.67,Past Due
INV400004709,SUB00004709,2026-04-01,2026-04-28,2026-05-16,96.79,25.62,12.81,7.12,142.33,Open
INV500004709,SUB00004709,2026-05-01,2026-05-28,2026-06-15,157.22,41.62,20.81,11.56,231.21,Past Due
INV400004710,SUB00004710,2026-04-01,2026-04-28,2026-05-16,121.02,32.03,16.02,8.90,177.96,Past Due
INV500004710,SUB00004710,2026-05-01,2026-05-28,2026-06-15,77.83,20.60,10.30,5.72,114.46,Past Due
INV400004711,SUB00004711,2026-04-01,2026-04-28,2026-05-16,22.97,6.08,3.04,1.69,33.78,open 
INV500004711,SUB00004711,2026-05-01,2026-05-28,2026-06-15,66.57,17.62,8.81,4.90,97.90,Paid
INV400004712,SUB00004712,2026-04-01,2026-04-28,2026-05-16,173.02,45.80,22.90,12.72,254.45,open 
INV500004712,SUB00004712,2026-05-01,2026-05-28,2026-06-15,73.40,19.43,9.71,5.40,107.94,Past Due
INV400004713,SUB00004713,2026-04-01,2026-04-28,2026-05-16,154.09,40.79,20.39,11.33,226.60,open 
INV500004713,SUB00004713,2026-05-01,2026-05-28,2026-06-15,143.72,38.04,19.02,10.57,211.36,Cancelled
INV400004714,SUB00004714,2026-04-01,2026-04-28,2026-05-16,110.18,29.17,14.58,8.10,162.03,open 
INV500004714,SUB00004714,2026-05-01,2026-05-28,2026-06-15,58.96,15.61,7.80,4.33,86.70,open 
INV400004715,SUB00004715,2026-04-01,2026-04-28,2026-05-16,135.19,35.79,17.89,9.94,198.82,open 
INV500004715,SUB00004715,2026-05-01,2026-05-28,2026-06-15,128.15,33.92,16.96,9.42,188.46,open 
INV400004716,SUB00004716,2026-04-01,2026-04-28,2026-05-16,165.86,43.90,21.95,12.20,243.91,Paid
INV500004716,SUB00004716,2026-05-01,2026-05-28,2026-06-15,125.40,33.19,16.60,9.22,184.41,Cancelled
INV400004717,SUB00004717,2026-04-01,2026-04-28,2026-05-16,99.27,26.28,13.14,7.30,145.98,open 
INV500004717,SUB00004717,2026-05-01,2026-05-28,2026-06-15,37.96,10.05,5.02,2.79,55.82,Past Due
INV400004718,SUB00004718,2026-04-01,2026-04-28,2026-05-16,58.54,15.50,7.75,4.30,86.09,Cancelled
INV500004718,SUB00004718,2026-05-01,2026-05-28,2026-06-15,68.36,18.10,9.05,5.03,100.53,Past Due
INV400004719,SUB00004719,2026-04-01,2026-04-28,2026-05-16,172.89,45.77,22.88,12.71,254.26,Open
INV500004719,SUB00004719,2026-05-01,2026-05-28,2026-06-15,40.18,10.63,5.32,2.95,59.08,Paid
INV400004720,SUB00004720,2026-04-01,2026-04-28,2026-05-16,100.55,26.62,13.31,7.39,147.87,Past Due
INV500004720,SUB00004720,2026-05-01,2026-05-28,2026-06-15,157.53,41.70,20.85,11.58,231.66,Open
INV400004721,SUB00004721,2026-04-01,2026-04-28,2026-05-16,64.30,17.02,8.51,4.73,94.56,Paid
INV500004721,SUB00004721,2026-05-01,2026-05-28,2026-06-15,16.74,4.43,2.22,1.23,24.62,Open
INV400004722,SUB00004722,2026-04-01,2026-04-28,2026-05-16,20.03,5.30,2.65,1.47,29.46,open 
INV500004722,SUB00004722,2026-05-01,2026-05-28,2026-06-15,77.01,20.38,10.19,5.66,113.25,Paid
INV400004723,SUB00004723,2026-04-01,2026-04-28,2026-05-16,150.15,39.75,19.87,11.04,220.81,open 
INV500004723,SUB00004723,2026-05-01,2026-05-28,2026-06-15,176.52,46.73,23.36,12.98,259.59,Past Due
INV400004724,SUB00004724,2026-04-01,2026-04-28,2026-05-16,151.23,40.03,20.02,11.12,222.40,Open
INV500004724,SUB00004724,2026-05-01,2026-05-28,2026-06-15,160.53,42.49,21.25,11.80,236.07,Past Due
INV400004725,SUB00004725,2026-04-01,2026-04-28,2026-05-16,147.57,39.06,19.53,10.85,217.02,Past Due
INV500004725,SUB00004725,2026-05-01,2026-05-28,2026-06-15,15.64,4.14,2.07,1.15,23.01,open 
INV400004726,SUB00004726,2026-04-01,2026-04-28,2026-05-16,122.92,32.54,16.27,9.04,180.76,Open
INV500004726,SUB00004726,2026-05-01,2026-05-28,2026-06-15,96.29,25.49,12.74,7.08,141.60,Past Due
INV400004727,SUB00004727,2026-04-01,2026-04-28,2026-05-16,54.63,14.46,7.23,4.02,80.34,Paid
INV500004727,SUB00004727,2026-05-01,2026-05-28,2026-06-15,19.47,5.15,2.58,1.43,28.63,Open
INV400004728,SUB00004728,2026-04-01,2026-04-28,2026-05-16,131.07,34.70,17.35,9.64,192.76,open 
INV500004728,SUB00004728,2026-05-01,2026-05-28,2026-06-15,51.57,13.65,6.83,3.79,75.83,Open
INV400004729,SUB00004729,2026-04-01,2026-04-28,2026-05-16,33.50,8.87,4.43,2.46,49.26,open 
INV500004729,SUB00004729,2026-05-01,2026-05-28,2026-06-15,157.15,41.60,20.80,11.56,231.11,Past Due
INV400004730,SUB00004730,2026-04-01,2026-04-28,2026-05-16,109.88,29.09,14.54,8.08,161.59,Past Due
INV500004730,SUB00004730,2026-05-01,2026-05-28,2026-06-15,89.15,23.60,11.80,6.56,131.10,Past Due
INV400004731,SUB00004731,2026-04-01,2026-04-28,2026-05-16,32.12,8.50,4.25,2.36,47.24,open 
INV500004731,SUB00004731,2026-05-01,2026-05-28,2026-06-15,63.34,16.77,8.38,4.66,93.15,Past Due
INV400004732,SUB00004732,2026-04-01,2026-04-28,2026-05-16,141.76,37.53,18.76,10.42,208.47,Past Due
INV500004732,SUB00004732,2026-05-01,2026-05-28,2026-06-15,169.25,44.80,22.40,12.44,248.90,Past Due
INV400004733,SUB00004733,2026-04-01,2026-04-28,2026-05-16,133.66,35.38,17.69,9.83,196.55,Past Due
INV500004733,SUB00004733,2026-05-01,2026-05-28,2026-06-15,137.50,36.40,18.20,10.11,202.21,Paid
INV400004734,SUB00004734,2026-04-01,2026-04-28,2026-05-16,73.36,19.42,9.71,5.39,107.88,Open
INV500004734,SUB00004734,2026-05-01,2026-05-28,2026-06-15,145.51,38.52,19.26,10.70,213.98,Past Due
INV400004735,SUB00004735,2026-04-01,2026-04-28,2026-05-16,132.30,35.02,17.51,9.73,194.56,open 
INV500004735,SUB00004735,2026-05-01,2026-05-28,2026-06-15,129.70,34.33,17.17,9.54,190.74,Past Due
INV400004736,SUB00004736,2026-04-01,2026-04-28,2026-05-16,147.96,39.17,19.58,10.88,217.59,open 
INV500004736,SUB00004736,2026-05-01,2026-05-28,2026-06-15,135.44,35.85,17.93,9.96,199.18,Past Due
INV400004737,SUB00004737,2026-04-01,2026-04-28,2026-05-16,137.35,36.36,18.18,10.10,201.99,Cancelled
INV500004737,SUB00004737,2026-05-01,2026-05-28,2026-06-15,104.57,27.68,13.84,7.69,153.77,Cancelled
INV400004738,SUB00004738,2026-04-01,2026-04-28,2026-05-16,59.30,15.70,7.85,4.36,87.21,Paid
INV500004738,SUB00004738,2026-05-01,2026-05-28,2026-06-15,87.97,23.29,11.64,6.47,129.37,Past Due
INV400004739,SUB00004739,2026-04-01,2026-04-28,2026-05-16,138.59,36.69,18.34,10.19,203.81,Open
INV500004739,SUB00004739,2026-05-01,2026-05-28,2026-06-15,110.56,29.27,14.63,8.13,162.59,Paid
INV400004740,SUB00004740,2026-04-01,2026-04-28,2026-05-16,158.44,41.94,20.97,11.65,233.00,open 
INV500004740,SUB00004740,2026-05-01,2026-05-28,2026-06-15,22.64,5.99,3.00,1.66,33.29,Paid
INV400004741,SUB00004741,2026-04-01,2026-04-28,2026-05-16,38.06,10.07,5.04,2.80,55.97,open 
INV500004741,SUB00004741,2026-05-01,2026-05-28,2026-06-15,37.08,9.82,4.91,2.73,54.53,Open
INV400004742,SUB00004742,2026-04-01,2026-04-28,2026-05-16,92.70,24.54,12.27,6.82,136.32,Past Due
INV500004742,SUB00004742,2026-05-01,2026-05-28,2026-06-15,152.53,40.38,20.19,11.22,224.32,Cancelled
INV400004743,SUB00004743,2026-04-01,2026-04-28,2026-05-16,170.81,45.22,22.61,12.56,251.20,open 
INV500004743,SUB00004743,2026-05-01,2026-05-28,2026-06-15,131.28,34.75,17.37,9.65,193.05,open 
INV400004744,SUB_BAD,2026-04-01,2026-04-28,2026-05-16,93.20,24.67,12.33,6.85,137.05,Past Due
INV500004744,SUB00004744,2026-05-01,2026-05-28,2026-06-15,36.75,9.73,4.86,2.70,54.04,Open
INV400004745,SUB00004745,2026-04-01,2026-04-28,2026-05-16,107.35,28.42,14.21,7.89,157.87,Past Due
INV500004745,SUB00004745,2026-05-01,2026-05-28,2026-06-15,102.15,27.04,13.52,7.51,150.22,Past Due
INV400004746,SUB00004746,2026-04-01,2026-04-28,2026-05-16,173.99,46.06,23.03,12.79,255.86,Open
INV500004746,SUB00004746,2026-05-01,2026-05-28,2026-06-15,75.86,20.08,10.04,5.58,111.56,Past Due
INV400004747,SUB00004747,2026-04-01,2026-04-28,2026-05-16,53.78,14.23,7.12,3.95,79.08,Paid
INV500004747,SUB00004747,2026-05-01,2026-05-28,2026-06-15,170.92,45.24,22.62,12.57,251.35,Paid
INV400004748,SUB00004748,2026-04-01,2026-04-28,2026-05-16,97.59,25.83,12.92,7.18,143.51,Past Due
INV500004748,SUB00004748,2026-05-01,2026-05-28,2026-06-15,136.88,36.23,18.12,10.06,201.29,Open
INV400004749,SUB00004749,2026-04-01,2026-04-28,2026-05-16,159.06,42.10,21.05,11.70,233.91,Cancelled
INV500004749,SUB00004749,2026-05-01,2026-05-28,2026-06-15,62.95,16.66,8.33,4.63,92.58,Paid
INV400004750,SUB00004750,2026-04-01,2026-04-28,2026-05-16,67.95,17.99,8.99,5.00,99.92,Past Due
INV500004750,SUB00004750,2026-05-01,2026-05-28,2026-06-15,71.76,19.00,9.50,5.28,105.53,Open
INV400004751,SUB00004751,2026-04-01,2026-04-28,2026-05-16,31.72,8.40,4.20,2.33,46.65,open 
INV500004751,SUB00004751,2026-05-01,2026-05-28,2026-06-15,66.36,17.57,8.78,4.88,97.59,open 
INV400004752,SUB00004752,2026-04-01,2026-04-28,2026-05-16,92.85,24.58,12.29,6.83,136.54,Cancelled
INV500004752,SUB00004752,2026-05-01,2026-05-28,2026-06-15,21.48,5.68,2.84,1.58,31.58,Cancelled
INV400004753,SUB00004753,2026-04-01,2026-04-28,2026-05-16,15.34,4.06,2.03,1.13,22.56,Cancelled
INV500004753,SUB00004753,2026-05-01,2026-05-28,2026-06-15,35.68,9.44,4.72,2.62,52.46,Open
INV400004754,SUB00004754,2026-04-01,2026-04-28,2026-05-16,64.39,17.04,8.52,4.73,94.69,Paid
INV500004754,SUB00004754,2026-05-01,2026-05-28,2026-06-15,132.51,35.08,17.54,9.74,194.86,Open
INV400004755,SUB00004755,2026-04-01,2026-04-28,2026-05-16,49.83,13.19,6.60,3.66,73.28,Open
INV500004755,SUB00004755,2026-05-01,2026-05-28,2026-06-15,19.65,5.20,2.60,1.44,28.90,Cancelled
INV400004756,SUB00004756,2026-04-01,2026-04-28,2026-05-16,133.03,35.21,17.61,9.78,195.63,Open
INV500004756,SUB00004756,2026-05-01,2026-05-28,2026-06-15,144.39,38.22,19.11,10.62,212.34,Past Due
INV400004757,SUB00004757,2026-04-01,2026-04-28,2026-05-16,175.72,46.51,23.26,12.92,258.41,Open
INV500004757,SUB00004757,2026-05-01,2026-05-28,2026-06-15,104.21,27.58,13.79,7.66,153.25,Cancelled
INV400004758,SUB00004758,2026-04-01,2026-04-28,2026-05-16,29.01,7.68,3.84,2.13,42.65,open 
INV500004758,SUB00004758,2026-05-01,2026-05-28,2026-06-15,111.06,29.40,14.70,8.17,163.32,Paid
INV400004759,SUB00004759,2026-04-01,2026-04-28,2026-05-16,40.82,10.80,5.40,3.00,60.02,Open
INV500004759,SUB00004759,2026-05-01,2026-05-28,2026-06-15,176.47,46.71,23.36,12.98,259.52,open 
INV400004760,SUB00004760,2026-04-01,2026-04-28,2026-05-16,24.99,6.61,3.31,1.84,36.75,open 
INV500004760,SUB00004760,2026-05-01,2026-05-28,2026-06-15,66.08,17.49,8.75,4.86,97.18,Cancelled
INV400004761,SUB00004761,2026-04-01,2026-04-28,2026-05-16,136.07,36.02,18.01,10.00,200.10,Paid
INV500004761,SUB00004761,2026-05-01,2026-05-28,2026-06-15,162.74,43.08,21.54,11.97,239.32,Cancelled
INV400004762,SUB00004762,2026-04-01,2026-04-28,2026-05-16,170.76,45.20,22.60,12.56,251.12,open 
INV500004762,SUB00004762,2026-05-01,2026-05-28,2026-06-15,149.07,39.46,19.73,10.96,219.22,Paid
INV400004763,SUB00004763,2026-04-01,2026-04-28,2026-05-16,43.23,11.44,5.72,3.18,63.58,Open
INV500004763,SUB00004763,2026-05-01,2026-05-28,2026-06-15,15.03,3.98,1.99,1.10,22.10,Open
INV400004764,SUB00004764,2026-04-01,2026-04-28,2026-05-16,145.73,38.58,19.29,10.72,214.31,Paid
INV500004764,SUB00004764,2026-05-01,2026-05-28,2026-06-15,79.59,21.07,10.53,5.85,117.05,open 
INV400004765,SUB00004765,2026-04-01,2026-04-28,2026-05-16,100.69,26.65,13.33,7.40,148.08,Paid
INV500004765,SUB00004765,2026-05-01,2026-05-28,2026-06-15,67.36,17.83,8.92,4.95,99.06,Cancelled
INV400004766,SUB00004766,2026-04-01,2026-04-28,2026-05-16,152.00,40.23,20.12,11.18,223.53,Paid
INV500004766,SUB00004766,2026-05-01,2026-05-28,2026-06-15,159.26,42.16,21.08,11.71,234.20,Paid
INV400004767,SUB00004767,2026-04-01,2026-04-28,2026-05-16,44.05,11.66,5.83,3.24,64.78,Open
INV500004767,SUB00004767,2026-05-01,2026-05-28,2026-06-15,90.52,23.96,11.98,6.66,133.12,Past Due
INV400004768,SUB00004768,2026-04-01,2026-04-28,2026-05-16,152.31,40.32,20.16,11.20,223.98,Cancelled
INV500004768,SUB00004768,2026-05-01,2026-05-28,2026-06-15,138.31,36.61,18.31,10.17,203.40,open 
INV400004769,SUB00004769,2026-04-01,2026-04-28,2026-05-16,116.87,30.94,15.47,8.59,171.87,open 
INV500004769,SUB00004769,2026-05-01,2026-05-28,2026-06-15,27.75,7.34,3.67,2.04,40.80,open 
INV400004770,SUB00004770,2026-04-01,2026-04-28,2026-05-16,70.84,18.75,9.38,5.21,104.18,Paid
INV500004770,SUB00004770,2026-05-01,2026-05-28,2026-06-15,30.02,7.95,3.97,2.21,44.15,Cancelled
INV400004771,SUB00004771,2026-04-01,2026-04-28,2026-05-16,48.11,12.73,6.37,3.54,70.74,Paid
INV500004771,SUB00004771,2026-05-01,2026-05-28,2026-06-15,137.85,36.49,18.25,10.14,202.73,Open
INV400004772,SUB00004772,2026-04-01,2026-04-28,2026-05-16,120.11,31.79,15.90,8.83,176.63,Past Due
INV500004772,SUB00004772,2026-05-01,2026-05-28,2026-06-15,164.46,43.53,21.77,12.09,241.85,Paid
INV400004773,SUB00004773,2026-04-01,2026-04-28,2026-05-16,65.74,17.40,8.70,4.83,96.68,Past Due
INV500004773,SUB00004773,2026-05-01,2026-05-28,2026-06-15,49.95,13.22,6.61,3.67,73.45,open 
INV400004774,SUB00004774,2026-04-01,2026-04-28,2026-05-16,82.00,21.71,10.85,6.03,120.58,open 
INV500004774,SUB00004774,2026-05-01,2026-05-28,2026-06-15,142.30,37.67,18.83,10.46,209.26,Cancelled
INV400004775,SUB00004775,2026-04-01,2026-04-28,2026-05-16,137.67,36.44,18.22,10.12,202.46,open 
INV500004775,SUB00004775,2026-05-01,2026-05-28,2026-06-15,122.36,32.39,16.19,9.00,179.94,Open
INV400004776,SUB00004776,2026-04-01,2026-04-28,2026-05-16,113.58,30.06,15.03,8.35,167.03,Paid
INV500004776,SUB00004776,2026-05-01,2026-05-28,2026-06-15,35.66,9.44,4.72,2.62,52.43,Cancelled
INV400004777,SUB00004777,2026-04-01,2026-04-28,2026-05-16,162.42,42.99,21.50,11.94,238.86,open 
INV500004777,SUB00004777,2026-05-01,2026-05-28,2026-06-15,146.05,38.66,19.33,10.74,214.78,Cancelled
INV400004778,SUB00004778,2026-04-01,2026-04-28,2026-05-16,78.19,20.70,10.35,5.75,114.98,Past Due
INV500004778,SUB00004778,2026-05-01,2026-05-28,2026-06-15,19.53,5.17,2.58,1.44,28.72,Cancelled
INV400004779,SUB00004779,2026-04-01,2026-04-28,2026-05-16,69.76,18.47,9.23,5.13,102.59,open 
INV500004779,SUB00004779,2026-05-01,2026-05-28,2026-06-15,127.68,33.80,16.90,9.39,187.77,Cancelled
INV400004780,SUB00004780,2026-04-01,2026-04-28,2026-05-16,129.83,34.37,17.18,9.55,190.93,Past Due
INV500004780,SUB00004780,2026-05-01,2026-05-28,2026-06-15,156.93,41.54,20.77,11.54,230.78,Cancelled
INV400004781,SUB00004781,2026-04-01,2026-04-28,2026-05-16,61.30,16.23,8.11,4.51,90.14,Open
INV500004781,SUB00004781,2026-05-01,2026-05-28,2026-06-15,38.73,10.25,5.13,2.85,56.96,open 
INV400004782,SUB00004782,2026-04-01,2026-04-28,2026-05-16,100.68,26.65,13.33,7.40,148.06,open 
INV500004782,SUB00004782,2026-05-01,2026-05-28,2026-06-15,18.45,4.88,2.44,1.36,27.13,Open
INV400004783,SUB00004783,2026-04-01,2026-04-28,2026-05-16,120.37,31.86,15.93,8.85,177.01,Past Due
INV500004783,SUB00004783,2026-05-01,2026-05-28,2026-06-15,165.97,43.93,21.97,12.20,244.08,Paid
INV400004784,SUB00004784,2026-04-01,2026-04-28,2026-05-16,68.71,18.19,9.09,5.05,101.05,Cancelled
INV500004784,SUB00004784,2026-05-01,2026-05-28,2026-06-15,14.00,3.71,1.85,1.03,20.59,Cancelled
INV400004785,SUB00004785,2026-04-01,2026-04-28,2026-05-16,59.10,15.65,7.82,4.35,86.92,Paid
INV500004785,SUB00004785,2026-05-01,2026-05-28,2026-06-15,69.88,18.50,9.25,5.14,102.76,Cancelled
INV400004786,SUB00004786,2026-04-01,2026-04-28,2026-05-16,54.99,14.56,7.28,4.04,80.87,Cancelled
INV500004786,SUB00004786,2026-05-01,2026-05-28,2026-06-15,150.91,39.95,19.97,11.10,221.93,Open
