work_order_id,asset_id,site_id,created_date,scheduled_date,completed_date,maintenance_type,priority,status,labor_hours,parts_cost,_bronze_loaded_at_utc,_source_file
WO00000439,AST000111,SITE0014,2026-02-23,2026-02-27,2026-03-15,Inspection,High,Open,56.74,42709.83,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000440,AST000132,SITE0016,2026-03-22,2026-03-23,2026-03-27,Preventive,Low,open ,7.85,21834.94,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000441,AST000163,SITE0020,2026-05-25,2026-05-29,2026-06-14,Preventive,Low,Open,68.40,26375.72,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000442,AST000245,SITE0029,2026-02-25,2026-03-03,2026-03-17,Inspection,High,Cancelled,55.16,18207.19,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000443,AST000152,SITE0018,2026-02-18,2026-02-26,2026-03-10,Preventive,Critical,Completed,2.79,27522.22,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000444,AST000192,SITE0023,2026-04-19,2026-04-19,2026-05-29,Preventive,Medium,Completed,6.60,31521.38,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000445,AST000191,SITE0023,2026-05-27,2026-05-30,2026-06-06,Preventive,Low,In Progress,25.44,6048.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000446,AST000018,SITE0003,2026-01-06,2026-01-10,2026-01-16,Inspection,Low,open ,24.46,19189.41,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000447,AST000133,SITE0016,2026-05-08,2026-05-13,2026-05-10,Emergency,Critical,Open,45.76,6773.35,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000448,AST000235,SITE0028,2026-04-29,2026-05-02,2026-06-08,Inspection,Critical,Completed,57.28,33495.67,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000449,AST000106,SITE0013,2026-03-10,2026-03-13,2026-03-12,Emergency,Medium,Open,3.24,30653.64,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000450,AST000053,SITE0007,2026-02-19,2026-02-22,2026-02-21,Preventive,Critical,open ,45.45,30713.10,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000451,AST000005,SITE0001,2026-05-22,2026-06-01,2026-07-01,Inspection,medium ,Open,78.70,3157.39,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000452,AST000157,SITE0019,2026-01-18,2026-01-25,2026-02-07,Emergency,High,In Progress,16.83,21026.05,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000453,AST000230,SITE0027,2026-04-20,2026-04-27,2026-05-10,Preventive,High,open ,62.44,21565.20,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000454,AST000104,SITE0013,2026-04-30,2026-05-07,2026-05-05,Inspection,Critical,Cancelled,63.45,12584.24,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000455,AST000231,SITE0027,2026-02-22,2026-02-28,2026-04-03,Emergency,Critical,Completed,9.63,20748.75,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000456,AST000245,SITE0029,2026-02-02,2026-02-10,2026-02-04,preventive ,Medium,Cancelled,44.19,18929.13,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000457,AST000131,SITE0016,2026-01-21,2026-01-21,2026-01-22,Corrective,medium ,Open,32.97,4996.52,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000458,AST000138,SITE0017,2026-01-13,2026-01-17,2026-01-23,Inspection,High,Cancelled,78.10,28727.98,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000459,AST000152,SITE0018,2026-03-30,2026-03-31,2026-04-01,Preventive,Medium,Completed,28.46,7933.98,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000460,AST000206,SITE0025,2026-02-14,2026-02-17,2026-03-06,Emergency,Critical,Completed,40.72,25737.61,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000461,AST000120,SITE0015,2026-04-01,2026-04-06,2026-04-11,Preventive,Low,In Progress,66.90,18557.26,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000462,AST000152,SITE0018,2026-05-03,2026-05-07,2026-05-08,Inspection,Low,Completed,55.75,27499.33,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000463,AST000066,SITE0008,2026-03-16,2026-03-24,,Inspection,High,In Progress,19.16,17998.57,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000464,AST000217,SITE0026,2026-02-13,2026-02-19,2026-02-23,Emergency,Critical,open ,21.98,9875.88,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000465,AST000190,SITE0022,2026-04-01,2026-04-01,2026-04-21,Inspection,Low,In Progress,9.45,38650.06,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000466,AST000215,SITE0026,2026-04-06,2026-04-11,2026-05-16,Inspection,Critical,Open,53.15,42463.40,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000467,AST000165,SITE0020,2026-04-15,2026-04-16,2026-04-25,preventive ,Critical,In Progress,32.65,27254.30,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000468,AST000124,SITE0015,2026-01-17,2026-01-27,2026-01-27,preventive ,medium ,Open,67.92,22443.85,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000469,AST000251,SITE0030,2026-03-01,2026-03-05,,Corrective,Critical,In Progress,42.10,15526.67,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000470,AST000126,SITE0015,2026-03-19,2026-03-19,2026-04-28,Preventive,Low,Open,37.70,20752.55,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000471,AST000153,SITE0018,2026-05-05,2026-05-11,2026-05-10,Inspection,medium ,Completed,69.61,18065.75,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000472,AST000189,SITE0022,2026-03-09,2026-03-12,2026-03-29,Emergency,Medium,Completed,71.22,41231.09,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000473,AST000136,SITE0016,2026-05-15,2026-05-21,2026-05-20,Corrective,medium ,open ,68.84,36474.65,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000474,AST000015,SITE0002,2026-01-19,2026-01-26,2026-01-21,Corrective,High,Completed,11.37,10185.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000475,AST000190,SITE0022,2026-05-20,2026-05-28,,Preventive,Medium,Cancelled,45.70,10925.86,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000476,AST000040,SITE0005,2026-05-31,2026-06-03,2026-06-02,Preventive,medium ,In Progress,53.80,24395.83,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000477,AST000052,SITE0007,2026-02-16,2026-02-18,2026-02-18,Corrective,High,In Progress,38.91,38369.67,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000478,AST000036,SITE0005,2026-05-23,2026-05-26,2026-05-24,preventive ,Medium,Completed,48.85,30701.35,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000479,AST000033,SITE0005,2026-01-01,2026-01-07,2026-02-10,Preventive,Critical,In Progress,57.17,9045.18,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000480,AST000129,SITE0016,2026-02-11,2026-02-16,2026-02-12,Emergency,Medium,Open,52.18,23442.50,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000481,AST000014,SITE0002,2026-02-07,2026-02-13,2026-02-12,Corrective,medium ,Cancelled,14.56,36387.10,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000482,AST000192,SITE0023,2026-05-17,2026-05-24,2026-05-19,Inspection,medium ,Cancelled,39.20,6183.52,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000483,AST000112,SITE0014,2026-01-26,2026-02-03,,Inspection,medium ,open ,63.49,40069.92,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000484,AST000109,SITE0013,2026-01-16,2026-01-22,2026-01-21,Emergency,High,Open,41.98,1779.58,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000485,AST000074,SITE0009,2026-04-30,2026-05-02,2026-05-05,Preventive,medium ,Open,56.40,23631.65,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000486,AST000070,SITE0009,2026-03-19,2026-03-26,2026-03-24,Preventive,Critical,In Progress,36.32,15558.11,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000487,AST000028,SITE0004,2026-03-07,2026-03-10,,Preventive,medium ,Open,31.46,44507.03,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000488,AST000230,SITE0027,2026-02-11,2026-02-13,2026-02-21,Emergency,Medium,Completed,54.20,41708.43,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000489,AST000181,SITE0021,2026-04-06,2026-04-09,2026-04-08,Corrective,Critical,Cancelled,41.36,6845.56,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000490,AST000086,SITE0011,2026-02-28,2026-02-28,2026-03-02,Emergency,Medium,Cancelled,69.41,22703.31,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000491,AST000116,SITE0014,2026-03-09,2026-03-13,2026-03-29,Emergency,Critical,Open,3.40,42316.32,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000492,AST000221,SITE0026,2026-04-30,2026-04-30,,Corrective,Medium,Cancelled,13.33,37909.68,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000493,AST000011,SITE0002,2026-03-28,2026-04-06,2026-04-17,Preventive,medium ,open ,11.43,26869.34,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000494,AST000192,SITE0023,2026-01-15,2026-01-22,2026-01-25,Corrective,Medium,Completed,76.43,3695.56,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000495,AST000124,SITE0015,2026-04-07,2026-04-07,2026-04-17,Preventive,Critical,Open,59.01,796.71,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000496,AST000008,SITE0001,2026-02-07,2026-02-07,2026-02-12,Preventive,High,In Progress,58.45,8157.51,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000497,AST000014,SITE0002,2026-03-13,2026-03-18,2026-03-23,preventive ,Low,In Progress,58.68,7567.46,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000498,AST000064,SITE0008,2026-02-21,2026-03-01,2026-03-13,preventive ,medium ,open ,69.34,16787.54,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000499,AST000203,SITE0024,2026-01-08,2026-01-18,2026-01-10,Corrective,Critical,Cancelled,8.84,23970.22,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000500,AST000182,SITE0021,2026-05-20,2026-05-20,2026-06-09,Inspection,High,open ,39.85,1780.07,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000501,AST000249,SITE0030,2026-03-09,2026-03-14,,Preventive,medium ,Cancelled,54.68,13587.26,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000502,AST000182,SITE0021,2026-01-28,2026-02-01,2026-01-30,Inspection,Critical,Completed,31.53,2558.38,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000503,AST000089,SITE0011,2026-05-07,2026-05-07,2026-05-08,Emergency,medium ,Completed,42.23,8632.72,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000504,AST000183,SITE0022,2026-02-03,2026-02-10,,Emergency,Low,open ,26.45,5598.00,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000505,AST000012,SITE0002,2026-02-26,2026-03-01,2026-03-03,Corrective,Low,Cancelled,78.86,24524.04,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000506,AST000245,SITE0029,2026-04-06,2026-04-15,2026-04-16,Inspection,Medium,Cancelled,16.42,27721.83,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000507,AST000088,SITE0011,2026-04-17,2026-04-24,,Emergency,medium ,Completed,52.53,34441.71,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000508,AST000004,SITE0001,2026-02-02,2026-02-11,2026-02-07,preventive ,medium ,Completed,75.28,7856.24,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000509,AST000136,SITE0016,2026-03-12,2026-03-16,2026-03-13,Inspection,Low,open ,48.65,19174.87,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000510,AST000201,SITE0024,2026-01-15,2026-01-24,,Corrective,Critical,Cancelled,51.17,5530.87,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000511,AST000086,SITE0011,2026-02-26,2026-02-27,2026-02-27,Preventive,Medium,Open,54.88,16596.52,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000512,AST000172,SITE0020,2026-05-31,2026-06-05,2026-06-02,Inspection,medium ,open ,7.24,12288.37,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000513,AST000018,SITE0003,2026-02-01,2026-02-08,2026-02-11,Preventive,medium ,Open,31.49,23193.36,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000514,AST_BAD,SITE0026,2026-05-02,2026-05-03,2026-06-11,Preventive,Low,Cancelled,26.59,33983.14,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000515,AST000128,SITE0016,2026-04-29,2026-05-09,2026-05-19,preventive ,High,open ,56.80,28804.43,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000516,AST000040,SITE0005,2026-01-28,2026-01-30,2026-01-30,Emergency,Medium,In Progress,26.60,26797.18,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000517,AST000183,SITE0022,2026-02-12,2026-02-22,2026-02-22,Preventive,Low,In Progress,34.62,36368.31,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000518,AST000183,SITE0022,2026-04-03,2026-04-13,,Emergency,Critical,Open,64.17,17812.42,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000519,AST000194,SITE0023,2026-02-14,2026-02-17,2026-02-19,Corrective,Medium,In Progress,56.97,23181.13,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000520,AST000206,SITE0025,2026-01-03,2026-01-04,,preventive ,Low,Cancelled,13.24,21735.67,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000521,AST000036,SITE0005,2026-02-12,2026-02-22,2026-02-17,preventive ,Medium,Cancelled,7.75,35030.19,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000522,AST000029,SITE0004,2026-01-14,2026-01-16,2026-02-23,Emergency,Critical,In Progress,50.68,29673.85,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000523,AST000153,SITE0018,2026-03-31,2026-04-04,2026-04-01,Emergency,medium ,Completed,5.22,2114.72,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000524,AST000036,SITE0005,2026-05-14,2026-05-18,2026-05-24,Preventive,Low,Open,64.36,8907.15,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000525,AST000080,SITE0010,2026-04-29,2026-05-07,,Preventive,High,In Progress,33.23,9859.28,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000526,AST000059,SITE0008,2026-04-28,2026-04-30,2026-05-18,preventive ,High,In Progress,54.21,13484.56,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000527,AST000232,SITE0027,2026-02-28,2026-03-01,,Emergency,medium ,In Progress,28.69,26164.76,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000528,AST000097,SITE0012,2026-03-25,2026-03-30,2026-05-04,Corrective,medium ,open ,74.98,32153.59,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000529,AST000193,SITE0023,2026-05-25,2026-06-02,2026-06-04,Corrective,medium ,Cancelled,22.73,26986.13,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000530,AST000091,SITE0011,2026-03-15,2026-03-23,2026-04-04,Corrective,Medium,In Progress,47.45,39889.92,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000531,AST000185,SITE0022,2026-03-22,2026-04-01,2026-03-23,Corrective,Low,Completed,48.46,610.21,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000532,AST000135,SITE0016,2026-02-25,2026-03-01,2026-03-07,Inspection,Medium,Cancelled,72.59,27788.84,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000533,AST000069,SITE0009,2026-01-01,2026-01-06,2026-01-06,Preventive,Low,open ,12.97,34477.68,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000534,AST000210,SITE0025,2026-02-08,2026-02-11,2026-02-28,preventive ,Critical,Cancelled,9.97,41876.00,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000535,AST000157,SITE0019,2026-03-06,2026-03-13,2026-04-15,Inspection,High,In Progress,40.16,34103.59,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000536,AST000033,SITE0005,2026-01-17,2026-01-17,2026-01-18,Emergency,Low,Completed,24.26,18537.87,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000537,AST000240,SITE0028,2026-03-11,2026-03-20,2026-03-21,Preventive,Low,In Progress,19.34,19134.61,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000538,AST000116,SITE0014,2026-01-24,2026-01-27,2026-02-13,Corrective,medium ,open ,39.04,13420.47,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000539,AST000201,SITE0024,2026-04-23,2026-04-26,2026-04-28,Emergency,High,In Progress,17.76,15276.74,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000540,AST000162,SITE0019,2026-03-23,2026-04-01,2026-04-02,preventive ,Low,Cancelled,66.55,34593.18,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000541,AST000024,SITE0004,2026-05-15,2026-05-21,2026-05-25,Corrective,Low,Completed,10.68,44046.39,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000542,AST000236,SITE0028,2026-02-22,2026-02-22,2026-03-14,Preventive,Low,Cancelled,52.57,14490.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000543,AST000075,SITE0010,2026-05-28,2026-06-05,,Corrective,Medium,Cancelled,44.48,10412.70,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000544,AST000084,SITE0010,2026-05-17,2026-05-27,2026-06-26,preventive ,Medium,Cancelled,35.84,27069.66,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000545,AST000002,SITE0001,2026-05-10,2026-05-14,2026-05-30,preventive ,Low,Cancelled,5.76,17359.83,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000546,AST000246,SITE_BAD,2026-05-17,2026-05-27,2026-06-06,Emergency,medium ,Completed,3.97,44573.56,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000547,AST000112,SITE0014,2026-04-06,2026-04-13,2026-04-08,Preventive,Medium,Cancelled,65.10,38773.84,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000548,AST000232,SITE0027,2026-04-06,2026-04-08,2026-04-07,Preventive,medium ,In Progress,17.27,22317.38,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000549,AST000092,SITE0011,2026-01-25,2026-02-01,2026-02-04,preventive ,Critical,open ,38.20,21825.70,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000550,AST000179,SITE0021,2026-02-23,2026-02-25,,Emergency,Low,Open,26.99,32204.48,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000551,AST000055,SITE0007,2026-05-26,2026-05-27,2026-05-27,preventive ,Critical,In Progress,3.02,20945.06,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000552,AST000202,SITE0024,2026-03-17,2026-03-24,2026-04-06,preventive ,Critical,Cancelled,75.82,9367.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000553,AST000088,SITE0011,2026-01-11,2026-01-18,2026-01-12,Inspection,Medium,Cancelled,51.56,17961.83,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000554,AST000184,SITE0022,2026-03-19,2026-03-25,2026-03-24,Corrective,Critical,Completed,11.45,34748.08,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000555,AST000193,SITE0023,2026-02-12,2026-02-12,2026-02-14,Emergency,Medium,In Progress,8.33,19217.32,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000556,AST000073,SITE0009,2026-01-29,2026-02-03,2026-01-30,Inspection,Medium,In Progress,67.46,39601.98,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000557,AST000084,SITE0010,2026-01-02,2026-01-07,2026-01-22,Preventive,Low,In Progress,65.37,44240.45,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000558,AST000248,SITE0029,2026-04-26,2026-04-30,2026-04-27,Preventive,Low,Cancelled,12.05,29468.25,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000559,AST000188,SITE0022,2026-04-15,2026-04-15,2026-05-05,Emergency,Critical,Open,62.24,2809.27,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000560,AST000210,SITE0025,2026-04-02,2026-04-09,2026-04-12,preventive ,Low,Open,29.39,13169.63,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000561,AST000098,SITE0012,2026-01-24,2026-01-26,2026-02-13,Inspection,Medium,Completed,78.57,44684.81,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000562,AST000101,SITE0013,2026-03-01,2026-03-07,2026-03-03,Corrective,High,Completed,72.69,41603.17,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000563,AST000032,SITE0005,2026-05-02,2026-05-07,2026-05-03,Emergency,Low,open ,31.33,3116.89,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000564,AST000183,SITE0022,2026-03-16,2026-03-18,2026-04-25,Corrective,Low,In Progress,49.68,10795.89,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000565,AST000229,SITE0027,2026-02-07,2026-02-11,2026-02-27,preventive ,Critical,In Progress,70.66,7864.64,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000566,AST000084,SITE0010,2026-05-02,2026-05-11,2026-05-04,Preventive,medium ,open ,45.86,9302.74,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000567,AST000110,SITE0013,2026-04-28,2026-04-29,2026-04-30,Inspection,Critical,Completed,75.11,9821.69,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000568,AST000193,SITE0023,2026-01-20,2026-01-26,2026-03-01,Corrective,Low,Cancelled,50.01,10136.37,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000569,AST000095,SITE0012,2026-03-09,2026-03-13,2026-03-14,preventive ,High,In Progress,44.53,43176.75,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000570,AST000082,SITE0010,2026-03-17,2026-03-17,2026-03-27,Inspection,Low,Completed,8.92,1956.14,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000571,AST000232,SITE0027,2026-05-08,2026-05-08,,Inspection,High,Completed,62.54,28980.98,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000572,AST000072,SITE0009,2026-04-07,2026-04-14,2026-04-08,preventive ,Medium,open ,49.41,3880.90,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000573,AST000232,SITE0027,2026-03-25,2026-03-25,2026-04-04,Emergency,High,Completed,58.64,12573.73,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000574,AST000137,SITE0017,2026-01-08,2026-01-15,2026-02-17,Preventive,medium ,Completed,3.30,16458.12,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000575,AST000145,SITE0018,2026-01-24,2026-01-26,2026-02-13,preventive ,Low,Open,61.19,41613.65,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000576,AST000125,SITE0015,2026-03-28,2026-03-31,2026-03-29,preventive ,Critical,In Progress,58.84,19307.62,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000577,AST000037,SITE0005,2026-02-28,2026-03-02,2026-03-10,preventive ,Medium,In Progress,9.91,29485.33,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000578,AST000149,SITE0018,2026-04-20,2026-04-30,2026-04-22,Preventive,Low,open ,2.45,19688.42,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000579,AST000154,SITE0018,2026-05-20,2026-05-26,2026-05-25,Inspection,High,open ,29.80,848.49,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000580,AST000235,SITE0028,2026-03-08,2026-03-15,2026-03-18,Inspection,medium ,Open,53.09,44330.74,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000581,AST000023,SITE0003,2026-01-30,2026-02-07,2026-02-01,Inspection,Medium,Open,68.21,15813.42,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000582,AST000245,SITE0029,2026-04-16,2026-04-20,2026-04-18,Preventive,medium ,Cancelled,42.77,44214.00,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000583,AST000174,SITE0021,2026-02-06,2026-02-06,,preventive ,Medium,Cancelled,51.66,8831.40,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
WO00000584,AST000178,SITE0021,2026-05-25,2026-05-27,2026-05-26,Emergency,Low,Open,32.65,7315.89,2026-07-13T04:58:51.805012+00:00,data/raw/operations/work_orders.csv
