receipt_line_id,receipt_id,po_line_id,product_id,received_qty,rejected_qty,damage_reason
RCL0000001079,RCV00000590,POL0000000049,SKU0000091,500,0,Incorrect item
RCL0000001080,RCV00000591,POL0000001066,SKU0000375,50,1,Damaged packaging
RCL0000001081,RCV00000591,POL0000001065,SKU0000434,100,0,
RCL0000001082,RCV00000592,POL0000001829,SKU0000414,250,0,Temperature breach
RCL0000001083,RCV00000593,POL0000000979,SKU0000505,0,0,
RCL0000001084,RCV00000593,POL0000000978,SKU0000181,187,0,Damaged packaging
RCL0000001085,RCV00000593,POL0000000977,SKU0000546,bad,0,Damaged packaging
RCL0000001086,RCV00000593,POL0000000980,SKU0000397,50,5,Damaged packaging
RCL0000001087,RCV00000594,POL0000000323,SKU0000658,250,0,Damaged packaging
RCL0000001088,RCV00000594,POL0000000322,SKU0000189,500,5,Damaged packaging
RCL0000001089,RCV00000594,POL0000000321,SKU0000434,1000,0,Temperature breach
RCL0000001090,RCV00000595,POL0000001971,SKU0000527,0,2,Temperature breach
RCL0000001091,RCV00000595,POL0000001973,SKU0000541,100,1,Damaged packaging
RCL0000001092,RCV00000595,POL0000001974,SKU0000463,0,0,
RCL0000001093,RCV00000595,POL0000001972,SKU0000564,1000,0,
RCL0000001094,RCV00000596,POL0000001552,SKU0000049,25,2,Damaged packaging
RCL0000001095,RCV00000596,POL0000001554,SKU0000181,550,5,Damaged packaging
RCL0000001096,RCV00000596,POL0000001553,SKU0000512,100,1,Incorrect item
RCL0000001097,RCV00000597,POL0000001541,SKU0000491,500,0,Temperature breach
RCL0000001098,RCV00000598,POL0000000470,SKU0000351,250,5,Damaged packaging
RCL0000001099,RCV00000598,POL0000000471,SKU0000596,50,2,Damaged packaging
RCL0000001100,RCV00000598,POL0000000472,SKU0000127,750,2,Damaged packaging
RCL0000001101,RCV00000599,POL0000000338,SKU0000450,75,1,Damaged packaging
RCL0000001102,RCV00000599,POL0000000340,SKU0000633,100,2,
RCL0000001103,RCV00000599,POL0000000339,SKU0000310,250,0,
RCL0000001104,RCV00000600,POL0000001120,SKU0000028,55,2,Incorrect item
RCL0000001105,RCV00000600,POL0000001121,SKU0000260,750,0,Temperature breach
RCL0000001106,RCV00000601,POL0000000404,SKU0000202,55,,Temperature breach
RCL0000001107,RCV00000601,POL0000000403,SKU0000157,110,2,Temperature breach
RCL0000001108,RCV00000602,POL0000000956,SKU0000412,0,2,
RCL0000001109,RCV00000602,POL0000000953,SKU0000547,25,0,Damaged packaging
RCL0000001110,RCV00000602,POL0000000954,SKU0000144,0,0,Damaged packaging
RCL0000001111,RCV00000603,POL0000001614,SKU0000129,100,1,Incorrect item
RCL0000001112,RCV00000604,POL0000001455,SKU0000406,250,1,
RCL0000001113,RCV00000605,POL0000001724,SKU0000216,110,,
RCL0000001114,RCV00000605,POL0000001726,SKU0000079,250,0,
RCL0000001115,RCV00000605,POL0000001725,SKU0000133,275,2,Damaged packaging
RCL0000001116,RCV00000606,POL0000000722,SKU0000580,100,,
RCL0000001117,RCV00000606,POL0000000721,SKU0000411,250,0,Incorrect item
RCL0000001118,RCV00000607,POL0000000922,SKU0000090,55,0,Incorrect item
RCL0000001119,RCV00000608,POL0000001664,SKU0000241,50,1,
RCL0000001120,RCV00000608,POL0000001663,SKU0000445,110,5,
RCL0000001121,RCV00000608,POL0000001662,SKU0000557,0,0,Damaged packaging
RCL0000001122,RCV00000609,POL0000000914,SKU0000101,250,2,
RCL0000001123,RCV00000609,POL0000000912,SKU0000268,125,1,Temperature breach
RCL0000001124,RCV00000609,POL0000000913,SKU0000378,50,0,Temperature breach
RCL0000001125,RCV00000610,POL0000000066,SKU0000378,50,5,Incorrect item
RCL0000001126,RCV00000611,POL0000001360,SKU0000518,500,0,Incorrect item
RCL0000001127,RCV00000612,POL0000001594,SKU0000596,125,0,Incorrect item
RCL0000001128,RCV00000612,POL0000001595,SKU0000117,500,1,Damaged packaging
RCL0000001129,RCV00000613,POL0000001426,SKU0000104,500,0,
RCL0000001130,RCV00000614,POL0000001255,SKU0000649,1000,5,Incorrect item
RCL0000001131,RCV00000614,POL0000001256,SKU0000409,250,,Temperature breach
RCL0000001132,RCV00000615,POL0000001688,SKU0000619,750,2,Incorrect item
RCL0000001133,RCV00000616,POL0000001151,SKU0000514,0,,Incorrect item
RCL0000001134,RCV00000616,POL0000001149,SKU0000236,0,0,
RCL0000001135,RCV00000617,POL0000001387,SKU0000599,50,1,Incorrect item
RCL0000001136,RCV00000618,POL0000001018,SKU0000592,0,0,Damaged packaging
RCL0000001137,RCV00000619,POL0000001939,SKU0000586,250,1,Incorrect item
RCL0000001138,RCV00000620,POL0000001564,SKU0000221,110,2,Damaged packaging
RCL0000001139,RCV00000620,POL0000001565,SKU0000579,750,1,Damaged packaging
RCL0000001140,RCV00000620,POL0000001566,SKU0000320,0,5,Damaged packaging
RCL0000001141,RCV00000621,POL0000000851,SKU0000244,100,,Temperature breach
RCL0000001142,RCV00000621,POL0000000853,SKU0000633,0,1,
RCL0000001143,RCV00000621,POL0000000852,SKU0000341,37,5,Incorrect item
RCL0000001144,RCV00000622,POL0000000641,SKU0000265,500,2,Incorrect item
RCL0000001145,RCV00000622,POL0000000640,SKU0000529,275,2,Incorrect item
RCL0000001146,RCV00000623,POL0000000868,SKU0000041,250,0,
RCL0000001147,RCV00000623,POL0000000867,SKU0000088,37,1,Damaged packaging
RCL0000001148,RCV00000624,POL0000000494,SKU0000403,100,0,Damaged packaging
RCL0000001149,RCV00000624,POL0000000493,SKU0000049,0,0,Damaged packaging
RCL0000001150,RCV00000625,POL0000000598,SKU0000393,75,0,
RCL0000001151,RCV00000625,POL0000000599,SKU0000203,75,5,Incorrect item
RCL0000001152,RCV00000626,POL0000001415,SKU0000459,250,5,Incorrect item
RCL0000001153,RCV00000627,POL0000000235,SKU0000625,50,0,Temperature breach
RCL0000001154,RCV00000628,POL0000000407,SKU0000405,275,0,
RCL0000001155,RCV00000628,POL0000000405,SKU0000036,0,,Damaged packaging
RCL0000001156,RCV00000629,POL0000000082,SKU0000618,55,0,
RCL0000001157,RCV00000629,POL0000000084,SKU0000405,275,5,Damaged packaging
RCL0000001158,RCV00000629,POL0000000083,SKU0000352,37,,Damaged packaging
RCL0000001159,RCV00000629,POL0000000085,SKU0000364,550,0,Incorrect item
RCL0000001160,RCV00000630,POL0000000616,SKU0000089,275,5,Incorrect item
RCL0000001161,RCV00000630,POL0000000618,SKU0000341,125,0,
RCL0000001162,RCV00000630,POL0000000617,SKU0000157,125,,Damaged packaging
RCL0000001163,RCV00000631,POL0000000844,SKU0000265,55,0,Damaged packaging
RCL0000001164,RCV00000631,POL0000000846,SKU0000252,0,0,Damaged packaging
RCL0000001165,RCV00000631,POL0000000845,SKU0000441,50,0,Temperature breach
RCL0000001166,RCV00000632,POL0000000938,SKU0000224,375,0,
RCL0000001167,RCV00000632,POL0000000939,SKU0000533,550,0,Incorrect item
RCL0000001168,RCV00000632,POL0000000940,SKU0000145,250,0,
RCL0000001169,RCV00000632,POL0000000937,SKU0000213,0,0,Temperature breach
RCL0000001170,RCV00000633,POL0000001774,SKU_UNKNOWN,50,,
RCL0000001171,RCV00000633,POL0000001775,SKU0000505,125,0,Damaged packaging
RCL0000001172,RCV00000634,POL0000000855,SKU0000118,100,2,
RCL0000001173,RCV00000634,POL0000000854,SKU0000265,100,5,
RCL0000001174,RCV00000635,POL0000000441,SKU0000331,500,2,Incorrect item
RCL0000001175,RCV00000636,POL0000001777,SKU0000113,187,2,Damaged packaging
RCL0000001176,RCV00000636,POL0000001778,SKU0000409,375,0,Incorrect item
RCL0000001177,RCV00000636,POL0000001779,SKU0000646,37,,Incorrect item
RCL0000001178,RCV00000637,POL0000001078,SKU0000562,500,1,
RCL0000001179,RCV00000637,POL0000001077,SKU0000382,1000,,Incorrect item
RCL0000001180,RCV00000638,POL0000000106,SKU0000632,110,2,
RCL0000001181,RCV00000638,POL0000000105,SKU0000638,187,0,Damaged packaging
RCL0000001182,RCV00000639,POL0000000250,SKU0000272,0,,Damaged packaging
RCL0000001183,RCV00000639,POL0000000248,SKU0000570,50,1,Damaged packaging
RCL0000001184,RCV00000639,POL0000000249,SKU0000528,125,5,
RCL0000001185,RCV00000640,POL0000001986,SKU0000591,250,0,
RCL0000001186,RCV00000641,POL0000001669,SKU0000130,50,,Temperature breach
RCL0000001187,RCV00000642,POL0000000136,SKU0000457,125,5,Damaged packaging
RCL0000001188,RCV00000642,POL0000000137,SKU0000231,125,0,
RCL0000001189,RCV00000642,POL0000000138,SKU0000332,250,5,Damaged packaging
RCL0000001190,RCV00000643,POL0000001652,SKU0000212,50,2,
RCL0000001191,RCV00000644,POL0000000622,SKU0000613,125,1,Damaged packaging
RCL0000001192,RCV00000645,POL0000001676,SKU0000002,500,1,Incorrect item
RCL0000001193,RCV00000646,POL0000001479,SKU0000420,500,1,
RCL0000001194,RCV00000646,POL0000001481,SKU0000423,0,,
RCL0000001195,RCV00000647,POL0000001899,SKU0000215,50,1,Temperature breach
RCL0000001196,RCV00000647,POL0000001900,SKU0000097,500,,Incorrect item
RCL0000001197,RCV00000648,POL0000001738,SKU0000444,50,5,
RCL0000001198,RCV00000648,POL0000001740,SKU0000220,25,1,Temperature breach
RCL0000001199,RCV00000648,POL0000001739,SKU0000547,550,1,
RCL0000001200,RCV00000648,POL0000001737,SKU0000668,375,0,
RCL0000001201,RCV00000649,POL0000000773,SKU0000329,50,0,Damaged packaging
RCL0000001202,RCV00000650,POL0000001193,SKU0000201,110,1,Damaged packaging
RCL0000001203,RCV00000650,POL0000001194,SKU0000079,100,,Damaged packaging
